ClassNo,ClassName_en,FXY,ElementName_en,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_en,noteIDs,Status
21,Radar data,021128,Number of valid points per second used to derive previous parameters,Numeric,0,0,8,Numeric,0,3,,,Operational
21,Radar data,021130,Spectrum total energy,Numeric,6,0,28,Numeric,6,9,,,Operational
21,Radar data,021131,Spectrum max energy,Numeric,6,0,28,Numeric,6,9,,,Operational
21,Radar data,021132,Direction of spectrum max on higher resolution grid,deg,3,0,19,deg,3,6,,,Operational
21,Radar data,021133,Wavelength of spectrum max on higher resolution grid,m,3,0,29,m,3,9,,,Operational
21,Radar data,021134,Range resolution of cress covariance spectrum,rad/m,3,0,19,rad/m,3,6,,,Operational
21,Radar data,021135,Real part of cross spectra polar grid number of bins,Numeric,3,-524288,20,Numeric,3,7,,,Operational
21,Radar data,021136,Imaginary part of cross spectra polar grid number of bins,Numeric,3,-524288,20,Numeric,3,7,,,Operational
21,Radar data,021137,Ku band corrected ocean backscatter coefficient,dB,2,-32768,16,dB,2,5,,,Operational
21,Radar data,021138,Std Ku band corrected ocean backscatter coefficient,dB,2,-32768,16,dB,2,5,,,Operational
21,Radar data,021139,Ku band net instrumental correction for AGC,dB,2,-2048,12,dB,2,4,,,Operational
21,Radar data,021140,S band corrected ocean backscatter coefficient,dB,2,-32768,16,dB,2,5,,,Operational
21,Radar data,021141,Std S band corrected ocean backscatter coefficient,dB,2,-32768,16,dB,2,5,,,Operational
21,Radar data,021142,S band net instrumental correction for AGC,dB,2,-1024,11,dB,2,4,,,Operational
21,Radar data,021143,Ku band rain attenuation,dB,2,-1073741824,31,dB,2,10,,,Operational
21,Radar data,021144,Altimeter rain flag,Flag table,0,0,2,Flag table,0,1,,,Operational
21,Radar data,021145,Ku band automatic gain control,dB,2,0,13,dB,2,4,,,Operational
21,Radar data,021146,RMS Ku band automatic gain control,dB,2,0,8,dB,2,3,,,Operational
21,Radar data,021147,Number of valid points for Ku band automatic gain control,Numeric,0,0,5,Numeric,0,2,,,Operational
21,Radar data,021148,Trailing edge variation flag,Flag table,0,0,9,Flag table,0,3,,,Operational
21,Radar data,021150,Beam co-location,Code table,0,0,2,Code table,0,1,,,Operational
21,Radar data,021151,Estimated error in sigma-0 at 40 degrees incidence angle,dB,2,0,9,dB,2,3,,,Operational
21,Radar data,021152,Slope at 40 degrees incidence angle,dB/deg,2,-80,7,dB/deg,2,2,,,Operational
21,Radar data,021153,Estimated error in slope at 40 degrees incidence angle,dB/deg,2,-40,6,dB/deg,2,2,,,Operational
21,Radar data,021154,Soil moisture sensitivity,dB,2,0,12,dB,2,4,,,Operational
21,Radar data,021155,Wind vector cell quality,Flag table,0,0,24,Flag table,0,8,,,Operational
21,Radar data,021156,Backscatter distance,Numeric,1,-4096,13,Numeric,1,4,,,Operational
21,Radar data,021157,Loss per unit length of atmosphere used,dB/m,10,0,22,dB/m,10,7,,,Operational
21,Radar data,021158,ASCAT Kp estimate quality,Code table,0,0,2,Code table,0,1,,,Operational
21,Radar data,021159,ASCAT sigma-0 usability,Code table,0,0,2,Code table,0,1,,,Operational
21,Radar data,021160,ASCAT use of synthetic data,Numeric,3,0,10,Numeric,3,4,,,Operational
21,Radar data,021161,ASCAT synthetic data quantity,Numeric,3,0,10,Numeric,3,4,,,Operational
21,Radar data,021162,ASCAT satellite orbit and attitude quality,Numeric,3,0,10,Numeric,3,4,,,Operational
21,Radar data,021163,ASCAT solar array reflection contamination,Numeric,3,0,10,Numeric,3,4,,,Operational
21,Radar data,021164,ASCAT telemetry presence and quality,Numeric,3,0,10,Numeric,3,4,,,Operational
21,Radar data,021165,ASCAT extrapolated reference function presence,Numeric,3,0,10,Numeric,3,4,,,Operational
21,Radar data,021166,Land fraction,Numeric,3,0,10,Numeric,3,4,,,Operational
21,Radar data,021169,Ice presence indicator,Code table,0,0,2,Code table,0,1,,,Operational
21,Radar data,021170,C band corrected ocean backscatter coefficient,dB,2,-32768,16,dB,2,5,,,Operational
21,Radar data,021171,RMS C band corrected ocean backscatter coefficient,dB,2,-32768,16,dB,2,5,,,Operational
21,Radar data,021172,C band net instrumental correction for AGC,dB,2,-2048,12,dB,2,4,,,Operational
21,Radar data,021173,C band automatic gain control,dB,2,0,13,dB,2,4,,,Operational
21,Radar data,021174,RMS C band automatic gain control,dB,2,0,9,dB,2,3,,,Operational
21,Radar data,021175,Number of valid points for C band automatic gain control,Numeric,0,0,10,Numeric,0,4,,,Operational
21,Radar data,021176,High frequency variability correction,m,3,0,16,m,3,5,,,Operational
21,Radar data,021177,Corrected OCOG backscatter coefficient,dB,2,0,16,dB,2,5,*,112,Operational
21,Radar data,021178,STD of 20 Hz OCOG backscatter coefficient,dB,2,0,16,dB,2,5,,,Operational
21,Radar data,021179,Number of 20 Hz valid points for OCOG backscatter coefficient,Numeric,0,0,16,Numeric,0,5,,,Operational
21,Radar data,021180,Number of 20 Hz valid points for ocean backscatter coefficient,Numeric,0,0,8,Numeric,0,3,,,Operational
21,Radar data,021181,20 Hz ocean backscatter coefficient,dB,2,0,16,dB,2,5,,,Operational
21,Radar data,021182,20 Hz Ku band peakiness,Numeric,3,0,16,Numeric,3,5,,,Operational
21,Radar data,021183,Specific band corrected ocean backscatter coefficient,dB,2,-32768,16,dB,2,5,,,Operational
21,Radar data,021184,STD specific band corrected ocean backscatter coefficient,dB,2,-32768,16,dB,2,5,,,Operational
21,Radar data,021185,Specific band net instrumental correction for AGC,dB,2,-2048,12,dB,2,4,,,Operational
21,Radar data,021186,Specific band automatic gain control,dB,2,0,13,dB,2,4,,,Operational
21,Radar data,021187,RMS specific band automatic gain control,dB,2,0,8,dB,2,3,,,Operational
21,Radar data,021188,Number of valid points for specific band automatic gain control,Numeric,0,0,7,Numeric,0,3,,,Operational
21,Radar data,021189,Corrected OCOG backscatter coefficient (negative reference),dB,2,-32768,16,dB,2,6,*,"112,11",Operational
21,Radar data,021026,ASCAT sigma-0 usability,Code Table,0,0,3,Code Table,0,1,,,Operational
21,Radar data,021027,Land contribution ratio,Numeric,4,0,14,Numeric,4,5,,,Operational
