Category,CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,Status
11,Single level report sequences (conventional data),D11007,(Aircraft data for one level with latitude/longitude indicated),,B02064,Aircraft roll angle quality,,,Operational
11,Single level report sequences (conventional data),D11007,(Aircraft data for one level with latitude/longitude indicated),,B12101,Temperature/air temperature,,,Operational
11,Single level report sequences (conventional data),D11007,(Aircraft data for one level with latitude/longitude indicated),,B12103,Dewpoint temperature,,,Operational
11,Single level report sequences (conventional data),D11008,(Aircraft ascent/descent profile without latitude/longitude indicated at each level),,B01008,Aircraft registration number or other identification,,,Operational
11,Single level report sequences (conventional data),D11008,(Aircraft ascent/descent profile without latitude/longitude indicated at each level),,D01011,"Year, month, day",,,Operational
11,Single level report sequences (conventional data),D11008,(Aircraft ascent/descent profile without latitude/longitude indicated at each level),,D01013,"Hour, minute, second",,,Operational
11,Single level report sequences (conventional data),D11008,(Aircraft ascent/descent profile without latitude/longitude indicated at each level),,D01021,Latitude/longitude (high accuracy),,,Operational
11,Single level report sequences (conventional data),D11008,(Aircraft ascent/descent profile without latitude/longitude indicated at each level),,B08004,Phase of aircraft flight,,,Operational
11,Single level report sequences (conventional data),D11008,(Aircraft ascent/descent profile without latitude/longitude indicated at each level),,R01000,Delayed replication of 1 descriptor,,,Operational
11,Single level report sequences (conventional data),D11008,(Aircraft ascent/descent profile without latitude/longitude indicated at each level),,D11006,AMDAR data or aircraft data for one level without latitude/longitude,,,Operational
11,Single level report sequences (conventional data),D11009,(Aircraft ascent/descent profile with latitude/longitude given for each level),,B01008,Aircraft registration number or other identification,,,Operational
11,Single level report sequences (conventional data),D11009,(Aircraft ascent/descent profile with latitude/longitude given for each level),,D01011,"Year, month, day",,,Operational
11,Single level report sequences (conventional data),D11009,(Aircraft ascent/descent profile with latitude/longitude given for each level),,D01013,"Hour, minute, second",,,Operational
11,Single level report sequences (conventional data),D11009,(Aircraft ascent/descent profile with latitude/longitude given for each level),,D01021,Latitude/longitude (high accuracy),,,Operational
11,Single level report sequences (conventional data),D11009,(Aircraft ascent/descent profile with latitude/longitude given for each level),,B08004,Phase of aircraft flight,,,Operational
11,Single level report sequences (conventional data),D11009,(Aircraft ascent/descent profile with latitude/longitude given for each level),,R01000,Delayed replication of 1 descriptor,,,Operational
11,Single level report sequences (conventional data),D11009,(Aircraft ascent/descent profile with latitude/longitude given for each level),,D11007,Aircraft data for one level with latitude/longitude indicated,,,Operational
