"﻿""Category""",CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,Status
08,Surface report sequences (sea),D08009,(Sequence for representation of synoptic reports from a sea station suitable for SHIP data),,D02001,Pressure and 3-hour pressure change,,,Operational
08,Surface report sequences (sea),D08009,(Sequence for representation of synoptic reports from a sea station suitable for SHIP data),,D02054,"Ship ""instantaneous"" data",,,Operational
08,Surface report sequences (sea),D08009,(Sequence for representation of synoptic reports from a sea station suitable for SHIP data),,B08002,Vertical significance (surface observations),,,Operational
08,Surface report sequences (sea),D08009,(Sequence for representation of synoptic reports from a sea station suitable for SHIP data),,D02055,Icing and ice,,,Operational
08,Surface report sequences (sea),D08009,(Sequence for representation of synoptic reports from a sea station suitable for SHIP data),,D02057,Ship marine data,,,Operational
08,Surface report sequences (sea),D08009,(Sequence for representation of synoptic reports from a sea station suitable for SHIP data),,D02060,"Ship ""period"" data",,,Operational
08,Surface report sequences (sea),D08010,(TRACKOB template),,B01011,Ship or mobile land station identifier,,,Operational
08,Surface report sequences (sea),D08010,(TRACKOB template),,R13000,Delayed replication of 13 descriptors,,,Operational
08,Surface report sequences (sea),D08010,(TRACKOB template),,D01011,"Year, month, day",,,Operational
08,Surface report sequences (sea),D08010,(TRACKOB template),,D01012,"Hour, minute",,,Operational
08,Surface report sequences (sea),D08010,(TRACKOB template),,D01021,Latitude/longitude (high accuracy),,,Operational
08,Surface report sequences (sea),D08010,(TRACKOB template),,B04080,Averaging period for following value,,,Operational
08,Surface report sequences (sea),D08010,(TRACKOB template),,B22049,Sea-surface temperature,,,Operational
08,Surface report sequences (sea),D08010,(TRACKOB template),,B04080,Averaging period for following value,,,Operational
08,Surface report sequences (sea),D08010,(TRACKOB template),,B22059,Sea-surface salinity,,,Operational
08,Surface report sequences (sea),D08010,(TRACKOB template),,B04080,Averaging period for following value,,,Operational
08,Surface report sequences (sea),D08010,(TRACKOB template),,B22005,Direction of sea-surface current,,,Operational
08,Surface report sequences (sea),D08010,(TRACKOB template),,B02042,Indicator for sea-surface current speed,,,Operational
08,Surface report sequences (sea),D08010,(TRACKOB template),,B22032,Speed of sea-surface current,,,Operational
08,Surface report sequences (sea),D08010,(TRACKOB template),,B02042,Indicator for sea-surface current speed,Cancel,,Operational
08,Surface report sequences (sea),D08010,(TRACKOB template),,B04080,Averaging period for following value,Cancel,,Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),,B01011,Ship or mobile land station identifier,Ship's call sign,,Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),,B02001,Type of station,,,Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),,D01011,"Year, month, day",,(see Note 2),Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),,D01012,"Hour, minute",,(see Note 2),Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),,D01023,Latitude/longitude (coarse accuracy),,,Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),,B07030,Height of station ground above mean sea level,,(see Note 3),Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),,B07031,Height of barometer above mean sea level,,(see Note 3),Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),"Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature",B04074,Short time period or displacement),= UTC - LT,(see Note 2),Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),"Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature",B04023,Time period or displacement,= Number of days in the month,,Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),"Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature",B08023,First-order statistics,= 4 Mean value,,Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),"Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature",B10051,Pressure reduced to mean sea level,,,Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),"Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature",B07032,Height of sensor above local ground (or deck of marine platform),Temperature measurement,(see Note 3),Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),"Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature",B07033,Height of sensor above water surface,Temperature measurement,(see Note 3),Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),"Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature",B12101,Temperature/air temperature,,,Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),"Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature",B13004,Vapour pressure,,,Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),"Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature",B07032,Height of sensor above local ground (or deck of marine platform),Set to missing (cancel),,Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),"Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature",B07033,Height of sensor above water surface,Set to missing (cancel),,Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),"Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature",D02056,Sea/water temperature,"Sea-surface temperature, method of measurement, and depth below sea surface",,Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),"Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature",B08023,First-order statistics,Set to missing,,Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),Precipitation,B04003,Day,= 1,(see Note 4),Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),Precipitation,B04004,Hour,= 6,(see Note 4),Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),Precipitation,B04023,Time period or displacement,= Number of days in the month,(see Note 4),Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),Precipitation,B07032,Height of sensor above local ground (or deck of marine platform),,(see Note 3),Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),Precipitation,B13060,Total accumulated precipitation,,,Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),Precipitation,B13051,"Frequency group, precipitation",,,Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),Precipitation,B04053,Number of days with precipitation equal to or more than 1 mm,,,Operational
08,Surface report sequences (sea),D08011,(Monthly values from an ocean weather station - CLIMAT SHIP),Precipitation,B07032,Height of sensor above local ground (or deck of marine platform),Set to missing (cancel),,Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),,B04001,Year,Beginning of the reference period,,Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),,B04001,Year,Ending of the reference period,,Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),,B04002,Month,,,Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),,B04003,Day,= 1,(see Note 2),Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),,B04004,Hour,= 0,(see Note 2),Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),,B04074,Short time period or displacement,= UTC - LT,(see Note 2),Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),,B04022,Time period or displacement,= 1,,Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),"Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature",B08023,First-order statistics,= 4 Mean value,,Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),"Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature",B10051,Pressure reduced to mean sea level,,,Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),"Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature",B07032,Height of sensor above local ground (or deck of marine platform),Temperature measurement,(see Note 3),Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),"Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature",B07033,Height of sensor above water surface,Temperature measurement,(see Note 3),Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),"Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature",B12101,Temperature/air temperature,,,Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),"Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature",B13004,Vapour pressure,,,Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),"Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature",B07032,Height of sensor above local ground (or deck of marine platform),Set to missing (cancel),,Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),"Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature",B07033,Height of sensor above water surface,Set to missing (cancel),,Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),"Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature",D02056,Sea/water temperature,"Sea-surface temperature, method of measurement, and depth below sea surface",,Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),"Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature",B08023,First-order statistics,Set to missing,,Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),"Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature",B04001,Year,Beginning of the reference period,,Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),"Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature",B04001,Year,Ending of the reference period,,Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),"Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature",B04002,Month,,,Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),"Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature",B04003,Day,= 1,(see Note 4),Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),"Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature",B04004,Hour,= 6,(see Note 4),Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),"Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature",B04022,Time period or displacement,= 1,,Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),Normals of precipitation,B07032,Height of sensor above local ground (or deck of marine platform),Precipitation measurement,(see Note 3),Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),Normals of precipitation,B08023,First-order statistics,= 4 Mean value,,Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),Normals of precipitation,B13060,Total accumulated precipitation,,,Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),Normals of precipitation,B04053,Number of days with precipitation equal to or more than 1 mm,,,Operational
08,Surface report sequences (sea),D08012,(Monthly normals for an ocean weather station),Normals of precipitation,B08023,First-order statistics,Set to missing,,Operational
08,Surface report sequences (sea),D08013,(Representation of CLIMAT SHIP data of the actual month and for monthly normals),,D08011,Monthly values from an ocean weather station - CLIMAT SHIP,,,Operational
08,Surface report sequences (sea),D08013,(Representation of CLIMAT SHIP data of the actual month and for monthly normals),,D08012,Monthly normals for an ocean weather station,,,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),"Station identification, date/time, horizontal and vertical coordinates",B01011,Ship or mobile land station identifier,Ship’s call sign,,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),"Station identification, date/time, horizontal and vertical coordinates",B02001,Type of station,,,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),"Station identification, date/time, horizontal and vertical coordinates",D01011,"Year, month, day",,,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),"Station identification, date/time, horizontal and vertical coordinates",D01012,"Hour, minute",,,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),"Station identification, date/time, horizontal and vertical coordinates",D01023,Latitude/longitude (coarse accuracy),,,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),"Station identification, date/time, horizontal and vertical coordinates",B07030,Height of station ground above mean sea level,,,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),"Station identification, date/time, horizontal and vertical coordinates",B07031,Height of barometer above mean sea level,,,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),"Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature",B04074,Short time period or displacement,,,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),"Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature",B04023,Time period or displacement,Number of days in the month,,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),"Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature",B08023,First-order statistics,= 4 Mean value,,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),"Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature",B10051,Pressure reduced to mean sea level,,,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),"Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature",B07032,Height of sensor above local ground (or deck of marine platform),Temperature measurement,,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),"Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature",B07033,Height of sensor above water surface,Temperature measurement,,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),"Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature",B12101,Temperature/air temperature,,,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),"Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature",B13004,Vapour pressure,,,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),"Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature",B07032,Height of sensor above local ground (or deck of marine platform),Set to missing (cancel),,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),"Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature",B07033,Height of sensor above water surface,Set to missing (cancel),,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),"Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature",D02056,Sea/water temperature,"Sea-surface temperature, method of measurement and depth below sea surface",,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),"Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature",B08023,First-order statistics,Set to missing (cancel),,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),Precipitation,B04003,Day,= 1,,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),Precipitation,B04004,Hour,= 0,,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),Precipitation,B04074,Short time period or displacement,,,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),Precipitation,B04023,Time period or displacement,Number of days in the month,,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),Precipitation,B07032,Height of sensor above local ground (or deck of marine platform),,,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),Precipitation,B13060,Total accumulated precipitation,,,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),Precipitation,B13051,"Frequency group, precipitation",,,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),Precipitation,B04053,Number of days with precipitation equal to or more than 1 mm,,,Operational
08,Surface report sequences (sea),D08021,(Monthly values from an ocean weather station in compliance with regional or national reporting practices),Precipitation,B07032,Height of sensor above local ground (or deck of marine platform),Set to missing (cancel),,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),"Normals of pressure, temperature, vapour pressure and sea/water temperature",B04001,Year,Beginning of the reference period,,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),"Normals of pressure, temperature, vapour pressure and sea/water temperature",B04001,Year,Ending of the reference period,,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),"Normals of pressure, temperature, vapour pressure and sea/water temperature",B04002,Month,,,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),"Normals of pressure, temperature, vapour pressure and sea/water temperature",B04003,Day,= 1,,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),"Normals of pressure, temperature, vapour pressure and sea/water temperature",B04004,Hour,= 0,,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),"Normals of pressure, temperature, vapour pressure and sea/water temperature",B04074,Short time period or displacement,,,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),"Normals of pressure, temperature, vapour pressure and sea/water temperature",B04022,Time period or displacement,= 1,,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),"Normals of pressure, temperature, vapour pressure and sea/water temperature",B08023,First-order statistics,= 4 Mean value,,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),"Normals of pressure, temperature, vapour pressure and sea/water temperature",B10051,Pressure reduced to mean sea level,,,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),"Normals of pressure, temperature, vapour pressure and sea/water temperature",B07032,Height of sensor above local ground (or deck of marine platform),Temperature measurement,,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),"Normals of pressure, temperature, vapour pressure and sea/water temperature",B07033,Height of sensor above water surface,Temperature measurement,,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),"Normals of pressure, temperature, vapour pressure and sea/water temperature",B12101,Temperature/air temperature,,,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),"Normals of pressure, temperature, vapour pressure and sea/water temperature",B13004,Vapour pressure,,,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),"Normals of pressure, temperature, vapour pressure and sea/water temperature",B07032,Height of sensor above local ground (or deck of marine platform),Set to missing (cancel),,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),"Normals of pressure, temperature, vapour pressure and sea/water temperature",B07033,Height of sensor above water surface,Set to missing (cancel),,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),"Normals of pressure, temperature, vapour pressure and sea/water temperature",D02056,Sea/water temperature,"Sea-surface temperature, method of measurement and depth below sea surface",,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),"Normals of pressure, temperature, vapour pressure and sea/water temperature",B08023,First-order statistics,Set to missing (cancel),,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),Normals of precipitation,B04001,Year,Beginning of the reference period,,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),Normals of precipitation,B04001,Year,Ending of the reference period,,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),Normals of precipitation,B04002,Month,,,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),Normals of precipitation,B04003,Day,= 1,,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),Normals of precipitation,B04004,Hour,= 0,,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),Normals of precipitation,B04074,Short time period or displacement,,,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),Normals of precipitation,B04022,Time period or displacement,= 1,,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),Normals of precipitation,B07032,Height of sensor above local ground (or deck of marine platform),Precipitation measurement,,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),Normals of precipitation,B08023,First-order statistics,= 4 Mean value,,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),Normals of precipitation,B13060,Total accumulated precipitation,,,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),Normals of precipitation,B04053,Number of days with precipitation equal to or more than 1 mm,,,Operational
08,Surface report sequences (sea),D08022,(Monthly normals for an ocean weather station in compliance with regional or national reporting practices),Normals of precipitation,B08023,First-order statistics,Set to missing (cancel),,Operational
08,Surface report sequences (sea),D08023,(Sequence for representation of monthly values suitable for CLIMAT SHIP data in compliance with regional or national reporting practices),,D08021,Monthly values from an ocean weather station in compliance with regional or national reporting practices,,,Operational
08,Surface report sequences (sea),D08023,(Sequence for representation of monthly values suitable for CLIMAT SHIP data in compliance with regional or national reporting practices),,D08022,Monthly normals for an ocean weather station in compliance with regional or national reporting practices,,,Operational
