ClassNo,ClassName_en,FXY,ElementName_en,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_en,noteIDs,Status
20,Observed phenomena,020071,Accuracy of fix and rate of atmospherics,Code table,0,0,4,Code table,0,2,,,Operational
20,Observed phenomena,020079,Snow or ice crystals indicator,Code table,0,0,2,Code table,0,1,,,Operational
20,Observed phenomena,020081,Cloud amount in segment,%,0,0,7,%,0,3,,,Operational
20,Observed phenomena,020082,Amount segment cloud free,%,0,0,7,%,0,3,,,Operational
20,Observed phenomena,020083,Amount of segment covered by scene,%,0,0,7,%,0,3,,,Operational
20,Observed phenomena,020085,General condition of runway,Code table,0,0,4,Code table,0,1,,,Operational
20,Observed phenomena,020086,Runway deposits,Code table,0,0,4,Code table,0,1,,,Operational
20,Observed phenomena,020087,Runway contamination,Code table,0,0,4,Code table,0,1,,,Operational
20,Observed phenomena,020088,Depth of runway deposits,m,3,0,12,m,0,4,,,Operational
20,Observed phenomena,020089,Runway friction coefficient,Code table,0,0,7,Code table,0,2,,,Operational
20,Observed phenomena,020090,Special clouds,Code table,0,0,4,Code table,0,2,,,Operational
20,Observed phenomena,020091,Vertical visibility,ft,-2,0,10,ft,-2,3,,,Operational
20,Observed phenomena,020092,Height of base of cloud,ft,-2,0,10,ft,-2,3,,,Operational
20,Observed phenomena,020093,Height of inversion,m,-1,0,8,m,-1,3,,,Operational
20,Observed phenomena,020095,Ice probability,Numeric,3,0,10,Numeric,3,4,,,Operational
20,Observed phenomena,020096,"Ice age (""A"" parameter)",dB,2,-4096,13,dB,2,4,,,Operational
20,Observed phenomena,020101,Locust (acridian) name,Code table,0,0,4,Code table,0,2,,,Operational
20,Observed phenomena,020102,Locust (maturity) colour,Code table,0,0,4,Code table,0,2,,,Operational
20,Observed phenomena,020103,Stage of development of locusts,Code table,0,0,4,Code table,0,2,,,Operational
20,Observed phenomena,020104,Organization state of swarm or band of locusts,Code table,0,0,4,Code table,0,2,,,Operational
20,Observed phenomena,020105,Size of swarm or band of locusts and duration of passage of swarm,Code table,0,0,4,Code table,0,2,,,Operational
20,Observed phenomena,020106,Locust population density,Code table,0,0,4,Code table,0,2,,,Operational
20,Observed phenomena,020107,Direction of movements of locust swarm,Code table,0,0,4,Code table,0,2,,,Operational
20,Observed phenomena,020108,Extent of vegetation,Code table,0,0,4,Code table,0,2,,,Operational
20,Observed phenomena,020111,x-axis error ellipse major component,m,-1,0,17,m,-1,6,(see Notes 8 and 9),"89,90",Operational
20,Observed phenomena,020112,y-axis error ellipse minor component,m,-1,0,17,m,-1,6,(see Notes 8 and 9),"89,90",Operational
20,Observed phenomena,020113,z-axis error ellipse component,m,-1,0,17,m,-1,6,(see Note 9),89,Operational
20,Observed phenomena,020114,Angle of x-axis in error ellipse,deg,2,-18000,16,deg,2,5,(see Note 10),31,Operational
20,Observed phenomena,020115,Angle of z-axis in error ellipse,deg,2,-18000,16,deg,2,5,(see Note 11),30,Operational
20,Observed phenomena,020116,Emission height of cloud stroke,m,0,0,16,m,0,5,,,Operational
20,Observed phenomena,020117,Amplitude of lightning strike,A,-1,-32000,16,A,-1,5,,,Operational
20,Observed phenomena,020118,Lightning detection error,m,0,0,19,m,0,6,,,Operational
20,Observed phenomena,020119,Lightning discharge polarity,Code table,0,0,2,Code table,0,1,,,Operational
20,Observed phenomena,020121,Threshold value for polarity decision,V,3,0,16,V,3,5,(see Note 12),9,Operational
20,Observed phenomena,020122,Threshold value for polarity decision,A,0,0,16,A,0,5,(see Note 13),10,Operational
20,Observed phenomena,020123,Minimum threshold for detection,V/m,3,0,16,V/m,3,5,(see Note 14),102,Operational
20,Observed phenomena,020124,Lightning stroke or flash,Code table,0,0,2,Code table,0,1,,,Operational
20,Observed phenomena,020126,Lightning rate of discharge,/h,0,0,23,/h,0,7,,,Operational
20,Observed phenomena,020127,Lightning - distance from station,m,-3,0,8,m,-3,3,,,Operational
20,Observed phenomena,020128,Lightning - direction from station,degree true,1,0,12,degree true,1,4,,,Operational
20,Observed phenomena,020129,"Lightning density (stroke, flash or event)",m-2,6,0,10,m-2,6,4,,,Operational
20,Observed phenomena,020130,Cloud hydrometeor concentration,Numeric,0,0,10,Numeric,0,3,(see Note 16),37,Operational
20,Observed phenomena,020131,Effective radius of cloud hydrometeors,m,5,0,6,m,5,2,,,Operational
20,Observed phenomena,020132,Cloud liquid water content,kg m-3,5,0,11,kg m-3,5,4,,,Operational
20,Observed phenomena,020133,Hydrometeor radius,m,5,0,6,m,5,2,,,Operational
20,Observed phenomena,020135,Ice mass (on a rod),kg/m,1,0,10,kg/m,1,3,,,Operational
20,Observed phenomena,020136,Supplementary cloud type,Code table,0,0,9,Code table,0,3,,,Operational
20,Observed phenomena,020137,Evolution of clouds,Code table,0,0,4,Code table,0,2,,,Operational
20,Observed phenomena,020138,Road surface condition,Code table,0,0,4,Code table,0,2,,,Operational
