Id,ClassNo,ClassName_en,FXY,ElementName_en,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_en,noteIDs,Status
bufr4/0/10/079,10,Non-coordinate location (vertical),010079,Off-nadir angle of the satellite from platform data,deg,4,0,16,deg,4,5,,,Operational
bufr4/0/10/080,10,Non-coordinate location (vertical),010080,Viewing zenith angle,deg,2,-9000,15,deg,2,5,,,Operational
bufr4/0/10/081,10,Non-coordinate location (vertical),010081,Altitude of COG above reference ellipsoid,m,3,0,31,m,3,10,,,Operational
bufr4/0/10/082,10,Non-coordinate location (vertical),010082,Instantaneous altitude rate,m/s,3,-65536,17,m/s,3,6,,,Operational
bufr4/0/10/083,10,Non-coordinate location (vertical),010083,Squared off-nadir angle of the satellite from platform data,deg2,2,0,16,deg2,2,5,,,Operational
bufr4/0/10/084,10,Non-coordinate location (vertical),010084,Squared off-nadir angle of the satellite from waveform data,deg2,2,0,16,deg2,2,5,,,Operational
bufr4/0/10/085,10,Non-coordinate location (vertical),010085,Mean sea-surface height,m,3,-131072,18,m,3,6,,,Operational
bufr4/0/10/086,10,Non-coordinate location (vertical),010086,Geoid's height,m,3,-131072,18,m,3,6,,,Operational
bufr4/0/10/087,10,Non-coordinate location (vertical),010087,Ocean depth/land elevation,m,1,-131072,18,m,1,6,,,Operational
bufr4/0/10/088,10,Non-coordinate location (vertical),010088,Total geocentric ocean tide height (solution 1),m,3,-32768,16,m,3,5,,,Operational
bufr4/0/10/089,10,Non-coordinate location (vertical),010089,Total geocentric ocean tide height (solution 2),m,3,-32768,16,m,3,5,,,Operational
bufr4/0/10/090,10,Non-coordinate location (vertical),010090,Long period tide height,m,3,-32768,16,m,3,5,,,Operational
bufr4/0/10/091,10,Non-coordinate location (vertical),010091,Tidal loading height,m,3,-32768,16,m,3,5,,,Operational
bufr4/0/10/092,10,Non-coordinate location (vertical),010092,Solid Earth tide height,m,3,-32768,16,m,3,5,,,Operational
bufr4/0/10/093,10,Non-coordinate location (vertical),010093,Geocentric pole tide height,m,3,-32768,16,m,3,5,,,Operational
bufr4/0/10/095,10,Non-coordinate location (vertical),010095,Height of atmosphere used,m,0,0,16,m,0,5,,,Operational
bufr4/0/10/096,10,Non-coordinate location (vertical),010096,Mean dynamic topography,m,3,-131072,18,m,3,6,,,Operational
bufr4/0/10/097,10,Non-coordinate location (vertical),010097,Mean sea-surface height from altimeter only,m,3,-131072,18,m,3,6,,,Operational
bufr4/0/10/098,10,Non-coordinate location (vertical),010098,Loading tide height geocentric ocean tide solution 1,m,4,-2000,12,m,4,4,,,Operational
bufr4/0/10/099,10,Non-coordinate location (vertical),010099,Loading tide height geocentric ocean tide solution 2,m,4,-2000,12,m,4,4,,,Operational
bufr4/0/10/100,10,Non-coordinate location (vertical),010100,Non-equilibrium long period tide height,m,4,-2000,12,m,4,4,,,Operational
bufr4/0/10/101,10,Non-coordinate location (vertical),010101,Squared off-nadir angle of the satellite from waveform data,deg2,2,-32768,16,deg2,2,5,,,Operational
bufr4/0/10/102,10,Non-coordinate location (vertical),010102,Sea-surface height anomaly,m,3,-32768,16,m,3,5,,,Operational
bufr4/0/10/103,10,Non-coordinate location (vertical),010103,Mean dynamic topography accuracy,m,3,-131072,18,m,3,6,,,Operational
