ClassNo,ClassName_en,FXY,ElementName_en,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_en,noteIDs,Status
8,Significance qualifiers,8037,Baseline check significance,Code table,0,0,5,Code table,0,2,,,Operational
8,Significance qualifiers,8038,Instrument data significance,Code table,0,0,8,Code table,0,3,,,Operational
8,Significance qualifiers,8039,Time significance (Aviation forecast),Code table,0,0,6,Code table,0,2,,,Operational
8,Significance qualifiers,8040,Flight level significance,Code table,0,0,6,Code table,0,2,,,Operational
8,Significance qualifiers,8041,Data significance,Code table,0,0,5,Code table,0,2,,,Operational
8,Significance qualifiers,8042,Extended vertical sounding significance,Flag table,0,0,18,Flag table,0,6,,,Operational
8,Significance qualifiers,8043,Atmospheric chemical or physical constituent type,Code table,0,0,8,Code table,0,3,(see Note 7),169,Operational
8,Significance qualifiers,8044,CAS registry number,CCITT IA5,0,0,88,Character,0,11,,,Operational
8,Significance qualifiers,8046,Atmospheric chemical or physical constituent type,Common Code table C-14,0,0,16,Common Code table C-14,0,5,,,Operational
8,Significance qualifiers,8049,Number of observations,Numeric,0,0,8,Numeric,0,3,,,Operational
8,Significance qualifiers,8050,Qualifier for number of missing values in calculation of statistic,Code table,0,0,4,Code table,0,2,,,Operational
8,Significance qualifiers,8051,Qualifier for number of missing values in calculation of statistic,Code table,0,0,3,Code table,0,1,,,Operational
8,Significance qualifiers,8052,Condition for which number of days of occurrence follows,Code table,0,0,5,Code table,0,2,,,Operational
8,Significance qualifiers,8053,Day of occurrence qualifier,Code table,0,0,2,Code table,0,1,,,Operational
8,Significance qualifiers,8054,Qualifier for wind speed or wind gusts,Code table,0,0,3,Code table,0,1,,,Operational
8,Significance qualifiers,8060,Sample scanning mode significance,Code table,0,0,4,Code table,0,2,,,Operational
8,Significance qualifiers,8065,Sun-glint indicator,Code table,0,0,2,Code table,0,1,,,Operational
8,Significance qualifiers,8066,Semi-transparency indicator,Code table,0,0,2,Code table,0,1,,,Operational
8,Significance qualifiers,8070,Vertical sounding product qualifier,Code table,0,0,4,Code table,0,2,,,Operational
8,Significance qualifiers,8072,Pixel(s) type,Code table,0,0,3,Code table,0,1,,,Operational
8,Significance qualifiers,8074,Altimeter echo type,Code table,0,0,2,Code table,0,1,,,Operational
8,Significance qualifiers,8075,Ascending/descending orbit qualifier,Code table,0,0,2,Code table,0,1,,,Operational
8,Significance qualifiers,8076,Type of band,Code table,0,0,6,Code table,0,2,,,Operational
8,Significance qualifiers,8077,Radiometer sensed surface type,Code table,0,0,7,Code table,0,3,,,Operational
8,Significance qualifiers,8079,Product status,Code table,0,0,4,Code table,0,2,,,Operational
8,Significance qualifiers,8080,Qualifier for GTSPP quality flag,Code table,0,0,6,Code table,0,2,,,Operational
8,Significance qualifiers,8081,Type of equipment,Code table,0,0,6,Code table,0,2,,,Operational
8,Significance qualifiers,8082,Modification of sensor height to another value,Code table,0,0,3,Code table,0,1,,,Operational
8,Significance qualifiers,8083,Nominal value indicator,Flag table,0,0,15,Flag table,0,5,,,Operational
8,Significance qualifiers,8085,Beam identifier,Code table,0,0,3,Code table,0,1,,,Operational
8,Significance qualifiers,8086,Vertical significance for NWP,Flag table,0,0,12,Flag table,0,4,,,Operational
8,Significance qualifiers,8087,Corner position of observation,Code table,0,0,3,Code table,0,1,,,Operational
8,Significance qualifiers,8088,Map significance,Code table,0,0,6,Code table,0,2,,,Operational
8,Significance qualifiers,8090,Decimal scale of following significands,Numeric,0,-127,8,Numeric,0,3,(see Note 8),51,Operational
8,Significance qualifiers,8091,Coordinates significance,Code table,0,0,8,Code table,0,3,,,Operational
8,Significance qualifiers,8092,Measurement uncertainty expression,Code table,0,0,5,Code table,0,2,,,Operational
8,Significance qualifiers,8093,Measurement uncertainty significance,Code table,0,0,5,Code table,0,2,,,Operational
8,Significance qualifiers,8094,Method used to calculate the average daily temperature,Code table,0,0,8,Code table,0,3,,,Operational
8,Significance qualifiers,8095,Siting and measurement quality classification for temperature,Code table,0,0,8,Code table,0,3,,,Operational
8,Significance qualifiers,8096,Siting and measurement quality classification for precipitation,Code table,0,0,8,Code table,0,3,,,Operational
