Id,ClassNo,ClassName_en,FXY,ElementName_en,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_en,noteIDs,Status
bufr4/0/12/121,12,Temperature,012121,Ground minimum temperature,K,2,0,16,C,2,4,,,Operational
bufr4/0/12/122,12,Temperature,012122,Ground minimum temperature of the preceding night,K,2,0,16,C,2,4,,,Operational
bufr4/0/12/128,12,Temperature,012128,Road surface temperature,K,2,0,16,C,2,5,,,Operational
bufr4/0/12/129,12,Temperature,012129,Road subsurface temperature,K,2,0,16,C,2,5,,,Operational
bufr4/0/12/130,12,Temperature,012130,Soil temperature,K,2,0,16,C,2,4,,,Operational
bufr4/0/12/131,12,Temperature,012131,Snow temperature,K,2,0,16,C,2,4,,,Operational
bufr4/0/12/132,12,Temperature,012132,Ice surface temperature,K,2,0,16,C,2,4,,,Operational
bufr4/0/12/133,12,Temperature,012133,Ice temperature,K,2,0,16,,,,,,Operational
bufr4/0/12/151,12,Temperature,012151,Standard deviation of daily mean temperature,K,2,0,12,C,2,4,,,Operational
bufr4/0/12/152,12,Temperature,012152,Highest daily mean temperature,K,2,0,16,C,2,4,,,Operational
bufr4/0/12/153,12,Temperature,012153,Lowest daily mean temperature,K,2,0,16,C,2,4,,,Operational
bufr4/0/12/158,12,Temperature,012158,Noise-equivalent delta temperature while viewing cold target,K,2,0,12,C,2,4,,,Operational
bufr4/0/12/159,12,Temperature,012159,Noise-equivalent delta temperature while viewing warm target,K,2,0,12,C,2,4,,,Operational
bufr4/0/12/161,12,Temperature,012161,Skin temperature,K,2,0,16,C,2,4,,,Operational
bufr4/0/12/162,12,Temperature,012162,Equivalent black body temperature,K,2,0,16,C,2,4,,,Operational
bufr4/0/12/163,12,Temperature,012163,Brightness temperature,K,2,0,16,C,2,4,,,Operational
bufr4/0/12/164,12,Temperature,012164,Instrument temperature,K,2,0,16,K,2,5,,,Operational
bufr4/0/12/165,12,Temperature,012165,Direct sun brightness temperature,K,0,0,23,K,0,7,,,Operational
bufr4/0/12/166,12,Temperature,012166,Snapshot accuracy,K,1,-4000,13,K,1,4,,,Operational
bufr4/0/12/167,12,Temperature,012167,Radiometric accuracy (pure polarization),K,1,0,9,K,1,3,,,Operational
bufr4/0/12/168,12,Temperature,012168,Radiometric accuracy (cross polarization),K,1,0,9,K,1,3,,,Operational
bufr4/0/12/169,12,Temperature,012169,Brightness temperature difference,K,3,-100000,18,K,3,6,,,Operational
bufr4/0/12/171,12,Temperature,012171,Coldest cluster temperature,K,2,0,16,K,2,5,,,Operational
bufr4/0/12/180,12,Temperature,012180,Averaged 12 micron BT for all clear pixels at nadir,K,2,0,16,K,2,5,,,Operational
bufr4/0/12/181,12,Temperature,012181,Averaged 11 micron BT for all clear pixels at nadir,K,2,0,16,K,2,5,,,Operational
bufr4/0/12/182,12,Temperature,012182,Averaged 3.7 micron BT for all clear pixels at nadir,K,2,0,16,K,2,5,,,Operational
bufr4/0/12/183,12,Temperature,012183,"Averaged 12 micron BT for all clear pixels, forward view",K,2,0,16,K,2,5,,,Operational
bufr4/0/12/184,12,Temperature,012184,"Averaged 11 micron BT for all clear pixels, forward view",K,2,0,16,K,2,5,,,Operational
bufr4/0/12/185,12,Temperature,012185,"Averaged 3.7 micron BT for all clear pixels, forward view",K,2,0,16,K,2,5,,,Operational
bufr4/0/12/186,12,Temperature,012186,Mean nadir sea-surface temperature,K,2,0,16,K,2,5,,,Operational
bufr4/0/12/187,12,Temperature,012187,Mean dual view sea-surface temperature,K,2,0,16,K,2,5,,,Operational
bufr4/0/12/188,12,Temperature,012188,Interpolated 23.8 GHz brightness T from MWR,K,2,0,16,K,2,5,,,Operational
bufr4/0/12/189,12,Temperature,012189,Interpolated 36.5 GHz brightness T from MWR,K,2,0,16,K,2,5,,,Operational
bufr4/0/12/190,12,Temperature,012190,Brightness temperature error covariance,K2,3,-15000,15,K2,3,8,,,Operational
