Category,CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,noteIDs,Status
07,Surface report sequences (land),D07018,(Trend-type landing forecast),,D07014,Significant present or forecast weather,w´w´,,,Operational
07,Surface report sequences (land),D07020,(Short METAR/SPECI),,D07011,Main part of data for representation of METAR/SPECI code in BUFR,,,,Operational
07,Surface report sequences (land),D07020,(Short METAR/SPECI),,D07014,Significant present or forecast weather,w´w´,,,Operational
07,Surface report sequences (land),D07020,(Short METAR/SPECI),,D07016,Significant recent weather phenomena,REw´w´,,,Operational
07,Surface report sequences (land),D07021,(Total sequence for representation of METAR/SPECI code in BUFR),,D07011,Main part of data for representation of METAR/SPECI code in BUFR,,,,Operational
07,Surface report sequences (land),D07021,(Total sequence for representation of METAR/SPECI code in BUFR),,D07012,Horizontal visibility,DvVVVV,,,Operational
07,Surface report sequences (land),D07021,(Total sequence for representation of METAR/SPECI code in BUFR),,D07013,Runway visual range,DRDR/VRVRVRVR,,,Operational
07,Surface report sequences (land),D07021,(Total sequence for representation of METAR/SPECI code in BUFR),,D07014,Significant present or forecast weather,w´w´,,,Operational
07,Surface report sequences (land),D07021,(Total sequence for representation of METAR/SPECI code in BUFR),,D07015,Clouds group(s),,,,Operational
07,Surface report sequences (land),D07021,(Total sequence for representation of METAR/SPECI code in BUFR),,D07016,Significant recent weather phenomena,REw´w´,,,Operational
07,Surface report sequences (land),D07021,(Total sequence for representation of METAR/SPECI code in BUFR),,D07017,Wind shear on runway(s),,,,Operational
07,Surface report sequences (land),D07021,(Total sequence for representation of METAR/SPECI code in BUFR),,D07018,Trend-type landing forecast,,,,Operational
07,Surface report sequences (land),D07021,(Total sequence for representation of METAR/SPECI code in BUFR),,D07015,Clouds group(s),,,,Operational
07,Surface report sequences (land),D07030,(Ozone data - single observation),,B15001,Total ozone,,,,Operational
07,Surface report sequences (land),D07030,(Ozone data - single observation),,B15002,Air mass (slant path at 22 km),,,,Operational
07,Surface report sequences (land),D07031,(Ozone data - averaged observations),,B08022,Total number (with respect to accumulation or average),Number of measurements,,,Operational
07,Surface report sequences (land),D07031,(Ozone data - averaged observations),,B08023,First-order statistics,= 4 Mean value,,,Operational
07,Surface report sequences (land),D07031,(Ozone data - averaged observations),,B15001,Total ozone,Average value of ozone measurement,,,Operational
07,Surface report sequences (land),D07031,(Ozone data - averaged observations),,B08023,First-order statistics,= 9 Best estimate of standard deviation,,,Operational
07,Surface report sequences (land),D07031,(Ozone data - averaged observations),,B15001,Total ozone,Best estimate of standard deviation of the ozone measurement,,,Operational
07,Surface report sequences (land),D07031,(Ozone data - averaged observations),,B08023,First-order statistics,= 11 Harmonic mean,,,Operational
07,Surface report sequences (land),D07031,(Ozone data - averaged observations),,B15002,Air mass (slant path at 22 km),Harmonic mean value of the air-mass,,,Operational
07,Surface report sequences (land),D07041,(Total ozone measurement from a Brewer ground-based spectrophotometer obtained from a single observation),,D01001,WMO block and station numbers,,,,Operational
07,Surface report sequences (land),D07041,(Total ozone measurement from a Brewer ground-based spectrophotometer obtained from a single observation),,B01015,Station or site name,,,,Operational
07,Surface report sequences (land),D07041,(Total ozone measurement from a Brewer ground-based spectrophotometer obtained from a single observation),,D01024,"Latitude/longitude (coarse accuracy), height of station",,,,Operational
07,Surface report sequences (land),D07041,(Total ozone measurement from a Brewer ground-based spectrophotometer obtained from a single observation),,D01011,"Year, month, day",Ozone measurement,,,Operational
07,Surface report sequences (land),D07041,(Total ozone measurement from a Brewer ground-based spectrophotometer obtained from a single observation),,D01012,"Hour, minute",Ozone measurement,,,Operational
07,Surface report sequences (land),D07041,(Total ozone measurement from a Brewer ground-based spectrophotometer obtained from a single observation),,D01070,Ozone instrumentation - Brewer spectrophotometer,,,,Operational
07,Surface report sequences (land),D07041,(Total ozone measurement from a Brewer ground-based spectrophotometer obtained from a single observation),,D07030,Ozone data - single observation,,,,Operational
07,Surface report sequences (land),D07042,(Total ozone measurement from a Brewer ground-based spectrophotometer obtained from averaged observations),,D01001,WMO block and station numbers,,,,Operational
07,Surface report sequences (land),D07042,(Total ozone measurement from a Brewer ground-based spectrophotometer obtained from averaged observations),,B01015,Station or site name,,,,Operational
07,Surface report sequences (land),D07042,(Total ozone measurement from a Brewer ground-based spectrophotometer obtained from averaged observations),,D01024,"Latitude/longitude (coarse accuracy), height of station",,,,Operational
07,Surface report sequences (land),D07042,(Total ozone measurement from a Brewer ground-based spectrophotometer obtained from averaged observations),,D01011,"Year, month, day",Ozone measurement,,,Operational
07,Surface report sequences (land),D07042,(Total ozone measurement from a Brewer ground-based spectrophotometer obtained from averaged observations),,D01012,"Hour, minute",Ozone measurement,,,Operational
07,Surface report sequences (land),D07042,(Total ozone measurement from a Brewer ground-based spectrophotometer obtained from averaged observations),,B08021,Time significance,= 8 Ensemble mean,,,Operational
07,Surface report sequences (land),D07042,(Total ozone measurement from a Brewer ground-based spectrophotometer obtained from averaged observations),,B04025,Time period or displacement,Time period (minutes) for the computation of the average,,,Operational
07,Surface report sequences (land),D07042,(Total ozone measurement from a Brewer ground-based spectrophotometer obtained from averaged observations),,D01070,Ozone instrumentation - Brewer spectrophotometer,,,,Operational
07,Surface report sequences (land),D07042,(Total ozone measurement from a Brewer ground-based spectrophotometer obtained from averaged observations),,D07031,Ozone data - averaged observations,,,,Operational
07,Surface report sequences (land),D07043,(Total ozone measurement from a Dobson ground-based spectrophotometer obtained from a single observation),,D01001,WMO block and station numbers,,,,Operational
07,Surface report sequences (land),D07043,(Total ozone measurement from a Dobson ground-based spectrophotometer obtained from a single observation),,B01015,Station or site name,,,,Operational
07,Surface report sequences (land),D07043,(Total ozone measurement from a Dobson ground-based spectrophotometer obtained from a single observation),,D01024,"Latitude/longitude (coarse accuracy), height of station",,,,Operational
07,Surface report sequences (land),D07043,(Total ozone measurement from a Dobson ground-based spectrophotometer obtained from a single observation),,D01011,"Year, month, day",Ozone measurement,,,Operational
07,Surface report sequences (land),D07043,(Total ozone measurement from a Dobson ground-based spectrophotometer obtained from a single observation),,D01012,"Hour, minute",Ozone measurement,,,Operational
07,Surface report sequences (land),D07043,(Total ozone measurement from a Dobson ground-based spectrophotometer obtained from a single observation),,D01074,Ozone instrumentation - Dobson spectrophotometer,,,,Operational
07,Surface report sequences (land),D07043,(Total ozone measurement from a Dobson ground-based spectrophotometer obtained from a single observation),,D07030,Ozone data - single observation,,,,Operational
07,Surface report sequences (land),D07044,(Total ozone measurement from a Dobson ground-based spectrophotometer obtained from averaged observations),,D01001,WMO block and station numbers,,,,Operational
07,Surface report sequences (land),D07044,(Total ozone measurement from a Dobson ground-based spectrophotometer obtained from averaged observations),,B01015,Station or site name,,,,Operational
07,Surface report sequences (land),D07044,(Total ozone measurement from a Dobson ground-based spectrophotometer obtained from averaged observations),,D01024,"Latitude/longitude (coarse accuracy), height of station",,,,Operational
07,Surface report sequences (land),D07044,(Total ozone measurement from a Dobson ground-based spectrophotometer obtained from averaged observations),,D01011,"Year, month, day",Ozone measurement,,,Operational
07,Surface report sequences (land),D07044,(Total ozone measurement from a Dobson ground-based spectrophotometer obtained from averaged observations),,D01012,"Hour, minute",Ozone measurement,,,Operational
07,Surface report sequences (land),D07044,(Total ozone measurement from a Dobson ground-based spectrophotometer obtained from averaged observations),,B08021,Time significance,= 8 Ensemble mean,,,Operational
07,Surface report sequences (land),D07044,(Total ozone measurement from a Dobson ground-based spectrophotometer obtained from averaged observations),,B04025,Time period or displacement,Time period (minutes) for the computation of the average,,,Operational
07,Surface report sequences (land),D07044,(Total ozone measurement from a Dobson ground-based spectrophotometer obtained from averaged observations),,D01074,Ozone instrumentation - Dobson spectrophotometer,,,,Operational
07,Surface report sequences (land),D07044,(Total ozone measurement from a Dobson ground-based spectrophotometer obtained from averaged observations),,D07031,Ozone data - averaged observations,,,,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,B01063,ICAO location indicator,CCCC,,,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,B08079,Product status,METAR SPECI COR,,,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,B02001,Type of station,AUTO,,,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,D01011,"Year, month, day",YY,,,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,D01012,"Hour, minute",GGgg,,,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,D01023,Latitude/longitude (coarse accuracy),,,,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,B07030,Height of station ground above mean sea level,,,,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,B07031,Height of barometer above mean sea level,,,,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,B07032,Height of sensor above local ground (or deck of marine platform),= 10 m (if the actual value is not available),,,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,B11001,Wind direction,ddd,,,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,B11016,Extreme counterclockwise wind direction of a variable wind,dndndn,,,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,B11017,Extreme clockwise wind direction of a variable wind,dxdxdx,,,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,B08054,Qualifier for wind speed or wind gusts,P,,,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,B11083,Wind speed,ff - km/h,(see Note 1),,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,B11084,Wind speed,ff - kt,(see Note 1),,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,B11002,Wind speed,ff - m/s,(see Note 1),,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,B08054,Qualifier for wind speed or wind gusts,P,,,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,B11085,Maximum wind gust speed,fmfm - km/h,(see Note 2),,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,B11086,Maximum wind gust speed,fmfm - kt,(see Note 2),,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,B11041,Maximum wind gust speed,fmfm - m/s,(see Note 2),,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,B08054,Qualifier for wind speed or wind gusts,Set to missing (cancel),,,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,B07032,Height of sensor above local ground (or deck of marine platform),= 2 m (if the actual value is not available),,,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,B12023,Temperature,T'T' - Celsius,,,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,B12024,Dewpoint temperature,T'dT'd - Celsius,,,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,B07032,Height of sensor above local ground (or deck of marine platform),Set to missing (cancel),,,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,B10052,Altimeter setting (QNH),QPHPHPHPH,,,Operational
07,Surface report sequences (land),D07045,"(Main part of METAR/SPECI), replacing 3 07 011",,B20009,General weather indicator (TAF/METAR),CAVOK,,,Operational
07,Surface report sequences (land),D07046,(METAR/SPECI visibility),,B20060,Prevailing horizontal visibility,VVVV or VVVVNDV,,,Operational
07,Surface report sequences (land),D07046,(METAR/SPECI visibility),,R02000,Delayed replication of 2 descriptors,Up to 2,,,Operational
07,Surface report sequences (land),D07046,(METAR/SPECI visibility),,B05021,Bearing or azimuth,Direction of minimum visibility observed Dv,,,Operational
07,Surface report sequences (land),D07046,(METAR/SPECI visibility),,B20059,Minimum horizontal visibility,VNVNVNVN,,,Operational
07,Surface report sequences (land),D07047,"(METAR/SPECI/TAF clouds), replacing D 07 015",,R05000,Delayed replication of 5 descriptors,,,,Operational
07,Surface report sequences (land),D07047,"(METAR/SPECI/TAF clouds), replacing D 07 015",,B08002,Vertical significance (surface observations),,,,Operational
07,Surface report sequences (land),D07047,"(METAR/SPECI/TAF clouds), replacing D 07 015",,B20011,Cloud amount,NsNsNs,,,Operational
07,Surface report sequences (land),D07047,"(METAR/SPECI/TAF clouds), replacing D 07 015",,B20012,Cloud type,CC,,,Operational
07,Surface report sequences (land),D07047,"(METAR/SPECI/TAF clouds), replacing D 07 015",,B20013,Height of base of cloud,hshshs - m,,,Operational
07,Surface report sequences (land),D07047,"(METAR/SPECI/TAF clouds), replacing D 07 015",,B20092,Height of base of cloud,hshshs - ft,,,Operational
07,Surface report sequences (land),D07047,"(METAR/SPECI/TAF clouds), replacing D 07 015",,B20002,Vertical visibility,VVhshshs - m,,,Operational
07,Surface report sequences (land),D07047,"(METAR/SPECI/TAF clouds), replacing D 07 015",,B20091,Vertical visibility,VVhshshs - ft,,,Operational
07,Surface report sequences (land),D07048,"(Trend type forecast), replacing D 07 018",,B08016,Change qualifier of a trend-type forecast or an aerodrome forecast,TTTTT NOSIG,,,Operational
07,Surface report sequences (land),D07048,"(Trend type forecast), replacing D 07 018",,R02000,Delayed replication of 2 descriptors,"= 0, 1 or 2",,,Operational
07,Surface report sequences (land),D07048,"(Trend type forecast), replacing D 07 018",,B08017,Qualifier of the time when the forecast change is expected,TT,,,Operational
07,Surface report sequences (land),D07048,"(Trend type forecast), replacing D 07 018",,D01012,"Hour, minute",GGgg,,,Operational
07,Surface report sequences (land),D07048,"(Trend type forecast), replacing D 07 018",,R12000,Delayed replication of 12 descriptors,= 0 or 1,,,Operational
07,Surface report sequences (land),D07048,"(Trend type forecast), replacing D 07 018",,B07032,Height of sensor above local ground (or deck of marine platform),= 10 m (if the actual value is not available),,,Operational
07,Surface report sequences (land),D07048,"(Trend type forecast), replacing D 07 018",,B11001,Wind direction,ddd,,,Operational
07,Surface report sequences (land),D07048,"(Trend type forecast), replacing D 07 018",,B08054,Qualifier for wind speed or wind gusts,P,,,Operational
07,Surface report sequences (land),D07048,"(Trend type forecast), replacing D 07 018",,B11083,Wind speed,ff - km/h,(see Note 5),,Operational
07,Surface report sequences (land),D07048,"(Trend type forecast), replacing D 07 018",,B11084,Wind speed,ff - kt,(see Note 5),,Operational
07,Surface report sequences (land),D07048,"(Trend type forecast), replacing D 07 018",,B11002,Wind speed,ff - m/s,(see Note 5),,Operational
07,Surface report sequences (land),D07048,"(Trend type forecast), replacing D 07 018",,B08054,Qualifier for wind speed or wind gusts,P,,,Operational
07,Surface report sequences (land),D07048,"(Trend type forecast), replacing D 07 018",,B11085,Maximum wind gust speed,fmfm - km/h,(see Note 6),,Operational
07,Surface report sequences (land),D07048,"(Trend type forecast), replacing D 07 018",,B11086,Maximum wind gust speed,fmfm - kt,(see Note 6),,Operational
07,Surface report sequences (land),D07048,"(Trend type forecast), replacing D 07 018",,B11041,Maximum wind gust speed,fmfm - m/s,(see Note 6),,Operational
07,Surface report sequences (land),D07048,"(Trend type forecast), replacing D 07 018",,B08054,Qualifier for wind speed or wind gusts,Set to missing (cancel),,,Operational
07,Surface report sequences (land),D07048,"(Trend type forecast), replacing D 07 018",,B07032,Height of sensor above local ground (or deck of marine platform),Set to missing (cancel),,,Operational
07,Surface report sequences (land),D07048,"(Trend type forecast), replacing D 07 018",,B20009,General weather indicator (TAF/METAR),CAVOK NSW NSC,,,Operational
07,Surface report sequences (land),D07048,"(Trend type forecast), replacing D 07 018",,R01000,Delayed replication of 1 descriptor,= 0 or 1,,,Operational
07,Surface report sequences (land),D07048,"(Trend type forecast), replacing D 07 018",,B20060,Prevailing horizontal visibility,VVVV,,,Operational
07,Surface report sequences (land),D07048,"(Trend type forecast), replacing D 07 018",,D07014,Significant present and forecast weather,Weather intensity and phenomena w´w´,,,Operational
07,Surface report sequences (land),D07048,"(Trend type forecast), replacing D 07 018",,D07047,"METAR/SPECI/TAF clouds, replacing D 07 015",NsNsNshshshs,,,Operational
07,Surface report sequences (land),D07049,(Sea conditions),,R02000,Delayed replication of 2 descriptors,= 0 or 1,,,Operational
07,Surface report sequences (land),D07049,(Sea conditions),,B22043,Sea/water temperature,TsTs,,,Operational
07,Surface report sequences (land),D07049,(Sea conditions),,B22021,Height of waves,S´,,,Operational
07,Surface report sequences (land),D07050,(Runway state),,R01000,Delayed replication of 1 descriptor,= 0 or 1,,,Operational
07,Surface report sequences (land),D07050,(Runway state),,B20085,General condition of runway,SNOCLO,,,Operational
07,Surface report sequences (land),D07050,(Runway state),,R02000,Delayed replication of 2 descriptors,,,,Operational
07,Surface report sequences (land),D07050,(Runway state),,B01064,Runway designator,DRDR,,,Operational
07,Surface report sequences (land),D07050,(Runway state),,B20085,General condition of runway,CLRD//,,,Operational
07,Surface report sequences (land),D07050,(Runway state),,R05000,Delayed replication of 5 descriptors,,,,Operational
07,Surface report sequences (land),D07050,(Runway state),,B01064,Runway designator,DRDR,,,Operational
07,Surface report sequences (land),D07050,(Runway state),,B20086,Runway deposits,ER,,,Operational
07,Surface report sequences (land),D07050,(Runway state),,B20087,Runway contamination,CR,,,Operational
07,Surface report sequences (land),D07050,(Runway state),,B20088,Depth of runway deposits,eReR,,,Operational
07,Surface report sequences (land),D07050,(Runway state),,B20089,Runway friction coefficient,BRBR,,,Operational
07,Surface report sequences (land),D07051,"(Full METAR/SPECI), replacing D 07 021",,D07045,"Main part of METAR/SPECI, replacing D 07 011",,,,Operational
07,Surface report sequences (land),D07051,"(Full METAR/SPECI), replacing D 07 021",,D07046,METAR/SPECI visibility,VVVV or VVVVNDV VNVNVNVNDV,,,Operational
07,Surface report sequences (land),D07051,"(Full METAR/SPECI), replacing D 07 021",,D07013,Runway visual range,RDRDR/VRVRVRVR,,,Operational
07,Surface report sequences (land),D07051,"(Full METAR/SPECI), replacing D 07 021",,D07014,Significant present and forecast weather,Weather intensity and phenomena w´w´,,,Operational
07,Surface report sequences (land),D07051,"(Full METAR/SPECI), replacing D 07 021",,D07047,"METAR/SPECI/TAF clouds, replacing D 07 015",NsNsNshshshs,,,Operational
07,Surface report sequences (land),D07051,"(Full METAR/SPECI), replacing D 07 021",,D07016,Significant recent weather phenomena,REw´w´,,,Operational
07,Surface report sequences (land),D07051,"(Full METAR/SPECI), replacing D 07 021",,D07017,Wind shear on runway(s),WS RDRDR,,,Operational
07,Surface report sequences (land),D07051,"(Full METAR/SPECI), replacing D 07 021",,D07049,Sea conditions,WTsTs/SS´,,,Operational
07,Surface report sequences (land),D07051,"(Full METAR/SPECI), replacing D 07 021",,D07050,Runway state,RDRDR/ERCReReRBRBR,,,Operational
07,Surface report sequences (land),D07051,"(Full METAR/SPECI), replacing D 07 021",,R01000,Delayed replication of 1 descriptor,= 0 to 3 normally,,,Operational
07,Surface report sequences (land),D07051,"(Full METAR/SPECI), replacing D 07 021",,D07048,"Trend type forecast, replacing D 07 018",,,,Operational
07,Surface report sequences (land),D07052,(Aerodrome forecast identification and time interval),,B01063,ICAO location indicator,CCCC,,,Operational
07,Surface report sequences (land),D07052,(Aerodrome forecast identification and time interval),,B08039,Time significance (aviation forecast),= 0 Issue time of forecast,,,Operational
07,Surface report sequences (land),D07052,(Aerodrome forecast identification and time interval),,D01011,"Year, month, day",YY,,,Operational
07,Surface report sequences (land),D07052,(Aerodrome forecast identification and time interval),,D01012,"Hour, minute",GGgg,,,Operational
