Id,ClassNo,ClassName_en,FXY,ElementName_en,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_en,noteIDs,Status
bufr4/0/22/072,22,Oceanographic elements,022072,Spectral peak wavelength,m,0,0,13,m,0,4,,,Operational
bufr4/0/22/073,22,Oceanographic elements,022073,Maximum wave height,m,2,0,13,m,2,4,,,Operational
bufr4/0/22/074,22,Oceanographic elements,022074,Average wave period,s,1,0,9,s,1,3,,,Operational
bufr4/0/22/075,22,Oceanographic elements,022075,Average wavelength,m,0,0,13,m,0,4,,,Operational
bufr4/0/22/076,22,Oceanographic elements,022076,Direction from which dominant waves are coming,degree true,0,0,9,degree true,0,3,(see Note 2),137,Operational
bufr4/0/22/077,22,Oceanographic elements,022077,Directional spread of dominant wave,deg,0,0,9,deg,0,3,(see Note 2),137,Operational
bufr4/0/22/078,22,Oceanographic elements,022078,Duration of wave record,s,0,0,12,s,0,4,,,Operational
bufr4/0/22/079,22,Oceanographic elements,022079,Length of wave record,m,0,0,16,m,0,5,,,Operational
bufr4/0/22/080,22,Oceanographic elements,022080,Waveband central frequency,Hz,3,0,10,Hz,3,4,,,Operational
bufr4/0/22/081,22,Oceanographic elements,022081,Waveband central wave number,/m,5,0,13,/m,5,4,,,Operational
bufr4/0/22/082,22,Oceanographic elements,022082,Maximum non-directional spectral wave density,m2 s,2,0,20,m2 s,2,7,,,Operational
bufr4/0/22/083,22,Oceanographic elements,022083,Maximum non-directional spectral wave number,m3,2,0,20,m3,2,7,,,Operational
bufr4/0/22/084,22,Oceanographic elements,022084,Band containing maximum non-directional spectral wave density,Numeric,0,0,7,Numeric,0,3,,,Operational
bufr4/0/22/085,22,Oceanographic elements,022085,Spectral wave density ratio,Numeric,0,0,7,Numeric,0,3,,,Operational
bufr4/0/22/086,22,Oceanographic elements,022086,Mean direction from which waves are coming,degree true,0,0,9,degree true,0,3,(see Note 3),100,Operational
bufr4/0/22/087,22,Oceanographic elements,022087,Principal direction from which waves are coming,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/22/088,22,Oceanographic elements,022088,First normalized polar coordinate from Fourier coefficients,Numeric,2,0,7,Numeric,2,3,,,Operational
bufr4/0/22/089,22,Oceanographic elements,022089,Second normalized polar coordinate from Fourier coefficients,Numeric,2,0,7,Numeric,2,3,,,Operational
bufr4/0/22/090,22,Oceanographic elements,022090,Non-directional spectral estimate by wave frequency,m2 s,2,0,20,m2 s,2,7,,,Operational
bufr4/0/22/091,22,Oceanographic elements,022091,Non-directional spectral estimate by wave number,m3,2,0,20,m3,2,7,,,Operational
bufr4/0/22/092,22,Oceanographic elements,022092,Directional spectral estimate by wave frequency,m2 rad-1 s,2,0,20,m2 rad-1 s,2,7,,,Operational
bufr4/0/22/093,22,Oceanographic elements,022093,Directional spectral estimate by wave number,m4,2,0,20,m4,2,7,,,Operational
bufr4/0/22/094,22,Oceanographic elements,022094,Total number of wave bands,Numeric,0,0,7,Numeric,0,3,,,Operational
bufr4/0/22/095,22,Oceanographic elements,022095,Directional spread of individual waves,deg,0,0,8,deg,0,3,,,Operational
bufr4/0/22/096,22,Oceanographic elements,022096,Spectral band width,/s,3,0,4,/s,3,2,,,Operational
bufr4/0/22/097,22,Oceanographic elements,022097,Mean wavelength > 731 m of image spectrum at low wave numbers,m,0,0,14,m,0,5,(see Note 5),107,Operational
bufr4/0/22/098,22,Oceanographic elements,022098,Wavelength spread (wavelength > 731 m) at low wave numbers,m,0,0,14,m,0,5,(see Note 5),107,Operational
bufr4/0/22/099,22,Oceanographic elements,022099,Mean direction at low wave numbers (wavelength > 731 m),degree true,0,0,9,degree true,0,3,(see Note 5),107,Operational
bufr4/0/22/100,22,Oceanographic elements,022100,Direction spread at low wave numbers (wavelength > 731 m),deg,0,0,9,deg,0,3,(see Note 5),107,Operational
bufr4/0/22/101,22,Oceanographic elements,022101,Total energy (wavelength > 731m) at low wave numbers,Numeric,0,0,31,Numeric,0,10,(see Note 5),107,Operational
bufr4/0/22/102,22,Oceanographic elements,022102,Scaled maximum non-directional spectral wave density by frequency,m2 s,0,0,14,m2 s,0,5,(see Note 10),104,Operational
bufr4/0/22/103,22,Oceanographic elements,022103,Scaled maximum non-directional spectral wave density by wave number,m3,0,0,14,m3,0,5,(see Note 10),104,Operational
bufr4/0/22/104,22,Oceanographic elements,022104,Scaled non-directional spectral wave density by frequency,m2 s,0,0,14,m2 s,0,5,(see Note 10),104,Operational
bufr4/0/22/105,22,Oceanographic elements,022105,Scaled non-directional spectral wave density by wave number,m3,0,0,14,m3,0,5,(see Note 10),104,Operational
bufr4/0/22/106,22,Oceanographic elements,022106,Scaled directional spectral wave density by frequency,m2 s rad-1,0,0,14,m2 s rad-1,0,5,(see Note 10),104,Operational
bufr4/0/22/107,22,Oceanographic elements,022107,Scaled directional spectral wave density by wave number,m4,0,0,14,m4,0,5,(see Note 10),104,Operational
bufr4/0/22/108,22,Oceanographic elements,022108,Spectral wave density ratio,%,0,0,7,%,0,3,,,Operational
bufr4/0/22/120,22,Oceanographic elements,022120,Tide station automated water level check,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/22/121,22,Oceanographic elements,022121,Tide station manual water level check,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/22/122,22,Oceanographic elements,022122,Tide station automated meteorological data check,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/22/123,22,Oceanographic elements,022123,Tide station manual meteorological data check,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/22/130,22,Oceanographic elements,022130,Number of valid points for specific band,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/131,22,Oceanographic elements,022131,RMS specific band significant wave height,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/132,22,Oceanographic elements,022132,Number of valid points for specific band significant wave height,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/133,22,Oceanographic elements,022133,Specific band net instrument correction for significant wave height,m,3,-1000,11,m,3,4,,,Operational
bufr4/0/22/134,22,Oceanographic elements,022134,Number of valid points for specific band backscatter,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/141,22,Oceanographic elements,022141,Sea-surface temperature (15-day running mean),K,2,0,15,K,2,5,,,Operational
bufr4/0/22/142,22,Oceanographic elements,022142,Square of significant wave height,m2,3,-33554432,26,m2,3,8,,,Operational
bufr4/0/22/143,22,Oceanographic elements,022143,STD of 20 Hz SWH squared,m2,3,-8388608,24,m2,3,8,,,Operational
bufr4/0/22/144,22,Oceanographic elements,022144,Number of 20 Hz valid points for SWH squared,Numeric,0,0,9,Numeric,0,3,,,Operational
bufr4/0/22/145,22,Oceanographic elements,022145,STD of 20 Hz ocean range,m,3,-33554432,31,m,3,10,,,Operational
bufr4/0/22/146,22,Oceanographic elements,022146,OCOG range,m,3,0,31,m,3,10,,,Operational
bufr4/0/22/147,22,Oceanographic elements,022147,STD of 20 Hz OCOG range,m,3,-8388608,31,m,3,10,,,Operational
bufr4/0/22/148,22,Oceanographic elements,022148,Number of 20 Hz valid points for ocean range,Numeric,0,0,9,Numeric,0,3,,,Operational
bufr4/0/22/149,22,Oceanographic elements,022149,20 Hz significant wave height squared,m2,3,-33554432,26,m2,3,8,,,Operational
bufr4/0/22/150,22,Oceanographic elements,022150,Number of 18 Hz valid points for Ku band,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/151,22,Oceanographic elements,022151,Ku band ocean range,m,3,0,31,m,3,10,,,Operational
bufr4/0/22/152,22,Oceanographic elements,022152,STD of 18 Hz Ku band ocean range,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/153,22,Oceanographic elements,022153,Number of 18 Hz valid points for S band,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/154,22,Oceanographic elements,022154,S band ocean range,m,3,0,31,m,3,10,,,Operational
bufr4/0/22/155,22,Oceanographic elements,022155,STD of 18 Hz S band ocean range,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/156,22,Oceanographic elements,022156,Ku band significant wave height,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/157,22,Oceanographic elements,022157,STD of 18 Hz Ku band ocean range,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/158,22,Oceanographic elements,022158,S band significant wave height,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/159,22,Oceanographic elements,022159,STD of 18 Hz S band significant wave height,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/160,22,Oceanographic elements,022160,Normalized inverse wave age,Numeric,6,0,21,Numeric,6,7,,,Operational
bufr4/0/22/161,22,Oceanographic elements,022161,Wave spectra,m4,4,0,27,m4,4,9,,,Operational
bufr4/0/22/162,22,Oceanographic elements,022162,RMS of 20 Hz Ku band ocean range,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/163,22,Oceanographic elements,022163,Number of 20 Hz valid points for Ku band,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/164,22,Oceanographic elements,022164,RMS 20 Hz Ku band significant wave height,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/165,22,Oceanographic elements,022165,Number of 20 Hz valid points for Ku band significant wave height,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/166,22,Oceanographic elements,022166,Ku band net instrumental correction for significant wave height,m,3,-1000,11,m,3,4,,,Operational
bufr4/0/22/167,22,Oceanographic elements,022167,Number of valid points for Ku band backscatter,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/168,22,Oceanographic elements,022168,C band ocean range,m,3,0,31,m,3,10,,,Operational
bufr4/0/22/169,22,Oceanographic elements,022169,RMS of C band ocean range,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/170,22,Oceanographic elements,022170,Number of 20 Hz valid points for C band,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/171,22,Oceanographic elements,022171,C band significant wave height,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/172,22,Oceanographic elements,022172,RMS 20 Hz C band significant wave height,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/173,22,Oceanographic elements,022173,Number of 20 Hz valid points for C band significant wave height,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/174,22,Oceanographic elements,022174,C band net instrumental correction for significant wave height,m,3,-1000,11,m,3,4,,,Operational
bufr4/0/22/175,22,Oceanographic elements,022175,Number of valid points for C band backscatter,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/177,22,Oceanographic elements,022177,Height of XBT/XCTD launcher,m,0,0,6,m,0,3,,,Operational
bufr4/0/22/178,22,Oceanographic elements,022178,XBT/XCTD launcher type,Code table,0,0,8,Code table,0,3,,,Operational
bufr4/0/22/179,22,Oceanographic elements,022179,Specific band significant wave height (negative reference),m,3,-500,16,m,3,6,(see Note 13),12,Operational
bufr4/0/22/182,22,Oceanographic elements,022182,Water column height,m,3,0,23,m,3,7,(see Note 9),139,Operational
bufr4/0/22/184,22,Oceanographic elements,022184,Water column height deviation from the reference value,m,3,-2000,12,m,3,4,,,Operational
bufr4/0/22/185,22,Oceanographic elements,022185,BPR transmission count,Numeric,0,0,10,Numeric,0,3,,,Operational
bufr4/0/22/186,22,Oceanographic elements,022186,Direction from which waves are coming,degree true,0,0,9,degree true,0,3,(see Note 11),13,Operational
bufr4/0/22/187,22,Oceanographic elements,022187,Directional spread of wave,deg,0,0,9,deg,0,3,(see Note 12),14,Operational
bufr4/0/22/188,22,Oceanographic elements,022188,Dissolved oxygen,umol/kg,3,0,19,umol/kg,3,6,,,Operational
bufr4/0/22/189,22,Oceanographic elements,022189,Specific band ocean range,m,3,0,31,m,3,10,,,Operational
bufr4/0/22/190,22,Oceanographic elements,022190,Specific band significant wave height,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/191,22,Oceanographic elements,022191,RMS of specific band ocean range,m,4,0,16,m,4,5,,,Operational
