Category,CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,Status
03,Meteorological sequences common to vertical soundings data,D03031,"(Significance data, land/sea, skin temperature)",,B07021,Elevation,Local zenith,,Operational
03,Meteorological sequences common to vertical soundings data,D03031,"(Significance data, land/sea, skin temperature)",,B07022,Solar elevation,Solar zenith,,Operational
03,Meteorological sequences common to vertical soundings data,D03031,"(Significance data, land/sea, skin temperature)",,B08012,Land/sea qualifier,,,Operational
03,Meteorological sequences common to vertical soundings data,D03031,"(Significance data, land/sea, skin temperature)",,B12061,Skin temperature,,,Operational
03,Meteorological sequences common to vertical soundings data,D03032,(Cloud),,B20011,Cloud amount,,,Operational
03,Meteorological sequences common to vertical soundings data,D03032,(Cloud),,B20016,Pressure at top of cloud,,,Operational
03,Meteorological sequences common to vertical soundings data,D03033,(Cloud),,B20010,Cloud cover (total),,,Operational
03,Meteorological sequences common to vertical soundings data,D03033,(Cloud),,B20016,Pressure at top of cloud,,,Operational
03,Meteorological sequences common to vertical soundings data,D03041,(Wind sequence),,B02152,Satellite instrument used in data processing,,,Operational
03,Meteorological sequences common to vertical soundings data,D03041,(Wind sequence),,B02023,Satellite-derived wind computation method,,,Operational
03,Meteorological sequences common to vertical soundings data,D03041,(Wind sequence),,B07004,Pressure,,,Operational
03,Meteorological sequences common to vertical soundings data,D03041,(Wind sequence),,B11001,Wind direction,,,Operational
03,Meteorological sequences common to vertical soundings data,D03041,(Wind sequence),,B11002,Wind speed,,,Operational
03,Meteorological sequences common to vertical soundings data,D03041,(Wind sequence),,B02153,Satellite channel centre frequency,,,Operational
03,Meteorological sequences common to vertical soundings data,D03041,(Wind sequence),,B02154,Satellite channel band width,,,Operational
03,Meteorological sequences common to vertical soundings data,D03041,(Wind sequence),,B12071,Coldest cluster temperature,,,Operational
03,Meteorological sequences common to vertical soundings data,D03050,(Wind data at a pressure level with radiosonde position),,B04086,Long time period or displacement,Since launch time,,Operational
03,Meteorological sequences common to vertical soundings data,D03050,(Wind data at a pressure level with radiosonde position),,B08042,Extended vertical sounding significance,,,Operational
03,Meteorological sequences common to vertical soundings data,D03050,(Wind data at a pressure level with radiosonde position),,B07004,Pressure,,,Operational
03,Meteorological sequences common to vertical soundings data,D03050,(Wind data at a pressure level with radiosonde position),,B05015,Latitude displacement (high accuracy),Since launch site,,Operational
03,Meteorological sequences common to vertical soundings data,D03050,(Wind data at a pressure level with radiosonde position),,B06015,Longitude displacement (high accuracy),Since launch site,,Operational
03,Meteorological sequences common to vertical soundings data,D03050,(Wind data at a pressure level with radiosonde position),,B11001,Wind direction,,,Operational
03,Meteorological sequences common to vertical soundings data,D03050,(Wind data at a pressure level with radiosonde position),,B11002,Wind speed,,,Operational
03,Meteorological sequences common to vertical soundings data,D03051,(Wind shear data at a pressure level with radiosonde position),,B04086,Long time period or displacement,Since launch time,,Operational
03,Meteorological sequences common to vertical soundings data,D03051,(Wind shear data at a pressure level with radiosonde position),,B08042,Extended vertical sounding significance,,,Operational
03,Meteorological sequences common to vertical soundings data,D03051,(Wind shear data at a pressure level with radiosonde position),,B07004,Pressure,,,Operational
03,Meteorological sequences common to vertical soundings data,D03051,(Wind shear data at a pressure level with radiosonde position),,B05015,Latitude displacement (high accuracy),Since launch site,,Operational
03,Meteorological sequences common to vertical soundings data,D03051,(Wind shear data at a pressure level with radiosonde position),,B06015,Longitude displacement (high accuracy),Since launch site,,Operational
03,Meteorological sequences common to vertical soundings data,D03051,(Wind shear data at a pressure level with radiosonde position),,B11061,Absolute wind shear in 1 km layer below,,,Operational
03,Meteorological sequences common to vertical soundings data,D03051,(Wind shear data at a pressure level with radiosonde position),,B11062,Absolute wind shear in 1 km layer above,,,Operational
03,Meteorological sequences common to vertical soundings data,D03052,(Wind data at a height level with radiosonde position),,B04086,Long time period or displacement,Since launch time,,Operational
03,Meteorological sequences common to vertical soundings data,D03052,(Wind data at a height level with radiosonde position),,B08042,Extended vertical sounding significance,,,Operational
03,Meteorological sequences common to vertical soundings data,D03052,(Wind data at a height level with radiosonde position),,B07009,Geopotential height,,,Operational
03,Meteorological sequences common to vertical soundings data,D03052,(Wind data at a height level with radiosonde position),,B05015,Latitude displacement (high accuracy),Since launch site,,Operational
03,Meteorological sequences common to vertical soundings data,D03052,(Wind data at a height level with radiosonde position),,B06015,Longitude displacement (high accuracy),Since launch site,,Operational
03,Meteorological sequences common to vertical soundings data,D03052,(Wind data at a height level with radiosonde position),,B11001,Wind direction,,,Operational
03,Meteorological sequences common to vertical soundings data,D03052,(Wind data at a height level with radiosonde position),,B11002,Wind speed,,,Operational
03,Meteorological sequences common to vertical soundings data,D03053,(Wind shear data at a height level with radiosonde position),,B04086,Long time period or displacement,Since launch time,,Operational
03,Meteorological sequences common to vertical soundings data,D03053,(Wind shear data at a height level with radiosonde position),,B08042,Extended vertical sounding significance,,,Operational
03,Meteorological sequences common to vertical soundings data,D03053,(Wind shear data at a height level with radiosonde position),,B07009,Geopotential height,,,Operational
03,Meteorological sequences common to vertical soundings data,D03053,(Wind shear data at a height level with radiosonde position),,B05015,Latitude displacement (high accuracy),Since launch site,,Operational
03,Meteorological sequences common to vertical soundings data,D03053,(Wind shear data at a height level with radiosonde position),,B06015,Longitude displacement (high accuracy),Since launch site,,Operational
03,Meteorological sequences common to vertical soundings data,D03053,(Wind shear data at a height level with radiosonde position),,B11061,Absolute wind shear in 1 km layer below,,,Operational
03,Meteorological sequences common to vertical soundings data,D03053,(Wind shear data at a height level with radiosonde position),,B11062,Absolute wind shear in 1 km layer above,,,Operational
03,Meteorological sequences common to vertical soundings data,D03054,"(Temperature, dewpoint and wind data at a pressure level with radiosonde position)",,B04086,Long time period or displacement,Since launch time,,Operational
03,Meteorological sequences common to vertical soundings data,D03054,"(Temperature, dewpoint and wind data at a pressure level with radiosonde position)",,B08042,Extended vertical sounding significance,,,Operational
03,Meteorological sequences common to vertical soundings data,D03054,"(Temperature, dewpoint and wind data at a pressure level with radiosonde position)",,B07004,Pressure,,,Operational
03,Meteorological sequences common to vertical soundings data,D03054,"(Temperature, dewpoint and wind data at a pressure level with radiosonde position)",,B10009,Geopotential height,,,Operational
03,Meteorological sequences common to vertical soundings data,D03054,"(Temperature, dewpoint and wind data at a pressure level with radiosonde position)",,B05015,Latitude displacement (high accuracy),Since launch site,,Operational
03,Meteorological sequences common to vertical soundings data,D03054,"(Temperature, dewpoint and wind data at a pressure level with radiosonde position)",,B06015,Longitude displacement (high accuracy),Since launch site,,Operational
03,Meteorological sequences common to vertical soundings data,D03054,"(Temperature, dewpoint and wind data at a pressure level with radiosonde position)",,B12101,Temperature/air temperature,Scale: 2,,Operational
03,Meteorological sequences common to vertical soundings data,D03054,"(Temperature, dewpoint and wind data at a pressure level with radiosonde position)",,B12103,Dewpoint temperature,Scale: 2,,Operational
03,Meteorological sequences common to vertical soundings data,D03054,"(Temperature, dewpoint and wind data at a pressure level with radiosonde position)",,B11001,Wind direction,,,Operational
03,Meteorological sequences common to vertical soundings data,D03054,"(Temperature, dewpoint and wind data at a pressure level with radiosonde position)",,B11002,Wind speed,,,Operational
03,Meteorological sequences common to vertical soundings data,D03055,"(Temperature, dewpoint, relative humidity and wind data at a height level with radiosonde position)",,B04086,Long time period or displacement,Since launch time,,Operational
03,Meteorological sequences common to vertical soundings data,D03055,"(Temperature, dewpoint, relative humidity and wind data at a height level with radiosonde position)",,B08042,Extended vertical sounding significance,,,Operational
03,Meteorological sequences common to vertical soundings data,D03055,"(Temperature, dewpoint, relative humidity and wind data at a height level with radiosonde position)",,B07009,Geopotential height,,,Operational
03,Meteorological sequences common to vertical soundings data,D03055,"(Temperature, dewpoint, relative humidity and wind data at a height level with radiosonde position)",,B05015,Latitude displacement (high accuracy),Since launch site,,Operational
03,Meteorological sequences common to vertical soundings data,D03055,"(Temperature, dewpoint, relative humidity and wind data at a height level with radiosonde position)",,B06015,Longitude displacement (high accuracy),Since launch site,,Operational
03,Meteorological sequences common to vertical soundings data,D03055,"(Temperature, dewpoint, relative humidity and wind data at a height level with radiosonde position)",,B12101,Temperature/air temperature,Scale: 2,,Operational
03,Meteorological sequences common to vertical soundings data,D03055,"(Temperature, dewpoint, relative humidity and wind data at a height level with radiosonde position)",,B13009,Relative humidity,,,Operational
03,Meteorological sequences common to vertical soundings data,D03055,"(Temperature, dewpoint, relative humidity and wind data at a height level with radiosonde position)",,B12103,Dewpoint temperature,Scale: 2,,Operational
03,Meteorological sequences common to vertical soundings data,D03055,"(Temperature, dewpoint, relative humidity and wind data at a height level with radiosonde position)",,B11001,Wind direction,,,Operational
03,Meteorological sequences common to vertical soundings data,D03055,"(Temperature, dewpoint, relative humidity and wind data at a height level with radiosonde position)",,B11002,Wind speed,,,Operational
03,Meteorological sequences common to vertical soundings data,D03099,(Metadata common to temperature/humidity sensors),,B03005,Horizontal width of screen or shield (x),,,Operational
03,Meteorological sequences common to vertical soundings data,D03099,(Metadata common to temperature/humidity sensors),,B03006,Horizontal depth of screen or shield (y),,,Operational
03,Meteorological sequences common to vertical soundings data,D03099,(Metadata common to temperature/humidity sensors),,B03007,Vertical height of screen or shield (z),,,Operational
03,Meteorological sequences common to vertical soundings data,D03099,(Metadata common to temperature/humidity sensors),,B02096,Type of temperature sensor,,,Operational
03,Meteorological sequences common to vertical soundings data,D03099,(Metadata common to temperature/humidity sensors),,B03022,Instrument owner,,,Operational
03,Meteorological sequences common to vertical soundings data,D03099,(Metadata common to temperature/humidity sensors),,B03003,Thermometer/hygrometer housing,,,Operational
03,Meteorological sequences common to vertical soundings data,D03099,(Metadata common to temperature/humidity sensors),,B03020,Material for thermometer/hygrometer housing,,,Operational
03,Meteorological sequences common to vertical soundings data,D03099,(Metadata common to temperature/humidity sensors),,B03004,Type of screen/shelter/radiation shield,,,Operational
03,Meteorological sequences common to vertical soundings data,D03099,(Metadata common to temperature/humidity sensors),,B03023,Configuration of louvres for thermometer/hygrometer screen,,,Operational
03,Meteorological sequences common to vertical soundings data,D03099,(Metadata common to temperature/humidity sensors),,B03008,Artificially ventilated screen or shield,,,Operational
03,Meteorological sequences common to vertical soundings data,D03099,(Metadata common to temperature/humidity sensors),,B03009,Amount of forced ventilation at time of reading,,,Operational
