"ClassNo","ClassName_es","FXY","ElementName_es","BUFR_Unit_es","BUFR_Scale","BUFR_ReferenceValue","BUFR_DataWidth_Bits","CREX_Unit_es","CREX_Scale","CREX_DataWidth_Char","Note_es","noteIDs","Status"
"20","Fenómenos observados","020107","Dirección de los movimientos del enjambre de langostas","Tabla de cifrado","0","0","4","Tabla de cifrado","0","2",,,"Operational"
"20","Fenómenos observados","020108","Extensión de la vegetación","Tabla de cifrado","0","0","4","Tabla de cifrado","0","2",,,"Operational"
"20","Fenómenos observados","020111","Componente principal de la elipse de error del eje x","m","-1","0","17","m","-1","6","(véanse las notas 8 y 9)",,"Operational"
"20","Fenómenos observados","020112","Componente menor de la elipse de error del eje y (véanse las notas 8 y 9)","m","-1","0","17","m","-1","6",,,"Operational"
"20","Fenómenos observados","020113","Componente de la elipse de error del eje z","m","-1","0","17","m","-1","6","(véase la nota 9)",,"Operational"
"20","Fenómenos observados","020114","Ángulo del eje x en la elipse de error","°","2","-18000","16","°","2","5","(véase la nota 10)",,"Operational"
"20","Fenómenos observados","020115","Ángulo del eje z en la elipse de error","°","2","-18000","16","°","2","5","(véase la nota 11)",,"Operational"
"20","Fenómenos observados","020116","Altura de la base de las nubes a la que se emite la descarga","m","0","0","16","m","0","5",,,"Operational"
"20","Fenómenos observados","020117","Amplitud de la descarga eléctrica","A","-1","-32000","16","A","-1","5",,,"Operational"
"20","Fenómenos observados","020118","Error de detección de la descarga eléctrica","m","0","0","19","m","0","6",,,"Operational"
"20","Fenómenos observados","020119","Polaridad de la descarga eléctrica","Tabla de cifrado","0","0","2","Tabla de cifrado","0","1",,,"Operational"
"20","Fenómenos observados","020121","Valor de umbral para decisión de polaridad","V","3","0","16","V","3","5","(véase la nota 12)",,"Operational"
"20","Fenómenos observados","020122","Valor de umbral para decisión de polaridad","A","0","0","16","A","0","5","(véase la nota 13)",,"Operational"
"20","Fenómenos observados","020123","Umbral mínimo para detección","Vm-1","3","0","16","Vm-1","3","5","(véase la nota 14)",,"Operational"
"20","Fenómenos observados","020124","Rayo o relámpago","Tabla de cifrado","0","0","2","Tabla de cifrado","0","1",,,"Operational"
"20","Fenómenos observados","020126","Tasa de descargas de rayo","h-1","0","0","23","h-1","0","7",,,"Operational"
"20","Fenómenos observados","020127","Rayos - distancia desde la estación","m","-3","0","8","m","-3","3",,,"Operational"
"20","Fenómenos observados","020128","Rayos - dirección desde la estación","grado verdadero","1","0","12","grado verdadero","1","4",,,"Operational"
"20","Fenómenos observados","020129","Densidad de rayos (descarga, relámpago o fenómeno)","m-2","6","0","10","m-2","6","4",,,"Operational"
"20","Fenómenos observados","020130","Concentración de hidrometeoros de nube","Numérica","0","0","10","Numérica","0","3","(véase la nota 16)",,"Operational"
"20","Fenómenos observados","020131","Radio efectivo de los hidrometeoros de nube","m","5","0","6","m","5","2",,,"Operational"
"20","Fenómenos observados","020132","Contenido de agua líquida en nube","kg m-3","5","0","11","kg m-3","5","4",,,"Operational"
"20","Fenómenos observados","020133","Radio del hidrometeoro","m","5","0","6","m","5","2",,,"Operational"
"20","Fenómenos observados","020135","Masa de hielo (en cilindro)","kg m-1","1","0","10","kg m-1","1","3",,,"Operational"
"20","Fenómenos observados","020136","Tipo de nubes suplementario","Tabla de cifrado","0","0","9","Tabla de cifrado","0","3",,,"Operational"
"20","Fenómenos observados","020137","Evolución de las nubes","Tabla de cifrado","0","0","4","Tabla de cifrado","0","2",,,"Operational"
"20","Fenómenos observados","020138","Condición de la superficie de la carretera","Tabla de cifrado","0","0","4","Tabla de cifrado","0","2",,,"Operational"
