"No","Category","CategoryOfSequences_en","FXY1","Title_en","SubTitle_en","FXY2","ElementName_en","ElementDescription_en","Note_en","Status"
81.00,"01","Location and identification sequences","D01026","(Latitude/longitude (high accuracy), time period (day, hour, minute))",,"D01021","Latitude/longitude (high accuracy)",,,"Operational"
82.00,"01","Location and identification sequences","D01026","(Latitude/longitude (high accuracy), time period (day, hour, minute))",,"B04003","Day","Time period in days",,"Operational"
83.00,"01","Location and identification sequences","D01026","(Latitude/longitude (high accuracy), time period (day, hour, minute))",,"B04003","Day",,,"Operational"
84.00,"01","Location and identification sequences","D01026","(Latitude/longitude (high accuracy), time period (day, hour, minute))",,"B04004","Hour","Time period in hours",,"Operational"
85.00,"01","Location and identification sequences","D01026","(Latitude/longitude (high accuracy), time period (day, hour, minute))",,"B04004","Hour",,,"Operational"
86.00,"01","Location and identification sequences","D01026","(Latitude/longitude (high accuracy), time period (day, hour, minute))",,"B04005","Minute","Time period in minutes",,"Operational"
87.00,"01","Location and identification sequences","D01026","(Latitude/longitude (high accuracy), time period (day, hour, minute))",,"B04005","Minute",,,"Operational"
93.00,"01","Location and identification sequences","D01027","(Description of a feature in 3-D or 2-D)",,"B08007","Dimensional significance","= 0 Point, = 1 Line, = 2 Area, = 3 Volume",,"Operational"
94.00,"01","Location and identification sequences","D01027","(Description of a feature in 3-D or 2-D)",,"R01000","Delayed replication of 1 descriptor",,"(see Note 5)","Operational"
95.00,"01","Location and identification sequences","D01027","(Description of a feature in 3-D or 2-D)",,"D01028","Horizontal section of a feature described as a polygon, circle, line or point",,,"Operational"
96.00,"01","Location and identification sequences","D01027","(Description of a feature in 3-D or 2-D)",,"B08007","Dimensional significance","Set to missing (cancel)",,"Operational"
106.00,"01","Location and identification sequences","D01029","(Identification)",,"B01018","Short station or site name",,,"Operational"
107.00,"01","Location and identification sequences","D01029","(Identification)",,"B02001","Type of station",,,"Operational"
108.00,"01","Location and identification sequences","D01029","(Identification)",,"D01011","Year, month, day",,,"Operational"
109.00,"01","Location and identification sequences","D01030","(Identification - with physical location)",,"B01018","Short station or site name",,,"Operational"
110.00,"01","Location and identification sequences","D01030","(Identification - with physical location)",,"B02001","Type of station",,,"Operational"
111.00,"01","Location and identification sequences","D01030","(Identification - with physical location)",,"D01011","Year, month, day",,,"Operational"
112.00,"01","Location and identification sequences","D01030","(Identification - with physical location)",,"D01024","Latitude/longitude (coarse accuracy), height of station",,,"Operational"
113.00,"01","Location and identification sequences","D01031","(Identification and type of station, date/time, location (high accuracy), height of station)",,"D01001","WMO block and station numbers",,,"Operational"
114.00,"01","Location and identification sequences","D01031","(Identification and type of station, date/time, location (high accuracy), height of station)",,"B02001","Type of station",,,"Operational"
115.00,"01","Location and identification sequences","D01031","(Identification and type of station, date/time, location (high accuracy), height of station)",,"D01011","Year, month, day",,,"Operational"
116.00,"01","Location and identification sequences","D01031","(Identification and type of station, date/time, location (high accuracy), height of station)",,"D01012","Hour, minute",,,"Operational"
117.00,"01","Location and identification sequences","D01031","(Identification and type of station, date/time, location (high accuracy), height of station)",,"D01022","Latitude/longitude (high accuracy), height of station",,,"Operational"
118.00,"01","Location and identification sequences","D01032","(Identification and type of station, date/time, location (coarse accuracy), height of station)",,"D01001","WMO block and station numbers",,,"Operational"
119.00,"01","Location and identification sequences","D01032","(Identification and type of station, date/time, location (coarse accuracy), height of station)",,"B02001","Type of station",,,"Operational"
120.00,"01","Location and identification sequences","D01032","(Identification and type of station, date/time, location (coarse accuracy), height of station)",,"D01011","Year, month, day",,,"Operational"
121.00,"01","Location and identification sequences","D01032","(Identification and type of station, date/time, location (coarse accuracy), height of station)",,"D01012","Hour, minute",,,"Operational"
122.00,"01","Location and identification sequences","D01032","(Identification and type of station, date/time, location (coarse accuracy), height of station)",,"D01024","Latitude/longitude (coarse accuracy), height of station",,,"Operational"
123.00,"01","Location and identification sequences","D01033","(Buoy/platform - fixed)",,"B01005","Buoy/platform identifier",,,"Operational"
124.00,"01","Location and identification sequences","D01033","(Buoy/platform - fixed)",,"B02001","Type of station",,,"Operational"
125.00,"01","Location and identification sequences","D01033","(Buoy/platform - fixed)",,"D01011","Year, month, day",,,"Operational"
126.00,"01","Location and identification sequences","D01033","(Buoy/platform - fixed)",,"D01012","Hour, minute",,,"Operational"
127.00,"01","Location and identification sequences","D01033","(Buoy/platform - fixed)",,"D01021","Latitude/longitude (high accuracy)",,,"Operational"
128.00,"01","Location and identification sequences","D01034","(Buoy/platform - fixed)",,"B01005","Buoy/platform identifier",,,"Operational"
129.00,"01","Location and identification sequences","D01034","(Buoy/platform - fixed)",,"B02001","Type of station",,,"Operational"
130.00,"01","Location and identification sequences","D01034","(Buoy/platform - fixed)",,"D01011","Year, month, day",,,"Operational"
131.00,"01","Location and identification sequences","D01034","(Buoy/platform - fixed)",,"D01012","Hour, minute",,,"Operational"
132.00,"01","Location and identification sequences","D01034","(Buoy/platform - fixed)",,"D01023","Latitude/longitude (coarse accuracy)",,,"Operational"
133.00,"01","Location and identification sequences","D01035","(Buoy/platform - moving)",,"B01005","Buoy/platform identifier",,"<(see Note 4)>","Operational"
134.00,"01","Location and identification sequences","D01035","(Buoy/platform - moving)",,"B01012","Direction of motion of moving observing platform",,,"Operational"
135.00,"01","Location and identification sequences","D01035","(Buoy/platform - moving)",,"B01013","Speed of motion of moving observing platform",,,"Operational"
136.00,"01","Location and identification sequences","D01035","(Buoy/platform - moving)",,"B02001","Type of station",,,"Operational"
137.00,"01","Location and identification sequences","D01035","(Buoy/platform - moving)",,"D01011","Year, month, day",,,"Operational"
138.00,"01","Location and identification sequences","D01035","(Buoy/platform - moving)",,"D01012","Hour, minute",,,"Operational"
139.00,"01","Location and identification sequences","D01035","(Buoy/platform - moving)",,"D01023","Latitude/longitude (coarse accuracy)",,,"Operational"
140.00,"01","Location and identification sequences","D01036","(Ship)",,"D01003","Ship's call sign and motion",,,"Operational"
141.00,"01","Location and identification sequences","D01036","(Ship)",,"B02001","Type of station",,,"Operational"
142.00,"01","Location and identification sequences","D01036","(Ship)",,"D01011","Year, month, day",,,"Operational"
143.00,"01","Location and identification sequences","D01036","(Ship)",,"D01012","Hour, minute",,,"Operational"
144.00,"01","Location and identification sequences","D01036","(Ship)",,"D01023","Latitude/longitude (coarse accuracy)",,,"Operational"
145.00,"01","Location and identification sequences","D01037","(Land station for vertical soundings)",,"D01001","WMO block and station numbers",,,"Operational"
146.00,"01","Location and identification sequences","D01037","(Land station for vertical soundings)",,"B02011","Radiosonde type",,,"Operational"
147.00,"01","Location and identification sequences","D01037","(Land station for vertical soundings)",,"B02012","Radiosonde computational method",,,"Operational"
148.00,"01","Location and identification sequences","D01037","(Land station for vertical soundings)",,"D01011","Year, month, day",,,"Operational"
149.00,"01","Location and identification sequences","D01037","(Land station for vertical soundings)",,"D01012","Hour, minute",,,"Operational"
150.00,"01","Location and identification sequences","D01037","(Land station for vertical soundings)",,"D01022","Latitude/longitude (high accuracy), height of station",,,"Operational"
151.00,"01","Location and identification sequences","D01038","(Land station for vertical soundings)",,"D01001","WMO block and station numbers",,,"Operational"
152.00,"01","Location and identification sequences","D01038","(Land station for vertical soundings)",,"B02011","Radiosonde type",,,"Operational"
153.00,"01","Location and identification sequences","D01038","(Land station for vertical soundings)",,"B02012","Radiosonde computational method",,,"Operational"
154.00,"01","Location and identification sequences","D01038","(Land station for vertical soundings)",,"D01011","Year, month, day",,,"Operational"
155.00,"01","Location and identification sequences","D01038","(Land station for vertical soundings)",,"D01012","Hour, minute",,,"Operational"
156.00,"01","Location and identification sequences","D01038","(Land station for vertical soundings)",,"D01024","Latitude/longitude (coarse accuracy), height of station",,,"Operational"
157.00,"01","Location and identification sequences","D01039","(Ship for vertical soundings)",,"D01003","Ship's call sign and motion",,,"Operational"
158.00,"01","Location and identification sequences","D01039","(Ship for vertical soundings)",,"B02011","Radiosonde type",,,"Operational"
159.00,"01","Location and identification sequences","D01039","(Ship for vertical soundings)",,"B02012","Radiosonde computational method",,,"Operational"
160.00,"01","Location and identification sequences","D01039","(Ship for vertical soundings)",,"D01011","Year, month, day",,,"Operational"
161.00,"01","Location and identification sequences","D01039","(Ship for vertical soundings)",,"D01012","Hour, minute",,,"Operational"
162.00,"01","Location and identification sequences","D01039","(Ship for vertical soundings)",,"D01023","Latitude/longitude (coarse accuracy)",,,"Operational"
163.00,"01","Location and identification sequences","D01040","(Ship for vertical soundings)",,"D01003","Ship's call sign and motion",,,"Operational"
164.00,"01","Location and identification sequences","D01040","(Ship for vertical soundings)",,"B02011","Radiosonde type",,,"Operational"
165.00,"01","Location and identification sequences","D01040","(Ship for vertical soundings)",,"B02012","Radiosonde computational method",,,"Operational"
166.00,"01","Location and identification sequences","D01040","(Ship for vertical soundings)",,"D01011","Year, month, day",,,"Operational"
167.00,"01","Location and identification sequences","D01040","(Ship for vertical soundings)",,"D01012","Hour, minute",,,"Operational"
168.00,"01","Location and identification sequences","D01040","(Ship for vertical soundings)",,"D01024","Latitude/longitude (coarse accuracy), height of station",,,"Operational"
169.00,"01","Location and identification sequences","D01041","(Satellite identifier, instrument, data-processing technique, date/time)",,"B01007","Satellite identifier",,,"Operational"
170.00,"01","Location and identification sequences","D01041","(Satellite identifier, instrument, data-processing technique, date/time)",,"B02021","Satellite instrument data used in processing",,,"Operational"
171.00,"01","Location and identification sequences","D01041","(Satellite identifier, instrument, data-processing technique, date/time)",,"B02022","Satellite data-processing technique used",,,"Operational"
172.00,"01","Location and identification sequences","D01041","(Satellite identifier, instrument, data-processing technique, date/time)",,"D01011","Year, month, day",,,"Operational"
173.00,"01","Location and identification sequences","D01041","(Satellite identifier, instrument, data-processing technique, date/time)",,"D01012","Hour, minute",,,"Operational"
174.00,"01","Location and identification sequences","D01042","(Satellite identifier, instrument, data-processing technique, date/time, location)",,"D01041","Satellite identifier, instrument, data-processing technique, date/time",,,"Operational"
175.00,"01","Location and identification sequences","D01042","(Satellite identifier, instrument, data-processing technique, date/time, location)",,"D01021","Latitude/longitude (high accuracy)",,,"Operational"
176.00,"01","Location and identification sequences","D01043","(Satellite identifier, wind computation method, date/time, location)",,"B01007","Satellite identifier",,,"Operational"
177.00,"01","Location and identification sequences","D01043","(Satellite identifier, wind computation method, date/time, location)",,"B02023","Satellite-derived wind computation method",,,"Operational"
178.00,"01","Location and identification sequences","D01043","(Satellite identifier, wind computation method, date/time, location)",,"D01011","Year, month, day",,,"Operational"
179.00,"01","Location and identification sequences","D01043","(Satellite identifier, wind computation method, date/time, location)",,"D01013","Hour, minute, second",,,"Operational"
180.00,"01","Location and identification sequences","D01043","(Satellite identifier, wind computation method, date/time, location)",,"D01021","Latitude/longitude (high accuracy)",,,"Operational"
181.00,"01","Location and identification sequences","D01044","(Satellite identifier, humidity computation method, date/time, location)",,"B01007","Satellite identifier",,,"Operational"
182.00,"01","Location and identification sequences","D01044","(Satellite identifier, humidity computation method, date/time, location)",,"B02024","Integrated mean humidity computational method",,,"Operational"
183.00,"01","Location and identification sequences","D01044","(Satellite identifier, humidity computation method, date/time, location)",,"D01011","Year, month, day",,,"Operational"
184.00,"01","Location and identification sequences","D01044","(Satellite identifier, humidity computation method, date/time, location)",,"D01013","Hour, minute, second",,,"Operational"
185.00,"01","Location and identification sequences","D01044","(Satellite identifier, humidity computation method, date/time, location)",,"D01021","Latitude/longitude (high accuracy)",,,"Operational"
238.00,"01","Location and identification sequences","D01049","(Radar beam data)",,"B02111","Radar incidence angle",,,"Operational"
239.00,"01","Location and identification sequences","D01049","(Radar beam data)",,"B02112","Radar look angle",,,"Operational"
240.00,"01","Location and identification sequences","D01049","(Radar beam data)",,"B21062","Backscatter",,,"Operational"
241.00,"01","Location and identification sequences","D01049","(Radar beam data)",,"B21063","Radiometric resolution (noise value)",,,"Operational"
242.00,"01","Location and identification sequences","D01049","(Radar beam data)",,"B21065","Missing packet counter",,,"Operational"
243.00,"01","Location and identification sequences","D01051","(Flight number, navigational system, date/time, location, phase of flight)",,"B01006","Aircraft flight number",,,"Operational"
244.00,"01","Location and identification sequences","D01051","(Flight number, navigational system, date/time, location, phase of flight)",,"B02061","Aircraft navigational system",,,"Operational"
245.00,"01","Location and identification sequences","D01051","(Flight number, navigational system, date/time, location, phase of flight)",,"D01011","Year, month, day",,,"Operational"
246.00,"01","Location and identification sequences","D01051","(Flight number, navigational system, date/time, location, phase of flight)",,"D01012","Hour, minute",,,"Operational"
247.00,"01","Location and identification sequences","D01051","(Flight number, navigational system, date/time, location, phase of flight)",,"D01021","Latitude/longitude (high accuracy)",,,"Operational"
248.00,"01","Location and identification sequences","D01051","(Flight number, navigational system, date/time, location, phase of flight)",,"B08004","Phase of aircraft flight",,,"Operational"
249.00,"01","Location and identification sequences","D01055","(Identification and type of station, date/time, location (high accuracy), movement)",,"B01005","Buoy/platform identifier",,,"Operational"
250.00,"01","Location and identification sequences","D01055","(Identification and type of station, date/time, location (high accuracy), movement)",,"B02001","Type of station",,,"Operational"
251.00,"01","Location and identification sequences","D01055","(Identification and type of station, date/time, location (high accuracy), movement)",,"D01011","Year, month, day",,,"Operational"
252.00,"01","Location and identification sequences","D01055","(Identification and type of station, date/time, location (high accuracy), movement)",,"D01012","Hour, minute",,,"Operational"
253.00,"01","Location and identification sequences","D01055","(Identification and type of station, date/time, location (high accuracy), movement)",,"D01021","Latitude/longitude (high accuracy)",,,"Operational"
254.00,"01","Location and identification sequences","D01055","(Identification and type of station, date/time, location (high accuracy), movement)",,"B01012","Direction of motion of moving observing platform",,,"Operational"
255.00,"01","Location and identification sequences","D01055","(Identification and type of station, date/time, location (high accuracy), movement)",,"B01014","Platform drift speed (high precision)",,,"Operational"
304.00,"01","Location and identification sequences","D01059","(Identification of sensor site and instrumentation)",,"D01021","Latitude/longitude (high accuracy)","Sensor",,"Operational"
305.00,"01","Location and identification sequences","D01059","(Identification of sensor site and instrumentation)",,"B07030","Height of station ground above mean sea level",,,"Operational"
306.00,"01","Location and identification sequences","D01059","(Identification of sensor site and instrumentation)",,"B07032","Height of sensor above local ground (or deck of marine platform)","Sensor for lightning",,"Operational"
311.00,"01","Location and identification sequences","D01065","(ACARS identification)",,"B01006","Aircraft flight number",,"(see Note 1)","Operational"
312.00,"01","Location and identification sequences","D01065","(ACARS identification)",,"B01008","Aircraft registration number or other identification",,"(see Note 1)","Operational"
313.00,"01","Location and identification sequences","D01065","(ACARS identification)",,"B02001","Type of station",,,"Operational"
314.00,"01","Location and identification sequences","D01065","(ACARS identification)",,"B02002","Type of instrumentation for wind measurement",,,"Operational"
315.00,"01","Location and identification sequences","D01065","(ACARS identification)",,"B02005","Precision of temperature observation",,,"Operational"
316.00,"01","Location and identification sequences","D01065","(ACARS identification)",,"B02062","Type of aircraft data relay system",,,"Operational"
317.00,"01","Location and identification sequences","D01065","(ACARS identification)",,"B02070","Original specification of latitude/longitude",,,"Operational"
318.00,"01","Location and identification sequences","D01065","(ACARS identification)",,"B02065","ACARS ground-receiving station",,,"Operational"
319.00,"01","Location and identification sequences","D01066","(ACARS location)",,"D01011","Year, month, day",,,"Operational"
320.00,"01","Location and identification sequences","D01066","(ACARS location)",,"D01013","Hour, minute, second",,,"Operational"
321.00,"01","Location and identification sequences","D01066","(ACARS location)",,"D01023","Latitude/longitude (coarse accuracy)",,,"Operational"
322.00,"01","Location and identification sequences","D01066","(ACARS location)",,"B07004","Pressure",,,"Operational"
323.00,"01","Location and identification sequences","D01066","(ACARS location)",,"B02064","Aircraft roll angle quality",,,"Operational"
324.00,"01","Location and identification sequences","D01066","(ACARS location)",,"B08004","Phase of aircraft flight",,,"Operational"
325.00,"01","Location and identification sequences","D01070","(Ozone instrumentation - Brewer spectrophotometer)",,"B02143","Ozone instrument type",,,"Operational"
326.00,"01","Location and identification sequences","D01070","(Ozone instrumentation - Brewer spectrophotometer)",,"B02142","Ozone instrument serial number/identification",,,"Operational"
327.00,"01","Location and identification sequences","D01070","(Ozone instrumentation - Brewer spectrophotometer)",,"B02144","Light source type for Brewer spectrophotometer",,,"Operational"
328.00,"01","Location and identification sequences","D01071","(Satellite identifier/Generating resolution)",,"B01007","Satellite identifier",,,"Operational"
329.00,"01","Location and identification sequences","D01071","(Satellite identifier/Generating resolution)",,"B01031","Identification of originating/generating centre",,,"Operational"
330.00,"01","Location and identification sequences","D01071","(Satellite identifier/Generating resolution)",,"B02020","Satellite classification",,,"Operational"
331.00,"01","Location and identification sequences","D01071","(Satellite identifier/Generating resolution)",,"B02028","Segment size at nadir in x-direction",,,"Operational"
332.00,"01","Location and identification sequences","D01071","(Satellite identifier/Generating resolution)",,"B02029","Segment size at nadir in y-direction",,,"Operational"
333.00,"01","Location and identification sequences","D01072","(Satellite identification)",,"D01071","Satellite identifier/Generating resolution",,,"Operational"
334.00,"01","Location and identification sequences","D01072","(Satellite identification)",,"D01011","Year, month, day",,,"Operational"
335.00,"01","Location and identification sequences","D01072","(Satellite identification)",,"D01013","Hour, minute, second",,,"Operational"
336.00,"01","Location and identification sequences","D01072","(Satellite identification)",,"D01021","Latitude/longitude (high accuracy)",,,"Operational"
337.00,"01","Location and identification sequences","D01074","(Ozone instrumentation - Dobson spectrophotometer)",,"B02143","Ozone instrument type",,,"Operational"
338.00,"01","Location and identification sequences","D01074","(Ozone instrumentation - Dobson spectrophotometer)",,"B02142","Ozone instrument serial number/identification",,,"Operational"
339.00,"01","Location and identification sequences","D01074","(Ozone instrumentation - Dobson spectrophotometer)",,"B02145","Wavelength setting for Dobson instruments",,,"Operational"
340.00,"01","Location and identification sequences","D01074","(Ozone instrumentation - Dobson spectrophotometer)",,"B02146","Source conditions for Dobson instruments",,,"Operational"
341.00,"01","Location and identification sequences","D01075","(Sounding identification)",,"D01001","WMO block and station numbers",,,"Operational"
342.00,"01","Location and identification sequences","D01075","(Sounding identification)",,"B01015","Station or site name",,,"Operational"
343.00,"01","Location and identification sequences","D01075","(Sounding identification)",,"D01024","Latitude/longitude (coarse accuracy), height of station",,,"Operational"
344.00,"01","Location and identification sequences","D01075","(Sounding identification)",,"B08021","Time significance","= 18 Launch time",,"Operational"
345.00,"01","Location and identification sequences","D01075","(Sounding identification)",,"D01011","Year, month, day",,,"Operational"
346.00,"01","Location and identification sequences","D01075","(Sounding identification)",,"D01012","Hour, minute",,,"Operational"
347.00,"01","Location and identification sequences","D01076","(Ozone sounding instrumentation)",,"B02011","Radiosonde type",,,"Operational"
348.00,"01","Location and identification sequences","D01076","(Ozone sounding instrumentation)",,"B02143","Ozone instrument type",,,"Operational"
349.00,"01","Location and identification sequences","D01076","(Ozone sounding instrumentation)",,"B02142","Ozone instrument serial number/identification",,,"Operational"
350.00,"01","Location and identification sequences","D01089","(National station identification)",,"B01101","State identifier",,,"Operational"
351.00,"01","Location and identification sequences","D01089","(National station identification)",,"B01102","National station number",,,"Operational"
352.00,"01","Location and identification sequences","D01090","(Surface station identification; time, horizontal and vertical coordinates)",,"D01004","Surface station identification",,,"Operational"
353.00,"01","Location and identification sequences","D01090","(Surface station identification; time, horizontal and vertical coordinates)",,"D01011","Year, month, day",,,"Operational"
354.00,"01","Location and identification sequences","D01090","(Surface station identification; time, horizontal and vertical coordinates)",,"D01012","Hour, minute",,,"Operational"
355.00,"01","Location and identification sequences","D01090","(Surface station identification; time, horizontal and vertical coordinates)",,"D01021","Latitude/longitude (high accuracy)",,,"Operational"
356.00,"01","Location and identification sequences","D01090","(Surface station identification; time, horizontal and vertical coordinates)",,"B07030","Height of station ground above mean sea level",,,"Operational"
357.00,"01","Location and identification sequences","D01090","(Surface station identification; time, horizontal and vertical coordinates)",,"B07031","Height of barometer above mean sea level",,,"Operational"
358.00,"01","Location and identification sequences","D01091","(Surface station instrumentation)",,"B02180","Main present weather detecting system",,,"Operational"
359.00,"01","Location and identification sequences","D01091","(Surface station instrumentation)",,"B02181","Supplementary present weather sensor",,,"Operational"
360.00,"01","Location and identification sequences","D01091","(Surface station instrumentation)",,"B02182","Visibility measurement system",,,"Operational"
361.00,"01","Location and identification sequences","D01091","(Surface station instrumentation)",,"B02183","Cloud detection system",,,"Operational"
362.00,"01","Location and identification sequences","D01091","(Surface station instrumentation)",,"B02184","Type of lightning detection sensor",,,"Operational"
363.00,"01","Location and identification sequences","D01091","(Surface station instrumentation)",,"B02179","Type of sky condition algorithm",,,"Operational"
364.00,"01","Location and identification sequences","D01091","(Surface station instrumentation)",,"B02186","Capability to detect precipitation phenomena",,,"Operational"
365.00,"01","Location and identification sequences","D01091","(Surface station instrumentation)",,"B02187","Capability to detect other weather phenomena",,,"Operational"
366.00,"01","Location and identification sequences","D01091","(Surface station instrumentation)",,"B02188","Capability to detect obscuration",,,"Operational"
367.00,"01","Location and identification sequences","D01091","(Surface station instrumentation)",,"B02189","Capability to discriminate lightning strikes",,,"Operational"
