Id,FXY,ElementName_rus,CodeFigure,EntryName_rus,EntryName_sub1_rus,EntryName_sub2_rus,Note_rus,noteIDs,Status
bufr4/0/13/051/4,013051,"Частотная группа, осадки",4,В первом квинтиле,,,,,Operational
bufr4/0/13/051/5,013051,"Частотная группа, осадки",5,В первом квинтиле,,,,,Operational
bufr4/0/13/051/6,013051,"Частотная группа, осадки",6,Меньше любого значения за 30-летний период,,,,,Operational
bufr4/0/13/051/7-14,013051,"Частотная группа, осадки",7-14,Зарезервировано,,,,,Operational
bufr4/0/13/051/15,013051,"Частотная группа, осадки",15,Отсутствующее значение,,,,,Operational
bufr4/0/13/056/0,013056,Характер осадков,0,ОСАДКИ,,,,,Operational
bufr4/0/13/056/1,013056,Характер осадков,1,Лёгкий прерывистый,,,,,Operational
bufr4/0/13/056/2,013056,Характер осадков,2,Умеренно прерывистый,,,,,Operational
bufr4/0/13/056/3,013056,Характер осадков,3,Сильно прерывистый,,,,,Operational
bufr4/0/13/056/4,013056,Характер осадков,4,Сильно прерывистый,,,,,Operational
bufr4/0/13/056/5,013056,Характер осадков,5,Свет непрерывный,,,,,Operational
bufr4/0/13/056/6,013056,Характер осадков,6,Умеренный непрерывный,,,,,Operational
bufr4/0/13/056/7,013056,Характер осадков,7,Тяжелый непрерывный,,,,,Operational
bufr4/0/13/056/8,013056,Характер осадков,8,Тяжелый непрерывный,,,,,Operational
bufr4/0/13/056/9,013056,Характер осадков,9,Переменная - попеременно легкая и тяжелая,,,,,Operational
bufr4/0/13/056/10-14,013056,Характер осадков,10-14,Зарезервировано,,,,,Operational
bufr4/0/13/056/15,013056,Характер осадков,15,Отсутствующее значение,,,,,Operational
bufr4/0/13/057/0,013057,Время начала или окончания осадков,0,ОСАДКИ,,,,,Operational
bufr4/0/13/057/1,013057,Время начала или окончания осадков,1,За последний час,,,,,Operational
bufr4/0/13/057/2,013057,Время начала или окончания осадков,2,1–2 часа назад,,,,,Operational
bufr4/0/13/057/3,013057,Время начала или окончания осадков,3,1–2 часа назад,,,,,Operational
bufr4/0/13/057/4,013057,Время начала или окончания осадков,4,1–2 часа назад,,,,,Operational
bufr4/0/13/057/5,013057,Время начала или окончания осадков,5,1–2 часа назад,,,,,Operational
bufr4/0/13/057/6,013057,Время начала или окончания осадков,6,1–2 часа назад,,,,,Operational
bufr4/0/13/057/7,013057,Время начала или окончания осадков,7,1–2 часа назад,,,,,Operational
bufr4/0/13/057/8,013057,Время начала или окончания осадков,8,1–2 часа назад,,,,,Operational
bufr4/0/13/057/9,013057,Время начала или окончания осадков,9,Более 10 часов назад,,,,,Operational
bufr4/0/13/057/10-14,013057,Время начала или окончания осадков,10-14,Зарезервировано,,,,,Operational
bufr4/0/13/057/15,013057,Время начала или окончания осадков,15,Отсутствующее значение,,,,,Operational
