Category,CategoryOfSequences_rus,FXY1,Title_rus,SubTitle_rus,FXY2,ElementName_rus,ElementDescription_rus,Note_rus,Status
11,Последовательности отчетов одного уровня (традиционные данные),D11005,(Стандартные отчёты AMDAR),,D01013,"Час, минута, секунда",,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11005,(Стандартные отчёты AMDAR),,B07010,Значение эшелона полета,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11005,(Стандартные отчёты AMDAR),,B08009,Фаза полета воздушного судна,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11005,(Стандартные отчёты AMDAR),,B11001,Направление ветра,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11005,(Стандартные отчёты AMDAR),,B11002,Скорость ветра,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11005,(Стандартные отчёты AMDAR),,B11031,Расширенная степень турбулентности,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11005,(Стандартные отчёты AMDAR),,B11036,Скорость вертикального порыва.,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11005,(Стандартные отчёты AMDAR),,B12101,Температура/температура воздуха,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11005,(Стандартные отчёты AMDAR),,B33025,Индикатор интерполированных значений ACARS,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11006,(Данные AMDAR или данные с воздушного судна для одного уровня без широты/долготы),,B07010,Значение эшелона полета,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11006,(Данные AMDAR или данные с воздушного судна для одного уровня без широты/долготы),,B11001,Направление ветра,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11006,(Данные AMDAR или данные с воздушного судна для одного уровня без широты/долготы),,B11002,Скорость ветра,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11006,(Данные AMDAR или данные с воздушного судна для одного уровня без широты/долготы),,B02064,Качество угла крена воздушного судна,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11006,(Данные AMDAR или данные с воздушного судна для одного уровня без широты/долготы),,B12101,Температура/температура воздуха,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11006,(Данные AMDAR или данные с воздушного судна для одного уровня без широты/долготы),,B12103,Температура точки росы,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11007,Данные с воздушного судна для одного уровня с указанием широты/долготы,,B07010,Значение эшелона полета,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11007,Данные с воздушного судна для одного уровня с указанием широты/долготы,,D01021,Широта/долгота (высокая точность),,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11007,Данные с воздушного судна для одного уровня с указанием широты/долготы,,B11001,Направление ветра,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11007,Данные с воздушного судна для одного уровня с указанием широты/долготы,,B11002,Скорость ветра,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11007,Данные с воздушного судна для одного уровня с указанием широты/долготы,,B02064,Качество угла крена воздушного судна,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11007,Данные с воздушного судна для одного уровня с указанием широты/долготы,,B12101,Температура/температура воздуха,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11007,Данные с воздушного судна для одного уровня с указанием широты/долготы,,B12103,Температура точки росы,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11008,Профиль набора/снижения высоты воздушного судна без указания широты/долготы на каждом уровне.,,B01008,Регистрационный номер воздушного судна или другой идентификатор,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11008,Профиль набора/снижения высоты воздушного судна без указания широты/долготы на каждом уровне.,,D01011,"Год, месяц, день",,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11008,Профиль набора/снижения высоты воздушного судна без указания широты/долготы на каждом уровне.,,D01013,"Час, минута, секунда",,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11008,Профиль набора/снижения высоты воздушного судна без указания широты/долготы на каждом уровне.,,D01021,Широта/долгота (высокая точность),,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11008,Профиль набора/снижения высоты воздушного судна без указания широты/долготы на каждом уровне.,,B08004,Фаза полета воздушного судна,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11008,Профиль набора/снижения высоты воздушного судна без указания широты/долготы на каждом уровне.,,R01000,Отложенное воспроизведение 6 дескрипторов,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11008,Профиль набора/снижения высоты воздушного судна без указания широты/долготы на каждом уровне.,,D11006,(Данные AMDAR или данные с воздушного судна для одного уровня без широты/долготы),,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11009,Профиль набора/снижения высоты воздушного судна без указания широты/долготы на каждом уровне.,,B01008,Регистрационный номер воздушного судна или другой идентификатор,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11009,Профиль набора/снижения высоты воздушного судна без указания широты/долготы на каждом уровне.,,D01011,"Год, месяц, день",,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11009,Профиль набора/снижения высоты воздушного судна без указания широты/долготы на каждом уровне.,,D01013,"Час, минута, секунда",,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11009,Профиль набора/снижения высоты воздушного судна без указания широты/долготы на каждом уровне.,,D01021,Широта/долгота (высокая точность),,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11009,Профиль набора/снижения высоты воздушного судна без указания широты/долготы на каждом уровне.,,B08004,Фаза полета воздушного судна,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11009,Профиль набора/снижения высоты воздушного судна без указания широты/долготы на каждом уровне.,,R01000,Отложенное воспроизведение 6 дескрипторов,,,Operational
11,Последовательности отчетов одного уровня (традиционные данные),D11009,Профиль набора/снижения высоты воздушного судна без указания широты/долготы на каждом уровне.,,D11007,Данные с воздушного судна для одного уровня с указанием широты/долготы,,,Operational
