Id,FXY,ElementName_rus,CodeFigure,EntryName_rus,EntryName_sub1_rus,EntryName_sub2_rus,Note_rus,noteIDs,Status
bufr4/0/01/044/1,001044,Стандартная генерация приложения,1,Полностью взвешенная смесь индивидуальных тестов качества,,,,,Operational
bufr4/0/01/044/2,001044,Стандартная генерация приложения,2,"Взвешенная смесь отдельных тестов, за исключением сравнения прогнозов.",,,,,Operational
bufr4/0/01/044/3,001044,Стандартная генерация приложения,3,Рекурсивная функция фильтрации,,,,,Operational
bufr4/0/01/044/4,001044,Стандартная генерация приложения,4,Общий индекс качества (QI) без прогноза,,,,,Operational
bufr4/0/01/044/5,001044,Стандартная генерация приложения,5,QI без прогноза,,,,,Operational
bufr4/0/01/044/6,001044,Стандартная генерация приложения,6,QI без прогноза,,,,,Operational
bufr4/0/01/044/7,001044,Стандартная генерация приложения,7,"Оценочная ошибка в м/с, преобразованная в процент уверенности",,,,,Operational
bufr4/0/01/044/8-254,001044,Стандартная генерация приложения,8-254,Зарезервировано,,,,,Operational
bufr4/0/01/044/255,001044,Стандартная генерация приложения,255,Отсутствующее значение,,,,,Operational
bufr4/0/01/052/0,001052,Идентификационный номер передатчика платформы,0,Первичный,,,,,Operational
bufr4/0/01/052/1,001052,Идентификационный номер передатчика платформы,1,Вторичный,,,,,Operational
bufr4/0/01/052/2,001052,Идентификационный номер передатчика платформы,2,Зарезервировано,,,,,Operational
bufr4/0/01/052/3,001052,Идентификационный номер передатчика платформы,3,Отсутствующее значение,,,,,Operational
bufr4/0/01/090/0,001090,Методика создания начальных возмущений,0,Прогнозирование с запаздывающим усреднением (LAF),,,,,Operational
bufr4/0/01/090/1,001090,Методика создания начальных возмущений,1,Разведение,,,,,Operational
bufr4/0/01/090/2,001090,Методика создания начальных возмущений,2,Сингулярные векторы,,,,,Operational
bufr4/0/01/090/3,001090,Методика создания начальных возмущений,3,Множественные циклы анализа,,,,,Operational
bufr4/0/01/090/4-191,001090,Методика создания начальных возмущений,4-191,Зарезервировано,,,,,Operational
bufr4/0/01/090/192-254,001090,Методика создания начальных возмущений,192-254,Зарезервировано для местного использования,,,,,Operational
bufr4/0/01/090/255,001090,Методика создания начальных возмущений,255,Отсутствующее значение,,,,,Operational
bufr4/0/01/092/0,001092,Прогноз временного ряда среднего ансамбля,0,Невозмутимый высокоточный контрольный прогноз,,,,,Operational
bufr4/0/01/092/1,001092,Прогноз временного ряда среднего ансамбля,1,Невозмутимый высокоточный контрольный прогноз,,,,,Operational
bufr4/0/01/092/2,001092,Прогноз временного ряда среднего ансамбля,2,Негативно возмущённый прогноз,,,,,Operational
bufr4/0/01/092/3,001092,Прогноз временного ряда среднего ансамбля,3,Негативно возмущённый прогноз,,,,,Operational
bufr4/0/01/092/4,001092,Прогноз временного ряда среднего ансамбля,4,Негативно возмущённый прогноз,,,,,Operational
bufr4/0/01/092/5-191,001092,Прогноз временного ряда среднего ансамбля,5-191,Зарезервировано,,,,,Operational
bufr4/0/01/092/192-254,001092,Прогноз временного ряда среднего ансамбля,192-254,Зарезервировано для местного использования,,,,,Operational
bufr4/0/01/092/255,001092,Прогноз временного ряда среднего ансамбля,255,Отсутствующее значение,,,,,Operational
bufr4/0/01/101/0-99,001101,Идентификатор штата/федерального штата,0-99,Зарезервировано,,,,,Operational
bufr4/0/01/101/100,001101,Идентификатор штата/федерального штата,100,Алжир,,,,,Operational
bufr4/0/01/101/101,001101,Идентификатор штата/федерального штата,101,Ангола,,,,,Operational
bufr4/0/01/101/102,001101,Идентификатор штата/федерального штата,102,Бенин,,,,,Operational
bufr4/0/01/101/103,001101,Идентификатор штата/федерального штата,103,Ботсвана,,,,,Operational
bufr4/0/01/101/104,001101,Идентификатор штата/федерального штата,104,Буркина-Фасо,,,,,Operational
bufr4/0/01/101/105,001101,Идентификатор штата/федерального штата,105,Бурунди,,,,,Operational
bufr4/0/01/101/106,001101,Идентификатор штата/федерального штата,106,Камерун,,,,,Operational
bufr4/0/01/101/107,001101,Идентификатор штата/федерального штата,107,Кабо-Верде,,,,,Operational
bufr4/0/01/101/108,001101,Идентификатор штата/федерального штата,108,Центральноафриканская Республика,,,,,Operational
bufr4/0/01/101/109,001101,Идентификатор штата/федерального штата,109,Чад,,,,,Operational
bufr4/0/01/101/110,001101,Идентификатор штата/федерального штата,110,Коморы,,,,,Operational
bufr4/0/01/101/111,001101,Идентификатор штата/федерального штата,111,Конго,,,,,Operational
bufr4/0/01/101/112,001101,Идентификатор штата/федерального штата,112,Кот-д’Ивуар,,,,,Operational
bufr4/0/01/101/113,001101,Идентификатор штата/федерального штата,113,Конго,,,,,Operational
bufr4/0/01/101/114,001101,Идентификатор штата/федерального штата,114,Джибути,,,,,Operational
bufr4/0/01/101/115,001101,Идентификатор штата/федерального штата,115,Египет,,,,,Operational
bufr4/0/01/101/116,001101,Идентификатор штата/федерального штата,116,Эритрея,,,,,Operational
bufr4/0/01/101/117,001101,Идентификатор штата/федерального штата,117,Эфиопия,,,,,Operational
bufr4/0/01/101/118,001101,Идентификатор штата/федерального штата,118,Франция (РА I),,,,,Operational
bufr4/0/01/101/119,001101,Идентификатор штата/федерального штата,119,Габон,,,,,Operational
bufr4/0/01/101/120,001101,Идентификатор штата/федерального штата,120,Гамбия,,,,,Operational
bufr4/0/01/101/121,001101,Идентификатор штата/федерального штата,121,Гана,,,,,Operational
bufr4/0/01/101/122,001101,Идентификатор штата/федерального штата,122,Гвинея,,,,,Operational
bufr4/0/01/101/123,001101,Идентификатор штата/федерального штата,123,Гвинея,,,,,Operational
bufr4/0/01/101/124,001101,Идентификатор штата/федерального штата,124,Кения,,,,,Operational
bufr4/0/01/101/125,001101,Идентификатор штата/федерального штата,125,Лесото,,,,,Operational
bufr4/0/01/101/126,001101,Идентификатор штата/федерального штата,126,Либерия,,,,,Operational
bufr4/0/01/101/127,001101,Идентификатор штата/федерального штата,127,Ливия,,,,,Operational
bufr4/0/01/101/128,001101,Идентификатор штата/федерального штата,128,Мадагаскар,,,,,Operational
bufr4/0/01/101/129,001101,Идентификатор штата/федерального штата,129,Малави,,,,,Operational
bufr4/0/01/101/130,001101,Идентификатор штата/федерального штата,130,Мали,,,,,Operational
bufr4/0/01/101/131,001101,Идентификатор штата/федерального штата,131,Мавритания,,,,,Operational
bufr4/0/01/101/132,001101,Идентификатор штата/федерального штата,132,Маврикий,,,,,Operational
bufr4/0/01/101/133,001101,Идентификатор штата/федерального штата,133,Марокко,,,,,Operational
bufr4/0/01/101/134,001101,Идентификатор штата/федерального штата,134,Мозамбик,,,,,Operational
bufr4/0/01/101/135,001101,Идентификатор штата/федерального штата,135,Намибия,,,,,Operational
bufr4/0/01/101/136,001101,Идентификатор штата/федерального штата,136,Нигер,,,,,Operational
bufr4/0/01/101/137,001101,Идентификатор штата/федерального штата,137,Нигер,,,,,Operational
bufr4/0/01/101/138,001101,Идентификатор штата/федерального штата,138,Португалия (РА I),,,,,Operational
bufr4/0/01/101/139,001101,Идентификатор штата/федерального штата,139,Руанда,,,,,Operational
bufr4/0/01/101/140,001101,Идентификатор штата/федерального штата,140,Сан-Томе и Принсипи,,,,,Operational
bufr4/0/01/101/141,001101,Идентификатор штата/федерального штата,141,Сенегал,,,,,Operational
bufr4/0/01/101/142,001101,Идентификатор штата/федерального штата,142,Сейшельские Острова,,,,,Operational
bufr4/0/01/101/143,001101,Идентификатор штата/федерального штата,143,Сьерра-Леоне,,,,,Operational
bufr4/0/01/101/144,001101,Идентификатор штата/федерального штата,144,Сомали,,,,,Operational
bufr4/0/01/101/145,001101,Идентификатор штата/федерального штата,145,Южная Африка,,,,,Operational
bufr4/0/01/101/146,001101,Идентификатор штата/федерального штата,146,Испания (РА I),,,,,Operational
bufr4/0/01/101/147,001101,Идентификатор штата/федерального штата,147,Судан,,,,,Operational
bufr4/0/01/101/148,001101,Идентификатор штата/федерального штата,148,Эсватини,,,,,Operational
bufr4/0/01/101/149,001101,Идентификатор штата/федерального штата,149,Того,,,,,Operational
bufr4/0/01/101/150,001101,Идентификатор штата/федерального штата,150,Тунис,,,,,Operational
bufr4/0/01/101/151,001101,Идентификатор штата/федерального штата,151,Уганда,,,,,Operational
bufr4/0/01/101/152,001101,Идентификатор штата/федерального штата,152,Соединённое Королевство Великобритании и Северной Ирландии (RA I),,,,,Operational
bufr4/0/01/101/153,001101,Идентификатор штата/федерального штата,153,Объединённая Республика Танзания,,,,,Operational
bufr4/0/01/101/154,001101,Идентификатор штата/федерального штата,154,Замбия,,,,,Operational
bufr4/0/01/101/155,001101,Идентификатор штата/федерального штата,155,Зимбабве,,,,,Operational
bufr4/0/01/101/156-199,001101,Идентификатор штата/федерального штата,156-199,Зарезервировано для Региона I (Африка),,,,,Operational
bufr4/0/01/101/200,001101,Идентификатор штата/федерального штата,200,Афганистан,,,,,Operational
bufr4/0/01/101/201,001101,Идентификатор штата/федерального штата,201,Бахрейн,,,,,Operational
bufr4/0/01/101/202,001101,Идентификатор штата/федерального штата,202,Бангладеш,,,,,Operational
bufr4/0/01/101/203,001101,Идентификатор штата/федерального штата,203,Бутан,,,,,Operational
bufr4/0/01/101/204,001101,Идентификатор штата/федерального штата,204,Камбоджа,,,,,Operational
bufr4/0/01/101/205,001101,Идентификатор штата/федерального штата,205,Китай,,,,,Operational
bufr4/0/01/101/206,001101,Идентификатор штата/федерального штата,206,Корейская Народно-Демократическая Республика,,,,,Operational
bufr4/0/01/101/207,001101,Идентификатор штата/федерального штата,207,"Гонконг, Китай",,,,,Operational
bufr4/0/01/101/208,001101,Идентификатор штата/федерального штата,208,Индия,,,,,Operational
bufr4/0/01/101/209,001101,Идентификатор штата/федерального штата,209,"Иран, Исламская Республика",,,,,Operational
bufr4/0/01/101/210,001101,Идентификатор штата/федерального штата,210,Ирак,,,,,Operational
bufr4/0/01/101/211,001101,Идентификатор штата/федерального штата,211,Япония,,,,,Operational
bufr4/0/01/101/212,001101,Идентификатор штата/федерального штата,212,Казахстан,,,,,Operational
bufr4/0/01/101/213,001101,Идентификатор штата/федерального штата,213,Кувейт,,,,,Operational
bufr4/0/01/101/214,001101,Идентификатор штата/федерального штата,214,Киргизия,,,,,Operational
bufr4/0/01/101/215,001101,Идентификатор штата/федерального штата,215,Лаосская Народно-Демократическая Республика,,,,,Operational
bufr4/0/01/101/216,001101,Идентификатор штата/федерального штата,216,"Макао, Китай",,,,,Operational
bufr4/0/01/101/217,001101,Идентификатор штата/федерального штата,217,Мальдивы,,,,,Operational
bufr4/0/01/101/218,001101,Идентификатор штата/федерального штата,218,Монголия,,,,,Operational
bufr4/0/01/101/219,001101,Идентификатор штата/федерального штата,219,Мьянма,,,,,Operational
bufr4/0/01/101/220,001101,Идентификатор штата/федерального штата,220,Непал,,,,,Operational
bufr4/0/01/101/221,001101,Идентификатор штата/федерального штата,221,Оман,,,,,Operational
bufr4/0/01/101/222,001101,Идентификатор штата/федерального штата,222,Пакистан,,,,,Operational
bufr4/0/01/101/223,001101,Идентификатор штата/федерального штата,223,Катар,,,,,Operational
bufr4/0/01/101/224,001101,Идентификатор штата/федерального штата,224,Корейская Народно-Демократическая Республика,,,,,Operational
bufr4/0/01/101/225,001101,Идентификатор штата/федерального штата,225,Йемен,,,,,Operational
bufr4/0/01/101/226,001101,Идентификатор штата/федерального штата,226,Российская Федерация (РА II),,,,,Operational
bufr4/0/01/101/227,001101,Идентификатор штата/федерального штата,227,Саудовская Аравия,,,,,Operational
bufr4/0/01/101/228,001101,Идентификатор штата/федерального штата,228,Шри-Ланка,,,,,Operational
bufr4/0/01/101/229,001101,Идентификатор штата/федерального штата,229,Таджикистан,,,,,Operational
bufr4/0/01/101/230,001101,Идентификатор штата/федерального штата,230,Таиланд,,,,,Operational
bufr4/0/01/101/231,001101,Идентификатор штата/федерального штата,231,Туркмения,,,,,Operational
bufr4/0/01/101/232,001101,Идентификатор штата/федерального штата,232,Объединённые Арабские Эмираты,,,,,Operational
bufr4/0/01/101/233,001101,Идентификатор штата/федерального штата,233,Узбекистан,,,,,Operational
bufr4/0/01/101/234,001101,Идентификатор штата/федерального штата,234,Вьетнам,,,,,Operational
bufr4/0/01/101/235-299,001101,Идентификатор штата/федерального штата,235-299,Зарезервировано для Региона II (Азия),,,,,Operational
bufr4/0/01/101/300,001101,Идентификатор штата/федерального штата,300,Аргентина,,,,,Operational
bufr4/0/01/101/301,001101,Идентификатор штата/федерального штата,301,Боливия (Многонациональное Государство).,,,,,Operational
bufr4/0/01/101/302,001101,Идентификатор штата/федерального штата,302,Бразилия,,,,,Operational
bufr4/0/01/101/303,001101,Идентификатор штата/федерального штата,303,Чили,,,,,Operational
bufr4/0/01/101/304,001101,Идентификатор штата/федерального штата,304,Колумбия,,,,,Operational
bufr4/0/01/101/305,001101,Идентификатор штата/федерального штата,305,Эквадор,,,,,Operational
bufr4/0/01/101/306,001101,Идентификатор штата/федерального штата,306,Франция (РА I),,,,,Operational
bufr4/0/01/101/307,001101,Идентификатор штата/федерального штата,307,Гайана,,,,,Operational
bufr4/0/01/101/308,001101,Идентификатор штата/федерального штата,308,Парагвай,,,,,Operational
bufr4/0/01/101/309,001101,Идентификатор штата/федерального штата,309,Перу,,,,,Operational
bufr4/0/01/101/310,001101,Идентификатор штата/федерального штата,310,Суринам,,,,,Operational
bufr4/0/01/101/311,001101,Идентификатор штата/федерального штата,311,Уругвай,,,,,Operational
bufr4/0/01/101/312,001101,Идентификатор штата/федерального штата,312,Венесуэла (Боливарианская Республика),,,,,Operational
bufr4/0/01/101/313-399,001101,Идентификатор штата/федерального штата,313-399,Зарезервировано для Региона III (Южная Америка),,,,,Operational
bufr4/0/01/101/400,001101,Идентификатор штата/федерального штата,400,Антигуа и Барбуда,,,,,Operational
bufr4/0/01/101/401,001101,Идентификатор штата/федерального штата,401,Багамы,,,,,Operational
bufr4/0/01/101/402,001101,Идентификатор штата/федерального штата,402,Барбадос,,,,,Operational
bufr4/0/01/101/403,001101,Идентификатор штата/федерального штата,403,Белиз,,,,,Operational
bufr4/0/01/101/404,001101,Идентификатор штата/федерального штата,404,Британские Карибские территории,,,,,Operational
bufr4/0/01/101/405,001101,Идентификатор штата/федерального штата,405,Канада,,,,,Operational
bufr4/0/01/101/406,001101,Идентификатор штата/федерального штата,406,Колумбия,,,,,Operational
bufr4/0/01/101/407,001101,Идентификатор штата/федерального штата,407,Коста-Рика,,,,,Operational
bufr4/0/01/101/408,001101,Идентификатор штата/федерального штата,408,Куба,,,,,Operational
bufr4/0/01/101/409,001101,Идентификатор штата/федерального штата,409,Доминика,,,,,Operational
bufr4/0/01/101/410,001101,Идентификатор штата/федерального штата,410,Доминиканская Республика,,,,,Operational
bufr4/0/01/101/411,001101,Идентификатор штата/федерального штата,411,Сальвадор,,,,,Operational
