Id,ClassNo,ClassName_rus,FXY,ElementName_rus,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_rus,noteIDs,Status
bufr4/0/11/036,11,Ветер и турбулентность,011036,Скорость вертикального порыва.,m/s,1,0,10,m/s,1,4,,,Operational
bufr4/0/11/037,11,Ветер и турбулентность,011037,Индекс турбулентности,Code table,0,0,6,Code table,0,2,,,Operational
bufr4/0/11/038,11,Ветер и турбулентность,011038,Время возникновения пиковой скорости диссипации вихрей,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/11/039,11,Ветер и турбулентность,011039,Время возникновения пиковой скорости диссипации вихрей,Code table,0,0,6,Code table,0,2,,,Operational
bufr4/0/11/040,11,Ветер и турбулентность,011040,Максимальная скорость порывов ветра,m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/11/041,11,Ветер и турбулентность,011041,Максимальная скорость порывов ветра,m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/11/042,11,Ветер и турбулентность,011042,Максимальная скорость ветра (средняя скорость ветра за 10 минут),m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/11/043,11,Ветер и турбулентность,011043,Максимальная скорость порывов ветра,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/11/044,11,Ветер и турбулентность,011044,Среднее направление ветра для поверхности - 1 500 м (5 000 футов),degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/11/045,11,Ветер и турбулентность,011045,Среднее направление ветра для поверхности - 1 500 м (5 000 футов),m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/11/046,11,Ветер и турбулентность,011046,Максимальная мгновенная скорость ветра,m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/11/047,11,Ветер и турбулентность,011047,Максимальная мгновенная скорость ветра,m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/11/049,11,Ветер и турбулентность,011049,Стандартное отклонение направления ветра,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/11/050,11,Ветер и турбулентность,011050,Стандартное отклонение направления ветра,m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/11/051,11,Ветер и турбулентность,011051,Стандартное отклонение направления ветра,m/s,1,0,8,m/s,1,3,,,Operational
bufr4/0/11/052,11,Ветер и турбулентность,011052,Формальная неопределенность скорости ветра,m/s,2,0,13,m/s,2,5,,,Operational
bufr4/0/11/053,11,Ветер и турбулентность,011053,Формальная неопределенность скорости ветра,degree true,2,0,15,degree true,2,5,,,Operational
bufr4/0/11/054,11,Ветер и турбулентность,011054,Среднее направление ветра для поверхности - 1 500 м (5 000 футов),degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/11/055,11,Ветер и турбулентность,011055,Средняя скорость ветра для 1 500 - 3 000 м,m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/11/061,11,Ветер и турбулентность,011061,Абсолютный сдвиг ветра в слое 1 км ниже,m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/11/062,11,Ветер и турбулентность,011062,Абсолютный сдвиг ветра в слое 1 км ниже,m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/11/070,11,Ветер и турбулентность,011070,"Обозначение взлетно-посадочной полосы, затронутой сдвигом ветра (включая ВСЕ).",CCITT IA5,0,0,32,Character,0,4,,,Operational
bufr4/0/11/071,11,Ветер и турбулентность,011071,Турбулентный вертикальный поток импульса,m2 s-2,3,-128,14,m2 s-2,3,5,,,Operational
bufr4/0/11/072,11,Ветер и турбулентность,011072,Турбулентный вертикальный поток плавучести,K m s-1,3,-128,11,K m s-1,3,4,,,Operational
bufr4/0/11/073,11,Ветер и турбулентность,011073,Турбулентная кинетическая энергия,m2 s-2,2,-1024,13,m2 s-2,2,4,,,Operational
bufr4/0/11/074,11,Ветер и турбулентность,011074,Энергия рассеивания,m2 s-2,2,-1024,10,m2 s-2,2,4,,,Operational
bufr4/0/11/075,11,Ветер и турбулентность,011075,Средняя интенсивность турбулентности (скорость диссипации вихрей),m2/3 s-1,2,0,8,m2/3 s-1,2,3,,,Operational
bufr4/0/11/076,11,Ветер и турбулентность,011076,Средняя интенсивность турбулентности (скорость диссипации вихрей),m2/3 s-1,2,0,8,m2/3 s-1,2,3,,,Operational
bufr4/0/11/077,11,Ветер и турбулентность,011077,Время возникновения пиковой скорости диссипации вихрей,s,0,0,12,s,0,4,,,Operational
bufr4/0/11/080,11,Ветер и турбулентность,011080,"Количество видов, используемых для получения данных о ветре",Numeric,0,0,3,,,,,,Operational
bufr4/0/11/081,11,Ветер и турбулентность,011081,Модель направления ветра на высоте 10 м,degree true,2,0,16,degree true,2,5,,,Operational
bufr4/0/11/082,11,Ветер и турбулентность,011082,Модель направления ветра на высоте 10 м,m/s,2,0,14,m/s,2,4,,,Operational
bufr4/0/11/083,11,Ветер и турбулентность,011083,Скорость ветра,km/h,0,0,9,km/h,0,3,,,Operational
bufr4/0/11/084,11,Ветер и турбулентность,011084,Скорость ветра,kt,0,0,8,kt,0,3,,,Operational
bufr4/0/11/085,11,Ветер и турбулентность,011085,Максимальная скорость порывов ветра,km/h,0,0,9,km/h,0,3,,,Operational
bufr4/0/11/086,11,Ветер и турбулентность,011086,Максимальная скорость порывов ветра,kt,0,0,8,kt,0,3,,,Operational
bufr4/0/11/095,11,Ветер и турбулентность,011095,u-компонента векторa модельного ветра,m/s,1,-4096,13,m/s,1,4,,,Operational
bufr4/0/11/096,11,Ветер и турбулентность,011096,v-компонента векторa модельного ветра,m/s,1,-4096,13,m/s,1,4,,,Operational
bufr4/0/11/097,11,Ветер и турбулентность,011097,Скорость ветра по высотомеру,m/s,2,0,12,m/s,2,4,,,Operational
bufr4/0/11/098,11,Ветер и турбулентность,011098,Скорость ветра по радиометру,m/s,2,0,12,m/s,2,4,,,Operational
bufr4/0/11/100,11,Ветер и турбулентность,011100,Истинная воздушная скорость самолета,m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/11/101,11,Ветер и турбулентность,011101,Компонента u путевой скорости самолета.,m/s,1,-4096,13,m/s,1,4,,,Operational
bufr4/0/11/102,11,Ветер и турбулентность,011102,Компонента v путевой скорости самолета.,m/s,1,-4096,13,m/s,1,4,,,Operational
bufr4/0/11/103,11,Ветер и турбулентность,011103,Компонента w путевой скорости самолета.,m/s,1,-512,10,m/s,1,3,,,Operational
bufr4/0/11/104,11,Ветер и турбулентность,011104,"Истинный курс воздушного судна, корабля или другой подвижной платформы",degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/11/105,11,Ветер и турбулентность,011105,Версия алгоритма EDR,Numeric,0,0,6,Numeric,0,2,,,Operational
bufr4/0/11/106,11,Ветер и турбулентность,011106,Запуск минимального уровня доверия,Numeric,1,0,4,Numeric,1,2,,,Operational
bufr4/0/11/107,11,Ветер и турбулентность,011107,Максимальное количество неверных вводов,Numeric,0,0,5,Numeric,0,2,,,Operational
bufr4/0/11/108,11,Ветер и турбулентность,011108,Пиковое расположение,Numeric,1,0,4,Numeric,1,2,,,Operational
bufr4/0/11/109,11,Ветер и турбулентность,011109,Количество хороших EDR,Numeric,0,0,4,Numeric,0,2,,,Operational
bufr4/0/11/110,11,Ветер и турбулентность,011110,Неопределенность в u-компоненте,m/s,1,-4096,13,m/s,1,4,,,Operational
bufr4/0/11/111,11,Ветер и турбулентность,011111,Неопределенность в v-компоненте,m/s,1,-4096,13,m/s,1,4,,,Operational
bufr4/0/11/112,11,Ветер и турбулентность,011112,Неопределенность в w-компоненте,m/s,2,-4096,13,m/s,2,4,,,Operational
bufr4/0/11/113,11,Ветер и турбулентность,011113,Отслеживание корреляции вектора,Numeric,3,-1000,12,Numeric,3,4,,,Operational
