Id,FXY,ElementName_rus,CodeFigure,EntryName_rus,EntryName_sub1_rus,EntryName_sub2_rus,Note_rus,noteIDs,Status
bufr4/0/25/021/6-7,025021,Улучшение вычисления ветра,6-7,Зарезервировано,,,,,Operational
bufr4/0/25/021/All-8,025021,Улучшение вычисления ветра,All 8,Отсутствующее значение,,,,,Operational
bufr4/0/25/022/1,025022,Флаг отклонения GHRSST,1,Непереработанный,,,,,Operational
bufr4/0/25/022/2,025022,Флаг отклонения GHRSST,2,Земля подозревается,,,,,Operational
bufr4/0/25/022/3,025022,Флаг отклонения GHRSST,3,Скорость ветра слишком большая,,,,,Operational
bufr4/0/25/022/4,025022,Флаг отклонения GHRSST,4,Обнаружен лед,,,,,Operational
bufr4/0/25/022/5,025022,Флаг отклонения GHRSST,5,Обнаружен дождь (только микроволновые данные),,,,,Operational
bufr4/0/25/022/6,025022,Флаг отклонения GHRSST,6,Облачно обнаружено (только инфракрасные данные),,,,,Operational
bufr4/0/25/022/7,025022,Флаг отклонения GHRSST,7,Косметическая ценность,,,,,Operational
bufr4/0/25/022/8,025022,Флаг отклонения GHRSST,8,SST вне диапазона,,,,,Operational
bufr4/0/25/022/All-9,025022,Флаг отклонения GHRSST,All 9,Отсутствующее значение,,,,,Operational
bufr4/0/25/023/1,025023,Флаг уверенности GHRSST,1,Использовано значение уверенности по умолчанию.,,,,,Operational
bufr4/0/25/023/2,025023,Флаг уверенности GHRSST,2,Смещение по умолчанию и стандартное отклонение были использованы,,,,,Operational
bufr4/0/25/023/3,025023,Флаг уверенности GHRSST,3,Нет солнечного блика,,,,,Operational
bufr4/0/25/023/4,025023,Флаг уверенности GHRSST,4,Извлечение морского льда из микроволновых данных,,,,,Operational
bufr4/0/25/023/5,025023,Флаг уверенности GHRSST,5,Определение высокой скорости ветра,,,,,Operational
bufr4/0/25/023/6,025023,Флаг уверенности GHRSST,6,Неточная SST из-за низкой SST (< 285K) (применяется только к инструменту TMI).,,,,,Operational
bufr4/0/25/023/7,025023,Флаг уверенности GHRSST,7,Подозревается ослабленное загрязнение дождем,,,,,Operational
bufr4/0/25/023/8,025023,Флаг уверенности GHRSST,8,Потенциальное загрязнение боковых лепестков.,,,,,Operational
bufr4/0/25/023/All-9,025023,Флаг уверенности GHRSST,All 9,Отсутствующее значение,,,,,Operational
bufr4/0/25/024/0,025024,Качество данных GHRSST,0,Непроцессированный инфракрасный извлечение,,,,,Operational
bufr4/0/25/024/1,025024,Качество данных GHRSST,1,Облачные данные,,,,,Operational
bufr4/0/25/024/2,025024,Качество данных GHRSST,2,"Плохо: Данные, которые, вероятно, загрязнены облаком",,,,,Operational
bufr4/0/25/024/3,025024,Качество данных GHRSST,3,Данные не вызывают подозрений,,,,,Operational
bufr4/0/25/024/4,025024,Качество данных GHRSST,4,Допустимые данные,,,,,Operational
bufr4/0/25/024/5,025024,Качество данных GHRSST,5,Хорошие данные,,,,,Operational
bufr4/0/25/024/6,025024,Качество данных GHRSST,6,Подозрение на холодную кожу,,,,,Operational
bufr4/0/25/024/7-9,025024,Качество данных GHRSST,7-9,Зарезервировано,,,,,Operational
bufr4/0/25/024/10,025024,Качество данных GHRSST,10,Непроцессированное микроволновое извлечение,,,,,Operational
bufr4/0/25/024/11,025024,Качество данных GHRSST,11,"Сомнительное микроволновое извлечение, которое может быть загрязнено",,,,,Operational
bufr4/0/25/024/12,025024,Качество данных GHRSST,12,Непроцессированное микроволновое извлечение,,,,,Operational
bufr4/0/25/024/13,025024,Качество данных GHRSST,13,Высокая вероятность суточной изменчивости,,,,,Operational
bufr4/0/25/024/14,025024,Качество данных GHRSST,14,Зарезервировано,,,,,Operational
bufr4/0/25/024/15,025024,Качество данных GHRSST,15,Отсутствующее значение,,,,,Operational
bufr4/0/25/029/1,025029,Метод калибровки,1,Зарезервировано,,,,,Operational
bufr4/0/25/029/2,025029,Метод калибровки,2,Калибровочная мишень или сигнал,,,,,Operational
bufr4/0/25/029/3,025029,Метод калибровки,3,Против дождемеров,,,,,Operational
bufr4/0/25/029/4,025029,Метод калибровки,4,Против других инструментов (дисдрометр - ослабление),,,,,Operational
bufr4/0/25/029/5,025029,Метод калибровки,5,Зарезервировано,,,,,Operational
bufr4/0/25/029/All-6,025029,Метод калибровки,All 6,Отсутствующее значение,,,,,Operational
bufr4/0/25/030/0,025030,Использование скользящей средней температуры поверхности моря,0,Использование скользящей средней температуры поверхности моря,,,,,Operational
bufr4/0/25/030/1,025030,Использование скользящей средней температуры поверхности моря,1,Использование скользящей средней температуры поверхности моря,,,,,Operational
bufr4/0/25/030/2,025030,Использование скользящей средней температуры поверхности моря,2,Использование скользящей средней температуры поверхности моря,,,,,Operational
bufr4/0/25/030/3,025030,Использование скользящей средней температуры поверхности моря,3,Отсутствующее значение,,,,,Operational
bufr4/0/25/031/0,025031,"Метод прореживания вертикального профиля, сгенерированного NWP",0,Зарезервировано,,,,,Operational
bufr4/0/25/031/1,025031,"Метод прореживания вертикального профиля, сгенерированного NWP",1,Утонение не применено (все исходные уровни модели включены от основания до вершины псевдозондирования).,,,,,Operational
bufr4/0/25/031/2,025031,"Метод прореживания вертикального профиля, сгенерированного NWP",2,"Уровни исходной модели присутствуют только в том случае, если они являются значимыми уровнями в соответствии с нормативами B/C 25 для стандартных TEMP-зондирований.",,,,,Operational
bufr4/0/25/031/3,025031,"Метод прореживания вертикального профиля, сгенерированного NWP",3,Предопределённое подмножество уровней встроенной модели присутствует.,,,,,Operational
bufr4/0/25/031/4,025031,"Метод прореживания вертикального профиля, сгенерированного NWP",4,Отсутствуют уровни исходной модели. Все уровни профиля интерполированы на заранее определенный набор уровней давления.,,,,,Operational
bufr4/0/25/031/5-6,025031,"Метод прореживания вертикального профиля, сгенерированного NWP",5-6,Зарезервировано,,,,,Operational
bufr4/0/25/031/7,025031,"Метод прореживания вертикального профиля, сгенерированного NWP",7,Отсутствующее значение,,,,,Operational
bufr4/0/25/032/0,025032,Информация о режиме ветрового профилера,0,Зарезервировано,,,,,Operational
bufr4/0/25/032/1,025032,Информация о режиме ветрового профилера,1,Данные из низкого режима,,,,,Operational
bufr4/0/25/032/2,025032,Информация о режиме ветрового профилера,2,Данные из низкого режима,,,,,Operational
bufr4/0/25/032/3,025032,Информация о режиме ветрового профилера,3,Отсутствующее значение,,,,,Operational
bufr4/0/25/033/0,025033,Информация о режиме ветрового профилера,0,"Ветровой профилограф, работающий в подрежиме A",,,,,Operational
bufr4/0/25/033/1,025033,Информация о режиме ветрового профилера,1,"Ветровой профилограф, работающий в подрежиме A",,,,,Operational
bufr4/0/25/033/2,025033,Информация о режиме ветрового профилера,2,Зарезервировано,,,,,Operational
bufr4/0/25/033/3,025033,Информация о режиме ветрового профилера,3,Отсутствующее значение,,,,,Operational
bufr4/0/25/034/1,025034,Результаты теста контроля качества ветрового профилера,1,Тест A выполнен и не пройден,,,,,Operational
bufr4/0/25/034/2,025034,Результаты теста контроля качества ветрового профилера,2,Тест A выполнен и не пройден,,,,,Operational
bufr4/0/25/034/3,025034,Результаты теста контроля качества ветрового профилера,3,Результаты теста неубедительны,,,,,Operational
bufr4/0/25/034/All-4,025034,Результаты теста контроля качества ветрового профилера,All 4,Отсутствующее значение,,,,,Operational
bufr4/0/25/035/0,025035,Метод определения полярности,0,Не определено,,,,,Operational
bufr4/0/25/035/1,025035,Метод определения полярности,1,Индивидуальное отклонение напряжения,,,,,Operational
bufr4/0/25/035/2,025035,Метод определения полярности,2,"Токовый, выше порога",,,,,Operational
bufr4/0/25/035/3,025035,Метод определения полярности,3,"Напряженческий, выше порога",,,,,Operational
bufr4/0/25/035/4,025035,Метод определения полярности,4,"Консенсус датчиков, ток выше порогового значения",,,,,Operational
bufr4/0/25/035/5,025035,Метод определения полярности,5,"Консенсус датчиков, ток выше порогового значения",,,,,Operational
bufr4/0/25/035/6,025035,Метод определения полярности,6,Зарезервировано,,,,,Operational
bufr4/0/25/035/7,025035,Метод определения полярности,7,Отсутствующее значение,,,,,Operational
bufr4/0/25/036/0,025036,Метод определения местоположения по атмосферным явлениям,0,"Сеть из нескольких пеленгаторов, работающих на одних и тех же отдельных атмосферных явлениях.",,,,,Operational
bufr4/0/25/036/1,025036,Метод определения местоположения по атмосферным явлениям,1,"Сеть нескольких станций времени прибытия, работающих на одних и тех же индивидуальных атмосфериках.",,,,,Operational
bufr4/0/25/036/2-5,025036,Метод определения местоположения по атмосферным явлениям,2-5,Зарезервировано,,,,,Operational
bufr4/0/25/036/6,025036,Метод определения местоположения по атмосферным явлениям,6,Техника определения дальности и пеленга с одной станции,,,,,Operational
bufr4/0/25/036/7-14,025036,Метод определения местоположения по атмосферным явлениям,7-14,Зарезервировано,,,,,Operational
bufr4/0/25/036/15,025036,Метод определения местоположения по атмосферным явлениям,15,Отсутствующее значение,,,,,Operational
bufr4/0/25/040/0,025040,Получение продукта ветра CO2,0,Неспецифический режим,,,,,Operational
bufr4/0/25/040/1,025040,Получение продукта ветра CO2,1,Данные первого предположения,,,,,Operational
bufr4/0/25/040/2,025040,Получение продукта ветра CO2,2,Облачные данные,,,,,Operational
bufr4/0/25/040/3,025040,Получение продукта ветра CO2,3,Средние данные вектора,,,,,Operational
bufr4/0/25/040/4,025040,Получение продукта ветра CO2,4,Первичные данные,,,,,Operational
bufr4/0/25/040/5,025040,Получение продукта ветра CO2,5,Данные первого предположения,,,,,Operational
bufr4/0/25/040/6,025040,Получение продукта ветра CO2,6,Данные вектора,,,,,Operational
bufr4/0/25/040/7,025040,Получение продукта ветра CO2,7,Данные трассировки; это изображение,,,,,Operational
bufr4/0/25/040/8,025040,Получение продукта ветра CO2,8,Данные трассировки к следующему изображению,,,,,Operational
bufr4/0/25/040/9-14,025040,Получение продукта ветра CO2,9-14,Зарезервировано,,,,,Operational
bufr4/0/25/040/15,025040,Получение продукта ветра CO2,15,Отсутствующее значение,,,,,Operational
bufr4/0/25/041/0,025041,Метод отчета о направлении движущейся платформы,0,"Направление, изначально указанное в истинных градусах.",,,,,Operational
bufr4/0/25/041/1,025041,Метод отчета о направлении движущейся платформы,1,"Направление, изначально сообщенное с использованием кодовой таблицы 0700, FM 13",,,,,Operational
bufr4/0/25/041/2,025041,Метод отчета о направлении движущейся платформы,2,Зарезервировано,,,,,Operational
bufr4/0/25/041/3,025041,Метод отчета о направлении движущейся платформы,3,Отсутствующее значение,,,,,Operational
bufr4/0/25/042/0,025042,Метод отчета о скорости движущейся платформы,0,Скорость изначально указана в метрах в секунду.,,,,,Operational
bufr4/0/25/042/1,025042,Метод отчета о скорости движущейся платформы,1,"Скорость изначально сообщалась с использованием кодовой таблицы 4451, FM 13",,,,,Operational
bufr4/0/25/042/2,025042,Метод отчета о скорости движущейся платформы,2,Зарезервировано,,,,,Operational
bufr4/0/25/042/3,025042,Метод отчета о скорости движущейся платформы,3,Отсутствующее значение,,,,,Operational
bufr4/0/25/045/1-20,025045,Комбинация каналов HIRS,1-20,"Начиная с первой позиции бита (старший бит), если позиция бита установлена в 1, то канал присутствует, если позиция бита установлена в 0, то канал отсутствует.",,,,,Operational
bufr4/0/25/045/All-21,025045,Комбинация каналов HIRS,All 21,Отсутствующее значение,,,,,Operational
bufr4/0/25/046/1-4,025046,Комбинация каналов MSU,1-4,"Начиная с первой позиции бита (старший бит), если позиция бита установлена в 1, то канал присутствует, если позиция бита установлена в 0, то канал отсутствует.",,,,,Operational
bufr4/0/25/046/All-5,025046,Комбинация каналов MSU,All 5,Отсутствующее значение,,,,,Operational
bufr4/0/25/047/1-3,025047,Комбинация каналов SSU,1-3,"Начиная с первой позиции бита (старший бит), если позиция бита установлена в 1, то канал присутствует, если позиция бита установлена в 0, то канал отсутствует.",,,,,Operational
bufr4/0/25/047/All-4,025047,Комбинация каналов SSU,All 4,Отсутствующее значение,,,,,Operational
bufr4/0/25/048/1-15,025048,Комбинация каналов AMSU-A,1-15,"Начиная с первой позиции бита (старший бит), если позиция бита установлена в 1, то канал присутствует, если позиция бита установлена в 0, то канал отсутствует.",,,,,Operational
bufr4/0/25/048/All-16,025048,Комбинация каналов AMSU-A,All 16,Отсутствующее значение,,,,,Operational
bufr4/0/25/049/1-5,025049,Комбинация каналов AMSU-A,1-5,"Начиная с первой позиции бита (старший бит), если позиция бита установлена в 1, то канал присутствует, если позиция бита установлена в 0, то канал отсутствует.",,,,,Operational
bufr4/0/25/049/All-6,025049,Комбинация каналов AMSU-A,All 6,Отсутствующее значение,,,,,Operational
bufr4/0/25/051/1-6,025051,Комбинация каналов AVHRR,1-6,"Начиная с первой позиции бита (старший бит), если позиция бита установлена в 1, то канал присутствует, если позиция бита установлена в 0, то канал отсутствует.",,,,,Operational
bufr4/0/25/051/All-7,025051,Комбинация каналов AVHRR,All 7,Отсутствующее значение,,,,,Operational
bufr4/0/25/053/1,025053,Качество наблюдения,1,Хорошо,,,,,Operational
bufr4/0/25/053/2,025053,Качество наблюдения,2,Избыточный,,,,,Operational
bufr4/0/25/053/3,025053,Качество наблюдения,3,Сомнительный,,,,,Operational
bufr4/0/25/053/4,025053,Качество наблюдения,4,Плохо,,,,,Operational
bufr4/0/25/053/5,025053,Качество наблюдения,5,Экспериментальный,,,,,Operational
bufr4/0/25/053/6,025053,Качество наблюдения,6,Осаждение,,,,,Operational
bufr4/0/25/053/7-11,025053,Качество наблюдения,7-11,Зарезервировано,,,,,Operational
bufr4/0/25/053/All-12,025053,Качество наблюдения,All 12,Отсутствующее значение,,,,,Operational
bufr4/0/25/063/0,025063,Центральный процессор или идентификатор системы,0,Не определено,,,,,Operational
bufr4/0/25/063/1,025063,Центральный процессор или идентификатор системы,1,Главный процессор,,,,,Operational
bufr4/0/25/063/2,025063,Центральный процессор или идентификатор системы,2,Резервный процессор,,,,,Operational
bufr4/0/25/063/3-254,025063,Центральный процессор или идентификатор системы,3-254,Зарезервировано,,,,,Operational
bufr4/0/25/063/255,025063,Центральный процессор или идентификатор системы,255,Отсутствующее значение,,,,,Operational
bufr4/0/25/069/1,025069,Коррекции давления на эшелоне.,1,Сглаженный,,,,,Operational
bufr4/0/25/069/2,025069,Коррекции давления на эшелоне.,2,Базовый уровень скорректирован,,,,,Operational
bufr4/0/25/069/3,025069,Коррекции давления на эшелоне.,3,Нормализованный временной интервал,,,,,Operational
bufr4/0/25/069/4,025069,Коррекции давления на эшелоне.,4,Выброс проверен,,,,,Operational
bufr4/0/25/069/5,025069,Коррекции давления на эшелоне.,5,Проверка правдоподобия выполнена,,,,,Operational
bufr4/0/25/069/6,025069,Коррекции давления на эшелоне.,6,Проверена согласованность,,,,,Operational
bufr4/0/25/069/7,025069,Коррекции давления на эшелоне.,7,Интерполированное значение,,,,,Operational
bufr4/0/25/069/All-8,025069,Коррекции давления на эшелоне.,All 8,Отсутствующее значение,,,,,Operational
bufr4/0/25/086/0,025086,Индикатор коррекции глубины,0,Глубины не исправлены,,,,,Operational
bufr4/0/25/086/1,025086,Индикатор коррекции глубины,1,Глубины не исправлены,,,,,Operational
bufr4/0/25/086/2,025086,Индикатор коррекции глубины,2,Зарезервировано,,,,,Operational
bufr4/0/25/086/3,025086,Индикатор коррекции глубины,3,Отсутствующее значение,,,,,Operational
bufr4/0/25/090/0,025090,Флаг состояния орбиты,0,"Орбита, рассчитанная во время манёвра",,,,,Operational
bufr4/0/25/090/1,025090,Флаг состояния орбиты,1,Скорректированная орбита операций миссии,,,,,Operational
bufr4/0/25/090/2,025090,Флаг состояния орбиты,2,Экстраполированная орбита операций миссии,,,,,Operational
bufr4/0/25/090/3,025090,Флаг состояния орбиты,3,Скорректированная (предварительная/точная) орбита,,,,,Operational
bufr4/0/25/090/4,025090,Флаг состояния орбиты,4,"Орбита, рассчитанная во время манёвра",,,,,Operational
bufr4/0/25/090/5,025090,Флаг состояния орбиты,5,(Предварительная/точная) орбита интерполируется на промежутке отсутствия данных слежения,,,,,Operational
bufr4/0/25/090/6,025090,Флаг состояния орбиты,6,(Предварительная/точная) орбита экстраполируется на период менее 1 дня,,,,,Operational
bufr4/0/25/090/7,025090,Флаг состояния орбиты,7,(Предварительная/точная) орбита экстраполируется на период менее 1 дня,,,,,Operational
bufr4/0/25/090/8,025090,Флаг состояния орбиты,8,(Предварительная/точная) орбита экстраполируется на период менее 1 дня,,,,,Operational
bufr4/0/25/090/9,025090,Флаг состояния орбиты,9,Навигатор орбиты DORIS DIODE,,,(см. Примечание),37,Operational
bufr4/0/25/090/10-14,025090,Флаг состояния орбиты,10-14,Зарезервировано,,,,,Operational
bufr4/0/25/090/15,025090,Флаг состояния орбиты,15,Отсутствующее значение,,,,,Operational
bufr4/0/25/093/1,025093,Коррекция вычислений RASS,1,Нет исправлений,,,,,Operational
bufr4/0/25/093/2,025093,Коррекция вычислений RASS,2,Коррекция вертикальной скорости,,,,,Operational
bufr4/0/25/093/3-6,025093,Коррекция вычислений RASS,3-6,Зарезервировано,,,,,Operational
bufr4/0/25/093/7,025093,Коррекция вычислений RASS,7,Все исправления,,,,,Operational
bufr4/0/25/093/All-8,025093,Коррекция вычислений RASS,All 8,Отсутствующее значение,,,,,Operational
bufr4/0/25/095/1,025095,Флаг состояния высотомера,1,"Работа высотомера (0, если номинальный, 1, если резервный)",,,,,Operational
bufr4/0/25/095/All-2,025095,Флаг состояния высотомера,All 2,Отсутствующее значение,,,,,Operational
bufr4/0/25/096/1,025096,Флаг состояния радиометра,1,"Индикатор режима (0, если режим 2, 1, если режим 1)",,,,,Operational
bufr4/0/25/096/2,025096,Флаг состояния радиометра,2,"Индикатор последовательности калибровки режима 1 (0, если нормальный сбор данных в режиме 1 или 2, 1, если последовательность калибровки режима 1). Биты 3 и 4 указывают активный канал(ы) на частоте 23,8 ГГц:",,,,,Operational
bufr4/0/25/096/3,025096,Флаг состояния радиометра,3,"Канал 2 (0, если включен, 1, если выключен)",,,,,Operational
bufr4/0/25/096/4,025096,Флаг состояния радиометра,4,"Канал 2 (0, если включен, 1, если выключен)",,,,,Operational
bufr4/0/25/096/All-5,025096,Флаг состояния радиометра,All 5,Отсутствующее значение,,,,,Operational
bufr4/0/25/097/0,025097,Трёхмерная оценка ошибки орбиты навигатора,0,Диапазоны от 0 до 30 см,,,,,Operational
bufr4/0/25/097/1,025097,Трёхмерная оценка ошибки орбиты навигатора,1,Диапазоны от 0 до 30 см,,,,,Operational
bufr4/0/25/097/2,025097,Трёхмерная оценка ошибки орбиты навигатора,2,Диапазоны от 0 до 30 см,,,,,Operational
bufr4/0/25/097/3,025097,Трёхмерная оценка ошибки орбиты навигатора,3,Диапазоны от 90 до 120 см,,,,,Operational
bufr4/0/25/097/4,025097,Трёхмерная оценка ошибки орбиты навигатора,4,Диапазоны от 90 до 120 см,,,,,Operational
bufr4/0/25/097/5,025097,Трёхмерная оценка ошибки орбиты навигатора,5,Диапазоны от 90 до 120 см,,,,,Operational
bufr4/0/25/097/6,025097,Трёхмерная оценка ошибки орбиты навигатора,6,Диапазоны от 90 до 120 см,,,,,Operational
bufr4/0/25/097/7,025097,Трёхмерная оценка ошибки орбиты навигатора,7,Диапазоны от 90 до 120 см,,,,,Operational
bufr4/0/25/097/8,025097,Трёхмерная оценка ошибки орбиты навигатора,8,Диапазоны от 240 до 270 см,,,,,Operational
bufr4/0/25/097/9,025097,Трёхмерная оценка ошибки орбиты навигатора,9,Диапазоны от 240 до 270 см,,,,,Operational
bufr4/0/25/097/10-14,025097,Трёхмерная оценка ошибки орбиты навигатора,10-14,Зарезервировано,,,,,Operational
bufr4/0/25/097/15,025097,Трёхмерная оценка ошибки орбиты навигатора,15,Отсутствующее значение,,,,,Operational
bufr4/0/25/098/1,025098,Флаг качества данных альтиметра,1,Диапазон Ku-диапазона,,,,,Operational
bufr4/0/25/098/2,025098,Флаг качества данных альтиметра,2,Диапазон C-диапазона,,,,,Operational
bufr4/0/25/098/3,025098,Флаг качества данных альтиметра,3,Ku-диапазон SWH,,,,,Operational
bufr4/0/25/098/4,025098,Флаг качества данных альтиметра,4,C-диапазон SWH,,,,,Operational
bufr4/0/25/098/5,025098,Флаг качества данных альтиметра,5,"Коэффициент обратного рассеяния океана, скорректированный на Ku-диапазоне",,,,,Operational
bufr4/0/25/098/6,025098,Флаг качества данных альтиметра,6,Коэффициент обратного рассеяния в С-диапазоне,,,,,Operational
bufr4/0/25/098/7,025098,Флаг качества данных альтиметра,7,Угол вне зенита по параметрам формы волны Ku-диапазона,,,,,Operational
bufr4/0/25/098/8,025098,Флаг качества данных альтиметра,8,Угол вне зенита от платформы,,,,,Operational
bufr4/0/25/098/All-9,025098,Флаг качества данных альтиметра,All 9,Отсутствующее значение,,,,,Operational
bufr4/0/25/099/1,025099,Флаг качества данных альтиметра,1,Коррекция инструментов Ku-диапазона сети,,,,,Operational
bufr4/0/25/099/2,025099,Флаг качества данных альтиметра,2,Коррекция инструментов диапазона C-диапазона.,,,,,Operational
bufr4/0/25/099/3,025099,Флаг качества данных альтиметра,3,Коррекция инструментов Ku-диапазона сети,,,,,Operational
bufr4/0/25/099/4,025099,Флаг качества данных альтиметра,4,Коррекция инструментов SWH диапазона C-диапазона.,,,,,Operational
bufr4/0/25/099/5,025099,Флаг качества данных альтиметра,5,Коррекция инструментов Ku-диапазона сети,,,,,Operational
bufr4/0/25/099/6,025099,Флаг качества данных альтиметра,6,Коэффициент обратного рассеяния в С-диапазоне,,,,,Operational
bufr4/0/25/099/7-8,025099,Флаг качества данных альтиметра,7-8,Зарезервировано,,,,,Operational
bufr4/0/25/099/All-9,025099,Флаг качества данных альтиметра,All 9,Отсутствующее значение,,,,,Operational
bufr4/0/25/110/1,025110,Резюме обработки изображений,1,Анализ необработанных данных используется для их корректировки. Корректировка выполняется с использованием параметров по умолчанию.,,,,,Operational
bufr4/0/25/110/2,025110,Резюме обработки изображений,2,Анализ необработанных данных используется для их корректировки. Корректировка выполняется с использованием параметров по умолчанию.,,,,,Operational
bufr4/0/25/110/3,025110,Резюме обработки изображений,3,Применена коррекция диаграммы направленности антенны по углу места.,,,,,Operational
bufr4/0/25/110/4,025110,Резюме обработки изображений,4,Использован номинальный образец чирпа.,,,,,Operational
bufr4/0/25/110/5,025110,Резюме обработки изображений,5,Используется реконструированный Chirp.,,,,,Operational
bufr4/0/25/110/6,025110,Резюме обработки изображений,6,Преобразование наклонной дальности в дальность по земле выполнено.,,,,,Operational
bufr4/0/25/110/7-9,025110,Резюме обработки изображений,7-9,Зарезервировано,,,,,Operational
bufr4/0/25/110/All-10,025110,Резюме обработки изображений,All 10,Отсутствующее значение,,,,,Operational
