Category,CategoryOfSequences_rus,FXY1,Title_rus,SubTitle_rus,FXY2,ElementName_rus,ElementDescription_rus,Note_rus,Status
16,Синоптические особенности,D16003,Струяジェット,,B10002,Высота,Значение эшелона полета,,Operational
16,Синоптические особенности,D16003,Струяジェット,,B11002,Скорость ветра,,,Operational
16,Синоптические особенности,D16003,Струяジェット,,B08007,Размерное значение,Отмена,,Operational
16,Синоптические особенности,D16003,Струяジェット,,B08011,Метеорологическая характеристика,Отмена | Конец объекта,,Operational
16,Синоптические особенности,D16004,Турбулентность,,R10000,Отложенное воспроизведение 6 дескрипторов,,,Operational
16,Синоптические особенности,D16004,Турбулентность,,B08011,Метеорологическая характеристика,Значение для турбулентности,,Operational
16,Синоптические особенности,D16004,Турбулентность,,B08007,Размерное значение,Значение для области,,Operational
16,Синоптические особенности,D16004,Турбулентность,,B07002,Высота или высота над уровнем моря,Эшелон полёта (основание слоя карты),,Operational
16,Синоптические особенности,D16004,Турбулентность,,B07002,Высота или высота над уровнем моря,Эшелон полёта (верхняя граница слоя),,Operational
16,Синоптические особенности,D16004,Турбулентность,,R02000,Отложенное воспроизведение 6 дескрипторов,,,Operational
16,Синоптические особенности,D16004,Турбулентность,,B05002,Широта/долгота (высокая точность),,,Operational
16,Синоптические особенности,D16004,Турбулентность,,B06002,Широта/долгота (высокая точность),,,Operational
16,Синоптические особенности,D16004,Турбулентность,,B11031,Расширенная степень турбулентности,,(см. Примечание 3),Operational
16,Синоптические особенности,D16004,Турбулентность,,B08007,Размерное значение,Отмена,,Operational
16,Синоптические особенности,D16004,Турбулентность,,B08011,Метеорологическая характеристика,Отмена | Конец объекта,,Operational
16,Синоптические особенности,D16005,Шторм,,R08000,Отложенное воспроизведение 6 дескрипторов,,,Operational
16,Синоптические особенности,D16005,Шторм,,B08005,Значение метеорологического атрибута,Центр шторма,,Operational
16,Синоптические особенности,D16005,Шторм,,B08007,Размерное значение,Ценность за балл,,Operational
16,Синоптические особенности,D16005,Шторм,,B05002,Широта/долгота (высокая точность),,,Operational
16,Синоптические особенности,D16005,Шторм,,B06002,Широта/долгота (высокая точность),,,Operational
16,Синоптические особенности,D16005,Шторм,,B01026,Название шторма ВМО,"Используйте ""UNKNOWN"" для песчаной бури.",,Operational
16,Синоптические особенности,D16005,Шторм,,B19001,Синоптические особенности,Значение для типа шторма,,Operational
16,Синоптические особенности,D16005,Шторм,,B08007,Размерное значение,Отмена,,Operational
16,Синоптические особенности,D16005,Шторм,,B08005,Значение метеорологического атрибута,Отмена | Конец объекта,,Operational
16,Синоптические особенности,D16006,Облако,,R11000,Отложенное воспроизведение 6 дескрипторов,,,Operational
16,Синоптические особенности,D16006,Облако,,B08011,Метеорологическая характеристика,Значение для облачности,,Operational
16,Синоптические особенности,D16006,Облако,,B08007,Размерное значение,Значение для области,,Operational
16,Синоптические особенности,D16006,Облако,,B07002,Высота или высота над уровнем моря,Эшелон полёта (верхняя граница слоя),,Operational
16,Синоптические особенности,D16006,Облако,,B07002,Высота или высота над уровнем моря,Эшелон полёта (верхняя граница слоя),,Operational
16,Синоптические особенности,D16006,Облако,,R02000,Отложенное воспроизведение 6 дескрипторов,,,Operational
16,Синоптические особенности,D16006,Облако,,B05002,Широта/долгота (высокая точность),,,Operational
16,Синоптические особенности,D16006,Облако,,B06002,Широта/долгота (высокая точность),,,Operational
16,Синоптические особенности,D16006,Облако,,B20011,Количество облачности,,(см. Примечание 3),Operational
16,Синоптические особенности,D16006,Облако,,B20012,Тип облака,,,Operational
16,Синоптические особенности,D16006,Облако,,B08007,Размерное значение,Отмена,,Operational
16,Синоптические особенности,D16006,Облако,,B08011,Метеорологическая характеристика,Отмена | Конец объекта,,Operational
16,Синоптические особенности,D16007,(Передняя сторона),,R09000,Отложенное воспроизведение 6 дескрипторов,,,Operational
16,Синоптические особенности,D16007,(Передняя сторона),,B08011,Метеорологическая характеристика,Значение для типа фронта,(см. Примечание 3),Operational
16,Синоптические особенности,D16007,(Передняя сторона),,B08007,Размерное значение,Значение для строки,,Operational
16,Синоптические особенности,D16007,(Передняя сторона),,R04000,Отложенное воспроизведение 6 дескрипторов,,,Operational
16,Синоптические особенности,D16007,(Передняя сторона),,B05002,Широта/долгота (высокая точность),,,Operational
16,Синоптические особенности,D16007,(Передняя сторона),,B06002,Широта/долгота (высокая точность),,,Operational
16,Синоптические особенности,D16007,(Передняя сторона),,B19005,Направление движения элемента,,,Operational
16,Синоптические особенности,D16007,(Передняя сторона),,B19006,Скорость движения элемента,,,Operational
16,Синоптические особенности,D16007,(Передняя сторона),,B08007,Размерное значение,Отмена,,Operational
16,Синоптические особенности,D16007,(Передняя сторона),,B08011,Метеорологическая характеристика,Отмена | Конец объекта,,Operational
16,Синоптические особенности,D16008,Уровень тропопаузы,,R10000,Отложенное воспроизведение 6 дескрипторов,,,Operational
16,Синоптические особенности,D16008,Уровень тропопаузы,,B08001,Значение вертикального зондирования,Бит 3 установлен для тропопаузы,,Operational
16,Синоптические особенности,D16008,Уровень тропопаузы,,B08007,Размерное значение,Ценность за балл,,Operational
16,Синоптические особенности,D16008,Уровень тропопаузы,,B08023,Статистические значения первого порядка следующие,Уровень тропопаузы,(см. Примечание 3),Operational
16,Синоптические особенности,D16008,Уровень тропопаузы,,R03000,Отложенное воспроизведение 6 дескрипторов,,,Operational
16,Синоптические особенности,D16008,Уровень тропопаузы,,B05002,Широта/долгота (высокая точность),,,Operational
16,Синоптические особенности,D16008,Уровень тропопаузы,,B06002,Широта/долгота (высокая точность),,,Operational
16,Синоптические особенности,D16008,Уровень тропопаузы,,B10002,Высота,,,Operational
16,Синоптические особенности,D16008,Уровень тропопаузы,,B08023,Статистические значения первого порядка следующие,Отмена,,Operational
16,Синоптические особенности,D16008,Уровень тропопаузы,,B08007,Размерное значение,Отмена,,Operational
16,Синоптические особенности,D16008,Уровень тропопаузы,,B08001,Значение вертикального зондирования,Отмена | Конец объекта,,Operational
16,Синоптические особенности,D16009,Обледенение планера,,R10000,Отложенное воспроизведение 6 дескрипторов,,,Operational
16,Синоптические особенности,D16009,Обледенение планера,,B08011,Метеорологическая характеристика,Обледенение планера,,Operational
16,Синоптические особенности,D16009,Обледенение планера,,B08007,Размерное значение,Значение для области,,Operational
16,Синоптические особенности,D16009,Обледенение планера,,B07002,Высота или высота над уровнем моря,Эшелон полёта (верхняя граница слоя),,Operational
16,Синоптические особенности,D16009,Обледенение планера,,B07002,Высота или высота над уровнем моря,Эшелон полёта (верхняя граница слоя),,Operational
16,Синоптические особенности,D16009,Обледенение планера,,R02000,Отложенное воспроизведение 6 дескрипторов,,,Operational
16,Синоптические особенности,D16009,Обледенение планера,,B05002,Широта/долгота (высокая точность),,,Operational
16,Синоптические особенности,D16009,Обледенение планера,,B06002,Широта/долгота (высокая точность),,,Operational
16,Синоптические особенности,D16009,Обледенение планера,,B20041,Обледенение планера,Обледенение планера,,Operational
16,Синоптические особенности,D16009,Обледенение планера,,B08007,Размерное значение,Отмена,,Operational
16,Синоптические особенности,D16009,Обледенение планера,,B08011,Метеорологическая характеристика,Отмена | Конец объекта,,Operational
16,Синоптические особенности,D16010,(Название функции),,R07000,Отложенное воспроизведение 6 дескрипторов,,,Operational
16,Синоптические особенности,D16010,(Название функции),,B08011,Метеорологическая характеристика,,,Operational
16,Синоптические особенности,D16010,(Название функции),,B08007,Размерное значение,Ценность за балл,,Operational
16,Синоптические особенности,D16010,(Название функции),,B01022,(Название функции),,,Operational
16,Синоптические особенности,D16010,(Название функции),,B05002,Широта/долгота (высокая точность),,,Operational
16,Синоптические особенности,D16010,(Название функции),,B06002,Широта/долгота (высокая точность),,,Operational
16,Синоптические особенности,D16010,(Название функции),,B08007,Размерное значение,Отмена,,Operational
16,Синоптические особенности,D16010,(Название функции),,B08011,Метеорологическая характеристика,Отмена | Конец объекта,,Operational
16,Синоптические особенности,D16011,(Извержение вулкана),,R16000,Отложенное воспроизведение 6 дескрипторов,,,Operational
16,Синоптические особенности,D16011,(Извержение вулкана),,B08011,Метеорологическая характеристика,Значение для облачности,,Operational
16,Синоптические особенности,D16011,(Извержение вулкана),,B01022,(Название функции),Вулкан,,Operational
16,Синоптические особенности,D16011,(Извержение вулкана),,B08007,Размерное значение,Ценность за балл,,Operational
16,Синоптические особенности,D16011,(Извержение вулкана),,R02000,Отложенное воспроизведение 6 дескрипторов,,,Operational
16,Синоптические особенности,D16011,(Извержение вулкана),,B05002,Широта/долгота (высокая точность),,,Operational
16,Синоптические особенности,D16011,(Извержение вулкана),,B06002,Широта/долгота (высокая точность),,,Operational
16,Синоптические особенности,D16011,(Извержение вулкана),,B08021,Значение времени,Время начала извержения,,Operational
16,Синоптические особенности,D16011,(Извержение вулкана),,B04001,Год,,,Operational
16,Синоптические особенности,D16011,(Извержение вулкана),,B04002,Месяц,,,Operational
16,Синоптические особенности,D16011,(Извержение вулкана),,B04003,День,,,Operational
16,Синоптические особенности,D16011,(Извержение вулкана),,B04004,Час,,,Operational
16,Синоптические особенности,D16011,(Извержение вулкана),,B04005,Минута,,,Operational
16,Синоптические особенности,D16011,(Извержение вулкана),,B20090,Особые облака,Облака от вулканических извержений,,Operational
16,Синоптические особенности,D16011,(Извержение вулкана),,B08021,Значение времени,Отмена,,Operational
16,Синоптические особенности,D16011,(Извержение вулкана),,B08007,Размерное значение,Отмена,,Operational
16,Синоптические особенности,D16011,(Извержение вулкана),,B08011,Метеорологическая характеристика,Отмена | Конец объекта,,Operational
16,Синоптические особенности,D16020,Тропический циклон,,B01033,Идентификация исходного/генерирующего центра,,,Operational
16,Синоптические особенности,D16020,Тропический циклон,,B01025,Идентификатор шторма,,,Operational
16,Синоптические особенности,D16020,Тропический циклон,,B01027,Название шторма ВМО,,,Operational
16,Синоптические особенности,D16020,Тропический циклон,,D01011,"Год, месяц, день",,,Operational
16,Синоптические особенности,D16020,Тропический циклон,,D01012,"Час, минута, секунда",,,Operational
16,Синоптические особенности,D16021,(Данные анализа),,D01023,Широта/долгота (высокая точность),,,Operational
16,Синоптические особенности,D16021,(Данные анализа),,B02041,"Метод оценки отчетов, связанных с синоптическими особенностями",,,Operational
16,Синоптические особенности,D16021,(Данные анализа),,B19001,Синоптические особенности,,,Operational
16,Синоптические особенности,D16021,(Данные анализа),,B19007,Эффективный радиус элемента,,,Operational
16,Синоптические особенности,D16021,(Данные анализа),,B19005,Направление движения элемента,,,Operational
16,Синоптические особенности,D16021,(Данные анализа),,B19006,Скорость движения элемента,,,Operational
16,Синоптические особенности,D16021,(Данные анализа),,B19008,Вертикальный охват циркуляции,,,Operational
16,Синоптические особенности,D16021,(Данные анализа),,B08005,Значение метеорологического атрибута,= 1 Центр шторма,,Operational
16,Синоптические особенности,D16021,(Данные анализа),,B10004,Давление,Центр шторма в силу предшествующего квалификатора значимости,,Operational
16,Синоптические особенности,D16021,(Данные анализа),,B08005,Значение метеорологического атрибута,= 2 Внешний предел или край элемента,,Operational
16,Синоптические особенности,D16021,(Данные анализа),,B10004,Давление,Внешний предел,,Operational
16,Синоптические особенности,D16021,(Данные анализа),,B19007,Эффективный радиус элемента,Внешний предел,,Operational
16,Синоптические особенности,D16021,(Данные анализа),,B08005,Значение метеорологического атрибута,Расположение максимального ветра,,Operational
16,Синоптические особенности,D16021,(Данные анализа),,B08021,Значение времени,Усреднённое по времени,,Operational
16,Синоптические особенности,D16021,(Данные анализа),,B04075,Период времени или смещение,Минута,,Operational
16,Синоптические особенности,D16021,(Данные анализа),,B11040,Максимальная скорость ветра (средняя скорость ветра за 10 минут),,,Operational
16,Синоптические особенности,D16021,(Данные анализа),,B19007,Эффективный радиус элемента,Максимальная скорость порывов ветра,,Operational
16,Синоптические особенности,D16021,(Данные анализа),,R05004,Воспроизведите 5 дескрипторов 2 раза.,,,Operational
16,Синоптические особенности,D16021,(Данные анализа),,B05021,Пеленг или азимут,Начало,,Operational
16,Синоптические особенности,D16021,(Данные анализа),,B05021,Пеленг или азимут,Завершение,,Operational
16,Синоптические особенности,D16021,(Данные анализа),,R02002,Воспроизведите 5 дескрипторов 2 раза.,,,Operational
16,Синоптические особенности,D16021,(Данные анализа),,B19003,Порог скорости ветра,,,Operational
16,Синоптические особенности,D16021,(Данные анализа),,B19004,Эффективный радиус относительно скоростей ветра выше порогового значения,,,Operational
16,Синоптические особенности,D16022,Прогноз,,B01032,Генерация приложения,"Название модели NWP, таблица кодов и т.д., определенная исходным/генерирующим центром",,Operational
16,Синоптические особенности,D16022,Прогноз,,B02041,"Метод оценки отчетов, связанных с синоптическими особенностями",,,Operational
16,Синоптические особенности,D16022,Прогноз,,B19001,Синоптические особенности,,,Operational
16,Синоптические особенности,D16022,Прогноз,,B19010,Метод отслеживания центра синоптической особенности,,,Operational
16,Синоптические особенности,D16022,Прогноз,,R18000,Отложенное воспроизведение 6 дескрипторов,,,Operational
16,Синоптические особенности,D16022,Прогноз,,B08021,Значение времени,Прогноз,,Operational
16,Синоптические особенности,D16022,Прогноз,,B04014,Часовой интервал,Час,,Operational
16,Синоптические особенности,D16022,Прогноз,,B08005,Значение метеорологического атрибута,Синоптические особенности,,Operational
16,Синоптические особенности,D16022,Прогноз,,D01023,Широта/долгота (высокая точность),,,Operational
16,Синоптические особенности,D16022,Прогноз,,B19005,Направление движения элемента,,,Operational
16,Синоптические особенности,D16022,Прогноз,,B19006,Скорость движения элемента,,,Operational
16,Синоптические особенности,D16022,Прогноз,,B10004,Давление,,,Operational
16,Синоптические особенности,D16022,Прогноз,,B11041,Максимальная скорость порывов ветра,"Например, используемый в Соединённых Штатах.",,Operational
16,Синоптические особенности,D16022,Прогноз,,B08021,Значение времени,Прогнозное время усреднённое по времени,,Operational
16,Синоптические особенности,D16022,Прогноз,,B04075,Период времени или смещение,Минута,,Operational
16,Синоптические особенности,D16022,Прогноз,,B11040,Максимальная скорость ветра (средняя скорость ветра за 10 минут),,,Operational
16,Синоптические особенности,D16022,Прогноз,,B19008,Вертикальный охват циркуляции,,,Operational
16,Синоптические особенности,D16022,Прогноз,,R05004,Воспроизведите 5 дескрипторов 2 раза.,,,Operational
16,Синоптические особенности,D16022,Прогноз,,B05021,Пеленг или азимут,Начало,,Operational
16,Синоптические особенности,D16022,Прогноз,,B05021,Пеленг или азимут,Завершение,,Operational
16,Синоптические особенности,D16022,Прогноз,,R02002,Воспроизведите 5 дескрипторов 2 раза.,,,Operational
16,Синоптические особенности,D16022,Прогноз,,B19003,Порог скорости ветра,,,Operational
16,Синоптические особенности,D16022,Прогноз,,B19004,Эффективный радиус относительно скоростей ветра выше порогового значения,,,Operational
16,Синоптические особенности,D16026,(Информация об анализе тропического шторма),,D16020,Тропический циклон,,,Operational
16,Синоптические особенности,D16026,(Информация об анализе тропического шторма),,D16021,(Данные анализа),,,Operational
16,Синоптические особенности,D16027,(Информация об анализе тропического шторма),,D16020,Тропический циклон,,,Operational
16,Синоптические особенности,D16027,(Информация об анализе тропического шторма),,D16022,Прогноз,,,Operational
16,Синоптические особенности,D16030,(Заголовок SIGMET),,D01014,Период времени,Для какого SIGMET действует,,Operational
16,Синоптические особенности,D16030,(Заголовок SIGMET),,B01037,Идентификатор последовательности SIGMET,,,Operational
16,Синоптические особенности,D16030,(Заголовок SIGMET),,B10064,Уровень полета SIGMET,,,Operational
16,Синоптические особенности,D16030,(Заголовок SIGMET),,B08019,Квалификатор для следующего идентификатора центра,"= 1 ATS единица, обслуживающая FIR",,Operational
16,Синоптические особенности,D16030,(Заголовок SIGMET),,B01062,Индекс местоположения ИКАО,,,Operational
16,Синоптические особенности,D16030,(Заголовок SIGMET),,B08019,Квалификатор для следующего идентификатора центра,"= 2 РПИ, = 3 УВДР, = 4 РЦА",,Operational
16,Синоптические особенности,D16030,(Заголовок SIGMET),,B01065,Идентификатор региона ИКАО,,,Operational
16,Синоптические особенности,D16030,(Заголовок SIGMET),,B08019,Квалификатор для следующего идентификатора центра,= 6 MWO,,Operational
16,Синоптические особенности,D16030,(Заголовок SIGMET),,B01062,Индекс местоположения ИКАО,,,Operational
16,Синоптические особенности,D16030,(Заголовок SIGMET),,B08019,Квалификатор для следующего идентификатора центра,Установить как отсутствующее (отменить),,Operational
16,Синоптические особенности,D16031,"(SIGMET, наблюдаемое или прогнозируемое местоположение и движение)",,B08021,Значение времени,"= 16 Анализ, = 4 Прогноз",,Operational
16,Синоптические особенности,D16031,"(SIGMET, наблюдаемое или прогнозируемое местоположение и движение)",,D01011,"Год, месяц, день",,,Operational
16,Синоптические особенности,D16031,"(SIGMET, наблюдаемое или прогнозируемое местоположение и движение)",,D01012,"Час, минута, секунда",,,Operational
16,Синоптические особенности,D16031,"(SIGMET, наблюдаемое или прогнозируемое местоположение и движение)",,D01027,(Описание функции в 3D или 2D),,,Operational
16,Синоптические особенности,D16031,"(SIGMET, наблюдаемое или прогнозируемое местоположение и движение)",,B19005,Направление движения элемента,,,Operational
16,Синоптические особенности,D16031,"(SIGMET, наблюдаемое или прогнозируемое местоположение и движение)",,B19006,Скорость движения элемента,,,Operational
16,Синоптические особенности,D16031,"(SIGMET, наблюдаемое или прогнозируемое местоположение и движение)",,B20028,Ожидаемое изменение интенсивности,,,Operational
16,Синоптические особенности,D16031,"(SIGMET, наблюдаемое или прогнозируемое местоположение и движение)",,B08021,Значение времени,Установить как отсутствующее (отменить),,Operational
16,Синоптические особенности,D16032,"(SIGMET, наблюдаемое или прогнозируемое местоположение и движение)",,B08021,Значение времени,"= 16 Анализ, = 4 Прогноз",,Operational
16,Синоптические особенности,D16032,"(SIGMET, наблюдаемое или прогнозируемое местоположение и движение)",,D01011,"Год, месяц, день",,,Operational
16,Синоптические особенности,D16032,"(SIGMET, наблюдаемое или прогнозируемое местоположение и движение)",,D01012,"Час, минута, секунда",,,Operational
16,Синоптические особенности,D16032,"(SIGMET, наблюдаемое или прогнозируемое местоположение и движение)",,D01027,(Описание функции в 3D или 2D),,,Operational
16,Синоптические особенности,D16032,"(SIGMET, наблюдаемое или прогнозируемое местоположение и движение)",,B08021,Значение времени,Установить как отсутствующее (отменить),,Operational
16,Синоптические особенности,D16033,"(СИГМЕТ, Прогноз)",,B08021,Значение времени,"= 16 Анализ, = 4 Прогноз",,Operational
16,Синоптические особенности,D16033,"(СИГМЕТ, Прогноз)",,D01011,"Год, месяц, день",,,Operational
16,Синоптические особенности,D16033,"(СИГМЕТ, Прогноз)",,D01012,"Час, минута, секунда",,,Operational
16,Синоптические особенности,D16033,"(СИГМЕТ, Прогноз)",,R01000,Отложенное воспроизведение 6 дескрипторов,,,Operational
16,Синоптические особенности,D16033,"(СИГМЕТ, Прогноз)",,D01027,(Описание функции в 3D или 2D),,,Operational
16,Синоптические особенности,D16033,"(СИГМЕТ, Прогноз)",,B08021,Значение времени,Установить как отсутствующее (отменить),,Operational
16,Синоптические особенности,D16034,(Информационное сообщение SIGMET о вулканическом пепле),,B08079,Статус продукта,"= 0 Обычный выпуск, = 1 Исправление",,Operational
16,Синоптические особенности,D16034,(Информационное сообщение SIGMET о вулканическом пепле),,D16030,(Заголовок SIGMET),,,Operational
16,Синоптические особенности,D16034,(Информационное сообщение SIGMET о вулканическом пепле),,B08011,Метеорологическая характеристика,= 17 Вулкан,,Operational
16,Синоптические особенности,D16034,(Информационное сообщение SIGMET о вулканическом пепле),,B01022,(Название функции),,,Operational
16,Синоптические особенности,D16034,(Информационное сообщение SIGMET о вулканическом пепле),,B08007,Размерное значение,= 0 Балл,,Operational
16,Синоптические особенности,D16034,(Информационное сообщение SIGMET о вулканическом пепле),,D01023,Широта/долгота (высокая точность),,,Operational
16,Синоптические особенности,D16034,(Информационное сообщение SIGMET о вулканическом пепле),,B08007,Размерное значение,Установить как отсутствующее (отменить),,Operational
16,Синоптические особенности,D16034,(Информационное сообщение SIGMET о вулканическом пепле),,B20090,Особые облака,Облака от вулканических извержений,,Operational
16,Синоптические особенности,D16034,(Информационное сообщение SIGMET о вулканическом пепле),,D16031,"(SIGMET, наблюдаемое или прогнозируемое местоположение и движение)",,,Operational
16,Синоптические особенности,D16034,(Информационное сообщение SIGMET о вулканическом пепле),,R01000,Отложенное воспроизведение 6 дескрипторов,,,Operational
16,Синоптические особенности,D16034,(Информационное сообщение SIGMET о вулканическом пепле),,D16032,"SIGMET, прогнозируемое местоположение",,,Operational
16,Синоптические особенности,D16034,(Информационное сообщение SIGMET о вулканическом пепле),,R01000,Отложенное воспроизведение 6 дескрипторов,,,Operational
16,Синоптические особенности,D16034,(Информационное сообщение SIGMET о вулканическом пепле),,D16033,"(СИГМЕТ, Прогноз)",,,Operational
16,Синоптические особенности,D16034,(Информационное сообщение SIGMET о вулканическом пепле),,B08011,Метеорологическая характеристика,Установить как отсутствующее (отменить),,Operational
16,Синоптические особенности,D16034,(Информационное сообщение SIGMET о вулканическом пепле),,B08079,Статус продукта,Установить как отсутствующее (отменить),,Operational
16,Синоптические особенности,D16035,(Гроза SIGMET),,B08079,Статус продукта,"= 0 Обычный выпуск, = 1 Исправление",,Operational
16,Синоптические особенности,D16035,(Гроза SIGMET),,D16030,(Заголовок SIGMET),,,Operational
16,Синоптические особенности,D16035,(Гроза SIGMET),,B08011,Метеорологическая характеристика,= 21 Гроза,,Operational
16,Синоптические особенности,D16035,(Гроза SIGMET),,B20023,Другие погодные явления,Бит 2 = Шквалы или все 18 бит = Отсутствует,,Operational
16,Синоптические особенности,D16035,(Гроза SIGMET),,B20021,ОСАДКИ - неизвестный тип,Бит 14 = Град или все 30 бит = Отсутствует,,Operational
16,Синоптические особенности,D16035,(Гроза SIGMET),,B20008,Облачное распределение для авиации,"= 15 OBSC, = 16 EMBD, = 12 FRQ, = 31 отсутствует",,Operational
16,Синоптические особенности,D16035,(Гроза SIGMET),,D16031,"(SIGMET, наблюдаемое или прогнозируемое местоположение и движение)",,,Operational
16,Синоптические особенности,D16035,(Гроза SIGMET),,B08011,Метеорологическая характеристика,Установить как отсутствующее (отменить),,Operational
16,Синоптические особенности,D16035,(Гроза SIGMET),,B08079,Статус продукта,Установить как отсутствующее (отменить),,Operational
16,Синоптические особенности,D16036,(Тропический циклон SIGMET),,B08079,Статус продукта,"= 0 Обычный выпуск, = 1 Исправление",,Operational
16,Синоптические особенности,D16036,(Тропический циклон SIGMET),,D16030,(Заголовок SIGMET),,,Operational
16,Синоптические особенности,D16036,(Тропический циклон SIGMET),,B08011,Метеорологическая характеристика,= 22 Тропический циклон,,Operational
16,Синоптические особенности,D16036,(Тропический циклон SIGMET),,B01027,Название шторма ВМО,,,Operational
16,Синоптические особенности,D16036,(Тропический циклон SIGMET),,D16031,"(SIGMET, наблюдаемое или прогнозируемое местоположение и движение)",,,Operational
16,Синоптические особенности,D16036,(Тропический циклон SIGMET),,R01000,Отложенное воспроизведение 6 дескрипторов,,,Operational
16,Синоптические особенности,D16036,(Тропический циклон SIGMET),,D16032,"SIGMET, прогнозируемое местоположение",,,Operational
16,Синоптические особенности,D16036,(Тропический циклон SIGMET),,R01000,Отложенное воспроизведение 6 дескрипторов,,,Operational
16,Синоптические особенности,D16036,(Тропический циклон SIGMET),,D16033,"(СИГМЕТ, Прогноз)",,,Operational
16,Синоптические особенности,D16036,(Тропический циклон SIGMET),,B08011,Метеорологическая характеристика,Установить как отсутствующее (отменить),,Operational
16,Синоптические особенности,D16036,(Тропический циклон SIGMET),,B08079,Статус продукта,Установить как отсутствующее (отменить),,Operational
16,Синоптические особенности,D16037,(Turbulence SIGMET),,B08079,Статус продукта,"= 0 Обычный выпуск, = 1 Исправление",,Operational
16,Синоптические особенности,D16037,(Turbulence SIGMET),,D16030,(Заголовок SIGMET),,,Operational
16,Синоптические особенности,D16037,(Turbulence SIGMET),,B08011,Метеорологическая характеристика,= 13 Турбулентность,,Operational
16,Синоптические особенности,D16037,(Turbulence SIGMET),,B11031,Расширенная степень турбулентности,"= 10 Умеренный, = 11 Тяжелый",,Operational
16,Синоптические особенности,D16037,(Turbulence SIGMET),,D16031,"(SIGMET, наблюдаемое или прогнозируемое местоположение и движение)",,,Operational
16,Синоптические особенности,D16037,(Turbulence SIGMET),,B08011,Метеорологическая характеристика,Установить как отсутствующее (отменить),,Operational
16,Синоптические особенности,D16037,(Turbulence SIGMET),,B08079,Статус продукта,Установить как отсутствующее (отменить),,Operational
16,Синоптические особенности,D16038,(Обледенение SIGMET),,B08079,Статус продукта,"= 0 Обычный выпуск, = 1 Исправление",,Operational
16,Синоптические особенности,D16038,(Обледенение SIGMET),,D16030,(Заголовок SIGMET),,,Operational
16,Синоптические особенности,D16038,(Обледенение SIGMET),,B08011,Метеорологическая характеристика,= 15 Обледенение планера,,Operational
16,Синоптические особенности,D16038,(Обледенение SIGMET),,B20041,Обледенение планера,= 7 Тяжелая степень,,Operational
16,Синоптические особенности,D16038,(Обледенение SIGMET),,B20021,ОСАДКИ - неизвестный тип,Бит 3 = Замерзание жидкости или все 30 бит = Отсутствуют,,Operational
