FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
021068,Données sur le degré de confiance du produit du radioaltimètre,5,Erreur de vérification de trame détectée,,,,,Operational
021068,Données sur le degré de confiance du produit du radioaltimètre,6,Correction de la constante de temps de la courbe hauteur-temps non effectuée,,,,,Operational
021068,Données sur le degré de confiance du produit du radioaltimètre,7,Mesures insuffisantes (N < 10),,,,,Operational
021068,Données sur le degré de confiance du produit du radioaltimètre,8 bits mis à 1,Valeur manquante,,,,,Operational
021069,Données sur le degré de confiance du produit concernant la température de la mer en surface,1,"Canal à 12,0 µm présent dans les données de base",,,,,Operational
021069,Données sur le degré de confiance du produit concernant la température de la mer en surface,2,"Canal à 11,0 µm présent dans les données de base",,,,,Operational
021069,Données sur le degré de confiance du produit concernant la température de la mer en surface,3,"Canal à 3,7 µm présent dans les données de base",,,,,Operational
021069,Données sur le degré de confiance du produit concernant la température de la mer en surface,4,"Canal à 1,6 µm présent dans les données de base",,,,,Operational
021069,Données sur le degré de confiance du produit concernant la température de la mer en surface,5,"Identification des nuages par test de nuage avec histogramme de facteur de réflexion à 1,6 µm",,,,,Operational
021069,Données sur le degré de confiance du produit concernant la température de la mer en surface,6,"Seuil dynamique utilisé pour test de nuage avec histogramme de facteur de réflexion à 1,6 μm",,,,,Operational
021069,Données sur le degré de confiance du produit concernant la température de la mer en surface,7,"Reflets du soleil détectés par test de nuages avec un facteur de réflexion de 1,6 μm",,,,,Operational
021069,Données sur le degré de confiance du produit concernant la température de la mer en surface,8,"Canal à 3,7 µm utilisé pour l'extraction des données sur la température de la mer en surface",,,,,Operational
021069,Données sur le degré de confiance du produit concernant la température de la mer en surface,9,Données de jour utilisées pour le calcul de la température de la mer en surface (données de nuit si zéro),,,,,Operational
021069,Données sur le degré de confiance du produit concernant la température de la mer en surface,10 bits mis à 1,Valeur manquante,,,,,Operational
021070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),1-9,"Température de surface de la mer (SST) extraite uniquement d'une visée au nadir dans le canal de 3,7 microns (1 bit par cellule de 10 minutes d'arc)",Numérotation des cellules NW NE 7 8 9 4 5 6 1 2 3 SW SE,,,,Operational
021070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),1,"Cellule 1: SST extraite uniquement d'une visée au nadir dans le canal de 3,7 microns",,,,,Operational
021070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),2,"Cellule 2: SST extraite uniquement d'une visée au nadir dans le canal de 3,7 microns",,,,,Operational
021070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),3,"Cellule 3: SST extraite uniquement d'une visée au nadir dans le canal de 3,7 microns",,,,,Operational
021070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),4,"Cellule 4: SST extraite uniquement d'une visée au nadir dans le canal de 3,7 microns",,,,,Operational
021070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),5,"Cellule 5: SST extraite uniquement d'une visée au nadir dans le canal de 3,7 microns",,,,,Operational
021070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),6,"Cellule 6: SST extraite uniquement d'une visée au nadir dans le canal de 3,7 microns",,,,,Operational
021070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),7,"Cellule 7: SST extraite uniquement d'une visée au nadir dans le canal de 3,7 microns",,,,,Operational
021070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),8,"Cellule 8: SST extraite uniquement d'une visée au nadir dans le canal de 3,7 microns",,,,,Operational
021070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),9,"Cellule 9: SST extraite uniquement d'une visée au nadir dans le canal de 3,7 microns",,,,,Operational
021070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),10-18,"SST extraite d'une visée double dans le canal de 3,7 microns (1 bit par cellule de 10 mn d'arc)",Numérotation des cellules NW NE 7 8 9 4 5 6 1 2 3 SW SE,,,,Operational
021070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),10,"Cellule 1: SST extraite d'une visée double dans le canal de 3,7 microns",,,,,Operational
021070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),11,"Cellule 2: SST extraite d'une visée double dans le canal de 3,7 microns",,,,,Operational
021070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),12,"Cellule 3: SST extraite d'une visée double dans le canal de 3,7 microns",,,,,Operational
021070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),13,"Cellule 4: SST extraite d'une visée double dans le canal de 3,7 microns",,,,,Operational
021070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),14,"Cellule 5: SST extraite d'une visée double dans le canal de 3,7 microns",,,,,Operational
021070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),15,"Cellule 6: SST extraite d'une visée double dans le canal de 3,7 microns",,,,,Operational
021070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),16,"Cellule 7: SST extraite d'une visée double dans le canal de 3,7 microns",,,,,Operational
021070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),17,"Cellule 8: SST extraite d'une visée double dans le canal de 3,7 microns",,,,,Operational
021070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),18,"Cellule 9: SST extraite d'une visée double dans le canal de 3,7 microns",,,,,Operational
021070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),19,Données d'observation diurne au nadir incluses (nocturne si zéro),,,,,Operational
021070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),20,Données d'observation diurne par visée vers l'avant incluses (nocturne si zéro),,,,,Operational
021070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),21,Sont également prises en compte les mesures effectuées par les instruments pendant que la plate-forme ERS n'est pas en mode de contrôle du mouvement latéral,,,,,Operational
021070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),22,Sont également prises en compte les mesures effectuées par les instruments pour lesquelles le degré de confiance du produit indique une qualité de données médiocre ou inconnue,,,,,Operational
021070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),23 bits mis à 1,Valeur manquante,,,,,Operational
021072,État d'étalonnage de l'altimètre sur satellite,1,Correction d'erreur de la hauteur appliquée à la place de l'étalonnage en boucle ouverte,,,,,Operational
021072,État d'étalonnage de l'altimètre sur satellite,2,Sondeur à hyperfréquences appliqué pour la correction de la troposphère,,,,,Operational
021072,État d'étalonnage de l'altimètre sur satellite,3,Correction de sortie de la commande automatique de gain appliquée à la place de l'étalonnage en boucle ouverte,,,,,Operational
021072,État d'étalonnage de l'altimètre sur satellite,4 bits mis à 1,Valeur manquante,,,,,Operational
021073,Mode de l'altimètre sur satellite,1,Enregistrement de données vierges,,,,,Operational
021073,Mode de l'altimètre sur satellite,2,Essais,,,,,Operational
021073,Mode de l'altimètre sur satellite,3,Étalonnage (boucle fermée),,,,,Operational
021073,Mode de l'altimètre sur satellite,4,BITE (Équipement d'essais incorporé),,,,,Operational
021073,Mode de l'altimètre sur satellite,5,Saisie de données sur glace,,,,,Operational
021073,Mode de l'altimètre sur satellite,6,Saisie de données sur l'océan,,,,,Operational
021073,Mode de l'altimètre sur satellite,7,Recherche de données sur glace,,,,,Operational
021073,Mode de l'altimètre sur satellite,8,Recherche de données sur océan,,,,,Operational
021073,Mode de l'altimètre sur satellite,9 bits mis à 1,Valeur manquante,,,,,Operational
021076,Représentation des intensités,0,Linéaire,,,,,Operational
021076,Représentation des intensités,1,Logarithmique (base e),,,,,Operational
021076,Représentation des intensités,2,Logarithmique (base 10),,,,,Operational
021076,Représentation des intensités,3-6,En réserve,,,,,Operational
021076,Représentation des intensités,7,Valeur manquante,,,,,Operational
021109,Qualité du vecteur vent mesuré à l'intérieur de la cellule par SEAWINDS,1,Pas assez de sigma-0 de qualité suffisante pour calculer le vent,,,,,Operational
021109,Qualité du vecteur vent mesuré à l'intérieur de la cellule par SEAWINDS,2,Diversité des azimuts parmi les sigma-0 insuffisants pour le calcul du vent,,,,,Operational
021109,Qualité du vecteur vent mesuré à l'intérieur de la cellule par SEAWINDS,3-7,En réserve,,,,,Operational
021109,Qualité du vecteur vent mesuré à l'intérieur de la cellule par SEAWINDS,8,Une partie de la cellule pour laquelle le vecteur vent est calculé se trouve au-dessus des terres,,,,,Operational
021109,Qualité du vecteur vent mesuré à l'intérieur de la cellule par SEAWINDS,9,Une partie de la cellule pour laquelle le vecteur vent est calculé se trouve au-dessus des glaces,,,,,Operational
021109,Qualité du vecteur vent mesuré à l'intérieur de la cellule par SEAWINDS,10,Calcul du vent pas effectué pour la cellule dans laquelle le vecteur vent doit être calculé,,,,,Operational
021109,Qualité du vecteur vent mesuré à l'intérieur de la cellule par SEAWINDS,11,Vitesse du vent communiquée supérieure à 30 m s-1,,,,,Operational
021109,Qualité du vecteur vent mesuré à l'intérieur de la cellule par SEAWINDS,12,Vitesse du vent communiquée inférieure ou égale à 30 m s-1,,,,,Operational
021109,Qualité du vecteur vent mesuré à l'intérieur de la cellule par SEAWINDS,13-16,En réserve,,,,,Operational
021109,Qualité du vecteur vent mesuré à l'intérieur de la cellule par SEAWINDS,17 bits mis à 1,Valeur manquante,,,,,Operational
021115,Qualité de sigma-0 déterminée par SEAWINDS,1,Mesure de sigma-0 pas utilisable,,,,,Operational
021115,Qualité de sigma-0 déterminée par SEAWINDS,2,Rapport signal/bruit bas,,,,,Operational
021115,Qualité de sigma-0 déterminée par SEAWINDS,3,Sigma-0 négatif,,,,,Operational
021115,Qualité de sigma-0 déterminée par SEAWINDS,4,Sigma-0 est hors des limites acceptables,,,,,Operational
021115,Qualité de sigma-0 déterminée par SEAWINDS,5,Qualité de pulsion du diffusomètre,,,,,Operational
021115,Qualité de sigma-0 déterminée par SEAWINDS,6,L'algorythme de position de la cellule correspondant à sigma-0 ne converge pas,,,,,Operational
021115,Qualité de sigma-0 déterminée par SEAWINDS,7,L'écart de fréquence est hors des limites de la Table du facteur X,,,,,Operational
021115,Qualité de sigma-0 déterminée par SEAWINDS,8,La température du satellite se situe hors des limites du coefficient d'étalonnage,,,,,Operational
021115,Qualité de sigma-0 déterminée par SEAWINDS,9,Pas trouvé de relevés d'altitude utilisables pour sigma-0,,,,,Operational
021115,Qualité de sigma-0 déterminée par SEAWINDS,10,Les données d'éphémérides interpolées ne sont pas acceptables pour ce sigma-0,,,,,Operational
021115,Qualité de sigma-0 déterminée par SEAWINDS,11-16,En réserve,,,,,Operational
021115,Qualité de sigma-0 déterminée par SEAWINDS,17 bits mis à 1,Valeur manquante,,,,,Operational
021116,Mode de sigma-0 déterminé par SEAWINDS,1,Indicateur de pulsion (1) pour étalonnage/mesure,,,,,Operational
021116,Mode de sigma-0 déterminé par SEAWINDS,2,Indicateur de pulsion (2) pour étalonnage/mesure,,,,,Operational
021116,Mode de sigma-0 déterminé par SEAWINDS,3,Faisceau d'antenne externe,,,,,Operational
021116,Mode de sigma-0 déterminé par SEAWINDS,4,La cellule correspondant à sigma-0 est à l'arrière du satellite,,,,,Operational
021116,Mode de sigma-0 déterminé par SEAWINDS,5,Mode courant (1),,,,,Operational
021116,Mode de sigma-0 déterminé par SEAWINDS,6,Mode courant (2),,,,,Operational
021116,Mode de sigma-0 déterminé par SEAWINDS,7,Fenêtre utilisée – Résolution de la tranche (1),,,,,Operational
021116,Mode de sigma-0 déterminé par SEAWINDS,8,Fenêtre utilisée – Résolution de la tranche (2),,,,,Operational
021116,Mode de sigma-0 déterminé par SEAWINDS,9,Fenêtre utilisée – Résolution de la tranche (3),,,,,Operational
021116,Mode de sigma-0 déterminé par SEAWINDS,10,Mode basse résolution – Données pour la pulsion complète,,,,,Operational
021116,Mode de sigma-0 déterminé par SEAWINDS,11,Sous-système électronique B du diffusomètre,,,,,Operational
021116,Mode de sigma-0 déterminé par SEAWINDS,12,"Autre vitesse de rotation – 19,8 tpm",,,,,Operational
021116,Mode de sigma-0 déterminé par SEAWINDS,13,Protection du récepteur enclanchée,,,,,Operational
021116,Mode de sigma-0 déterminé par SEAWINDS,14,Indicateur de tranches par ensemble (1),,,,,Operational
021116,Mode de sigma-0 déterminé par SEAWINDS,15,Indicateur de tranches par ensemble (2),,,,,Operational
021116,Mode de sigma-0 déterminé par SEAWINDS,16,Indicateur de tranches par ensemble (3),,,,,Operational
021116,Mode de sigma-0 déterminé par SEAWINDS,17 bits mis à 1,Valeur manquante,,,,,Operational
021119,Modèle géophysique de diffusomètre vent,0,En réserve,,,,,Operational
021119,Modèle géophysique de diffusomètre vent,1,SASS,,,,,Operational
021119,Modèle géophysique de diffusomètre vent,2,SASS 2,,,,,Operational
021119,Modèle géophysique de diffusomètre vent,3,NSCAT 0,,,,,Operational
021119,Modèle géophysique de diffusomètre vent,4,NSCAT 1,,,,,Operational
021119,Modèle géophysique de diffusomètre vent,5,NSCAT 2,,,,,Operational
021119,Modèle géophysique de diffusomètre vent,6,QSCAT 0,,,,,Operational
021119,Modèle géophysique de diffusomètre vent,7,QSCAT 1,,,,,Operational
021119,Modèle géophysique de diffusomètre vent,8-30,En réserve,,,,,Operational
021119,Modèle géophysique de diffusomètre vent,31,CMOD 1,,,,,Operational
021119,Modèle géophysique de diffusomètre vent,32,CMOD 2,,,,,Operational
021119,Modèle géophysique de diffusomètre vent,33,CMOD 3,,,,,Operational
021119,Modèle géophysique de diffusomètre vent,34,CMOD 4,,,,,Operational
021119,Modèle géophysique de diffusomètre vent,35,CMOD 5,,,,,Operational
021119,Modèle géophysique de diffusomètre vent,36-62,En réserve,,,,,Operational
021119,Modèle géophysique de diffusomètre vent,63,Valeur manquante,,,,,Operational
021144,Indicateur de pluie de l'altimètre,1,Pluie,,,,,Operational
021144,Indicateur de pluie de l'altimètre,2 bits mis à 1,Valeur manquante,,,,,Operational
021148,Indicateur de variation du front arrière,1,Variation autre qu'une variation de courte durée,,,,,Operational
021148,Indicateur de variation du front arrière,2,Variation de courte durée,,,,,Operational
021148,Indicateur de variation du front arrière,3-8,En réserve,,,,,Operational
021148,Indicateur de variation du front arrière,9 bits mis à 1,Valeur manquante,,,,,Operational
021150,Recoupement de faisceaux,0,Données provenant d'une seule station au sol (pas de recoupement),,,,,Operational
021150,Recoupement de faisceaux,1,Données provenant de plusieurs stations au sol (recoupement),,,,,Operational
021150,Recoupement de faisceaux,2,En réserve,,,,,Operational
021150,Recoupement de faisceaux,3,Valeur manquante,,,,,Operational
021155,Qualité du vecteur vent dans la cellule,1,Valeurs de sigma-0 de bonne qualité insuffisantes pour le calcul du vent,,,,,Operational
021155,Qualité du vecteur vent dans la cellule,2,Diversité des azimuts parmi les sigma-0 insuffisante pour le calcul du vent,,,,,Operational
021155,Qualité du vecteur vent dans la cellule,3,Tout contenu de bruit de faisceau supérieur au seuil,,,,,Operational
021155,Qualité du vecteur vent dans la cellule,4,Surveillance du produit inutilisée,,,,,Operational
021155,Qualité du vecteur vent dans la cellule,5,Indicateur de surveillance du produit,,,,,Operational
021155,Qualité du vecteur vent dans la cellule,6,Échec du contrôle de qualité du KNMI,,,,,Operational
021155,Qualité du vecteur vent dans la cellule,7,Échec du contrôle de qualité variationnel,,,,,Operational
021155,Qualité du vecteur vent dans la cellule,8,Une partie de la cellule pour laquelle le vecteur vent est calculé se trouve au-dessus des terres,,,,,Operational
021155,Qualité du vecteur vent dans la cellule,9,Une partie de la cellule pour laquelle le vecteur vent est calculé se trouve au-dessus des glaces,,,,,Operational
021155,Qualité du vecteur vent dans la cellule,10,Vent non calculé pour la cellule dans laquelle le vecteur vent doit être calculé,,,,,Operational
021155,Qualité du vecteur vent dans la cellule,11,Vitesse du vent communiquée supérieure à 30 m s-¹,,,,,Operational
021155,Qualité du vecteur vent dans la cellule,12,Vitesse du vent communiquée inférieure ou égale à 30 m s-¹,,,,,Operational
021155,Qualité du vecteur vent dans la cellule,13,Indicateur de pluie inutilisable pour la cellule pour laquelle le vecteur de vent est calculé,,,,,Operational
021155,Qualité du vecteur vent dans la cellule,14,Pluie détectée par l'algorithme de l'indicateur de pluie,,,,,Operational
021155,Qualité du vecteur vent dans la cellule,15,Aucune indication de conditions météorologiques utilisée,,,,,Operational
021155,Qualité du vecteur vent dans la cellule,16,Données redondantes,,,,,Operational
021155,Qualité du vecteur vent dans la cellule,17-23,En réserve,,,,,Operational
021155,Qualité du vecteur vent dans la cellule,24 bits mis à 1,Valeur manquante,,,,,Operational
021158,"Qualité de l'estimation de la Kp, ASCAT",0,Acceptable,,,,,Operational
021158,"Qualité de l'estimation de la Kp, ASCAT",1,Inacceptable,,,,,Operational
021158,"Qualité de l'estimation de la Kp, ASCAT",2,En réserve,,,,,Operational
021158,"Qualité de l'estimation de la Kp, ASCAT",3,Valeur manquante,,,,,Operational
021159,"Utilité des sigma-0, ASCAT",0,Bonne,,,,,Operational
021159,"Utilité des sigma-0, ASCAT",1,Passable,,,,,Operational
021159,"Utilité des sigma-0, ASCAT",2,Mauvaise,,,,,Operational
021159,"Utilité des sigma-0, ASCAT",3,Valeur manquante,,,,,Operational
021169,Indicateur de présence de glace,0,Pas de glace,,,,,Operational
021169,Indicateur de présence de glace,1,Glace,,,,,Operational
021169,Indicateur de présence de glace,2,En réserve,,,,,Operational
021169,Indicateur de présence de glace,3,Valeur manquante,,,,,Operational
