Id,FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status
bufr4/0/01/036/826001,001036,Organismo encargado de operar la plataforma de observación,826001,"Reino Unido, Hydrographic Office",,,,,Operational
bufr4/0/01/036/826002,001036,Organismo encargado de operar la plataforma de observación,826002,"Reino Unido, Southampton Oceanography Centre (SOC)",,,,,Operational
bufr4/0/01/036/826003-840000,001036,Organismo encargado de operar la plataforma de observación,826003-840000,Reservadas,,,,,Operational
bufr4/0/01/036/840001,001036,Organismo encargado de operar la plataforma de observación,840001,"Estados Unidos, NOAA Atlantic Oceanographic and Meteorological Laboratories (AOML)",,,,,Operational
bufr4/0/01/036/840002,001036,Organismo encargado de operar la plataforma de observación,840002,"Estados Unidos, NOAA Pacific Marine Environmental Laboratories (PMEL)",,,,,Operational
bufr4/0/01/036/840003,001036,Organismo encargado de operar la plataforma de observación,840003,"Estados Unidos, Scripps Institution of Oceanography (SIO)",,,,,Operational
bufr4/0/01/036/840004,001036,Organismo encargado de operar la plataforma de observación,840004,"Estados Unidos, Woods Hole Oceanographic Institution (WHOI)",,,,,Operational
bufr4/0/01/036/840005,001036,Organismo encargado de operar la plataforma de observación,840005,"Estados Unidos, University of Washington",,,,,Operational
bufr4/0/01/036/840006,001036,Organismo encargado de operar la plataforma de observación,840006,"Estados Unidos, Naval Oceanographic Office",,,,,Operational
bufr4/0/01/036/840007-1048574,001036,Organismo encargado de operar la plataforma de observación,840007-1048574,Reservadas,,,,,Operational
bufr4/0/01/036/1048575,001036,Organismo encargado de operar la plataforma de observación,1048575,Valor faltante,,,,,Operational
bufr4/0/01/038/0,001038,Fuente de la fracción de hielo marino,0,Sin valor de hielo marino fijado,,,,,Operational
bufr4/0/01/038/1,001038,Fuente de la fracción de hielo marino,1,SSM/I del NSIDC – Cavalieri et al (1992),,,,,Operational
bufr4/0/01/038/2,001038,Fuente de la fracción de hielo marino,2,AMSR-E,,,,,Operational
bufr4/0/01/038/3,001038,Fuente de la fracción de hielo marino,3,CEPMMP,,,,,Operational
bufr4/0/01/038/4,001038,Fuente de la fracción de hielo marino,4,CMS (Francia) – Máscara de nubes utilizada por Medspiration,,,,,Operational
bufr4/0/01/038/5,001038,Fuente de la fracción de hielo marino,5,OSI – SAF de EUMETSAT,,,,,Operational
bufr4/0/01/038/6-30,001038,Fuente de la fracción de hielo marino,6-30,Reservadas para uso futuro,,,,,Operational
bufr4/0/01/038/31,001038,Fuente de la fracción de hielo marino,31,Valor faltante,,,,,Operational
bufr4/0/01/044/0,001044,Aplicación de producción estándar,0,Reservada,,,,,Operational
bufr4/0/01/044/1,001044,Aplicación de producción estándar,1,Mezcla ponderada completa de pruebas individuales de calidad,,,,,Operational
bufr4/0/01/044/2,001044,Aplicación de producción estándar,2,"Mezcla ponderada de pruebas individuales, con exclusión de la comparación de las predicciones",,,,,Operational
bufr4/0/01/044/3,001044,Aplicación de producción estándar,3,Función de filtrado recursiva,,,,,Operational
bufr4/0/01/044/4,001044,Aplicación de producción estándar,4,Índice de calidad (IC) común sin predicción,,,,,Operational
bufr4/0/01/044/5,001044,Aplicación de producción estándar,5,IC sin predicción,,,,,Operational
bufr4/0/01/044/6,001044,Aplicación de producción estándar,6,IC con predicción,,,,,Operational
bufr4/0/01/044/7,001044,Aplicación de producción estándar,7,Error estimado en m/s convertido a porcentaje de confianza,,,,,Operational
bufr4/0/01/044/8-254,001044,Aplicación de producción estándar,8-254,Reservadas,,,,,Operational
bufr4/0/01/044/255,001044,Aplicación de producción estándar,255,Valor faltante,,,,,Operational
bufr4/0/01/052/0,001052,Identificador del transmisor de la plataforma,0,Primaria,,,,,Operational
bufr4/0/01/052/1,001052,Identificador del transmisor de la plataforma,1,Secundaria,,,,,Operational
bufr4/0/01/052/2,001052,Identificador del transmisor de la plataforma,2,Reservada,,,,,Operational
bufr4/0/01/052/3,001052,Identificador del transmisor de la plataforma,3,Valor faltante,,,,,Operational
bufr4/0/01/090/0,001090,Técnica para la composición de perturbaciones iniciales,0,Predicción de promedio retardado (LAF),,,,,Operational
bufr4/0/01/090/1,001090,Técnica para la composición de perturbaciones iniciales,1,Ajuste del desarrollo,,,,,Operational
bufr4/0/01/090/2,001090,Técnica para la composición de perturbaciones iniciales,2,Vectores singulares,,,,,Operational
bufr4/0/01/090/3,001090,Técnica para la composición de perturbaciones iniciales,3,Ciclos de análisis múltiples,,,,,Operational
bufr4/0/01/090/4-191,001090,Técnica para la composición de perturbaciones iniciales,4-191,Reservadas,,,,,Operational
bufr4/0/01/090/192-254,001090,Técnica para la composición de perturbaciones iniciales,192-254,Reservadas para uso local,,,,,Operational
bufr4/0/01/090/255,001090,Técnica para la composición de perturbaciones iniciales,255,Valor faltante,,,,,Operational
bufr4/0/01/092/0,001092,Tipo de predicción por conjuntos,0,Predicción de control de alta resolución sin perturbación,,,,,Operational
bufr4/0/01/092/1,001092,Tipo de predicción por conjuntos,1,Predicción de control de baja resolución sin perturbación,,,,,Operational
bufr4/0/01/092/2,001092,Tipo de predicción por conjuntos,2,Predicción con perturbación negativa,,,,,Operational
bufr4/0/01/092/3,001092,Tipo de predicción por conjuntos,3,Predicción con perturbación positiva,,,,,Operational
bufr4/0/01/092/4,001092,Tipo de predicción por conjuntos,4,Predicción perturbada,,,,,Operational
bufr4/0/01/092/5-191,001092,Tipo de predicción por conjuntos,5-191,Reservadas,,,,,Operational
bufr4/0/01/092/192-254,001092,Tipo de predicción por conjuntos,192-254,Reservadas para uso local,,,,,Operational
bufr4/0/01/092/255,001092,Tipo de predicción por conjuntos,255,Valor faltante,,,,,Operational
bufr4/0/01/101/0-99,001101,Identificador de Estado,0-99,Reservadas,,,,,Operational
bufr4/0/01/101/100,001101,Identificador de Estado,100,Argelia,,,,,Operational
bufr4/0/01/101/101,001101,Identificador de Estado,101,Angola,,,,,Operational
bufr4/0/01/101/102,001101,Identificador de Estado,102,Benin,,,,,Operational
bufr4/0/01/101/103,001101,Identificador de Estado,103,Botswana,,,,,Operational
bufr4/0/01/101/104,001101,Identificador de Estado,104,Burkina Faso,,,,,Operational
bufr4/0/01/101/105,001101,Identificador de Estado,105,Burundi,,,,,Operational
bufr4/0/01/101/106,001101,Identificador de Estado,106,Camerún,,,,,Operational
bufr4/0/01/101/107,001101,Identificador de Estado,107,Cabo Verde,,,,,Operational
bufr4/0/01/101/108,001101,Identificador de Estado,108,República Centroafricana,,,,,Operational
bufr4/0/01/101/109,001101,Identificador de Estado,109,Chad,,,,,Operational
bufr4/0/01/101/110,001101,Identificador de Estado,110,Comoras,,,,,Operational
bufr4/0/01/101/111,001101,Identificador de Estado,111,Congo,,,,,Operational
bufr4/0/01/101/112,001101,Identificador de Estado,112,Côte d'Ivoire,,,,,Operational
bufr4/0/01/101/113,001101,Identificador de Estado,113,República Democrática del Congo,,,,,Operational
bufr4/0/01/101/114,001101,Identificador de Estado,114,Djibouti,,,,,Operational
bufr4/0/01/101/115,001101,Identificador de Estado,115,Egipto,,,,,Operational
bufr4/0/01/101/116,001101,Identificador de Estado,116,Eritrea,,,,,Operational
bufr4/0/01/101/117,001101,Identificador de Estado,117,Etiopía,,,,,Operational
bufr4/0/01/101/118,001101,Identificador de Estado,118,Francia (AR I),,,,,Operational
bufr4/0/01/101/119,001101,Identificador de Estado,119,Gabón,,,,,Operational
bufr4/0/01/101/120,001101,Identificador de Estado,120,Gambia,,,,,Operational
bufr4/0/01/101/121,001101,Identificador de Estado,121,Ghana,,,,,Operational
bufr4/0/01/101/122,001101,Identificador de Estado,122,Guinea,,,,,Operational
bufr4/0/01/101/123,001101,Identificador de Estado,123,Guinea-Bissau,,,,,Operational
bufr4/0/01/101/124,001101,Identificador de Estado,124,Kenya,,,,,Operational
bufr4/0/01/101/125,001101,Identificador de Estado,125,Lesotho,,,,,Operational
bufr4/0/01/101/126,001101,Identificador de Estado,126,Liberia,,,,,Operational
bufr4/0/01/101/127,001101,Identificador de Estado,127,Libia,,,,,Operational
bufr4/0/01/101/128,001101,Identificador de Estado,128,Madagascar,,,,,Operational
bufr4/0/01/101/129,001101,Identificador de Estado,129,Malawi,,,,,Operational
bufr4/0/01/101/130,001101,Identificador de Estado,130,Malí,,,,,Operational
bufr4/0/01/101/131,001101,Identificador de Estado,131,Mauritania,,,,,Operational
bufr4/0/01/101/132,001101,Identificador de Estado,132,Mauricio,,,,,Operational
bufr4/0/01/101/133,001101,Identificador de Estado,133,Marruecos,,,,,Operational
bufr4/0/01/101/134,001101,Identificador de Estado,134,Mozambique,,,,,Operational
bufr4/0/01/101/135,001101,Identificador de Estado,135,Namibia,,,,,Operational
bufr4/0/01/101/136,001101,Identificador de Estado,136,Níger,,,,,Operational
bufr4/0/01/101/137,001101,Identificador de Estado,137,Nigeria,,,,,Operational
bufr4/0/01/101/138,001101,Identificador de Estado,138,Portugal (AR I),,,,,Operational
bufr4/0/01/101/139,001101,Identificador de Estado,139,Rwanda,,,,,Operational
bufr4/0/01/101/140,001101,Identificador de Estado,140,Santo Tomé y Príncipe,,,,,Operational
bufr4/0/01/101/141,001101,Identificador de Estado,141,Senegal,,,,,Operational
bufr4/0/01/101/142,001101,Identificador de Estado,142,Seychelles,,,,,Operational
bufr4/0/01/101/143,001101,Identificador de Estado,143,Sierra Leona,,,,,Operational
bufr4/0/01/101/144,001101,Identificador de Estado,144,Somalia,,,,,Operational
bufr4/0/01/101/145,001101,Identificador de Estado,145,Sudáfrica,,,,,Operational
bufr4/0/01/101/146,001101,Identificador de Estado,146,España (AR I),,,,,Operational
bufr4/0/01/101/147,001101,Identificador de Estado,147,Sudán,,,,,Operational
bufr4/0/01/101/148,001101,Identificador de Estado,148,Eswatini,,,,,Operational
bufr4/0/01/101/149,001101,Identificador de Estado,149,Togo,,,,,Operational
bufr4/0/01/101/150,001101,Identificador de Estado,150,Túnez,,,,,Operational
bufr4/0/01/101/151,001101,Identificador de Estado,151,Uganda,,,,,Operational
bufr4/0/01/101/152,001101,Identificador de Estado,152,Reino Unido de Gran Bretaña e Irlanda del Norte (AR I),,,,,Operational
bufr4/0/01/101/153,001101,Identificador de Estado,153,República Unida de Tanzanía,,,,,Operational
bufr4/0/01/101/154,001101,Identificador de Estado,154,Zambia,,,,,Operational
bufr4/0/01/101/155,001101,Identificador de Estado,155,Zimbabwe,,,,,Operational
bufr4/0/01/101/156-199,001101,Identificador de Estado,156-199,Reservadas para la Región I (África),,,,,Operational
bufr4/0/01/101/200,001101,Identificador de Estado,200,Afganistán,,,,,Operational
bufr4/0/01/101/201,001101,Identificador de Estado,201,Bahrein,,,,,Operational
bufr4/0/01/101/202,001101,Identificador de Estado,202,Bangladesh,,,,,Operational
bufr4/0/01/101/203,001101,Identificador de Estado,203,Bhután,,,,,Operational
bufr4/0/01/101/204,001101,Identificador de Estado,204,Camboya,,,,,Operational
bufr4/0/01/101/205,001101,Identificador de Estado,205,China,,,,,Operational
bufr4/0/01/101/206,001101,Identificador de Estado,206,República Popular Democrática de Corea,,,,,Operational
bufr4/0/01/101/207,001101,Identificador de Estado,207,"Hong Kong, China",,,,,Operational
bufr4/0/01/101/208,001101,Identificador de Estado,208,India,,,,,Operational
bufr4/0/01/101/209,001101,Identificador de Estado,209,"Irán, República Islámica del",,,,,Operational
bufr4/0/01/101/210,001101,Identificador de Estado,210,Iraq,,,,,Operational
bufr4/0/01/101/211,001101,Identificador de Estado,211,Japón,,,,,Operational
bufr4/0/01/101/212,001101,Identificador de Estado,212,Kazajstán,,,,,Operational
bufr4/0/01/101/213,001101,Identificador de Estado,213,Kuwait,,,,,Operational
bufr4/0/01/101/214,001101,Identificador de Estado,214,Kirguistán,,,,,Operational
bufr4/0/01/101/215,001101,Identificador de Estado,215,República Democrática Popular Lao,,,,,Operational
bufr4/0/01/101/216,001101,Identificador de Estado,216,"Macao, China",,,,,Operational
bufr4/0/01/101/217,001101,Identificador de Estado,217,Maldivas,,,,,Operational
bufr4/0/01/101/218,001101,Identificador de Estado,218,Mongolia,,,,,Operational
bufr4/0/01/101/219,001101,Identificador de Estado,219,Myanmar,,,,,Operational
bufr4/0/01/101/220,001101,Identificador de Estado,220,Nepal,,,,,Operational
bufr4/0/01/101/221,001101,Identificador de Estado,221,Omán,,,,,Operational
bufr4/0/01/101/222,001101,Identificador de Estado,222,Pakistán,,,,,Operational
bufr4/0/01/101/223,001101,Identificador de Estado,223,Qatar,,,,,Operational
bufr4/0/01/101/224,001101,Identificador de Estado,224,República de Corea,,,,,Operational
bufr4/0/01/101/225,001101,Identificador de Estado,225,Yemen,,,,,Operational
bufr4/0/01/101/226,001101,Identificador de Estado,226,Federación de Rusia (AR II),,,,,Operational
bufr4/0/01/101/227,001101,Identificador de Estado,227,Arabia Saudita,,,,,Operational
bufr4/0/01/101/228,001101,Identificador de Estado,228,Sri Lanka,,,,,Operational
bufr4/0/01/101/229,001101,Identificador de Estado,229,Tayikistán,,,,,Operational
bufr4/0/01/101/230,001101,Identificador de Estado,230,Tailandia,,,,,Operational
bufr4/0/01/101/231,001101,Identificador de Estado,231,Turkmenistán,,,,,Operational
bufr4/0/01/101/232,001101,Identificador de Estado,232,Emiratos Árabes Unidos,,,,,Operational
bufr4/0/01/101/233,001101,Identificador de Estado,233,Uzbekistán,,,,,Operational
bufr4/0/01/101/234,001101,Identificador de Estado,234,Viet Nam,,,,,Operational
bufr4/0/01/101/235-299,001101,Identificador de Estado,235-299,Reservadas para la Región II (Asia),,,,,Operational
bufr4/0/01/101/300,001101,Identificador de Estado,300,Argentina,,,,,Operational
bufr4/0/01/101/301,001101,Identificador de Estado,301,"Bolivia, Estado Plurinacional de",,,,,Operational
bufr4/0/01/101/302,001101,Identificador de Estado,302,Brasil,,,,,Operational
bufr4/0/01/101/303,001101,Identificador de Estado,303,Chile,,,,,Operational
bufr4/0/01/101/304,001101,Identificador de Estado,304,Colombia,,,,,Operational
bufr4/0/01/101/305,001101,Identificador de Estado,305,Ecuador,,,,,Operational
bufr4/0/01/101/306,001101,Identificador de Estado,306,Francia (AR III),,,,,Operational
bufr4/0/01/101/307,001101,Identificador de Estado,307,Guyana,,,,,Operational
bufr4/0/01/101/308,001101,Identificador de Estado,308,Paraguay,,,,,Operational
bufr4/0/01/101/309,001101,Identificador de Estado,309,Perú,,,,,Operational
bufr4/0/01/101/310,001101,Identificador de Estado,310,Suriname,,,,,Operational
bufr4/0/01/101/311,001101,Identificador de Estado,311,Uruguay,,,,,Operational
bufr4/0/01/101/312,001101,Identificador de Estado,312,"Venezuela, República Bolivariana de",,,,,Operational
bufr4/0/01/101/313-399,001101,Identificador de Estado,313-399,Reservadas para la Región III (América del Sur),,,,,Operational
bufr4/0/01/101/400,001101,Identificador de Estado,400,Antigua y Barbuda,,,,,Operational
bufr4/0/01/101/401,001101,Identificador de Estado,401,Bahamas,,,,,Operational
bufr4/0/01/101/402,001101,Identificador de Estado,402,Barbados,,,,,Operational
bufr4/0/01/101/403,001101,Identificador de Estado,403,Belice,,,,,Operational
bufr4/0/01/101/404,001101,Identificador de Estado,404,Territorios Británicos del Caribe,,,,,Operational
bufr4/0/01/101/405,001101,Identificador de Estado,405,Canadá,,,,,Operational
bufr4/0/01/101/406,001101,Identificador de Estado,406,Colombia,,,,,Operational
bufr4/0/01/101/407,001101,Identificador de Estado,407,Costa Rica,,,,,Operational
bufr4/0/01/101/408,001101,Identificador de Estado,408,Cuba,,,,,Operational
bufr4/0/01/101/409,001101,Identificador de Estado,409,Dominica,,,,,Operational
bufr4/0/01/101/410,001101,Identificador de Estado,410,República Dominicana,,,,,Operational
bufr4/0/01/101/411,001101,Identificador de Estado,411,El Salvador,,,,,Operational
bufr4/0/01/101/412,001101,Identificador de Estado,412,Francia (AR IV),,,,,Operational
bufr4/0/01/101/413,001101,Identificador de Estado,413,Guatemala,,,,,Operational
bufr4/0/01/101/414,001101,Identificador de Estado,414,Haití,,,,,Operational
bufr4/0/01/101/415,001101,Identificador de Estado,415,Honduras,,,,,Operational
bufr4/0/01/101/416,001101,Identificador de Estado,416,Jamaica,,,,,Operational
bufr4/0/01/101/417,001101,Identificador de Estado,417,México,,,,,Operational
bufr4/0/01/101/418,001101,Identificador de Estado,418,Curaçao y San Martín,,,,,Operational
bufr4/0/01/101/419,001101,Identificador de Estado,419,Nicaragua,,,,,Operational
bufr4/0/01/101/420,001101,Identificador de Estado,420,Panamá,,,,,Operational
bufr4/0/01/101/421,001101,Identificador de Estado,421,Santa Lucía,,,,,Operational
bufr4/0/01/101/422,001101,Identificador de Estado,422,Trinidad y Tabago,,,,,Operational
bufr4/0/01/101/423,001101,Identificador de Estado,423,Reino Unido de Gran Bretaña e Irlanda del Norte (AR IV),,,,,Operational
bufr4/0/01/101/424,001101,Identificador de Estado,424,Estados Unidos de América (AR IV),,,,,Operational
bufr4/0/01/101/425,001101,Identificador de Estado,425,"Venezuela, República Bolivariana de",,,,,Operational
bufr4/0/01/101/426-499,001101,Identificador de Estado,426-499,"Reservadas para la Región IV (América del Norte, América Central y el Caribe)",,,,,Operational
bufr4/0/01/101/500,001101,Identificador de Estado,500,Australia,,,,,Operational
bufr4/0/01/101/501,001101,Identificador de Estado,501,Brunei Darussalam,,,,,Operational
bufr4/0/01/101/502,001101,Identificador de Estado,502,Islas Cook,,,,,Operational
bufr4/0/01/101/503,001101,Identificador de Estado,503,Fiji,,,,,Operational
bufr4/0/01/101/504,001101,Identificador de Estado,504,Polinesia francesa,,,,,Operational
bufr4/0/01/101/505,001101,Identificador de Estado,505,Indonesia,,,,,Operational
bufr4/0/01/101/506,001101,Identificador de Estado,506,Kiribati,,,,,Operational
bufr4/0/01/101/507,001101,Identificador de Estado,507,Malasia,,,,,Operational
bufr4/0/01/101/508,001101,Identificador de Estado,508,"Micronesia, Estados Federados de",,,,,Operational
bufr4/0/01/101/509,001101,Identificador de Estado,509,Nueva Caledonia,,,,,Operational
bufr4/0/01/101/510,001101,Identificador de Estado,510,Nueva Zelandia,,,,,Operational
bufr4/0/01/101/511,001101,Identificador de Estado,511,Niue,,,,,Operational
bufr4/0/01/101/512,001101,Identificador de Estado,512,Papua Nueva Guinea,,,,,Operational
