Id,ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status
bufr4/0/10/090,10,Ubicación sin coordenadas (vertical),010090,Altura de la marea de período largo,m,3,-32768,16,m,3,5,,,Operational
bufr4/0/10/091,10,Ubicación sin coordenadas (vertical),010091,Altura de la carga de la marea,m,3,-32768,16,m,3,5,,,Operational
bufr4/0/10/092,10,Ubicación sin coordenadas (vertical),010092,Altura de la marea en tierra sólida,m,3,-32768,16,m,3,5,,,Operational
bufr4/0/10/093,10,Ubicación sin coordenadas (vertical),010093,Altura de la marea en polo geocéntrico,m,3,-32768,16,m,3,5,,,Operational
bufr4/0/10/095,10,Ubicación sin coordenadas (vertical),010095,Altura de la atmósfera utilizada,m,3,0,16,m,0,5,,,Operational
bufr4/0/10/096,10,Ubicación sin coordenadas (vertical),010096,Topografía dinámica media,m,3,-131072,18,m,3,6,,,Operational
bufr4/0/10/097,10,Ubicación sin coordenadas (vertical),010097,Altura media de la superficie del mar mediante altímetro únicamente,m,3,-131072,18,m,3,6,,,Operational
bufr4/0/10/098,10,Ubicación sin coordenadas (vertical),010098,Altura de la carga de la marea - marea oceánica geocéntrica (solución 1),m,4,-2000,12,m,4,4,,,Operational
bufr4/0/10/099,10,Ubicación sin coordenadas (vertical),010099,Altura de la carga de la marea - marea oceánica geocéntrica (solución 2),m,4,-2000,12,m,4,4,,,Operational
bufr4/0/10/100,10,Ubicación sin coordenadas (vertical),010100,Altura de la marea de período largo no en equilibrio,m,4,-2000,12,m,4,4,,,Operational
bufr4/0/10/101,10,Ubicación sin coordenadas (vertical),010101,Cuadrado del ángulo del satélite respecto del nadir según datos de la forma de onda,grado2,2,-32768,16,grado2,2,5,,,Operational
bufr4/0/10/102,10,Ubicación sin coordenadas (vertical),010102,Anomalía de la altura de la superficie del mar,m,3,-32768,16,m,3,5,,,Operational
bufr4/0/10/103,10,Ubicación sin coordenadas (vertical),010103,Exactitud de la topografía dinámica media,m,3,-131072,18,m,3,6,,,Operational
