FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status
033005,Información sobre la calidad (datos EMA),20,Datos de nieve sospechosos,,,,,Operational
033005,Información sobre la calidad (datos EMA),21,Datos de contenido de agua sospechosos,,,,,Operational
033005,Información sobre la calidad (datos EMA),22,Datos de evaporación/evapotranspiración sospechosos,,,,,Operational
033005,Información sobre la calidad (datos EMA),23,Datos de insolación sospechosos,,,,,Operational
033005,Información sobre la calidad (datos EMA),24-29,Reservados,,,,,Operational
033005,Información sobre la calidad (datos EMA),Los 30,Valor faltante,,,,,Operational
033006,Información interna sobre el estado de la medición (EMA),0,Ningún problema luego de la autoverificación,,,,,Operational
033006,Información interna sobre el estado de la medición (EMA),1,"Al menos un aviso activo, sin alarmas",,,,,Operational
033006,Información interna sobre el estado de la medición (EMA),2,Al menos una alarma activa,,,,,Operational
033006,Información interna sobre el estado de la medición (EMA),3,Desperfecto del sensor,,,,,Operational
033006,Información interna sobre el estado de la medición (EMA),4-6,Reservadas,,,,,Operational
033006,Información interna sobre el estado de la medición (EMA),7,Valor faltante,,,,,Operational
033015,Indicador de verificación de la calidad de los datos,0,Todas las verificaciones superadas,,,,,Operational
033015,Indicador de verificación de la calidad de los datos,1,Verificación de datos faltantes,,,,,Operational
033015,Indicador de verificación de la calidad de los datos,2,Verificación de globo descendente/reascendente,,,,,Operational
033015,Indicador de verificación de la calidad de los datos,3,Verificación de la plausibilidad de los datos (por encima de los límites),,,,,Operational
033015,Indicador de verificación de la calidad de los datos,4,Verificación de la plausibilidad de los datos (por debajo de los límites),,,,,Operational
033015,Indicador de verificación de la calidad de los datos,5,Verificación del gradiente superadiabático,,,,,Operational
033015,Indicador de verificación de la calidad de los datos,6,Verificación de ángulos limitantes,,,,,Operational
033015,Indicador de verificación de la calidad de los datos,7,Verificación de la tasa de ascenso,,,,,Operational
033015,Indicador de verificación de la calidad de los datos,8,Variación excesiva respecto al vuelo anterior,,,,,Operational
033015,Indicador de verificación de la calidad de los datos,9,Verificación general del globo,,,,,Operational
033015,Indicador de verificación de la calidad de los datos,10,Verificación de la velocidad del viento,,,,,Operational
033015,Indicador de verificación de la calidad de los datos,11,Verificación de la dirección del viento,,,,,Operational
033015,Indicador de verificación de la calidad de los datos,12,Verificación de dependencia,,,,,Operational
033015,Indicador de verificación de la calidad de los datos,13,Datos válidos pero modificados,,,,,Operational
033015,Indicador de verificación de la calidad de los datos,14,Verificación del valor atípico de los datos,,,,,Operational
033015,Indicador de verificación de la calidad de los datos,15-62,Reservadas,,,,,Operational
033015,Indicador de verificación de la calidad de los datos,63,Valor faltante,,,,,Operational
033020,Indicación del control de calidad del valor siguiente,0,Buena,,,,,Operational
033020,Indicación del control de calidad del valor siguiente,1,Inconsistente,,,,,Operational
033020,Indicación del control de calidad del valor siguiente,2,Dudosa,,,,,Operational
033020,Indicación del control de calidad del valor siguiente,3,Errada,,,,,Operational
033020,Indicación del control de calidad del valor siguiente,4,No verificada,,,,,Operational
033020,Indicación del control de calidad del valor siguiente,5,Fue modificada,,,,,Operational
033020,Indicación del control de calidad del valor siguiente,6,Estimada,,,,,Operational
033020,Indicación del control de calidad del valor siguiente,7,Valor faltante,,,,,Operational
033021,Calidad del valor siguiente,0,Dentro de los límites,,,,,Operational
033021,Calidad del valor siguiente,1,Fuera de los límites,,,,,Operational
033021,Calidad del valor siguiente,2,Reservada,,,,,Operational
033021,Calidad del valor siguiente,3,Valor faltante,,,,,Operational
033022,Calidad de la transmisión entre el satélite y la boya,0,Buena (se recibieron varios informes idénticos),,,,,Operational
033022,Calidad de la transmisión entre el satélite y la boya,1,Dudosa (no se recibieron informes idénticos),,,,,Operational
033022,Calidad de la transmisión entre el satélite y la boya,2,Reservada,,,,,Operational
033022,Calidad de la transmisión entre el satélite y la boya,3,Valor faltante,,,,,Operational
033023,Calidad de la ubicación de la boya,0,Confiable (se definió la ubicación después de dos pasos del satélite),,,,,Operational
033023,Calidad de la ubicación de la boya,1,Última ubicación conocida (no se definió la ubicación en el paso correspondiente),,,,,Operational
033023,Calidad de la ubicación de la boya,2,Dudosa (ubicación definida con un solo paso; una segunda solución es posible en el 5 por ciento de los casos),,,,,Operational
033023,Calidad de la ubicación de la boya,3,Valor faltante,,,,,Operational
033024,Marca de la calidad de la elevación de la estación (para estaciones móviles),0,Reservada,,,,,Operational
033024,Marca de la calidad de la elevación de la estación (para estaciones móviles),1,Excelente – con una aproximación de 3 metros,,,,,Operational
033024,Marca de la calidad de la elevación de la estación (para estaciones móviles),2,Buena – con una aproximación de 10 metros,,,,,Operational
033024,Marca de la calidad de la elevación de la estación (para estaciones móviles),3,Aceptable – con una aproximación de 20 metros,,,,,Operational
033024,Marca de la calidad de la elevación de la estación (para estaciones móviles),4,Mala – con una aproximación de más de 20 metros,,,,,Operational
033024,Marca de la calidad de la elevación de la estación (para estaciones móviles),5,Excelente – con una aproximación de 10 pies,,,,,Operational
033024,Marca de la calidad de la elevación de la estación (para estaciones móviles),6,Buena – con una aproximación de 30 pies,,,,,Operational
033024,Marca de la calidad de la elevación de la estación (para estaciones móviles),7,Aceptable – con una aproximación de 60 pies,,,,,Operational
033024,Marca de la calidad de la elevación de la estación (para estaciones móviles),8,Mala – con una aproximación de más de 60 pies,,,,,Operational
033024,Marca de la calidad de la elevación de la estación (para estaciones móviles),9-14,Reservadas,,,,,Operational
033024,Marca de la calidad de la elevación de la estación (para estaciones móviles),15,Valor faltante,,,,,Operational
033025,Indicador de valores interpolados ACARS,0,"Tiempo interpolado, latitud y longitud transmitidas",,,,,Operational
033025,Indicador de valores interpolados ACARS,1,"Tiempo transmitido, latitud y longitud interpoladas",,,,,Operational
033025,Indicador de valores interpolados ACARS,2,"Tiempo, latitud y longitud interpolados",,,,,Operational
033025,Indicador de valores interpolados ACARS,3,"Tiempo, latitud y longitud transmitidos",,,,,Operational
033025,Indicador de valores interpolados ACARS,4-6,Reservadas,,,,,Operational
033025,Indicador de valores interpolados ACARS,7,Valor faltante,,,,,Operational
033026,Calidad de la humedad,0,Operaciones normales - modo de medición,,,,,Operational
033026,Calidad de la humedad,1,Operaciones normales – sin medición,,,,,Operational
033026,Calidad de la humedad,2,Escasa humedad relativa,,,,,Operational
033026,Calidad de la humedad,3,Elemento del higrómetro mojado,,,,,Operational
033026,Calidad de la humedad,4,Elemento del higrómetro contaminado,,,,,Operational
033026,Calidad de la humedad,5,Falla del calentador,,,,,Operational
033026,Calidad de la humedad,6,Falla del calentador y elemento del higrómetro contaminado/mojado,,,,,Operational
033026,Calidad de la humedad,7,Por lo menos uno de los parámetros de entrada utilizados en el cálculo de la relación de mezcla es inválido,,,,,Operational
033026,Calidad de la humedad,8,Error numérico,,,,,Operational
033026,Calidad de la humedad,9,Sensor no instalado,,,,,Operational
033026,Calidad de la humedad,10,Humedad relativa calculada > 100%,,,,,Operational
033026,Calidad de la humedad,11,Potencia de láser de entrada demasiado baja,,,,,Operational
033026,Calidad de la humedad,12,Sonda WV - Temperatura fuera de dial,,,,,Operational
033026,Calidad de la humedad,13,Sonda WV - Presión fuera de dial,,,,,Operational
033026,Calidad de la humedad,14,Línea espectral fuera de dial,,,,,Operational
033026,Calidad de la humedad,15,No hay salida de láser,,,,,Operational
033026,Calidad de la humedad,16-62,Reservadas,,,,,Operational
033026,Calidad de la humedad,63,Valor faltante,,,,,Operational
033027,Clase de la calidad de la ubicación (alcance del radio de 66% de confianza),0,Radio ≥1 500 m,,,,,Operational
033027,Clase de la calidad de la ubicación (alcance del radio de 66% de confianza),1,500 m ≤Radio < 1 500 m,,,,,Operational
033027,Clase de la calidad de la ubicación (alcance del radio de 66% de confianza),2,250 m ≤ Radio < 500 m,,,,,Operational
033027,Clase de la calidad de la ubicación (alcance del radio de 66% de confianza),3,Radio < 250 m,,,,,Operational
033027,Clase de la calidad de la ubicación (alcance del radio de 66% de confianza),4,≤ 100 m,,,,,Operational
033027,Clase de la calidad de la ubicación (alcance del radio de 66% de confianza),5-6,Reservadas,,,,,Operational
033027,Clase de la calidad de la ubicación (alcance del radio de 66% de confianza),7,Valor faltante,,,,,Operational
033028,Calidad general de la instantánea,1,Nominal,,,,,Operational
033028,Calidad general de la instantánea,2,Degradada por error en el estado del tiempo significativo; cualquier error obtenido de los algoritmos,,,,,Operational
033028,Calidad general de la instantánea,3,Degradada por error instrumental,,,,,Operational
033028,Calidad general de la instantánea,4,Degradada por ADF corrompida/faltante,,,,,Operational
033028,Calidad general de la instantánea,5-6,Reservadas,,,,,Operational
033028,Calidad general de la instantánea,7,Valor faltante,,,,,Operational
033030,Banderines de estado de la línea de exploración para ATOVS,1,No utilizar escáner para generar productos,,,,,Operational
033030,Banderines de estado de la línea de exploración para ATOVS,2,Error en la secuencia temporal detectado durante el barrido,,,,,Operational
033030,Banderines de estado de la línea de exploración para ATOVS,3,Datos faltantes antes del barrido,,,,,Operational
033030,Banderines de estado de la línea de exploración para ATOVS,4,Sin calibración,,,,,Operational
033030,Banderines de estado de la línea de exploración para ATOVS,5,Sin localización geográfica,,,,,Operational
033030,Banderines de estado de la línea de exploración para ATOVS,6,Primera hora correcta después de la puesta al día del reloj,,,,,Operational
033030,Banderines de estado de la línea de exploración para ATOVS,7,El estado de los instrumentos cambió durante el barrido,,,,,Operational
033030,Banderines de estado de la línea de exploración para ATOVS,8-23,Reservados,,,,,Operational
033030,Banderines de estado de la línea de exploración para ATOVS,Los 24,Valor faltante,,,,,Operational
033031,Banderines de calidad de la línea de exploración para ATOVS,1,"El campo horario es malo, pero puede ser inferido de la hora correcta anterior",,,,,Operational
033031,Banderines de calidad de la línea de exploración para ATOVS,2,El campo horario es malo y no puede ser inferido de la hora correcta anterior,,,,,Operational
033031,Banderines de calidad de la línea de exploración para ATOVS,3,"Este registro inicia una secuencia que no concuerda con las horas anteriores (es decir, discontinuidad en el tiempo). Este hecho puede estar asociado o no a una puesta al día del reloj de la sonda (véanse los banderines de estado de la línea de exploración de la sonda ATOVS)",,,,,Operational
033031,Banderines de calidad de la línea de exploración para ATOVS,4,Inicio de una serie que aparentemente repiten las horas de exploración que fueron previamente aceptadas,,,,,Operational
033031,Banderines de calidad de la línea de exploración para ATOVS,5,La línea de exploración no fue calibrada a causa de una hora incorrecta,,,,,Operational
033031,Banderines de calidad de la línea de exploración para ATOVS,6,"La línea de exploración se calibró utilizando menos líneas de exploración que las recomendables debido a la proximidad del inicio o fin de los datos, o a su ausencia",,,,,Operational
033031,Banderines de calidad de la línea de exploración para ATOVS,7,No se calibró la línea de exploración debido a la mala calidad o ausencia de datos de PRT,,,,,Operational
033031,Banderines de calidad de la línea de exploración para ATOVS,8,La línea de exploración se calibró utilizando únicamente datos marginales de PRT,,,,,Operational
033031,Banderines de calidad de la línea de exploración para ATOVS,9,Algunos canales no se calibraron en este barrido,,,,,Operational
033031,Banderines de calidad de la línea de exploración para ATOVS,10,Sin calibración debida al modo de los instrumentos,,,,,Operational
033031,Banderines de calidad de la línea de exploración para ATOVS,11,Calibración cuestionable por un error en la orientación de la antena hacia el espacio,,,,,Operational
033031,Banderines de calidad de la línea de exploración para ATOVS,12,Calibración cuestionable por un error en la orientación de la antena hacia el cuerpo negro,,,,,Operational
033031,Banderines de calidad de la línea de exploración para ATOVS,13,Sin localización geográfica a causa de una hora incorrecta,,,,,Operational
033031,Banderines de calidad de la línea de exploración para ATOVS,14,Localización geográfica cuestionable a causa de una clave horaria dudosa (véanse los bits de clave de defectos horarios),,,,,Operational
033031,Banderines de calidad de la línea de exploración para ATOVS,15,Localización geográfica cuestionable – control de verosimilitud sólo parcialmente satisfactorio,,,,,Operational
033031,Banderines de calidad de la línea de exploración para ATOVS,16,Localización geográfica cuestionable - control de verosimilitud no satisfactorio,,,,,Operational
033031,Banderines de calidad de la línea de exploración para ATOVS,17,Localización geográfica cuestionable a causa de la verificación de la posición de la antena,,,,,Operational
033031,Banderines de calidad de la línea de exploración para ATOVS,18,Calibración de la línea de exploración hacia el cuerpo negro frío,,,,,Operational
033031,Banderines de calidad de la línea de exploración para ATOVS,19,Calibración de la línea de exploración hacia el cuerpo negro caliente,,,,,Operational
033031,Banderines de calidad de la línea de exploración para ATOVS,20,Calibración de la línea de exploración hacia el espacio,,,,,Operational
033031,Banderines de calidad de la línea de exploración para ATOVS,21,Hacia la Tierra,,,,,Operational
033031,Banderines de calidad de la línea de exploración para ATOVS,22-23,Reservados,,,,,Operational
033031,Banderines de calidad de la línea de exploración para ATOVS,Los 24,Valor faltante,,,,,Operational
033032,Banderines de calidad del canal para ATOVS,1,Ningún cálculo correcto de cuerpo negro para la línea de exploración,,,,,Operational
033032,Banderines de calidad del canal para ATOVS,2,Ningún cálculo correcto de visión de espacio para esta línea,,,,,Operational
033032,Banderines de calidad del canal para ATOVS,3,Ningún dato correcto de PRT para esta línea,,,,,Operational
033032,Banderines de calidad del canal para ATOVS,4,Algunos cálculos del cuerpo negro son incorrectos para esta línea,,,,,Operational
033032,Banderines de calidad del canal para ATOVS,5,Algunos cálculos de visión de espacio son incorrectos para esta línea,,,,,Operational
033032,Banderines de calidad del canal para ATOVS,6,Algunos datos del PRT son incorrectos para esta línea,,,,,Operational
033032,Banderines de calidad del canal para ATOVS,7,La calidad de esta exploración es reducida,,,,,Operational
033032,Banderines de calidad del canal para ATOVS,8-23,Reservados (bits fijos en cero),,,,,Operational
033032,Banderines de calidad del canal para ATOVS,Los 24,Valor faltante,,,,,Operational
033033,Banderines de calidad del campo de visión para ATOVS,1,Se indica 1 si se realizó una calibración secundaria,,,,,Operational
033033,Banderines de calidad del campo de visión para ATOVS,2-21,El bit n indica 1 si la temperatura de luminancia en el canal n-1 no es físicamente razonable o no ha sido calculada debido a problemas de calibración,,,"Notas: 1) Si todos los bits indican 0, eso significa una buena calibración. 2) Los bits 2 a 21 se utilizan para la sonda HIRS, pero solamente se emplean los bits 2 a 16 para la sonda AMSU-A y los bits 2 a 6 para la sonda AMSU-B.",,Operational
033033,Banderines de calidad del campo de visión para ATOVS,22,Se indica 1 si faltan todos los canales,,,,,Operational
033033,Banderines de calidad del campo de visión para ATOVS,23,Sospechoso,,,,,Operational
033033,Banderines de calidad del campo de visión para ATOVS,Los 24,Valor faltante,,,,,Operational
033035,Control de calidad manual/automático,0,"Control de calidad automático aceptado, sin control manual",,,,,Operational
033035,Control de calidad manual/automático,1,"Control de calidad automático aceptado, después del control manual",,,,,Operational
033035,Control de calidad manual/automático,2,"Control de calidad automático aceptado, pero eliminado después del control manual",,,,,Operational
033035,Control de calidad manual/automático,3,"Control de calidad automático rechazado, sin control manual",,,,,Operational
033035,Control de calidad manual/automático,4,Control de calidad automático rechazado después del control manual,,,,,Operational
033035,Control de calidad manual/automático,5,"Control de calidad automático rechazado, pero reinsertado después del control manual",,,,,Operational
033035,Control de calidad manual/automático,6,"Control de calidad automático de los datos de la tabla de banderines cuestionable, sin control manual",,,,,Operational
033035,Control de calidad manual/automático,7,"Control de calidad automático de los datos de la tabla de banderines cuestionable, rechazado después del control manual",,,,,Operational
033035,Control de calidad manual/automático,8,Rechazado después del control manual,,,,,Operational
033035,Control de calidad manual/automático,9-14,Reservadas,,,,,Operational
033035,Control de calidad manual/automático,15,Valor faltante,,,,,Operational
033037,Error de correlación del viento,1,Diferencia entre u y la primera aproximación,,,,,Operational
033037,Error de correlación del viento,2,Diferencia entre v y la primera aproximación,,,,,Operational
033037,Error de correlación del viento,3,Diferencia entre u y v y la primera aproximación,,,,,Operational
033037,Error de correlación del viento,4,Aceleración de u,,,,,Operational
033037,Error de correlación del viento,5,Aceleración de v,,,,,Operational
033037,Error de correlación del viento,6,Aceleración de u y v,,,,,Operational
033037,Error de correlación del viento,7,Posible accidente del terreno,,,,,Operational
033037,Error de correlación del viento,8,Aceleración de u y accidente del terreno posible,,,,,Operational
033037,Error de correlación del viento,9,Aceleración de v y accidente del terreno posible,,,,,Operational
033037,Error de correlación del viento,10,Aceleración de u y v y accidente del terreno posible,,,,,Operational
033037,Error de correlación del viento,11,Información incorrecta de primera aproximación sobre el viento,,,,,Operational
033037,Error de correlación del viento,12,Falla de correlación,,,,,Operational
033037,Error de correlación del viento,13,La casilla de búsqueda cae fuera de la zona,,,,,Operational
033037,Error de correlación del viento,14,La casilla del blanco cae fuera de la zona,,,,,Operational
033037,Error de correlación del viento,15,Brillo de los píxeles fuera de los límites (línea de ruido),,,,,Operational
033037,Error de correlación del viento,16,Blanco fuera de casilla de latitud/longitud,,,,,Operational
033037,Error de correlación del viento,17,Blanco fuera del intervalo de máxima/mínima presión,,,,,Operational
033037,Error de correlación del viento,18,Vector lento marcado por el autoeditor,,,,,Operational
033037,Error de correlación del viento,19,Vectores marcados por el autoeditor,,,,,Operational
033037,Error de correlación del viento,Los 20,Valor faltante,,,,,Operational
033038,Banderines de calidad para datos del GNSS* basados en tierra,1,Calidad del retardo cenital total considerada deficiente,,,,,Operational
033038,Banderines de calidad para datos del GNSS* basados en tierra,2,Satélites GALILEO utilizados,,,,,Operational
033038,Banderines de calidad para datos del GNSS* basados en tierra,3,Satélites GLONASS utilizados,,,,,Operational
033038,Banderines de calidad para datos del GNSS* basados en tierra,4,Satélites GPS utilizados,,,,,Operational
033038,Banderines de calidad para datos del GNSS* basados en tierra,5,Datos meteorológicos aplicados,,,,,Operational
033038,Banderines de calidad para datos del GNSS* basados en tierra,6,Corrección de carga atmosférica aplicada,,,,,Operational
033038,Banderines de calidad para datos del GNSS* basados en tierra,7,Carga de marea oceánica aplicada,,,,,Operational
033038,Banderines de calidad para datos del GNSS* basados en tierra,8,Proceso de datos sobre la calidad del clima,,,,,Operational
033038,Banderines de calidad para datos del GNSS* basados en tierra,9,Proceso de datos en tiempo casi real,,,,,Operational
033038,Banderines de calidad para datos del GNSS* basados en tierra,Los 10,Valor faltante,,,,,Operational
033039,Banderines de calidad para datos de ocultación radio,1,Calidad no nominal,,,,,Operational
033039,Banderines de calidad para datos de ocultación radio,2,Producto no en línea,,,,,Operational
033039,Banderines de calidad para datos de ocultación radio,3,Banderín de ocultación ascendente,,,,,Operational
033039,Banderines de calidad para datos de ocultación radio,4,"Proceso de exceso de fase, no nominal",,,,,Operational
033039,Banderines de calidad para datos de ocultación radio,5,"Proceso de ángulo de curvatura, no nominal",,,,,Operational
033039,Banderines de calidad para datos de ocultación radio,6,"Proceso de refractividad, no nominal",,,,,Operational
033039,Banderines de calidad para datos de ocultación radio,7,"Proceso meteorológico, no nominal",,,,,Operational
033039,Banderines de calidad para datos de ocultación radio,8-13,Reservados,,,,,Operational
033039,Banderines de calidad para datos de ocultación radio,14,"Perfil de fondo, no nominal",,,,,Operational
033039,Banderines de calidad para datos de ocultación radio,15,"Perfil de fondo (es decir, no recobrado) presente",,,,,Operational
033039,Banderines de calidad para datos de ocultación radio,Los 16,Valor faltante,,,,,Operational
033041,Atributo del valor siguiente,0,El valor siguiente es el valor verdadero,,,,,Operational
033041,Atributo del valor siguiente,1,El valor siguiente es mayor que el valor verdadero (la medición alcanza el límite inferior del instrumento),,,,,Operational
033041,Atributo del valor siguiente,2,El valor siguiente es menor que el valor verdadero (la medición alcanza el límite superior del instrumento),,,,,Operational
033041,Atributo del valor siguiente,3,Valor faltante,,,,,Operational
033042,Tipo de límite representado por el valor siguiente,0,Límite inferior exclusivo (>),,,,,Operational
033042,Tipo de límite representado por el valor siguiente,1,Límite inferior inclusivo (≥),,,,,Operational
033042,Tipo de límite representado por el valor siguiente,2,Límite superior exclusivo (<),,,,,Operational
033042,Tipo de límite representado por el valor siguiente,3,Límite superior inclusivo (≤),,,,,Operational
033042,Tipo de límite representado por el valor siguiente,4-6,Reservadas,,,,,Operational
033042,Tipo de límite representado por el valor siguiente,7,Valor faltante,,,,,Operational
033043,Grado de confianza de la temperatura media en superficie,1,"MDS de mar. Recuperación de datos de la temperatura de la superficie del mar sólo en el nadir mediante canal de 3,7 micrones. MDS de tierra reservado",,,,,Operational
033043,Grado de confianza de la temperatura media en superficie,2,"MDS de mar. Recuperación de datos de la temperatura de la superficie del mar en vista dual mediante canal de 3,7 micrones. MDS de tierra reservado",,,,,Operational
033043,Grado de confianza de la temperatura media en superficie,3,La vista del nadir contiene datos diurnos,,,,,Operational
033043,Grado de confianza de la temperatura media en superficie,4,La vista hacia adelante contiene datos diurnos,,,,,Operational
033043,Grado de confianza de la temperatura media en superficie,5-7,Reservados,,,,,Operational
033043,Grado de confianza de la temperatura media en superficie,Los 8,Valor faltante,,,,,Operational
033044,Información sobre la calidad de los datos de ASAR*,1,Media de los datos entrantes fuera del banderín de alcance nominal,,,,,Operational
033044,Información sobre la calidad de los datos de ASAR*,2,Desviación típica de los datos entrantes fuera del banderín de alcance nominal,,,,,Operational
033044,Información sobre la calidad de los datos de ASAR*,3,Número de lagunas de datos entrantes > valor del umbral,,,,,Operational
033044,Información sobre la calidad de los datos de ASAR*,4,Porcentaje de líneas faltantes > valor del umbral,,,,,Operational
033044,Información sobre la calidad de los datos de ASAR*,5,Punto medio Doppler incierto. Medida de confianza < valor específico,,,,,Operational
033044,Información sobre la calidad de los datos de ASAR*,6,Estimación de la ambigüedad Doppler incierta. Medida de confianza < valor específico,,,,,Operational
033044,Información sobre la calidad de los datos de ASAR*,7,Media de los datos salientes fuera del banderín de alcance nominal,,,,,Operational
033044,Información sobre la calidad de los datos de ASAR*,8,Desviación típica de los datos salientes fuera del banderín de alcance nominal,,,,,Operational
033044,Información sobre la calidad de los datos de ASAR*,9,"Reconstrucción de la fluctuación del largo de onda (""chirp"") fallida o banderín de baja calidad",,,,,Operational
033044,Información sobre la calidad de los datos de ASAR*,10,Conjunto de datos faltante,,,,,Operational
033044,Información sobre la calidad de los datos de ASAR*,11,Parámetros de enlace descendente inválidos,,,,,Operational
033044,Información sobre la calidad de los datos de ASAR*,12,Recuento de iteración del corte azimutal. El corte azimutal no convergió con el número mínimo de iteraciones,,,,,Operational
033044,Información sobre la calidad de los datos de ASAR*,13,El corte azimutal no convergió con el número mínimo de iteraciones,,,,,Operational
033044,Información sobre la calidad de los datos de ASAR*,14,"Medida de confianza de información de fase. El máximo espectral imaginario es inferior a un umbral mínimo, o el desplazamiento de retardo nulo es superior a un umbral mínimo",,,,,Operational
033044,Información sobre la calidad de los datos de ASAR*,Los 15,Valor faltante,,,,,Operational
033047,Datos de confianza de las mediciones,1,Error detectado y efectuados intentos de recuperación,,,,,Operational
033047,Datos de confianza de las mediciones,2,Detectada anomalía en tratamiento de datos a bordo,,,,,Operational
033047,Datos de confianza de las mediciones,3,Detectada anomalía en proceso de oscilador ultraestable,,,,,Operational
033047,Datos de confianza de las mediciones,4,Errores detectados por computadora de a bordo,,,,,Operational
033047,Datos de confianza de las mediciones,5,Control automático de ganancia fuera de intervalo,,,,,Operational
033047,Datos de confianza de las mediciones,6,Fallo de retardo en la recepción (Rx). Distancia Rx fuera de intervalo,,,,,Operational
033047,Datos de confianza de las mediciones,7,Identificador de fallo en muestras de forma de onda. Error,,,,,Operational
033047,Datos de confianza de las mediciones,8,Se ha detectado un error de anomalía en la banda S,,,,,Operational
033047,Datos de confianza de las mediciones,9-11,Reservados,,,,,Operational
033047,Datos de confianza de las mediciones,12,Temperatura de luminancia (canal 1) fuera de intervalo,,,,,Operational
033047,Datos de confianza de las mediciones,13,Temperatura de luminancia (canal 2) fuera de intervalo,,,,,Operational
033047,Datos de confianza de las mediciones,14,Reservado,,,,,Operational
033047,Datos de confianza de las mediciones,15,Error de reseguimiento de océano en banda Ku,,,,,Operational
033047,Datos de confianza de las mediciones,16,Error de reseguimiento de océano en banda S,,,,,Operational
033047,Datos de confianza de las mediciones,17,Error de reseguimiento de hielo 1 en banda Ku,,,,,Operational
033047,Datos de confianza de las mediciones,18,Error de reseguimiento de hielo 1 en banda S,,,,,Operational
033047,Datos de confianza de las mediciones,19,Error de reseguimiento de hielo 2 en banda Ku,,,,,Operational
033047,Datos de confianza de las mediciones,20,Error de reseguimiento de hielo 2 en banda S,,,,,Operational
033047,Datos de confianza de las mediciones,21,Error de reseguimiento de hielo marino en banda Ku,,,,,Operational
033047,Datos de confianza de las mediciones,22,Error de fallo aritmético,,,,,Operational
033047,Datos de confianza de las mediciones,23,Estado de datos meteorológicos. Ningún mapa,,,,,Operational
033047,Datos de confianza de las mediciones,24,Estado de datos meteorológicos. 1 mapa,,,,,Operational
033047,Datos de confianza de las mediciones,25,Estado de datos meteorológicos 2 mapas degradados,,,,,Operational
033047,Datos de confianza de las mediciones,26,Estado de datos meteorológicos 2 mapas nominales,,,,,Operational
033047,Datos de confianza de las mediciones,27,"Estado de propagador de órbita para modo de propagación, varios errores",,,,,Operational
033047,Datos de confianza de las mediciones,28,"Estado de propagador de órbita para modo de propagación, aviso detectado",,,,,Operational
033047,Datos de confianza de las mediciones,29,"Estado de propagador de órbita para modo de inicialización, varios errores",,,,,Operational
033047,Datos de confianza de las mediciones,30,"Estado de propagador de órbita para modo de inicialización, aviso detectado",,,,,Operational
033047,Datos de confianza de las mediciones,Los 31,Valor faltante,,,,,Operational
033048,Medida de confianza de inversión SAR*,0,Inversión lograda,,,,,Operational
