Id,ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status
bufr4/0/40/056,40,Datos satelitales,040056,Calidad general de la recuperación,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,Operational
bufr4/0/40/057,40,Datos satelitales,040057,Banderines de recuperación de IASI de nivel 2,Tabla de banderines,0,0,31,Tabla de banderines,0,10,,,Operational
bufr4/0/40/058,40,Datos satelitales,040058,Número de vectores que describen las matrices de caracterización,Numérica,0,0,8,Numérica,0,3,,,Operational
bufr4/0/40/059,40,Datos satelitales,040059,Número de capas efectivamente recuperadas,Numérica,0,0,8,Numérica,0,3,,,Operational
bufr4/0/40/060,40,Datos satelitales,040060,Número de perfiles recuperados en la línea de exploración,Numérica,0,0,8,Numérica,0,3,,,Operational
bufr4/0/40/061,40,Datos satelitales,040061,Columnas parciales de aire en cada capa recuperada,mol/cm⁻²,3,0,16,mol/cm⁻²,3,5,,,Operational
bufr4/0/40/062,40,Datos satelitales,040062,Columnas parciales apriorísticas en cada capa recuperada,mol/cm⁻²,10,0,16,mol/cm⁻²,10,5,,,Operational
bufr4/0/40/063,40,Datos satelitales,040063,Vector de ajuste que multiplica el vector apriorístico para definir,Numérica,5,0,26,Numérica,5,8,,,Operational
bufr4/0/40/064,40,Datos satelitales,040064,Principales valores propios de la matriz de sensibilidad,Numérica,6,0,31,Numérica,6,10,,,Operational
bufr4/0/40/065,40,Datos satelitales,040065,Principales vectores propios de la matriz de sensibilidad,Numérica,6,-1000000000,31,Numérica,6,10,,,Operational
bufr4/0/40/066,40,Datos satelitales,040066,Indicador de calidad del vapor de agua atmosférico,Numérica,1,0,8,Numérica,1,3,,,Operational
bufr4/0/40/067,40,Datos satelitales,040067,Indicador de calidad de la temperatura atmosférica,Numérica,1,0,8,Numérica,1,3,,,Operational
bufr4/0/40/068,40,Datos satelitales,040068,Banderín de calidad de la recuperación general del SO2,Tabla de cifrado,0,0,4,Tabla de cifrado,0,2,,,Operational
bufr4/0/40/069,40,Datos satelitales,040069,Error de recuperación estimado mediante PWLR* para la temperatura d,K,4,-1000000,21,K,4,7,,,Operational
bufr4/0/40/070,40,Datos satelitales,040070,Error de recuperación estimado mediante PWLR* para el punto de rocí,K,4,-1000000,21,K,4,7,,,Operational
bufr4/0/40/071,40,Datos satelitales,040071,Matriz de covarianza del error de recuperación para el ozono en el,Numérica,4,-1000000,2,Numérica,4,7,,,Operational
bufr4/0/40/072,40,Datos satelitales,040072,Indicador de calidad de la recuperación estimado mediante PWLR para,Numérica,1,0,8,Numérica,1,3,,,Operational
bufr4/0/40/073,40,Datos satelitales,040073,Error de recuperación estimado mediante PWLR para la temperatura de,K,1,0,8,K,1,3,,,Operational
bufr4/0/40/074,40,Datos satelitales,040074,Banderines de calidad de interferometría general,Tabla de banderines,0,0,16,,,,,,Operational
