Id,FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status
bufr4/0/25/015/2,025015,Corrección de la atenuación por el radomo,Los 2,Valor faltante,,,,,Operational
bufr4/0/25/017/1,025017,Corrección de la atenuación por las precipitaciones,1,Corrección de la atenuación por las precipitaciones,,,,,Operational
bufr4/0/25/017/2,025017,Corrección de la atenuación por las precipitaciones,Los 2,Valor faltante,,,,,Operational
bufr4/0/25/020/0,025020,Estimación de la velocidad media,0,FFT (transformación rápida de Fourier),,,,,Operational
bufr4/0/25/020/1,025020,Estimación de la velocidad media,1,PPP (par de impulsos),,,,,Operational
bufr4/0/25/020/2,025020,Estimación de la velocidad media,2,VPC (cambio de fase vectorial),,,,,Operational
bufr4/0/25/020/3,025020,Estimación de la velocidad media,3,Valor faltante,,,,,Operational
bufr4/0/25/021/1,025021,Refuerzo del cálculo del viento,1,Promedio simple,,,,,Operational
bufr4/0/25/021/2,025021,Refuerzo del cálculo del viento,2,Promedio de consenso,,,,,Operational
bufr4/0/25/021/3,025021,Refuerzo del cálculo del viento,3,Verificación de la mediana,,,,,Operational
bufr4/0/25/021/4,025021,Refuerzo del cálculo del viento,4,Verificación de la coherencia vertical,,,,,Operational
bufr4/0/25/021/5,025021,Refuerzo del cálculo del viento,5,Otros,,,,,Operational
bufr4/0/25/021/6-7,025021,Refuerzo del cálculo del viento,6-7,Reservados,,,,,Operational
bufr4/0/25/021/8,025021,Refuerzo del cálculo del viento,Los 8,Valor faltante,,,,,Operational
bufr4/0/25/022/1,025022,Banderín de rechazo GHRSST,1,No procesado,,,*,,Operational
bufr4/0/25/022/2,025022,Banderín de rechazo GHRSST,2,Sospecha de tierra,,,*,,Operational
bufr4/0/25/022/3,025022,Banderín de rechazo GHRSST,3,Velocidad de viento demasiado grande,,,*,,Operational
bufr4/0/25/022/4,025022,Banderín de rechazo GHRSST,4,Hielo detectado,,,*,,Operational
bufr4/0/25/022/5,025022,Banderín de rechazo GHRSST,5,Lluvia detectada (datos en microondas únicamente),,,*,,Operational
bufr4/0/25/022/6,025022,Banderín de rechazo GHRSST,6,Nubosidad detectada (datos en infrarrojos únicamente),,,*,,Operational
bufr4/0/25/022/7,025022,Banderín de rechazo GHRSST,7,Valor cosmético,,,*,,Operational
bufr4/0/25/022/8,025022,Banderín de rechazo GHRSST,8,Temperatura de la superficie del mar (SST) fuera de dial,,,*,,Operational
bufr4/0/25/022/9,025022,Banderín de rechazo GHRSST,9,Valor faltante,,,*,,Operational
bufr4/0/25/023/1,025023,Banderín de confianza GHRSST,1,Se ha utilizado el valor de confianza por defecto,,,,,Operational
bufr4/0/25/023/2,025023,Banderín de confianza GHRSST,2,Se han utilizado la desviación típica y el error sistemático por defecto,,,,,Operational
bufr4/0/25/023/3,025023,Banderín de confianza GHRSST,3,Sospecha de destello solar,,,,,Operational
bufr4/0/25/023/4,025023,Banderín de confianza GHRSST,4,Toma de datos de hielo marino para microondas,,,,,Operational
bufr4/0/25/023/5,025023,Banderín de confianza GHRSST,5,Toma de datos de velocidad de viento alta,,,,,Operational
bufr4/0/25/023/6,025023,Banderín de confianza GHRSST,6,SST inexactas debido a valores de la SST bajos (< 285K) (aplicable solo al instrumento TMI),,,,,Operational
bufr4/0/25/023/7,025023,Banderín de confianza GHRSST,7,Sospecha de contaminación por lluvia aminorada,,,,,Operational
bufr4/0/25/023/8,025023,Banderín de confianza GHRSST,8,Posibilidad de contaminación por lóbulo lateral,,,,,Operational
bufr4/0/25/023/9,025023,Banderín de confianza GHRSST,Los 9,Valor faltante,,,,,Operational
bufr4/0/25/024/0,025024,Calidad de los datos GHRSST,0,Toma de datos infrarrojos no procesados,,,,,Operational
bufr4/0/25/024/1,025024,Calidad de los datos GHRSST,1,Toma de datos con nubosidad,,,,,Operational
bufr4/0/25/024/2,025024,Calidad de los datos GHRSST,2,Deficiente: Datos probablemente contaminados por nubes,,,,,Operational
bufr4/0/25/024/3,025024,Calidad de los datos GHRSST,3,Datos sospechosos,,,,,Operational
bufr4/0/25/024/4,025024,Calidad de los datos GHRSST,4,Datos aceptables,,,,,Operational
bufr4/0/25/024/5,025024,Calidad de los datos GHRSST,5,Datos excelentes,,,,,Operational
bufr4/0/25/024/6,025024,Calidad de los datos GHRSST,6,Sospecha de epidermis enfriada,,,,,Operational
bufr4/0/25/024/7-9,025024,Calidad de los datos GHRSST,7-9,Reservadas,,,,,Operational
bufr4/0/25/024/10,025024,Calidad de los datos GHRSST,10,Toma de datos en microondas no procesados,,,,,Operational
bufr4/0/25/024/11,025024,Calidad de los datos GHRSST,11,Toma de datos en microondas cuestionable por posible contaminación,,,,,Operational
bufr4/0/25/024/12,025024,Calidad de los datos GHRSST,12,Toma de datos en microondas aceptables,,,,,Operational
bufr4/0/25/024/13,025024,Calidad de los datos GHRSST,13,Alta probabilidad de variación diurna,,,,,Operational
bufr4/0/25/024/14,025024,Calidad de los datos GHRSST,14,Reservada,,,,,Operational
bufr4/0/25/024/15,025024,Calidad de los datos GHRSST,15,Valor faltante,,,,,Operational
bufr4/0/25/029/1,025029,Método de calibración,1,Reservado,,,,,Operational
bufr4/0/25/029/2,025029,Método de calibración,2,Blanco o señal de calibración,,,,,Operational
bufr4/0/25/029/3,025029,Método de calibración,3,Con relación a los pluviómetros,,,,,Operational
bufr4/0/25/029/4,025029,Método de calibración,4,"Con relación a otros instrumentos (distrómetro, atenuación)",,,,,Operational
bufr4/0/25/029/5,025029,Método de calibración,5,Reservado,,,,,Operational
bufr4/0/25/029/6,025029,Método de calibración,Los 6,Valor faltante,,,,,Operational
bufr4/0/25/030/0,025030,Media móvil de la temperatura en la superficie del mar,0,"Media móvil en la temperatura del mar no utilizada, por no respetarse los criterios de utilización",,,,,Operational
bufr4/0/25/030/1,025030,Media móvil de la temperatura en la superficie del mar,1,"Media móvil en la temperatura del mar no utilizada, por no disponerse de datos",,,,,Operational
bufr4/0/25/030/2,025030,Media móvil de la temperatura en la superficie del mar,2,Media móvil en la temperatura del mar utilizada como predictor,,,,,Operational
bufr4/0/25/030/3,025030,Media móvil de la temperatura en la superficie del mar,3,Valor faltante,,,,,Operational
bufr4/0/25/031/0,025031,Método de adelgazamiento del perfil vertical generado por predicción numérica del tiempo,0,Reservada,,,,,Operational
bufr4/0/25/031/1,025031,Método de adelgazamiento del perfil vertical generado por predicción numérica del tiempo,1,No se aplica ningún adelgazamiento (se incluyen todos los niveles nativos del modelo desde la base hasta la cima del pseudosondeo).,,,,,Operational
bufr4/0/25/031/2,025031,Método de adelgazamiento del perfil vertical generado por predicción numérica del tiempo,2,Los niveles nativos del modelo están presentes sólo cuando son niveles significantes conforme a las reglamentaciones B/C 25 sobre sondeos TEMP convencionales,,,,,Operational
bufr4/0/25/031/3,025031,Método de adelgazamiento del perfil vertical generado por predicción numérica del tiempo,3,Está presente un subconjunto predefinido de niveles nativos del modelo,,,,,Operational
bufr4/0/25/031/4,025031,Método de adelgazamiento del perfil vertical generado por predicción numérica del tiempo,4,No hay niveles nativos del modelo presentes. Todos los niveles del perfil son interpolados para obtener un conjunto definido de niveles de coordenadas de presión,,,,,Operational
bufr4/0/25/031/5-6,025031,Método de adelgazamiento del perfil vertical generado por predicción numérica del tiempo,5-6,Reservadas,,,,,Operational
bufr4/0/25/031/7,025031,Método de adelgazamiento del perfil vertical generado por predicción numérica del tiempo,7,Valor faltante,,,,,Operational
bufr4/0/25/032/0,025032,Información sobre el modo del perfilador del viento,0,Reservada,,,,,Operational
bufr4/0/25/032/1,025032,Información sobre el modo del perfilador del viento,1,Datos de modo bajo,,,,,Operational
bufr4/0/25/032/2,025032,Información sobre el modo del perfilador del viento,2,Datos de modo alto,,,,,Operational
bufr4/0/25/032/3,025032,Información sobre el modo del perfilador del viento,3,Valor faltante,,,,,Operational
bufr4/0/25/033/0,025033,Información sobre el submodo del perfilador del viento,0,Perfilador del viento que funciona en el submodo A,,,,,Operational
bufr4/0/25/033/1,025033,Información sobre el submodo del perfilador del viento,1,Perfilador del viento que funciona en el submodo B,,,,,Operational
bufr4/0/25/033/2,025033,Información sobre el submodo del perfilador del viento,2,Reservada,,,,,Operational
bufr4/0/25/033/3,025033,Información sobre el submodo del perfilador del viento,3,Valor faltante,,,,,Operational
bufr4/0/25/034/1,025034,Resultados de las pruebas de control de calidad del perfilador del viento,1,Prueba A realizada y negativa,,,,,Operational
bufr4/0/25/034/2,025034,Resultados de las pruebas de control de calidad del perfilador del viento,2,Prueba B realizada y negativa,,,,,Operational
bufr4/0/25/034/3,025034,Resultados de las pruebas de control de calidad del perfilador del viento,3,Resultados de la prueba no concluyentes,,,,,Operational
bufr4/0/25/034/4,025034,Resultados de las pruebas de control de calidad del perfilador del viento,Los 4,Valor faltante,,,,,Operational
bufr4/0/25/035/0,025035,Método de decisión para la polaridad,0,No definida,,,,,Operational
bufr4/0/25/035/1,025035,Método de decisión para la polaridad,1,Desviación del voltaje individual,,,,,Operational
bufr4/0/25/035/2,025035,Método de decisión para la polaridad,2,"Basado en la corriente, superior a umbral",,,,,Operational
bufr4/0/25/035/3,025035,Método de decisión para la polaridad,3,"Basado en el voltaje, superior a un umbral",,,,,Operational
bufr4/0/25/035/4,025035,Método de decisión para la polaridad,4,"Consenso de sensores, corriente superior a umbral",,,,,Operational
bufr4/0/25/035/5,025035,Método de decisión para la polaridad,5,"Consenso de sensores, voltaje superior a umbral",,,,,Operational
bufr4/0/25/035/6,025035,Método de decisión para la polaridad,6,Reservada,,,,,Operational
bufr4/0/25/035/7,025035,Método de decisión para la polaridad,7,Valor faltante,,,,,Operational
bufr4/0/25/036/0,025036,Método de ubicación de parásitos atmosféricos,0,Red de goniómetros diversos que operan para los mismos parásitos atmosféricos,,,,,Operational
bufr4/0/25/036/1,025036,Método de ubicación de parásitos atmosféricos,1,Red de estaciones de tiempos de llegada diversas que operan para los mismos parásitos atmosféricos,,,,,Operational
bufr4/0/25/036/2-5,025036,Método de ubicación de parásitos atmosféricos,2-5,Reservadas,,,,,Operational
bufr4/0/25/036/6,025036,Método de ubicación de parásitos atmosféricos,6,Técnica de alcance-rumbo para una sola estación,,,,,Operational
bufr4/0/25/036/7-14,025036,Método de ubicación de parásitos atmosféricos,7-14,Reservadas,,,,,Operational
bufr4/0/25/036/15,025036,Método de ubicación de parásitos atmosféricos,15,Valor faltante,,,,,Operational
bufr4/0/25/040/0,025040,Producto de viento obtenido por el trazador de CO2,0,Modo no específico,,,,,Operational
bufr4/0/25/040/1,025040,Producto de viento obtenido por el trazador de CO2,1,Datos de primera aproximación,,,,,Operational
bufr4/0/25/040/2,025040,Producto de viento obtenido por el trazador de CO2,2,Datos de nubes,,,,,Operational
bufr4/0/25/040/3,025040,Producto de viento obtenido por el trazador de CO2,3,Datos vectoriales medios,,,,,Operational
bufr4/0/25/040/4,025040,Producto de viento obtenido por el trazador de CO2,4,Datos primarios,,,,,Operational
bufr4/0/25/040/5,025040,Producto de viento obtenido por el trazador de CO2,5,Datos aproximados,,,,,Operational
bufr4/0/25/040/6,025040,Producto de viento obtenido por el trazador de CO2,6,Datos vectoriales,,,,,Operational
bufr4/0/25/040/7,025040,Producto de viento obtenido por el trazador de CO2,7,Datos del trazador para esta imagen,,,,,Operational
bufr4/0/25/040/8,025040,Producto de viento obtenido por el trazador de CO2,8,Datos del trazador para la imagen siguiente,,,,,Operational
bufr4/0/25/040/9-14,025040,Producto de viento obtenido por el trazador de CO2,9-14,Reservadas,,,,,Operational
bufr4/0/25/040/15,025040,Producto de viento obtenido por el trazador de CO2,15,Valor faltante,,,,,Operational
bufr4/0/25/041/0,025041,Método de información sobre la dirección de la plataforma móvil,0,Dirección comunicada originariamente en grados verdaderos,,,,,Operational
bufr4/0/25/041/1,025041,Método de información sobre la dirección de la plataforma móvil,1,"Dirección comunicada originariamente utilizando la Tabla de cifrado 0700, FM 13",,,,,Operational
bufr4/0/25/041/2,025041,Método de información sobre la dirección de la plataforma móvil,2,Reservada,,,,,Operational
bufr4/0/25/041/3,025041,Método de información sobre la dirección de la plataforma móvil,3,Valor faltante,,,,,Operational
bufr4/0/25/042/0,025042,Método de información sobre la velocidad de la plataforma móvil,0,Velocidad comunicada originariamente en metros por segundo,,,,,Operational
bufr4/0/25/042/1,025042,Método de información sobre la velocidad de la plataforma móvil,1,"Velocidad comunicada originariamente utilizando la Tabla de cifrado 4451, FM 13",,,,,Operational
bufr4/0/25/042/2,025042,Método de información sobre la velocidad de la plataforma móvil,2,Reservada,,,,,Operational
bufr4/0/25/042/3,025042,Método de información sobre la velocidad de la plataforma móvil,3,Valor faltante,,,,,Operational
bufr4/0/25/045/1-20,025045,Combinación de los canales de la sonda HIRS,1-20,"Empezando por la posición del primer bit (bit más significativo) si el bit es 1, entonces el canal está presente si el bit es 0, entonces el canal está ausente",,,,,Operational
bufr4/0/25/045/21,025045,Combinación de los canales de la sonda HIRS,Los 21,Valor faltante,,,,,Operational
bufr4/0/25/046/1-4,025046,Combinación de los canales de la sonda MSU,1-4,"Empezando por la posición del primer bit (bit más significativo) si el bit es 1, entonces el canal está presente si el bit es 0, entonces el canal está ausente",,,,,Operational
bufr4/0/25/046/5,025046,Combinación de los canales de la sonda MSU,Los 5,Valor faltante,,,,,Operational
bufr4/0/25/047/1-3,025047,Combinación de los canales de la sonda SSU,1-3,"Empezando por la posición del primer bit (bit más significativo) si el bit es 1, entonces el canal está presente si el bit es 0, entonces el canal está ausente",,,,,Operational
bufr4/0/25/047/4,025047,Combinación de los canales de la sonda SSU,Los 4,Valor faltante,,,,,Operational
bufr4/0/25/048/1-15,025048,Combinación de los canales de la sonda AMSU-A,1-15,"Empezando por la posición del primer bit (bit más significativo) si el bit es 1, entonces el canal está presente si el bit es 0, entonces el canal está ausente",,,,,Operational
bufr4/0/25/048/16,025048,Combinación de los canales de la sonda AMSU-A,Los 16,Valor faltante,,,,,Operational
bufr4/0/25/049/1-5,025049,Combinación de los canales de la sonda AMSU-B,1-5,"Empezando por la posición del primer bit (bit más significativo) si el bit es 1, entonces el canal está presente si el bit es 0, entonces el canal está ausente",,,,,Operational
bufr4/0/25/049/6,025049,Combinación de los canales de la sonda AMSU-B,Los 6,Valor faltante,,,,,Operational
bufr4/0/25/051/1-6,025051,Combinación de los canales del radiómetro AVHRR,1-6,"Empezando por la posición del primer bit (bit más significativo) si el bit es 1, entonces el canal está presente si el bit es 0, entonces el canal está ausente",,,,,Operational
bufr4/0/25/051/7,025051,Combinación de los canales del radiómetro AVHRR,Los 7,Valor faltante,,,,,Operational
bufr4/0/25/053/1,025053,Calidad de la observación,1,Buena,,,,,Operational
bufr4/0/25/053/2,025053,Calidad de la observación,2,Redundante,,,,,Operational
bufr4/0/25/053/3,025053,Calidad de la observación,3,Cuestionable,,,,,Operational
bufr4/0/25/053/4,025053,Calidad de la observación,4,Mala,,,,,Operational
bufr4/0/25/053/5,025053,Calidad de la observación,5,Experimental,,,,,Operational
bufr4/0/25/053/6,025053,Calidad de la observación,6,Precipitada,,,,,Operational
bufr4/0/25/053/7-11,025053,Calidad de la observación,7-11,Reservados,,,,,Operational
bufr4/0/25/053/12,025053,Calidad de la observación,Los 12,Valor faltante,,,,,Operational
bufr4/0/25/063/0,025063,Procesador central o identificador de sistema,0,No definida,,,,,Operational
bufr4/0/25/063/1,025063,Procesador central o identificador de sistema,1,Procesador principal,,,,,Operational
bufr4/0/25/063/2,025063,Procesador central o identificador de sistema,2,Procesador auxiliar,,,,,Operational
bufr4/0/25/063/3-254,025063,Procesador central o identificador de sistema,3-254,Reservadas,,,,,Operational
bufr4/0/25/063/255,025063,Procesador central o identificador de sistema,255,Valor faltante,,,,,Operational
bufr4/0/25/069/1,025069,Correcciones de presión del nivel de vuelo,1,Uniforme,,,,,Operational
bufr4/0/25/069/2,025069,Correcciones de presión del nivel de vuelo,2,Línea de base ajustada,,,,,Operational
bufr4/0/25/069/3,025069,Correcciones de presión del nivel de vuelo,3,Intervalo de tiempo normalizado,,,,,Operational
bufr4/0/25/069/4,025069,Correcciones de presión del nivel de vuelo,4,Valor atípico verificado,,,,,Operational
bufr4/0/25/069/5,025069,Correcciones de presión del nivel de vuelo,5,Plausibilidad verificada,,,,,Operational
bufr4/0/25/069/6,025069,Correcciones de presión del nivel de vuelo,6,Consistencia verificada,,,,,Operational
bufr4/0/25/069/7,025069,Correcciones de presión del nivel de vuelo,7,Interpolado,,,,,Operational
bufr4/0/25/069/8,025069,Correcciones de presión del nivel de vuelo,Los 8,Valor faltante,,,,,Operational
bufr4/0/25/086/0,025086,Indicador de la corrección de la profundidad,0,Las profundidades no se corrigen,,,,,Operational
bufr4/0/25/086/1,025086,Indicador de la corrección de la profundidad,1,Las profundidades se corrigen,,,,,Operational
bufr4/0/25/086/2,025086,Indicador de la corrección de la profundidad,2,Reservada,,,,,Operational
bufr4/0/25/086/3,025086,Indicador de la corrección de la profundidad,3,Valor faltante,,,,,Operational
bufr4/0/25/090/0,025090,Banderín de estado orbital,0,Órbita computada durante una maniobra,,,,,Operational
bufr4/0/25/090/1,025090,Banderín de estado orbital,1,Órbita ajustada de las operaciones de la misión,,,,,Operational
bufr4/0/25/090/2,025090,Banderín de estado orbital,2,Órbita extrapolada de las operaciones de la misión,,,,,Operational
bufr4/0/25/090/3,025090,Banderín de estado orbital,3,Órbita ajustada (preliminar/precisa),,,,,Operational
bufr4/0/25/090/4,025090,Banderín de estado orbital,4,La órbita (preliminar/precisa) es estimada durante un período de maniobra,,,,,Operational
bufr4/0/25/090/5,025090,Banderín de estado orbital,5,La órbita (preliminar/precisa) es interpolada como relleno de datos de seguimiento,,,,,Operational
bufr4/0/25/090/6,025090,Banderín de estado orbital,6,La órbita (preliminar/precisa) es extrapolada respecto de una duración inferior a un día,,,,,Operational
bufr4/0/25/090/7,025090,Banderín de estado orbital,7,La órbita (preliminar/precisa) es extrapolada respecto de una duración de uno a dos días,,,,,Operational
bufr4/0/25/090/8,025090,Banderín de estado orbital,8,"La órbita (preliminar/precisa) es extrapolada respecto de una duración superior a dos días, o inmediatamente a continuación de una maniobra",,,,,Operational
bufr4/0/25/090/9,025090,Banderín de estado orbital,9,Órbita del navegador DORIS* DIODE**,,,,,Operational
bufr4/0/25/090/10-14,025090,Banderín de estado orbital,10-14,Reservadas,,,,,Operational
bufr4/0/25/090/15,025090,Banderín de estado orbital,15,Valor faltante,,,,,Operational
bufr4/0/25/093/1,025093,Corrección del cálculo RASS (sistema de sondeo radioacústico),1,Sin corrección,,,,,Operational
bufr4/0/25/093/2,025093,Corrección del cálculo RASS (sistema de sondeo radioacústico),2,Corrección de la velocidad vertical,,,,,Operational
bufr4/0/25/093/3-6,025093,Corrección del cálculo RASS (sistema de sondeo radioacústico),3-6,Reservados,,,,,Operational
bufr4/0/25/093/7,025093,Corrección del cálculo RASS (sistema de sondeo radioacústico),7,Todas las correcciones,,,,,Operational
bufr4/0/25/093/8,025093,Corrección del cálculo RASS (sistema de sondeo radioacústico),Los 8,Valor faltante,,,,,Operational
bufr4/0/25/095/1,025095,Banderín de estado del altímetro,1,"Altímetro en funcionamiento (0 si nominal, 1 si reserva)",,,,,Operational
bufr4/0/25/095/2,025095,Banderín de estado del altímetro,2,Valor faltante,,,,,Operational
bufr4/0/25/096/1,025096,Banderín de estado del radiómetro,1,"Indicador de modo (0 si modo 2, 1 si modo 1)",,,,,Operational
bufr4/0/25/096/2,025096,Banderín de estado del radiómetro,2,"Indicador de secuencia de calibración de modo 1 (0 si los datos normales están en modo 1 ó 2, 1 si secuencia de calibración en modo 1)",,,,,Operational
bufr4/0/25/096/3,025096,Banderín de estado del radiómetro,3,"Canal 2 (0 si activo, 1 si inactivo)",,,,,Operational
bufr4/0/25/096/4,025096,Banderín de estado del radiómetro,4,"Canal 3 (0 si activo, 1 si inactivo)",,,,,Operational
bufr4/0/25/096/5,025096,Banderín de estado del radiómetro,Los 5,Valor faltante,,,,,Operational
bufr4/0/25/097/0,025097,Estimación del error tridimensional de la órbita del navegador,0,Entre 0 y 30 cm,,,,,Operational
bufr4/0/25/097/1,025097,Estimación del error tridimensional de la órbita del navegador,1,Entre 30 y 60 cm,,,,,Operational
bufr4/0/25/097/2,025097,Estimación del error tridimensional de la órbita del navegador,2,Entre 60 y 90 cm,,,,,Operational
bufr4/0/25/097/3,025097,Estimación del error tridimensional de la órbita del navegador,3,Entre 90 y 120 cm,,,,,Operational
bufr4/0/25/097/4,025097,Estimación del error tridimensional de la órbita del navegador,4,Entre 120 y 150 cm,,,,,Operational
bufr4/0/25/097/5,025097,Estimación del error tridimensional de la órbita del navegador,5,Entre 150 y 180 cm,,,,,Operational
bufr4/0/25/097/6,025097,Estimación del error tridimensional de la órbita del navegador,6,Entre 180 y 210 cm,,,,,Operational
bufr4/0/25/097/7,025097,Estimación del error tridimensional de la órbita del navegador,7,Entre 210 y 240 cm,,,,,Operational
bufr4/0/25/097/8,025097,Estimación del error tridimensional de la órbita del navegador,8,Entre 240 y 270 cm,,,,,Operational
bufr4/0/25/097/9,025097,Estimación del error tridimensional de la órbita del navegador,9,Más de 270 cm,,,,,Operational
bufr4/0/25/097/10-14,025097,Estimación del error tridimensional de la órbita del navegador,10-14,Reservadas,,,,,Operational
bufr4/0/25/097/15,025097,Estimación del error tridimensional de la órbita del navegador,15,Valor faltante,,,,,Operational
bufr4/0/25/098/1,025098,Banderín de calidad de los datos altimétricos,1,Alcance en banda Ku,,,,,Operational
bufr4/0/25/098/2,025098,Banderín de calidad de los datos altimétricos,2,Alcance en banda C,,,,,Operational
bufr4/0/25/098/3,025098,Banderín de calidad de los datos altimétricos,3,AOS en banda Ku*,,,,,Operational
bufr4/0/25/098/4,025098,Banderín de calidad de los datos altimétricos,4,AOS en banda C*,,,,,Operational
bufr4/0/25/098/5,025098,Banderín de calidad de los datos altimétricos,5,Coeficiente de retrodispersión en banda Ku,,,,,Operational
bufr4/0/25/098/6,025098,Banderín de calidad de los datos altimétricos,6,Coeficiente de retrodispersión en banda C,,,,,Operational
bufr4/0/25/098/7,025098,Banderín de calidad de los datos altimétricos,7,Ángulo respecto del nadir mediante los parámetros de la forma de onda en banda Ku,,,,,Operational
bufr4/0/25/098/8,025098,Banderín de calidad de los datos altimétricos,8,Ángulo respecto del nadir mediante la plataforma,,,,,Operational
bufr4/0/25/098/9,025098,Banderín de calidad de los datos altimétricos,Los 9,Valor faltante,,,,,Operational
bufr4/0/25/099/1,025099,Banderín de calidad de la corrección altimétrica,1,Corrección instrumental del alcance en banda Ku,,,,,Operational
bufr4/0/25/099/2,025099,Banderín de calidad de la corrección altimétrica,2,Corrección instrumental del alcance en banda C,,,,,Operational
bufr4/0/25/099/3,025099,Banderín de calidad de la corrección altimétrica,3,Corrección instrumental de la AOS* en banda Ku,,,,,Operational
bufr4/0/25/099/4,025099,Banderín de calidad de la corrección altimétrica,4,Corrección instrumental de la AOS* en banda C,,,,,Operational
bufr4/0/25/099/5,025099,Banderín de calidad de la corrección altimétrica,5,Corrección instrumental del coeficiente de retrodispersión en banda Ku,,,,,Operational
bufr4/0/25/099/6,025099,Banderín de calidad de la corrección altimétrica,6,Corrección instrumental del coeficiente de retrodispersión en banda C,,,,,Operational
bufr4/0/25/099/7-8,025099,Banderín de calidad de la corrección altimétrica,7-8,Reservados,,,,,Operational
bufr4/0/25/099/9,025099,Banderín de calidad de la corrección altimétrica,Los 9,Valor faltante,,,,,Operational
bufr4/0/25/110/1,025110,Resumen de proceso de imagen,1,Análisis de datos en bruto utilizado para la corrección de datos en bruto. Corrección realizada en base a parámetros por defecto,,,,,Operational
