ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status
33,Información sobre la calidad,033066,Banderín de calidad del vector de movimiento atmosférico (VMA),Tabla de banderines,0,0,24,Tabla de banderines,0,8,,,Operational
33,Información sobre la calidad,033070,Calidad del contenido total de ozono,Tabla de cifrado,0,0,4,Tabla de cifrado,0,2,,,Operational
33,Información sobre la calidad,033071,Calidad del perfil de ozono,Tabla de cifrado,0,0,4,Tabla de cifrado,0,2,,,Operational
33,Información sobre la calidad,033072,Error en ozono,Tabla de cifrado,0,0,5,Tabla de cifrado,0,2,,,Operational
33,Información sobre la calidad,033075,Banderines de calidad del nivel de exploración,Tabla de banderines,0,0,13,Tabla de banderines,0,5,,,Operational
33,Información sobre la calidad,033076,Banderines de calidad de la calibración,Tabla de banderines,0,0,9,Tabla de banderines,0,3,,,Operational
33,Información sobre la calidad,033077,Banderines de calidad del campo de visión,Tabla de banderines,0,0,19,Tabla de banderines,0,7,,,Operational
33,Información sobre la calidad,033078,Calidad del geoposicionamiento,Tabla de cifrado,0,0,4,Tabla de cifrado,0,2,,,Operational
33,Información sobre la calidad,033079,Banderines de calidad del nivel granulado,Tabla de banderines,0,0,16,Tabla de banderines,0,6,,,Operational
33,Información sobre la calidad,033080,Banderines de calidad del nivel de exploración,Tabla de banderines,0,0,20,Tabla de banderines,0,7,,,Operational
33,Información sobre la calidad,033081,Banderines de calidad de los datos del canal,Tabla de banderines,0,0,12,Tabla de banderines,0,4,,,Operational
33,Información sobre la calidad,033082,Banderines de calidad del geoposicionamiento,Tabla de banderines,0,0,16,Tabla de banderines,0,6,,,Operational
33,Información sobre la calidad,033083,Banderines de calidad de los datos de radiancia,Tabla de banderines,0,0,16,Tabla de banderines,0,6,,,Operational
33,Información sobre la calidad,033084,Banderines de calidad del nivel del píxel,Tabla de banderines,0,0,16,Tabla de banderines,0,6,,,Operational
33,Información sobre la calidad,033085,Banderín de calidad del espesor óptico de aerosol,Tabla de banderines,0,0,18,Tabla de banderines,0,6,,,Operational
33,Información sobre la calidad,033086,Calidad de la recuperación del nivel del píxel,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,Operational
33,Información sobre la calidad,033087,Alcance del satélite en la anomalía del Atlántico sur (basado en datos climatológicos),Tabla de cifrado,0,0,4,Tabla de cifrado,0,1,,,Operational
33,Información sobre la calidad,033088,Banderín de calidad de la columna total de ozono,Tabla de banderines,0,0,18,Tabla de banderines,0,6,,,Operational
33,Información sobre la calidad,033089,Indicadores de calidad de temperatura delta equivalente de ruido para calibración de objetivo caliente,K,2,0,12,K,2,4,,,Operational
33,Información sobre la calidad,033090,Indicadores de calidad de temperatura delta equivalente de ruido para calibración de objetivo frío,K,2,0,12,K,2,4,,,Operational
33,Información sobre la calidad,033091,Indicadores de calidad de temperatura delta equivalente de ruido para calibración general,K,2,0,12,K,2,4,,,Operational
33,Información sobre la calidad,033092,Banderín de calidad oceánico de banda específica,Tabla de banderines,0,0,9,Tabla de banderines,0,3,,,Operational
33,Información sobre la calidad,033093,Banderines de calidad ampliados para datos del GNSS terrestres,Tabla de banderines,0,0,31,Tabla de banderines,0,31,,,Operational
