Id,ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status
bufr4/0/15/076,15,Componentes físicos/químicos,015076,Ratio partículas lidar,sr,1,-2048,13,sr,1,,,,Operational
bufr4/0/15/077,15,Componentes físicos/químicos,015077,Incertidumbre en el ratio lidar,sr,1,0,12,sr,1,,,,Operational
bufr4/0/15/078,15,Componentes físicos/químicos,015078,Ratio de despolarización de las partículas,%,2,-8192,15,%,2,,,,Operational
bufr4/0/15/079,15,Componentes físicos/químicos,015079,Retraso del trayecto cenital debido a una atmósfera neutra,m,4,0,15,m,4,,(véase la nota 11),,Operational
bufr4/0/15/080,15,Componentes físicos/químicos,015080,Error estimado en el retraso del trayecto cenital debido a una atmósfera neutra,m,4,0,12,m,4,,,,Operational
bufr4/0/15/081,15,Componentes físicos/químicos,015081,Retraso del trayecto húmedo debido a una atmósfera neutra,m,4,0,18,m,4,,(véase la nota 12),,Operational
bufr4/0/15/082,15,Componentes físicos/químicos,015082,Vapor de agua integrado en el trayecto,kg m-2,1,0,16,kg m-2,1,,(véase la nota 16),,Operational
bufr4/0/15/083,15,Componentes físicos/químicos,015083,Gradiente en atmósfera neutra estimado a través del GNSS,m,5,0,14,m,5,,(véase la nota 17),,Operational
bufr4/0/15/084,15,Componentes físicos/químicos,015084,Residuos de mínimos cuadrados en el GNSS,m,4,0,14,m,4,,(véase la nota 18),,Operational
bufr4/0/15/085,15,Componentes físicos/químicos,015085,Retraso por efectos multitrayecto en el GNSS,m,4,0,14,m,4,,(véase la nota 15),,Operational
bufr4/0/15/086,15,Componentes físicos/químicos,015086,Función de mapeo hidrostático del GNSS,Numérica,3,0,16,Numérica,3,,(véase la nota 19),,Operational
bufr4/0/15/087,15,Componentes físicos/químicos,015087,Función de mapeo húmedo del GNSS,m,3,0,16,Numérica,3,,(véase la nota 19),,Operational
bufr4/0/15/088,15,Componentes físicos/químicos,015088,Función de mapeo de gradiente del GNSS,m,3,0,16,Numérica,3,,(véase la nota 19),,Operational
bufr4/0/15/089,15,Componentes físicos/químicos,015089,Retraso del trayecto cenital debido a una atmósfera hidrostática neutra,m,4,0,15,m,4,,(véase la nota 13),,Operational
bufr4/0/15/090,15,Componentes físicos/químicos,015090,Retraso del trayecto debido a una atmósfera hidrostática neutra,m,4,0,20,m,4,,(véase la nota 14),,Operational
