Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307011,(Partie principale des données pour la représentation du code METAR/SPECI dans BUFR),,011016,Direction du vent extrême dans le sens contaire des aiguilles d'une montre (vent variable),,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307011,(Partie principale des données pour la représentation du code METAR/SPECI dans BUFR),,011017,Direction du vent extrême dans le sens des aiguilles d'une montre (vent variable),,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307011,(Partie principale des données pour la représentation du code METAR/SPECI dans BUFR),,011002,Vitesse du vent,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307011,(Partie principale des données pour la représentation du code METAR/SPECI dans BUFR),,011041,Vitesse de la rafale maximale,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307011,(Partie principale des données pour la représentation du code METAR/SPECI dans BUFR),,007006,Hauteur au-dessus de la station,Hauteur d'un anémomètre,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307011,(Partie principale des données pour la représentation du code METAR/SPECI dans BUFR),,012001,Température/température de l'air,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307011,(Partie principale des données pour la représentation du code METAR/SPECI dans BUFR),,012003,Température du point de rosée,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307011,(Partie principale des données pour la représentation du code METAR/SPECI dans BUFR),,010052,Calage de l'altimètre (QNH),,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307011,(Partie principale des données pour la représentation du code METAR/SPECI dans BUFR),,020009,Indicateur général du temps (TAF/METAR),,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307012,(Visibilité horizontale),,103000,Répétition différée de 3 descripteurs,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307012,(Visibilité horizontale),,031001,Facteur de répétition différée du descripteur,Jusqu'à 3,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307012,(Visibilité horizontale),,008023,Statistiques de premier ordre,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307012,(Visibilité horizontale),,005021,Direction ou azimut,Direction de la visibilité observée,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307012,(Visibilité horizontale),,020001,Visibilité horizontale,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307013,(Portée visuelle de piste),,106000,Répétition différée de 6 descripteurs,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307013,(Portée visuelle de piste),,031001,Facteur de répétition différée du descripteur,Jusqu'à 4,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307013,(Portée visuelle de piste),,001064,Indicateur de piste,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307013,(Portée visuelle de piste),,008014,Identificateur pour la portée visuelle de piste,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307013,(Portée visuelle de piste),,020061,Portée visuelle de piste (PVP),,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307013,(Portée visuelle de piste),,008014,Identificateur pour la portée visuelle de piste,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307013,(Portée visuelle de piste),,020061,Portée visuelle de piste (PVP),,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307013,(Portée visuelle de piste),,020018,Tendance de la portée visuelle de piste,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307014,(Temps significatif présent ou prévu),,101000,Répétition différée de 1 descripteur,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307014,(Temps significatif présent ou prévu),,031001,Facteur de répétition différée du descripteur,Jusqu'à 3,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307014,(Temps significatif présent ou prévu),,020019,Temps significatif présent ou prévu,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307015,(Groupe(s) de nuages),,101000,Répétition différée de 1 descripteur,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307015,(Groupe(s) de nuages),,031001,Facteur de répétition différée du descripteur,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307015,(Groupe(s) de nuages),,302005,Couche nuageuse,"NsNsNs, CC, hshshs",,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307015,(Groupe(s) de nuages),,020002,Visibilité verticale,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307016,(Phénomènes météorologiques significatifs récents),,101000,Répétition différée de 1 descripteur,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307016,(Phénomènes météorologiques significatifs récents),,031001,Facteur de répétition différée du descripteur,Jusqu'à 3,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307016,(Phénomènes météorologiques significatifs récents),,020020,Phénomènes météorologiques significatifs récents,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307017,(Cisaillement du vent sur la (les) piste(s)),,101000,Répétition différée de 1 descripteur,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307017,(Cisaillement du vent sur la (les) piste(s)),,031001,Facteur de répétition différée du descripteur,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307017,(Cisaillement du vent sur la (les) piste(s)),,011070,Indicatif de la piste touchée par le cisaillement du vent (y compris ALL),,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307018,(Prévision d'atterrissage du type «tendance»),,008016,Identificateur de changement d'une prévision du type «tendance» ou d'une prévision d'aérodrome,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307018,(Prévision d'atterrissage du type «tendance»),,102000,Répétition différée de 2 descripteurs,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307018,(Prévision d'atterrissage du type «tendance»),,031001,Facteur de répétition différée du descripteur,"FM, TL, AT",,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307018,(Prévision d'atterrissage du type «tendance»),,008017,Identificateur de l'heure à laquelle le changement de prévision est attendu,"FM, TL, AT",,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307018,(Prévision d'atterrissage du type «tendance»),,301012,"Heure, minute","GG, gg",,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307018,(Prévision d'atterrissage du type «tendance»),,104000,Répétition différée de 4 descripteurs,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307018,(Prévision d'atterrissage du type «tendance»),,031001,Facteur de répétition différée du descripteur,Jusqu'à 1,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307018,(Prévision d'atterrissage du type «tendance»),,007006,Hauteur au-dessus de la station,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307018,(Prévision d'atterrissage du type «tendance»),,011001,Direction du vent,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307018,(Prévision d'atterrissage du type «tendance»),,011002,Vitesse du vent,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307018,(Prévision d'atterrissage du type «tendance»),,011041,Vitesse de la rafale maximale,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307018,(Prévision d'atterrissage du type «tendance»),,020009,Indicateur général du temps (TAF/METAR),,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307018,(Prévision d'atterrissage du type «tendance»),,101000,Répétition différée de 1 descripteur,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307018,(Prévision d'atterrissage du type «tendance»),,031001,Facteur de répétition différée du descripteur,Jusqu'à 1,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307018,(Prévision d'atterrissage du type «tendance»),,020001,Visibilité horizontale,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307018,(Prévision d'atterrissage du type «tendance»),,307014,Temps significatif présent ou prévu,w'w',,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307020,(METAR/SPECI court),,307011,Partie principale des données pour représentation du code METAR/SPECI dans BUFR,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307020,(METAR/SPECI court),,307014,Temps significatif présent ou prévu,w'w',,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307020,(METAR/SPECI court),,307016,Phénomènes météorologiques significatifs récents,REw'w',,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307021,(Séquence totale pour la représentation du code METAR/SPECI dans BUFR),,307011,Partie principale des données pour la représentation du code METAR/SPECI dans BUFR,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307021,(Séquence totale pour la représentation du code METAR/SPECI dans BUFR),,307012,Visibilité horizontale,DVVVVV,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307021,(Séquence totale pour la représentation du code METAR/SPECI dans BUFR),,307013,Portée visuelle de piste,DRDR/VRVRVRVR,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307021,(Séquence totale pour la représentation du code METAR/SPECI dans BUFR),,307014,Temps significatif présent ou prévu,w'w',,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307021,(Séquence totale pour la représentation du code METAR/SPECI dans BUFR),,307015,Groupe(s) de nuages,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307021,(Séquence totale pour la représentation du code METAR/SPECI dans BUFR),,307016,Phénomènes météorologiques significatifs récents,REw'w',,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307021,(Séquence totale pour la représentation du code METAR/SPECI dans BUFR),,307017,Cisaillement de vent sur la (les) piste(s),,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307021,(Séquence totale pour la représentation du code METAR/SPECI dans BUFR),,307018,Prévision d'atterrissage du type «tendance»,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307021,(Séquence totale pour la représentation du code METAR/SPECI dans BUFR),,307015,Groupe(s) de nuages,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,001015,Nom de la station ou du site,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,301011,"Année, mois, jour",,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,301012,"Heure, minute",,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,301022,"Latitude/longitude (précision élevée), hauteur de la station",,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,008021,Caractéristique temporelle,= 23 Période de contrôle,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,004025,Période ou décalage dans le temps,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,010004,Pression,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,012001,Température/température de l'air,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,013003,Humidité relative,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,033038,Indicateurs de qualité pour les données d'observation au sol du GNSS,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,008022,Nombre total (dans le contexte d'une somme ou d'une moyenne),Nombre de satellites du GNSS utilisés,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,106025,Répéter 6 descripteurs 25 fois,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,002020,Classification des satellites,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,001050,Numéro d'identification de l'émetteur de la plate-forme,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,005021,Direction ou azimut,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,007021,Hauteur,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,015031,Retard de propagation dans l'atmosphère du signal du satellite,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,015032,Erreur estimative du retard de propagation dans l'atmosphère,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,008060,Signification du mode de balayage de l'échantillon,= 5 Nord/Sud,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,015033,Différence des retards de propagation pour des visées du limbe aux limites extrêmes du balayage,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,015034,Erreur estimative de la différence des retards de propagation,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,008060,Signification du mode de balayage de l'échantillon,= 6 Est/Ouest,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,015033,Différence des retards de propagation pour des visées du limbe aux limites extrêmes du balayage,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,015034,Erreur estimative de la différence des retards de propagation,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,015035,Composante du retard de propagation pour une visée au zénith due à la vapeur d'eau,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,201131,Changer le champ de données,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,202129,Changer d'échelle,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,013016,Eau précipitable,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,202000,Changement d'échelle,Annuler,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,201000,Changement du champs de données,Annuler,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307022,(Données d'observation au sol provenant du GNSS),,015011,Log10 de la densité électronique intégrée,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307030,(Données sur l'ozone - observation unique),,015001,Ozone total,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307030,(Données sur l'ozone - observation unique),,015002,Masse d'air (correspondant à une trajectoire oblique à une altitude de 22 km),,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307031,(Données sur l'ozone - observations moyennées),,008022,Nombre total (dans le contexte d'une somme ou d'une moyenne),Nombre de mesures,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307031,(Données sur l'ozone - observations moyennées),,008023,Statistiques de premier ordre,= 4 Valeur moyenne,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307031,(Données sur l'ozone - observations moyennées),,015001,Ozone total,Valeur (moyenne) de la mesure de l'ozone,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307031,(Données sur l'ozone - observations moyennées),,008023,Statistiques de premier ordre,= 9 Meilleure estimation de l'écart type,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307031,(Données sur l'ozone - observations moyennées),,015001,Ozone total,Meilleure estimation de l'écart type de la mesure de l'ozone,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307031,(Données sur l'ozone - observations moyennées),,008023,Statistiques de premier ordre,= 11 Moyenne harmonique,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307031,(Données sur l'ozone - observations moyennées),,015002,Masse d'air (correspondant à une trajectoire oblique à une altitude de 22 km),Valeur (moyenne harmonique de la masse d'air,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307041,"(Mesure de l'ozone total par un spectrophotomètre Brewer au sol, obtenue à partir d'une seule observation)",,301001,Indicateur régional OMM et chiffre indicatif OMM de la station,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307041,"(Mesure de l'ozone total par un spectrophotomètre Brewer au sol, obtenue à partir d'une seule observation)",,001015,Nom de la station ou du site,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307041,"(Mesure de l'ozone total par un spectrophotomètre Brewer au sol, obtenue à partir d'une seule observation)",,301024,"Latitude/longitude (faible précision), hauteur de la station",,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307041,"(Mesure de l'ozone total par un spectrophotomètre Brewer au sol, obtenue à partir d'une seule observation)",,301011,"Année, mois, jour",Mesure de l'ozone,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307041,"(Mesure de l'ozone total par un spectrophotomètre Brewer au sol, obtenue à partir d'une seule observation)",,301012,"Heure, minute",Mesure de l'ozone,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307041,"(Mesure de l'ozone total par un spectrophotomètre Brewer au sol, obtenue à partir d'une seule observation)",,301070,Instrument de mesure de l'ozone – spectrophotomètre Brewer,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307041,"(Mesure de l'ozone total par un spectrophotomètre Brewer au sol, obtenue à partir d'une seule observation)",,307030,Données sur l'ozone - observation unique,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307042,"(Mesure de l'ozone total par un spectrophotomètre Brewer au sol, obtenue à partir d'observations moyennées)",,301001,Indicateur régional OMM et chiffre indicatif OMM de la station,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307042,"(Mesure de l'ozone total par un spectrophotomètre Brewer au sol, obtenue à partir d'observations moyennées)",,001015,Nom de la station ou du site,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307042,"(Mesure de l'ozone total par un spectrophotomètre Brewer au sol, obtenue à partir d'observations moyennées)",,301024,"Latitude/longitude (faible précision), hauteur de la station",,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307042,"(Mesure de l'ozone total par un spectrophotomètre Brewer au sol, obtenue à partir d'observations moyennées)",,301011,"Année, mois, jour",Mesure de l'ozone,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307042,"(Mesure de l'ozone total par un spectrophotomètre Brewer au sol, obtenue à partir d'observations moyennées)",,301012,"Heure, minute",Mesure de l'ozone,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307042,"(Mesure de l'ozone total par un spectrophotomètre Brewer au sol, obtenue à partir d'observations moyennées)",,008021,Caractéristique temporelle,= 8 Moyenne d'ensemble,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307042,"(Mesure de l'ozone total par un spectrophotomètre Brewer au sol, obtenue à partir d'observations moyennées)",,004025,Période ou décalage dans le temps,Période (minutes) de calcul de la moyenne,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307042,"(Mesure de l'ozone total par un spectrophotomètre Brewer au sol, obtenue à partir d'observations moyennées)",,301070,Instrument de mesure de l'ozone – spectrophotomètre Brewer,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307042,"(Mesure de l'ozone total par un spectrophotomètre Brewer au sol, obtenue à partir d'observations moyennées)",,307031,Données sur l'ozone - observations moyennées,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307043,"(Mesure de l'ozone total par un spectrophotomètre Dobson au sol, obtenue à partir d'une seule observation)",,301001,Indicateur régional OMM et chiffre indicatif OMM de la station,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307043,"(Mesure de l'ozone total par un spectrophotomètre Dobson au sol, obtenue à partir d'une seule observation)",,001015,Nom de la station ou du site,,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307043,"(Mesure de l'ozone total par un spectrophotomètre Dobson au sol, obtenue à partir d'une seule observation)",,301024,"Latitude/longitude (faible précision), hauteur de la station",,,,Operational
07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307043,"(Mesure de l'ozone total par un spectrophotomètre Dobson au sol, obtenue à partir d'une seule observation)",,301011,"Année, mois, jour",Mesure de l'ozone,,,Operational
