Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status
bufr4/0/22/087,22,Éléments océanographiques,022087,Direction d'où proviennent les vagues dominantes,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/22/088,22,Éléments océanographiques,022088,Première coordonnée polaire normalisée à partir des coefficients de Fourier,Numeric,2,0,7,Numeric,2,3,,,Operational
bufr4/0/22/089,22,Éléments océanographiques,022089,Première coordonnée polaire normalisée à partir des coefficients de Fourier,Numeric,2,0,7,Numeric,2,3,,,Operational
bufr4/0/22/090,22,Éléments océanographiques,022090,Estimation spectrale non directionnelle par fréquence des vagues,m2 s,2,0,20,m2 s,2,7,,,Operational
bufr4/0/22/091,22,Éléments océanographiques,022091,Estimation spectrale non directionnelle par fréquence des vagues,m3,2,0,20,m3,2,7,,,Operational
bufr4/0/22/092,22,Éléments océanographiques,022092,Estimation spectrale non directionnelle par fréquence des vagues,m2 rad-1 s,2,0,20,m2 rad-1 s,2,7,,,Operational
bufr4/0/22/093,22,Éléments océanographiques,022093,Estimation spectrale non directionnelle par fréquence des vagues,m4,2,0,20,m4,2,7,,,Operational
bufr4/0/22/094,22,Éléments océanographiques,022094,Nombre total de bandes d'ondes,Numeric,0,0,7,Numeric,0,3,,,Operational
bufr4/0/22/095,22,Éléments océanographiques,022095,Répartition directionnelle des vagues,deg,0,0,8,deg,0,3,,,Operational
bufr4/0/22/096,22,Éléments océanographiques,022096,Largeur de bande spectrale,/s,3,0,4,/s,3,2,,,Operational
bufr4/0/22/097,22,Éléments océanographiques,022097,Longueur d'onde moyenne > 731 m du spectre de l'image à des nombres d'onde faibles,m,0,0,14,m,0,5,(voir la Note 3),107,Operational
bufr4/0/22/098,22,Éléments océanographiques,022098,Écart de longueur d'onde (longueur d'onde > 731 m) à des nombres d'onde faibles,m,0,0,14,m,0,5,(voir la Note 3),107,Operational
bufr4/0/22/099,22,Éléments océanographiques,022099,Direction moyenne à des nombres d'onde faibles (longueur d'onde > 731 m),degree true,0,0,9,degree true,0,3,(voir la Note 3),107,Operational
bufr4/0/22/100,22,Éléments océanographiques,022100,Écart de longueur d'onde (longueur d'onde > 731 m) à des nombres d'onde faibles,deg,0,0,9,deg,0,3,(voir la Note 3),107,Operational
bufr4/0/22/101,22,Éléments océanographiques,022101,Énergie totale (longueur d'onde > 731 m) à des nombres d'onde faibles,Numeric,0,0,31,Numeric,0,10,(voir la Note 3),107,Operational
bufr4/0/22/102,22,Éléments océanographiques,022102,"Densité spectrale maximale non directionnelle des vagues, mise à l'échelle par fréquence",m2 s,0,0,14,m2 s,0,5,(voir la Note 3),104,Operational
bufr4/0/22/103,22,Éléments océanographiques,022103,"Densité spectrale maximale non directionnelle des vagues, mise à l'échelle par fréquence",m3,0,0,14,m3,0,5,(voir la Note 3),104,Operational
bufr4/0/22/104,22,Éléments océanographiques,022104,"Densité spectrale maximale non directionnelle des vagues, mise à l'échelle par fréquence",m2 s,0,0,14,m2 s,0,5,(voir la Note 3),104,Operational
bufr4/0/22/105,22,Éléments océanographiques,022105,"Densité spectrale maximale non directionnelle des vagues, mise à l'échelle par fréquence",m3,0,0,14,m3,0,5,(voir la Note 3),104,Operational
bufr4/0/22/106,22,Éléments océanographiques,022106,"Densité spectrale maximale non directionnelle des vagues, mise à l'échelle par fréquence",m2 s rad-1,0,0,14,m2 s rad-1,0,5,(voir la Note 3),104,Operational
bufr4/0/22/107,22,Éléments océanographiques,022107,"Densité spectrale maximale non directionnelle des vagues, mise à l'échelle par fréquence",m4,0,0,14,m4,0,5,(voir la Note 3),104,Operational
bufr4/0/22/108,22,Éléments océanographiques,022108,Rapport de densité spectrale des vagues,%,0,0,7,%,0,3,,,Operational
bufr4/0/22/120,22,Éléments océanographiques,022120,Vérification automatisée du niveau d'eau de la station de marée,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/22/121,22,Éléments océanographiques,022121,Vérification automatisée du niveau d'eau de la station de marée,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/22/122,22,Éléments océanographiques,022122,Vérification automatisée des données météorologiques de la station de marée,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/22/123,22,Éléments océanographiques,022123,Vérification automatisée des données météorologiques de la station de marée,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/22/130,22,Éléments océanographiques,022130,Nombre de points valides pour une bande spécifique,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/131,22,Éléments océanographiques,022131,Hauteur significative des vagues spécifique à la bande RMS,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/132,22,Éléments océanographiques,022132,Nombre de points valides pour une bande spécifique de hauteur significative des vagues,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/133,22,Éléments océanographiques,022133,Correction instrumentale de hauteur de vague significative spécifique à la bande,m,3,-1000,11,m,3,4,,,Operational
bufr4/0/22/134,22,Éléments océanographiques,022134,Nombre de points valides pour une bande spécifique de rétrodiffusion,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/141,22,Éléments océanographiques,022141,Température de la surface de la mer (moyenne mobile sur 15 jours),K,2,0,15,K,2,5,,,Operational
bufr4/0/22/142,22,Éléments océanographiques,022142,Hauteur significative des vagues,m2,3,-33554432,26,m2,3,8,,,Operational
bufr4/0/22/143,22,Éléments océanographiques,022143,STD de 20 Hz SWH au carré,m2,3,-8388608,24,m2,3,8,,,Operational
bufr4/0/22/144,22,Éléments océanographiques,022144,Nombre de points valides à 20 Hz pour SWH au carré,Numeric,0,0,9,Numeric,0,3,,,Operational
bufr4/0/22/145,22,Éléments océanographiques,022145,STD de portée océanique de 20 Hz,m,3,-33554432,31,m,3,10,,,Operational
bufr4/0/22/146,22,Éléments océanographiques,022146,Gamme OCOG,m,3,0,31,m,3,10,,,Operational
bufr4/0/22/147,22,Éléments océanographiques,022147,Écart-type de portée OCOG à 20 Hz,m,3,-8388608,31,m,3,10,,,Operational
bufr4/0/22/148,22,Éléments océanographiques,022148,Nombre de points valides à 20 Hz pour la portée océanique,Numeric,0,0,9,Numeric,0,3,,,Operational
bufr4/0/22/149,22,Éléments océanographiques,022149,Hauteur significative des vagues,m2,3,-33554432,26,m2,3,8,,,Operational
bufr4/0/22/150,22,Éléments océanographiques,022150,Nombre de points valides à 18 Hz pour le Ku band,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/151,22,Éléments océanographiques,022151,Plage de bande Ku,m,3,0,31,m,3,10,,,Operational
bufr4/0/22/152,22,Éléments océanographiques,022152,STD de portée océanique de 20 Hz,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/153,22,Éléments océanographiques,022153,Nombre de points valides à 18 Hz pour le S band,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/154,22,Éléments océanographiques,022154,Gamme océanique en bande S,m,3,0,31,m,3,10,,,Operational
bufr4/0/22/155,22,Éléments océanographiques,022155,STD de portée océanique de 20 Hz,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/156,22,Éléments océanographiques,022156,Hauteur significative des vagues de la bande Ku,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/157,22,Éléments océanographiques,022157,STD de portée océanique de 20 Hz,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/158,22,Éléments océanographiques,022158,Hauteur significative des vagues de la bande S,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/159,22,Éléments océanographiques,022159,Écart-type de la hauteur significative des vagues de la bande S à 18 Hz,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/160,22,Éléments océanographiques,022160,Âge d'onde inverse normalisé,Numeric,6,0,21,Numeric,6,7,,,Operational
bufr4/0/22/161,22,Éléments océanographiques,022161,Spectres d'ondes,m4,4,0,27,m4,4,9,,,Operational
bufr4/0/22/162,22,Éléments océanographiques,022162,RMS de 20 Hz de la bande Ku pour la portée océanique,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/163,22,Éléments océanographiques,022163,Nombre de points valides à 18 Hz pour le Ku band,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/164,22,Éléments océanographiques,022164,Hauteur significative des vagues de la bande Ku,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/165,22,Éléments océanographiques,022165,Nombre de points valides à 18 Hz pour le Ku band,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/166,22,Éléments océanographiques,022166,Correction instrumentale de hauteur de vague significative spécifique à la bande,m,3,-1000,11,m,3,4,,,Operational
bufr4/0/22/167,22,Éléments océanographiques,022167,Nombre de points valides pour une bande spécifique de rétrodiffusion,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/168,22,Éléments océanographiques,022168,Gamme océanique en bande S,m,3,0,31,m,3,10,,,Operational
bufr4/0/22/169,22,Éléments océanographiques,022169,RMS de 20 Hz de la bande Ku pour la portée océanique,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/170,22,Éléments océanographiques,022170,Nombre de points valides à 20 Hz pour le C band,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/171,22,Éléments océanographiques,022171,Hauteur significative des vagues de la bande C,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/172,22,Éléments océanographiques,022172,Hauteur significative des vagues spécifique à la bande RMS,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/173,22,Éléments océanographiques,022173,Nombre de points valides à 20 Hz pour le C band,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/174,22,Éléments océanographiques,022174,Correction instrumentale de hauteur de vague significative spécifique à la bande,m,3,-1000,11,m,3,4,,,Operational
bufr4/0/22/175,22,Éléments océanographiques,022175,Nombre de points valides pour une bande spécifique de rétrodiffusion,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/177,22,Éléments océanographiques,022177,Hauteur du lanceur XBT/XCTD,m,0,0,6,m,0,3,,,Operational
bufr4/0/22/178,22,Éléments océanographiques,022178,Lanceur de type XBT/XCTD,Code table,0,0,8,Code table,0,3,,,Operational
bufr4/0/22/179,22,Éléments océanographiques,022179,Hauteur significative des vagues de bande spécifique (référence négative),m,3,-500,16,m,3,6,(voir la Note 3),12,Operational
bufr4/0/22/182,22,Éléments océanographiques,022182,Hauteur de la colonne d'eau,m,3,0,23,m,3,7,(voir la Note 3),139,Operational
bufr4/0/22/184,22,Éléments océanographiques,022184,Hauteur de la colonne d'eau,m,3,-2000,12,m,3,4,,,Operational
bufr4/0/22/185,22,Éléments océanographiques,022185,Nombre de transmissions BPR,Numeric,0,0,10,Numeric,0,3,,,Operational
bufr4/0/22/186,22,Éléments océanographiques,022186,Direction moyenne d'où proviennent les vagues,degree true,0,0,9,degree true,0,3,(voir la Note 3),13,Operational
bufr4/0/22/187,22,Éléments océanographiques,022187,Répartition directionnelle des vagues,deg,0,0,9,deg,0,3,(voir la Note 3),14,Operational
bufr4/0/22/188,22,Éléments océanographiques,022188,Oxygène dissous,umol/kg,3,0,19,umol/kg,3,6,,,Operational
bufr4/0/22/189,22,Éléments océanographiques,022189,Gamme océanique en bande S,m,3,0,31,m,3,10,,,Operational
bufr4/0/22/190,22,Éléments océanographiques,022190,Hauteur significative des vagues,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/191,22,Éléments océanographiques,022191,RMS de 20 Hz de la bande Ku pour la portée océanique,m,4,0,16,m,4,5,,,Operational
