Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status
bufr4/0/14/023,14,Éclat ou irradiance inférieure ou égale à zéro,014023,"Rayonnement solaire diffus (haute précision), intégré sur la période spécifiée",J m-2,-4,0,15,J m-2,-4,5,,,Operational
bufr4/0/14/024,14,Éclat ou irradiance inférieure ou égale à zéro,014024,Rayonnement solaire direct intégré sur la dernière heure,J m-2,-4,0,15,J m-2,-4,5,,,Operational
bufr4/0/14/025,14,Éclat ou irradiance inférieure ou égale à zéro,014025,"Rayonnement solaire global, intégré sur la période spécifiée",J m-2,-4,0,15,J m-2,-4,5,,,Operational
bufr4/0/14/026,14,Éclat ou irradiance inférieure ou égale à zéro,014026,Albédos au sommet des nuages,%,0,0,7,%,0,3,,,Operational
bufr4/0/14/027,14,Éclat ou irradiance inférieure ou égale à zéro,014027,Albédo de surface,%,0,0,7,%,0,3,,,Operational
bufr4/0/14/028,14,Éclat ou irradiance inférieure ou égale à zéro,014028,"Rayonnement solaire global, intégré sur la période spécifiée",J m-2,-2,0,20,J m-2,-2,6,,,Operational
bufr4/0/14/029,14,Éclat ou irradiance inférieure ou égale à zéro,014029,"Rayonnement solaire diffus (haute précision), intégré sur la période spécifiée",J m-2,-2,0,20,J m-2,-2,6,,,Operational
bufr4/0/14/030,14,Éclat ou irradiance inférieure ou égale à zéro,014030,"Rayonnement solaire diffus (haute précision), intégré sur la période spécifiée",J m-2,-2,0,20,J m-2,-2,6,,,Operational
bufr4/0/14/031,14,Éclat ou irradiance inférieure ou égale à zéro,014031,Ensoleillement total,min,0,0,11,min,0,4,,,Operational
bufr4/0/14/032,14,Éclat ou irradiance inférieure ou égale à zéro,014032,Ensoleillement total,h,0,0,10,h,0,4,,,Operational
bufr4/0/14/033,14,Éclat ou irradiance inférieure ou égale à zéro,014033,Ensoleillement total,%,0,0,9,%,0,3,,,Operational
bufr4/0/14/034,14,Éclat ou irradiance inférieure ou égale à zéro,014034,Durée d'ensoleillement,min,0,0,11,min,0,4,,,Operational
bufr4/0/14/035,14,Éclat ou irradiance inférieure ou égale à zéro,014035,Flux de rayonnement solaire,W m-2,1,0,14,W m-2,1,5,,,Operational
bufr4/0/14/042,14,Éclat ou irradiance inférieure ou égale à zéro,014042,Réflectance,%,0,0,7,%,0,3,,,Operational
bufr4/0/14/043,14,Éclat ou irradiance inférieure ou égale à zéro,014043,(Éclat dans le canal),W m-2 sr-1 um-1,4,0,23,W m-2 sr-1 um-1,4,7,(voir la Note 3),35,Operational
bufr4/0/14/044,14,Éclat ou irradiance inférieure ou égale à zéro,014044,(Éclat dans le canal),W m-2 sr-1 cm,7,-100000,22,W m-2 sr-1 cm,7,7,,,Operational
bufr4/0/14/045,14,Éclat ou irradiance inférieure ou égale à zéro,014045,(Éclat dans le canal),W m-2 sr-1 cm,0,0,11,W m-2 sr-1 cm,0,4,(voir la Note 3),36,Operational
bufr4/0/14/046,14,Éclat ou irradiance inférieure ou égale à zéro,014046,Rayonnement moyen AVHRR mis à l'échelle,W m-2 sr-1 m,0,-5000,16,W m-2 sr-1 m,0,5,(voir la Note 3),29,Operational
bufr4/0/14/047,14,Éclat ou irradiance inférieure ou égale à zéro,014047,Rayonnement moyen AVHRR mis à l'échelle,W m-2 sr-1 m,0,0,31,W m-2 sr-1 m,0,10,,,Operational
bufr4/0/14/048,14,Éclat ou irradiance inférieure ou égale à zéro,014048,Rayonnement moyen AVHRR mis à l'échelle,W m-2 sr-1 m,0,0,31,W m-2 sr-1 m,0,10,,,Operational
bufr4/0/14/049,14,Éclat ou irradiance inférieure ou égale à zéro,014049,Rayonnement delta équivalent au bruit,W m-2 sr-1 cm,7,0,22,W m-2 sr-1 cm,0,0,,,Operational
bufr4/0/14/050,14,Éclat ou irradiance inférieure ou égale à zéro,014050,Émissivité,%,1,0,10,%,1,4,(voir la Note 3),69,Operational
bufr4/0/14/051,14,Éclat ou irradiance inférieure ou égale à zéro,014051,Rayonnement solaire direct intégré sur la dernière heure,J m-2,-3,0,14,J m-2,-3,4,,,Operational
bufr4/0/14/052,14,Éclat ou irradiance inférieure ou égale à zéro,014052,"Rayonnement solaire global, intégré sur la période spécifiée",J m-2,-2,-1048574,20,J m-2,-2,7,,,Operational
bufr4/0/14/053,14,Éclat ou irradiance inférieure ou égale à zéro,014053,"Rayonnement net, intégré sur la période spécifiée",J m-2,-2,-1048574,21,J m-2,-2,7,,,Operational
bufr4/0/14/054,14,Éclat ou irradiance inférieure ou égale à zéro,014054,"Rayonnement photosynthétiquement actif, intégré sur la période spécifiée",J m-2,-3,0,16,J m-2,-3,5,,,Operational
bufr4/0/14/055,14,Éclat ou irradiance inférieure ou égale à zéro,014055,Indice d'activité solaire,Numeric,0,-32768,16,Numeric,0,5,,,Operational
bufr4/0/14/056,14,Éclat ou irradiance inférieure ou égale à zéro,014056,Luminance de fond,Cd m-2,0,0,18,Cd m-2,0,6,,,Operational
bufr4/0/14/057,14,Éclat ou irradiance inférieure ou égale à zéro,014057,Flux de chaleur du sol,J m-2,-2,-1048574,21,J m-2,-2,7,,,Operational
bufr4/0/14/058,14,Éclat ou irradiance inférieure ou égale à zéro,014058,Rétrodiffusion corrigée en polarisation croisée,dB,2,-5000,13,dB,2,5,,,Operational
bufr4/0/14/072,14,Éclat ou irradiance inférieure ou égale à zéro,014072,Irradiation UV globale,J m-2,0,-4000000,23,J m-2,0,7,(voir la Note 3),83,Operational
