Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,Status
07,Séquences de rapports de surface (mer),D07008,Station à basse altitude,,D02012,Station à basse altitude,Rapport de surface de base,,Operational
07,Séquences de rapports de surface (mer),D07009,,,D01031,"Identification et type de station, date/heure, emplacement (haute précision), mouvement",,,Operational
07,Séquences de rapports de surface (mer),D07009,,,D02013,Rapport de surface de base,,,Operational
07,Séquences de rapports de surface (mer),D07011,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,B01063,Indicatif d’emplacement OACI,,,Operational
07,Séquences de rapports de surface (mer),D07011,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,B02001,Type de station,,,Operational
07,Séquences de rapports de surface (mer),D07011,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,D01011,"Année, mois, jour",YY,,Operational
07,Séquences de rapports de surface (mer),D07011,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,D01012,"Heure, minute, seconde","GG, gg",,Operational
07,Séquences de rapports de surface (mer),D07011,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,D01024,"Latitude/longitude (précision approximative), hauteur de la station",,,Operational
07,Séquences de rapports de surface (mer),D07011,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,B07006,Hauteur de la station,Hauteur d'un anémomètre,,Operational
07,Séquences de rapports de surface (mer),D07011,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,B11001,Direction du vent,,,Operational
07,Séquences de rapports de surface (mer),D07011,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,B11016,Direction du vent variable extrêmement antihoraire,,,Operational
07,Séquences de rapports de surface (mer),D07011,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,B11017,Direction du vent variable extrêmement antihoraire,,,Operational
07,Séquences de rapports de surface (mer),D07011,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,B11002,Vitesse du vent,,,Operational
07,Séquences de rapports de surface (mer),D07011,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,B11041,Vitesse maximale des rafales de vent,,,Operational
07,Séquences de rapports de surface (mer),D07011,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,B07006,Hauteur de la station,Hauteur d'un thermomètre,,Operational
07,Séquences de rapports de surface (mer),D07011,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,B12001,Température/température de l'air,,,Operational
07,Séquences de rapports de surface (mer),D07011,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,B12003,Température du point de rosée,,,Operational
07,Séquences de rapports de surface (mer),D07011,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,B10052,Réglage altimétrique (QNH),,,Operational
07,Séquences de rapports de surface (mer),D07011,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,B20009,Indicateur météorologique général (TAF/METAR),,,Operational
07,Séquences de rapports de surface (mer),D07012,(Visibilité horizontale),,R03000,Réplication différée de 6 descripteurs,Jusqu'à 3,,Operational
07,Séquences de rapports de surface (mer),D07012,(Visibilité horizontale),,B08023,Les valeurs statistiques de premier ordre suivent,,,Operational
07,Séquences de rapports de surface (mer),D07012,(Visibilité horizontale),,B05021,Relèvement ou angle d'azimut,Direction de visibilité observée,,Operational
07,Séquences de rapports de surface (mer),D07012,(Visibilité horizontale),,B20001,(Visibilité horizontale),VV,,Operational
07,Séquences de rapports de surface (mer),D07013,Tendance de la portée visuelle de piste,,R06000,Réplication différée de 6 descripteurs,Jusqu'à 3,,Operational
07,Séquences de rapports de surface (mer),D07013,Tendance de la portée visuelle de piste,,B01064,Indicateur de piste,DRDR,,Operational
07,Séquences de rapports de surface (mer),D07013,Tendance de la portée visuelle de piste,,B08014,Tendance de la portée visuelle de piste,,,Operational
07,Séquences de rapports de surface (mer),D07013,Tendance de la portée visuelle de piste,,B20061,Portée visuelle de piste (RVR),VRVRVRVR,,Operational
07,Séquences de rapports de surface (mer),D07013,Tendance de la portée visuelle de piste,,B08014,Tendance de la portée visuelle de piste,,,Operational
07,Séquences de rapports de surface (mer),D07013,Tendance de la portée visuelle de piste,,B20061,Portée visuelle de piste (RVR),VRVRVRVR,,Operational
07,Séquences de rapports de surface (mer),D07013,Tendance de la portée visuelle de piste,,B20018,Tendance de la portée visuelle de piste,Je,,Operational
07,Séquences de rapports de surface (mer),D07014,(Temps significatif présent ou prévu),,R01000,Réplication différée de 6 descripteurs,Jusqu'à 3,,Operational
07,Séquences de rapports de surface (mer),D07014,(Temps significatif présent ou prévu),,B20019,(Temps significatif présent ou prévu),w´w´,,Operational
07,Séquences de rapports de surface (mer),D07015,Groupe(s) de nuages,,R01000,Réplication différée de 6 descripteurs,,,Operational
07,Séquences de rapports de surface (mer),D07015,Groupe(s) de nuages,,D02005,Couche de nuage,"NsNsNs, CC, hshshs",,Operational
07,Séquences de rapports de surface (mer),D07015,Groupe(s) de nuages,,B20002,Visibilité verticale,VVhshshs - m,,Operational
07,Séquences de rapports de surface (mer),D07016,Autres phénomènes météorologiques,,R01000,Réplication différée de 6 descripteurs,Jusqu'à 3,,Operational
07,Séquences de rapports de surface (mer),D07016,Autres phénomènes météorologiques,,B20020,Autres phénomènes météorologiques,REw´w´,,Operational
07,Séquences de rapports de surface (mer),D07017,Cisaillement du vent sur la/les piste(s),,R01000,Réplication différée de 6 descripteurs,,,Operational
07,Séquences de rapports de surface (mer),D07017,Cisaillement du vent sur la/les piste(s),,B11070,Désignateur de la piste affectée par le cisaillement du vent (y compris TOUTES).,WS RWYDRDR,,Operational
07,Séquences de rapports de surface (mer),D07018,(Prévision d'atterrissage de type tendance),,B08016,Modifier le qualifiant d'une prévision de type tendance ou d'une prévision d'aérodrome,TTTTTT,,Operational
07,Séquences de rapports de surface (mer),D07018,(Prévision d'atterrissage de type tendance),,R02000,Réplication différée de 6 descripteurs,Jusqu'à 3,,Operational
07,Séquences de rapports de surface (mer),D07018,(Prévision d'atterrissage de type tendance),,B08017,Qualificateur du moment où le changement de prévision est attendu,"FM, TL, AT",,Operational
07,Séquences de rapports de surface (mer),D07018,(Prévision d'atterrissage de type tendance),,D01012,"Heure, minute, seconde","GG, gg",,Operational
07,Séquences de rapports de surface (mer),D07018,(Prévision d'atterrissage de type tendance),,R04000,Réplication différée de 6 descripteurs,Jusqu'à 3,,Operational
07,Séquences de rapports de surface (mer),D07018,(Prévision d'atterrissage de type tendance),,B07006,Hauteur de la station,,,Operational
07,Séquences de rapports de surface (mer),D07018,(Prévision d'atterrissage de type tendance),,B11001,Direction du vent,ddd,,Operational
07,Séquences de rapports de surface (mer),D07018,(Prévision d'atterrissage de type tendance),,B11002,Vitesse du vent,ff,,Operational
07,Séquences de rapports de surface (mer),D07018,(Prévision d'atterrissage de type tendance),,B11041,Vitesse maximale des rafales de vent,fmfm - kt,,Operational
07,Séquences de rapports de surface (mer),D07018,(Prévision d'atterrissage de type tendance),,B20009,Indicateur météorologique général (TAF/METAR),,,Operational
07,Séquences de rapports de surface (mer),D07018,(Prévision d'atterrissage de type tendance),,R01000,Réplication différée de 6 descripteurs,Jusqu'à 3,,Operational
07,Séquences de rapports de surface (mer),D07018,(Prévision d'atterrissage de type tendance),,B20001,(Visibilité horizontale),VV,,Operational
07,Séquences de rapports de surface (mer),D07018,(Prévision d'atterrissage de type tendance),,D07014,(Temps significatif présent ou prévu),w´w´,,Operational
07,Séquences de rapports de surface (mer),D07020,(METAR/SPECI court),,D07011,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,,Operational
07,Séquences de rapports de surface (mer),D07020,(METAR/SPECI court),,D07014,(Temps significatif présent ou prévu),w´w´,,Operational
07,Séquences de rapports de surface (mer),D07020,(METAR/SPECI court),,D07016,Autres phénomènes météorologiques,REw´w´,,Operational
07,Séquences de rapports de surface (mer),D07021,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,D07011,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,,Operational
07,Séquences de rapports de surface (mer),D07021,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,D07012,(Visibilité horizontale),DvVVVV,,Operational
07,Séquences de rapports de surface (mer),D07021,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,D07013,Tendance de la portée visuelle de piste,DRDR/VRVRVRVR,,Operational
07,Séquences de rapports de surface (mer),D07021,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,D07014,(Temps significatif présent ou prévu),w´w´,,Operational
07,Séquences de rapports de surface (mer),D07021,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,D07015,Groupe(s) de nuages,,,Operational
07,Séquences de rapports de surface (mer),D07021,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,D07016,Autres phénomènes météorologiques,REw´w´,,Operational
07,Séquences de rapports de surface (mer),D07021,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,D07017,Cisaillement du vent sur la/les piste(s),,,Operational
07,Séquences de rapports de surface (mer),D07021,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,D07018,(Prévision d'atterrissage de type tendance),,,Operational
07,Séquences de rapports de surface (mer),D07021,(Partie principale des données pour la représentation du code METAR/SPECI en BUFR),,D07015,Groupe(s) de nuages,,,Operational
07,Séquences de rapports de surface (mer),D07030,(Données d'ozone - observation unique),,B15001,Qualité totale de l'ozone,,,Operational
07,Séquences de rapports de surface (mer),D07030,(Données d'ozone - observation unique),,B15002,Masse d'air (chemin oblique à 22 km),,,Operational
07,Séquences de rapports de surface (mer),D07031,(Données d'ozone - observation unique),,B08022,Nombre total (par rapport à l'accumulation ou à la moyenne),Nombre de mesures,,Operational
07,Séquences de rapports de surface (mer),D07031,(Données d'ozone - observation unique),,B08023,Les valeurs statistiques de premier ordre suivent,= 4 Valeur moyenne,,Operational
07,Séquences de rapports de surface (mer),D07031,(Données d'ozone - observation unique),,B15001,Qualité totale de l'ozone,Valeur moyenne de la mesure de l'ozone,,Operational
07,Séquences de rapports de surface (mer),D07031,(Données d'ozone - observation unique),,B08023,Les valeurs statistiques de premier ordre suivent,= 9 Meilleure estimation de l'écart type,,Operational
07,Séquences de rapports de surface (mer),D07031,(Données d'ozone - observation unique),,B15001,Qualité totale de l'ozone,Valeur moyenne de la mesure de l'ozone,,Operational
07,Séquences de rapports de surface (mer),D07031,(Données d'ozone - observation unique),,B08023,Les valeurs statistiques de premier ordre suivent,Moyenne harmonique,,Operational
07,Séquences de rapports de surface (mer),D07031,(Données d'ozone - observation unique),,B15002,Masse d'air (chemin oblique à 22 km),Valeur moyenne harmonique de la masse d'air,,Operational
07,Séquences de rapports de surface (mer),D07041,(Mesure totale d'ozone à partir d'un spectrophotomètre Brewer au sol obtenue à partir d'une seule observation),,D01001,(Numéros de bloc et de station OMM),,,Operational
07,Séquences de rapports de surface (mer),D07041,(Mesure totale d'ozone à partir d'un spectrophotomètre Brewer au sol obtenue à partir d'une seule observation),,B01015,Nom de station ou de site,,,Operational
07,Séquences de rapports de surface (mer),D07041,(Mesure totale d'ozone à partir d'un spectrophotomètre Brewer au sol obtenue à partir d'une seule observation),,D01024,"Latitude/longitude (précision approximative), hauteur de la station",,,Operational
07,Séquences de rapports de surface (mer),D07041,(Mesure totale d'ozone à partir d'un spectrophotomètre Brewer au sol obtenue à partir d'une seule observation),,D01011,"Année, mois, jour",Valeur moyenne de la mesure de l'ozone,,Operational
07,Séquences de rapports de surface (mer),D07041,(Mesure totale d'ozone à partir d'un spectrophotomètre Brewer au sol obtenue à partir d'une seule observation),,D01012,"Heure, minute, seconde",Valeur moyenne de la mesure de l'ozone,,Operational
07,Séquences de rapports de surface (mer),D07041,(Mesure totale d'ozone à partir d'un spectrophotomètre Brewer au sol obtenue à partir d'une seule observation),,D01070,(Mesure totale d'ozone à partir d'un spectrophotomètre Brewer au sol obtenue à partir d'une seule observation),,,Operational
07,Séquences de rapports de surface (mer),D07041,(Mesure totale d'ozone à partir d'un spectrophotomètre Brewer au sol obtenue à partir d'une seule observation),,D07030,(Données d'ozone - observation unique),,,Operational
07,Séquences de rapports de surface (mer),D07042,(Mesure totale d'ozone à partir d'un spectrophotomètre Brewer au sol obtenue à partir d'une seule observation),,D01001,(Numéros de bloc et de station OMM),,,Operational
07,Séquences de rapports de surface (mer),D07042,(Mesure totale d'ozone à partir d'un spectrophotomètre Brewer au sol obtenue à partir d'une seule observation),,B01015,Nom de station ou de site,,,Operational
07,Séquences de rapports de surface (mer),D07042,(Mesure totale d'ozone à partir d'un spectrophotomètre Brewer au sol obtenue à partir d'une seule observation),,D01024,"Latitude/longitude (précision approximative), hauteur de la station",,,Operational
07,Séquences de rapports de surface (mer),D07042,(Mesure totale d'ozone à partir d'un spectrophotomètre Brewer au sol obtenue à partir d'une seule observation),,D01011,"Année, mois, jour",Valeur moyenne de la mesure de l'ozone,,Operational
07,Séquences de rapports de surface (mer),D07042,(Mesure totale d'ozone à partir d'un spectrophotomètre Brewer au sol obtenue à partir d'une seule observation),,D01012,"Heure, minute, seconde",Valeur moyenne de la mesure de l'ozone,,Operational
07,Séquences de rapports de surface (mer),D07042,(Mesure totale d'ozone à partir d'un spectrophotomètre Brewer au sol obtenue à partir d'une seule observation),,B08021,Signification du temps,Moyenne d'ensemble,,Operational
07,Séquences de rapports de surface (mer),D07042,(Mesure totale d'ozone à partir d'un spectrophotomètre Brewer au sol obtenue à partir d'une seule observation),,B04025,Période de temps ou déplacement,Période de temps (minutes) pour le calcul de la moyenne,,Operational
07,Séquences de rapports de surface (mer),D07042,(Mesure totale d'ozone à partir d'un spectrophotomètre Brewer au sol obtenue à partir d'une seule observation),,D01070,(Mesure totale d'ozone à partir d'un spectrophotomètre Brewer au sol obtenue à partir d'une seule observation),,,Operational
07,Séquences de rapports de surface (mer),D07042,(Mesure totale d'ozone à partir d'un spectrophotomètre Brewer au sol obtenue à partir d'une seule observation),,D07031,(Données d'ozone - observation unique),,,Operational
07,Séquences de rapports de surface (mer),D07043,Instrumentation d'ozone - Spectrophotomètre Dobson,,D01001,(Numéros de bloc et de station OMM),,,Operational
07,Séquences de rapports de surface (mer),D07043,Instrumentation d'ozone - Spectrophotomètre Dobson,,B01015,Nom de station ou de site,,,Operational
07,Séquences de rapports de surface (mer),D07043,Instrumentation d'ozone - Spectrophotomètre Dobson,,D01024,"Latitude/longitude (précision approximative), hauteur de la station",,,Operational
07,Séquences de rapports de surface (mer),D07043,Instrumentation d'ozone - Spectrophotomètre Dobson,,D01011,"Année, mois, jour",Valeur moyenne de la mesure de l'ozone,,Operational
07,Séquences de rapports de surface (mer),D07043,Instrumentation d'ozone - Spectrophotomètre Dobson,,D01012,"Heure, minute, seconde",Valeur moyenne de la mesure de l'ozone,,Operational
07,Séquences de rapports de surface (mer),D07043,Instrumentation d'ozone - Spectrophotomètre Dobson,,D01074,Instrumentation d'ozone - Spectrophotomètre Dobson,,,Operational
07,Séquences de rapports de surface (mer),D07043,Instrumentation d'ozone - Spectrophotomètre Dobson,,D07030,(Données d'ozone - observation unique),,,Operational
07,Séquences de rapports de surface (mer),D07044,Instrumentation d'ozone - Spectrophotomètre Dobson,,D01001,(Numéros de bloc et de station OMM),,,Operational
07,Séquences de rapports de surface (mer),D07044,Instrumentation d'ozone - Spectrophotomètre Dobson,,B01015,Nom de station ou de site,,,Operational
07,Séquences de rapports de surface (mer),D07044,Instrumentation d'ozone - Spectrophotomètre Dobson,,D01024,"Latitude/longitude (précision approximative), hauteur de la station",,,Operational
07,Séquences de rapports de surface (mer),D07044,Instrumentation d'ozone - Spectrophotomètre Dobson,,D01011,"Année, mois, jour",Valeur moyenne de la mesure de l'ozone,,Operational
07,Séquences de rapports de surface (mer),D07044,Instrumentation d'ozone - Spectrophotomètre Dobson,,D01012,"Heure, minute, seconde",Valeur moyenne de la mesure de l'ozone,,Operational
07,Séquences de rapports de surface (mer),D07044,Instrumentation d'ozone - Spectrophotomètre Dobson,,B08021,Signification du temps,Moyenne d'ensemble,,Operational
07,Séquences de rapports de surface (mer),D07044,Instrumentation d'ozone - Spectrophotomètre Dobson,,B04025,Période de temps ou déplacement,Période de temps (minutes) pour le calcul de la moyenne,,Operational
07,Séquences de rapports de surface (mer),D07044,Instrumentation d'ozone - Spectrophotomètre Dobson,,D01074,Instrumentation d'ozone - Spectrophotomètre Dobson,,,Operational
07,Séquences de rapports de surface (mer),D07044,Instrumentation d'ozone - Spectrophotomètre Dobson,,D07031,(Données d'ozone - observation unique),,,Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,B01063,Indicatif d’emplacement OACI,CCCC,,Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,B08079,Statut du produit,METAR SPECI COR,,Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,B02001,Type de station,AUTO,,Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,D01011,"Année, mois, jour",YY,,Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,D01012,"Heure, minute, seconde",GGgg,,Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,D01023,"Latitude/longitude (précision approximative), jour/heure",,,Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,B07030,Hauteur du sol de la station au-dessus du niveau moyen de la mer,,,Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,B07031,Hauteur du baromètre au-dessus du niveau moyen de la mer,,,Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,B07032,Ajusté à ou par rapport à la hauteur représentative du capteur au-dessus du sol local (ou du pont de la plateforme marine),= 10 m (si la valeur réelle n'est pas disponible),,Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,B11001,Direction du vent,ddd,,Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,B11016,Direction du vent variable extrêmement antihoraire,dndndn,,Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,B11017,Direction du vent variable extrêmement antihoraire,dxdxdx,,Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,B08054,Qualificatif pour la vitesse du vent ou les rafales de vent,P,,Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,B11083,Vitesse du vent,ff - km/h,(voir la Note 3),Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,B11084,Vitesse du vent,ff - kt,(voir la Note 3),Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,B11002,Vitesse du vent,ff - m/s,(voir la Note 3),Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,B08054,Qualificatif pour la vitesse du vent ou les rafales de vent,P,,Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,B11085,Vitesse maximale des rafales de vent,fmfm - km/h,(voir la Note 3),Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,B11086,Vitesse maximale des rafales de vent,fmfm - kt,(voir la Note 3),Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,B11041,Vitesse maximale des rafales de vent,fmfm - kt,(voir la Note 3),Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,B08054,Qualificatif pour la vitesse du vent ou les rafales de vent,Définir sur manquant (annuler),,Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,B07032,Ajusté à ou par rapport à la hauteur représentative du capteur au-dessus du sol local (ou du pont de la plateforme marine),= 10 m (si la valeur réelle n'est pas disponible),,Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,B12023,Température/température de l'air,T'T' - Celsius,,Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,B12024,Température du point de rosée,T'T' - Celsius,,Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,B07032,Ajusté à ou par rapport à la hauteur représentative du capteur au-dessus du sol local (ou du pont de la plateforme marine),Définir sur manquant (annuler),,Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,B10052,Réglage altimétrique (QNH),QPHPHPHPH,,Operational
07,Séquences de rapports de surface (mer),D07045,"(Partie principale de METAR/SPECI), remplaçant 3 07 011",,B20009,Indicateur météorologique général (TAF/METAR),CAVOK,,Operational
07,Séquences de rapports de surface (mer),D07046,(Visibilité METAR/SPECI),,B20060,(Visibilité horizontale),VVVV ou VVVVNDV,,Operational
07,Séquences de rapports de surface (mer),D07046,(Visibilité METAR/SPECI),,R02000,Réplication différée de 6 descripteurs,Jusqu'à 3,,Operational
07,Séquences de rapports de surface (mer),D07046,(Visibilité METAR/SPECI),,B05021,Relèvement ou angle d'azimut,Direction de visibilité observée,,Operational
07,Séquences de rapports de surface (mer),D07046,(Visibilité METAR/SPECI),,B20059,Visibilité horizontale minimale,VNVNVNVN,,Operational
07,Séquences de rapports de surface (mer),D07047,"(Nuages METAR/SPECI/TAF), remplaçant 3 07 015",,R05000,Réplication différée de 6 descripteurs,,,Operational
07,Séquences de rapports de surface (mer),D07047,"(Nuages METAR/SPECI/TAF), remplaçant 3 07 015",,B08002,Signification verticale (observations satellitaires),,,Operational
07,Séquences de rapports de surface (mer),D07047,"(Nuages METAR/SPECI/TAF), remplaçant 3 07 015",,B20011,Quantité de nuages,NsNsNs,,Operational
07,Séquences de rapports de surface (mer),D07047,"(Nuages METAR/SPECI/TAF), remplaçant 3 07 015",,B20012,Type de nuage,CC,,Operational
07,Séquences de rapports de surface (mer),D07047,"(Nuages METAR/SPECI/TAF), remplaçant 3 07 015",,B20013,Hauteur du sommet du nuage,hshshs - m,,Operational
07,Séquences de rapports de surface (mer),D07047,"(Nuages METAR/SPECI/TAF), remplaçant 3 07 015",,B20092,Hauteur du sommet du nuage,hshshs - m,,Operational
07,Séquences de rapports de surface (mer),D07047,"(Nuages METAR/SPECI/TAF), remplaçant 3 07 015",,B20002,Visibilité verticale,VVhshshs - m,,Operational
07,Séquences de rapports de surface (mer),D07047,"(Nuages METAR/SPECI/TAF), remplaçant 3 07 015",,B20091,Visibilité verticale,VVhshshs - m,,Operational
07,Séquences de rapports de surface (mer),D07048,"(Prévision de type tendance), remplaçant 3 07 018",,B08016,Modifier le qualifiant d'une prévision de type tendance ou d'une prévision d'aérodrome,TTTTT NOSIG,,Operational
07,Séquences de rapports de surface (mer),D07048,"(Prévision de type tendance), remplaçant 3 07 018",,R02000,Réplication différée de 6 descripteurs,"= 0, 1 ou 2",,Operational
07,Séquences de rapports de surface (mer),D07048,"(Prévision de type tendance), remplaçant 3 07 018",,B08017,Qualificateur du moment où le changement de prévision est attendu,TT,,Operational
07,Séquences de rapports de surface (mer),D07048,"(Prévision de type tendance), remplaçant 3 07 018",,D01012,"Heure, minute, seconde",GGgg,,Operational
07,Séquences de rapports de surface (mer),D07048,"(Prévision de type tendance), remplaçant 3 07 018",,R12000,Réplication différée de 6 descripteurs,"= 0, 1 ou 2",,Operational
07,Séquences de rapports de surface (mer),D07048,"(Prévision de type tendance), remplaçant 3 07 018",,B07032,Ajusté à ou par rapport à la hauteur représentative du capteur au-dessus du sol local (ou du pont de la plateforme marine),= 10 m (si la valeur réelle n'est pas disponible),,Operational
07,Séquences de rapports de surface (mer),D07048,"(Prévision de type tendance), remplaçant 3 07 018",,B11001,Direction du vent,ddd,,Operational
07,Séquences de rapports de surface (mer),D07048,"(Prévision de type tendance), remplaçant 3 07 018",,B08054,Qualificatif pour la vitesse du vent ou les rafales de vent,P,,Operational
07,Séquences de rapports de surface (mer),D07048,"(Prévision de type tendance), remplaçant 3 07 018",,B11083,Vitesse du vent,ff - km/h,(voir la Note 3),Operational
07,Séquences de rapports de surface (mer),D07048,"(Prévision de type tendance), remplaçant 3 07 018",,B11084,Vitesse du vent,ff - kt,(voir la Note 3),Operational
07,Séquences de rapports de surface (mer),D07048,"(Prévision de type tendance), remplaçant 3 07 018",,B11002,Vitesse du vent,ff - m/s,(voir la Note 3),Operational
07,Séquences de rapports de surface (mer),D07048,"(Prévision de type tendance), remplaçant 3 07 018",,B08054,Qualificatif pour la vitesse du vent ou les rafales de vent,P,,Operational
07,Séquences de rapports de surface (mer),D07048,"(Prévision de type tendance), remplaçant 3 07 018",,B11085,Vitesse maximale des rafales de vent,fmfm - km/h,(voir la Note 3),Operational
