"ClassNo","ClassName_fr","FXY","ElementName_fr","BUFR_Unit_fr","BUFR_Scale","BUFR_ReferenceValue","BUFR_DataWidth_Bits","CREX_Unit_fr","CREX_Scale","CREX_DataWidth_Char","Note_fr","noteIDs","Status"
"40","Classe 40 Données satellitaires","040043","Indicateur de manœuvre du satellite","Table de code","0","0","3","Table de code","0","1","","","Operational"
"40","Classe 40 Données satellitaires","040044","Indice de poussière","Numérique","1","0","8","Numérique","1","3","","","Operational"
"40","Classe 40 Données satellitaires","040045","Formation de nuages et détermination de l'altitude","Table d'indicateurs","0","0","5","Table d'indicateurs","0","2","","","Operational"
"40","Classe 40 Données satellitaires","040046","Résumé de la nébulosité","Table de code","0","0","3","Table de code","0","1","","","Operational"
"40","Classe 40 Données satellitaires","040047","Indicateur de validation pour les produits IASI ou IASI-NG de niveau 1","Table de code","0","0","3","Table de code","0","1","","","Operational"
"40","Classe 40 Données satellitaires","040048","Indicateur de validation pour les flux de données AMSU-A de niveau 1","Table de code","0","0","3","Table de code","0","1","","","Operational"
"40","Classe 40 Données satellitaires","040049","Tests de nuages effectués et résultats","Table d'indicateurs","0","0","16","Table d'indicateurs","0","5","","","Operational"
"40","Classe 40 Données satellitaires","040050","Initialisation de l'extraction","Table d'indicateurs","0","0","8","Table d'indicateurs","0","3","","","Operational"
"40","Classe 40 Données satellitaires","040051","Convergence d'extraction itérative","Table de code","0","0","3","Table de code","0","1","","","Operational"
"40","Classe 40 Données satellitaires","040052","Indication de gradient superadiabatique et de sursaturation dans une extraction finale","Table d'indicateurs","0","0","8","Table d'indicateurs","0","3","","","Operational"
"40","Classe 40 Données satellitaires","040053","Nombre d'itérations utilisées pour une extraction","Numérique","0","0","8","Numérique","0","3","","","Operational"
"40","Classe 40 Données satellitaires","040054","Erreurs de traitement et d'entrée potentielles","Table d'indicateurs","0","0","13","Table d'indicateurs","0","4","","","Operational"
"40","Classe 40 Données satellitaires","040055","Diagnostics relatifs à l'extraction","Table d'indicateurs","0","0","21","Table d'indicateurs","0","7","","","Operational"
"40","Classe 40 Données satellitaires","040056","Qualité générale d'une extraction","Table de code","0","0","3","Table de code","0","1","","","Operational"
"40","Classe 40 Données satellitaires","040057","Indicateurs d'extraction de données IASI de niveau 2","Table d'indicateurs","0","0","31","Table d'indicateurs","0","10","","","Operational"
"40","Classe 40 Données satellitaires","040058","Nombre de vecteurs décrivant les matrices de caractérisation","Numérique","0","0","8","Numérique","0","3","","","Operational"
"40","Classe 40 Données satellitaires","040059","Nombre de couches effectivement extraites","Numérique","0","0","8","Numérique","0","3","","","Operational"
"40","Classe 40 Données satellitaires","040060","Nombre de profils extraits sur une ligne de balayage","Numérique","0","0","8","Numérique","0","3","","","Operational"
"40","Classe 40 Données satellitaires","040061","Colonnes partielles d'air dans chaque couche extraite","mol/cm²","3","0","16","mol/cm²","3","5","","","Operational"
"40","Classe 40 Données satellitaires","040062","Colonnes partielles a priori dans chaque couche extraite","mol/cm²","10","0","16","mol/cm²","10","5","","","Operational"
"40","Classe 40 Données satellitaires","040063","Vecteur de mise à l'échelle multipliant le vecteur CO a priori afin de définir le vecteur CO extrait","Numérique","5","0","26","Numérique","5","8","","","Operational"
"40","Classe 40 Données satellitaires","040064","Principales valeurs propres de la matrice de sensibilité","Numérique","6","0","31","Numérique","6","10","","","Operational"
"40","Classe 40 Données satellitaires","040065","Principaux vecteurs propres de la matrice de sensibilité","Numérique","6","-1000000000","31","Numérique","6","10","","","Operational"
"40","Classe 40 Données satellitaires","040066","Indicateur de qualité pour la vapeur d'eau atmosphérique","Numérique","1","0","8","Numérique","1","3","","","Operational"
"40","Classe 40 Données satellitaires","040067","Indicateur de qualité pour la température atmosphérique","Numérique","1","0","8","Numérique","1","3","","","Operational"
"40","Classe 40 Données satellitaires","040068","Indicateur général de la qualité des extractions pour le SO2","Table de code","0","0","4","Table de code","0","2","","","Operational"
"40","Classe 40 Données satellitaires","040069","Erreur d'extraction estimative de la température de l'air en surface selon la méthode PWLR*","K","4","-1000000","21","K","4","7","","","Operational"
"40","Classe 40 Données satellitaires","040070","Erreur d'extraction estimative du point de rosée en surface selon la méthode PWLR","K","4","-1000000","21","K","4","7","","","Operational"
"40","Classe 40 Données satellitaires","040071","Matrice de covariance d'erreur d'extraction de l'ozone dans le domaine principal des composantes","Numérique","4","-1000000","21","Numérique","4","7","","","Operational"
"40","Classe 40 Données satellitaires","040072","Indicateur estimatif de qualité d'extraction de l'ozone atmosphérique selon la méthode PWLR","Numérique","1","0","8","Numérique","1","3","","","Operational"
"40","Classe 40 Données satellitaires","040073","Erreur d'extraction estimative de la température de la pellicule superficielle selon la méthode PWLR","K","1","0","8","k","1","3","","","Operational"
