"ClassNo","ClassName_fr","FXY","ElementName_fr","BUFR_Unit_fr","BUFR_Scale","BUFR_ReferenceValue","BUFR_DataWidth_Bits","CREX_Unit_fr","CREX_Scale","CREX_DataWidth_Char","Note_fr","noteIDs","Status"
"12","Classe 12 – Température","012066","Température d'antenne","K","2","0","16","°C","2","5","","","Operational"
"12","Classe 12 – Température","012070","Température de la charge chaude","K","2","0","16","K","2","5","","","Operational"
"12","Classe 12 – Température","012071","Température la plus basse de l'amas","K","1","0","12","K","1","4","","","Operational"
"12","Classe 12 – Température","012072","Luminance énergétique","W m-2 sr-1","6","0","31","W m-2 sr-1","6","9","","","Operational"
"12","Classe 12 – Température","012075","Luminance énergétique spectrale","W m-3 sr-1","-3","0","16","W m-3 sr-1","-3","5","","","Operational"
"12","Classe 12 – Température","012076","Luminance énergétique","W m-2 sr-1","3","0","16","W m-2 sr-1","3","5","(voir note 2)","2","Operational"
"12","Classe 12 – Température","012080","Partie réelle de la température de luminance","K","2","-10000","16","K","2","5","","","Operational"
"12","Classe 12 – Température","012081","Partie imaginaire de la température de luminance","K","2","-10000","16","K","2","5","","","Operational"
"12","Classe 12 – Température","012082","Précision radiométrique des pixels","K","2","0","12","K","2","4","","","Operational"
"12","Classe 12 – Température","012101","Température/température de l'air","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012102","Température du thermomètre mouillé","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012103","Point de rosée","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012104","Température de l'air à 2 m","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012105","Température du thermomètre mouillé à 2 m","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012106","Température du point de rosée à 2 m","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012107","Température virtuelle","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012111","Température maximale, à une hauteur et sur une période déterminées","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012112","Température minimale, à une hauteur et sur une période déterminées","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012113","Température minimale au sol, au cours des 12 heures précédentes","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012114","Température maximale à 2 m, au cours des 12 heures précédentes","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012115","Température minimale à 2 m, au cours des 12 heures précédentes","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012116","Température maximale à 2 m, au cours des 24 heures précédentes","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012117","Température minimale à 2 m, au cours des 24 heures précédentes","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012118","Température maximale à une hauteur déterminée, au cours des 24 heures précédentes","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012119","Température minimale à une hauteur déterminée, au cours des 24 heures précédentes","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012120","Température au sol","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012121","Température minimale au sol","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012122","Température minimale au sol la nuit précédente","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012128","Température à la surface de la route","K","2","0","16","°C","2","5","","","Operational"
"12","Classe 12 – Température","012129","Température sous la surface de la route","K","2","0","16","°C","2","5","","","Operational"
"12","Classe 12 – Température","012130","Température du sol","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012131","Température de la neige","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012132","Température à la surface de la glace","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012151","Écart-type de la température moyenne journalière","K","2","0","12","°C","2","4","","","Operational"
"12","Classe 12 – Température","012152","Température moyenne journalière la plus élevée","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012153","Température moyenne journalière la plus basse","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012158","Équivalent en bruit du différentiel de température sur cible froide","K","2","0","12","°C","2","4","","","Operational"
"12","Classe 12 – Température","012159","Équivalent en bruit du différentiel de température sur cible chaude","K","2","0","12","°C","2","4","","","Operational"
"12","Classe 12 – Température","012161","Température de la pellicule superficielle","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012162","Température équivalente du corps noir","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012163","Température de luminance","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012164","Température de l'instrument","K","2","0","16","K","2","5","","","Operational"
"12","Classe 12 – Température","012165","Température de luminance du rayonnement solaire direct","K","0","0","23","K","0","7","","","Operational"
"12","Classe 12 – Température","012166","Précision de l'instantané","K","1","-4000","13","K","1","4","","","Operational"
"12","Classe 12 – Température","012167","Précision radiométrique (polarisation pure)","K","1","0","9","K","1","3","","","Operational"
"12","Classe 12 – Température","012168","Précision radiométrique (polarisation croisée)","K","1","0","9","K","1","3","","","Operational"
"12","Classe 12 – Température","012171","Température la plus basse de l'amas","K","2","0","16","K","2","5","","","Operational"
"12","Classe 12 – Température","012180","Température de luminance moyenne observée à 12 µm pour tous les pixels clairs au nadir","K","2","0","16","K","2","5","","","Operational"
"12","Classe 12 – Température","012181","Température de luminance moyenne observée à 11 µm pour tous les pixels clairs au nadir","K","2","0","16","K","2","5","","","Operational"
"12","Classe 12 – Température","012182","Température de luminance moyenne observée à 3,7 µm pour tous les pixels clairs au nadir","K","2","0","16","K","2","5","","","Operational"
"12","Classe 12 – Température","012183","Température de luminance moyenne observée à 12 µm pour tous les pixels clairs en visée avant","K","2","0","16","K","2","5","","","Operational"
"12","Classe 12 – Température","012184","Température de luminance moyenne observée à 11 µm pour tous les pixels clairs en visée avant","K","2","0","16","K","2","5","","","Operational"
"12","Classe 12 – Température","012185","Température de luminance moyenne observée à 3,7 µm pour tous les pixels clairs en visée avant","K","2","0","16","K","2","5","","","Operational"
"12","Classe 12 – Température","012186","Température moyenne de surface de la mer au nadir","K","2","0","16","K","2","5","","","Operational"
"12","Classe 12 – Température","012187","Température moyenne de surface de la mer en double visée","K","2","0","16","K","2","5","","","Operational"
"12","Classe 12 – Température","012188","Température de luminance par interpolation – données MWR en bande 23,8 GHz","K","2","0","16","K","2","5","","","Operational"
"12","Classe 12 – Température","012189","Température de luminance par interpolation - données MWR en bande 36,5 GHz","K","2","0","16","K","2","5","","","Operational"
