FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status
019107,Intervalo de tiempo respect del que se ha calculado el desplazamiento del ciclón tropical,8,De 18 a menos de 21 horas,,,,,Operational
019107,Intervalo de tiempo respect del que se ha calculado el desplazamiento del ciclón tropical,9,De 21 a menos de 30 horas,,,,,Operational
019107,Intervalo de tiempo respect del que se ha calculado el desplazamiento del ciclón tropical,10-14,No utilizadas,,,,,Operational
019107,Intervalo de tiempo respect del que se ha calculado el desplazamiento del ciclón tropical,15,Valor faltante,,,,,Operational
019108,Precisión de la posición geográfica del ciclón tropical,0,Centro del ciclón a menos de 10 km de la posición transmitida,,,,,Operational
019108,Precisión de la posición geográfica del ciclón tropical,1,Centro del ciclón a menos de 20 km de la posición transmitida,,,,,Operational
019108,Precisión de la posición geográfica del ciclón tropical,2,Centro del ciclón a menos de 50 km de la posición transmitida,,,,,Operational
019108,Precisión de la posición geográfica del ciclón tropical,3,Centro del ciclón a menos de 100 km de la posición transmitida,,,,,Operational
019108,Precisión de la posición geográfica del ciclón tropical,4,Centro del ciclón a menos de 200 km de la posición transmitida,,,,,Operational
019108,Precisión de la posición geográfica del ciclón tropical,5,Centro del ciclón a menos de 300 km de la posición transmitida,,,,,Operational
019108,Precisión de la posición geográfica del ciclón tropical,6,Centro del ciclón indeterminado,,,,,Operational
019108,Precisión de la posición geográfica del ciclón tropical,7,Valor faltante,,,,,Operational
019109,Diámetro medio de la cobertura nubosa del cicló tropical,0,Menos de 1º de latitud,,,,,Operational
019109,Diámetro medio de la cobertura nubosa del cicló tropical,1,De 1 a menos de 2º de latitud,,,,,Operational
019109,Diámetro medio de la cobertura nubosa del cicló tropical,2,De 2 a menos de 3º de latitud,,,,,Operational
019109,Diámetro medio de la cobertura nubosa del cicló tropical,3,De 3 a menos de 4º de latitud,,,,,Operational
019109,Diámetro medio de la cobertura nubosa del cicló tropical,4,De 4 a menos de 5º de latitud,,,,,Operational
019109,Diámetro medio de la cobertura nubosa del cicló tropical,5,De 5 a menos de 6º de latitud,,,,,Operational
019109,Diámetro medio de la cobertura nubosa del cicló tropical,6,De 6 a menos de 7º de latitud,,,,,Operational
019109,Diámetro medio de la cobertura nubosa del cicló tropical,7,De 7 a menos de 8° de latitud,,,,,Operational
019109,Diámetro medio de la cobertura nubosa del cicló tropical,8,De 8 a menos de 9° de latitud,,,,,Operational
019109,Diámetro medio de la cobertura nubosa del cicló tropical,9,9° de latitud o más,,,,,Operational
019109,Diámetro medio de la cobertura nubosa del cicló tropical,10,Indeterminada,,,,,Operational
019109,Diámetro medio de la cobertura nubosa del cicló tropical,11-14,No utilizadas,,,,,Operational
019109,Diámetro medio de la cobertura nubosa del cicló tropical,15,Valor faltante,,,,,Operational
019110,Cambio aparente en 24 horas de la intensidad del clicón tropical,0,Debilitándose mucho,,,,,Operational
019110,Cambio aparente en 24 horas de la intensidad del clicón tropical,1,Debilitándose,,,,,Operational
019110,Cambio aparente en 24 horas de la intensidad del clicón tropical,2,Ningún cambio,,,,,Operational
019110,Cambio aparente en 24 horas de la intensidad del clicón tropical,3,Intensificación,,,,,Operational
019110,Cambio aparente en 24 horas de la intensidad del clicón tropical,4,Fuerte intensificación,,,,,Operational
019110,Cambio aparente en 24 horas de la intensidad del clicón tropical,5-8,Reservadas,,,,,Operational
019110,Cambio aparente en 24 horas de la intensidad del clicón tropical,9,No observado anteriormente,,,,,Operational
019110,Cambio aparente en 24 horas de la intensidad del clicón tropical,10,Indeterminada,,,,,Operational
019110,Cambio aparente en 24 horas de la intensidad del clicón tropical,11-14,No utilizadas,,,,,Operational
019110,Cambio aparente en 24 horas de la intensidad del clicón tropical,15,Valor faltante,,,,,Operational
019113,Tipo de configuración nubosa del número de DT,1,Banda curvada,,,,,Operational
019113,Tipo de configuración nubosa del número de DT,2,Cortante,,,,,Operational
019113,Tipo de configuración nubosa del número de DT,3,Ojo,,,,,Operational
019113,Tipo de configuración nubosa del número de DT,4,Ojo en franja,,,,,Operational
019113,Tipo de configuración nubosa del número de DT,5,Cobertura central densa (CDO),,,,,Operational
019113,Tipo de configuración nubosa del número de DT,6,Centro subsumido,,,,,Operational
019113,Tipo de configuración nubosa del número de DT,7,Cubierta fría central (CCC),,,,,Operational
019113,Tipo de configuración nubosa del número de DT,8-14,Reservadas,,,,,Operational
019113,Tipo de configuración nubosa del número de DT,15,Valor faltante,,,,,Operational
019117,Tipo de imagen de la nube del número de PT,1,A (bandada curvada),,,,,Operational
019117,Tipo de imagen de la nube del número de PT,2,B (CDO),,,,,Operational
019117,Tipo de imagen de la nube del número de PT,3,C (cortante),,,,,Operational
019117,Tipo de imagen de la nube del número de PT,4-6,Reservadas,,,,,Operational
019117,Tipo de imagen de la nube del número de PT,7,Valor faltante,,,,,Operational
019119,Tipo del número T final,1,Número DT,,,,,Operational
019119,Tipo del número T final,2,Número PT,,,,,Operational
019119,Tipo del número T final,3,Número MET,,,,,Operational
019119,Tipo del número T final,4-6,Reservadas,,,,,Operational
019119,Tipo del número T final,7,Valor faltante,,,,,Operational
