FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status
002007,Tipo de sensor del instrumento de medición del nivel de agua,8,Acústico (con tubo de sondeo),,,,,Operational
002007,Tipo de sensor del instrumento de medición del nivel de agua,9,Acústico (a cielo abierto),,,,,Operational
002007,Tipo de sensor del instrumento de medición del nivel de agua,10-62,Reservadas,,,,,Operational
002007,Tipo de sensor del instrumento de medición del nivel de agua,63,Valor faltante,,,,,Operational
002008,Tipo de plataforma marina,0,Plataforma fija,,,,,Operational
002008,Tipo de plataforma marina,1,Buque de perforación móvil en alta mar,,,,,Operational
002008,Tipo de plataforma marina,2,Plataforma de perforación autoelevadora,,,,,Operational
002008,Tipo de plataforma marina,3,Plataforma semisumergible,,,,,Operational
002008,Tipo de plataforma marina,4,FPSO (unidad flotante de producción almacenamiento y descarga),,,,,Operational
002008,Tipo de plataforma marina,5,Barco ligero,,,,,Operational
002008,Tipo de plataforma marina,6-14,Reservadas,,,,,Operational
002008,Tipo de plataforma marina,15,Valor faltante,,,,,Operational
002011,Tipo de radiosonda,,,,,"(Véase la Tabla de cifrado común C−2, Parte C/c.)",,Operational
002012,Método de cálculo de radiosonda,,,,,(Se elaborará.),,Operational
002013,Corrección de la radiación solar y de infrarrojo,0,Ninguna corrección,,,,,Operational
002013,Corrección de la radiación solar y de infrarrojo,1,Radiación solar y de infrarrojo corregidas por la CIMO,,,,,Operational
002013,Corrección de la radiación solar y de infrarrojo,2,Radiación solar y radiación de infrarrojo corregida por la CIMO,,,,,Operational
002013,Corrección de la radiación solar y de infrarrojo,3,Únicamente radiación solar corregida por la CIMO,,,,,Operational
002013,Corrección de la radiación solar y de infrarrojo,4,Radiación solar y de infrarrojo corregidas automáticamente por sistema de radiosonda,,,,,Operational
002013,Corrección de la radiación solar y de infrarrojo,5,Radiación solar corregida automáticamente por sistema de radiosonda,,,,,Operational
002013,Corrección de la radiación solar y de infrarrojo,6,Radiación solar y de infrarrojo corregidas según lo especificado por el país,,,,,Operational
002013,Corrección de la radiación solar y de infrarrojo,7,Radiación solar corregida según lo especificado por el país,,,,,Operational
002013,Corrección de la radiación solar y de infrarrojo,8,Radiación solar y de infrarrojo corregida según lo especificado por la GRUAN*,,,,,Operational
002013,Corrección de la radiación solar y de infrarrojo,9,Radiación solar corregida según lo especificado por la GRUAN,,,,,Operational
002013,Corrección de la radiación solar y de infrarrojo,10-14,Reservadas,,,,,Operational
002013,Corrección de la radiación solar y de infrarrojo,15,Valor faltante,,,,,Operational
002014,Técnica de seguimiento/situación del sistema utilizado,,,,,"(Véase la Tabla de cifrado común C−7, Parte C/c.)",,Operational
002015,Integralidad de la radiosonda,0,Reservada,,,,,Operational
002015,Integralidad de la radiosonda,1,Radiosonda de medida de la presión únicamente,,,,,Operational
002015,Integralidad de la radiosonda,2,Radiosonda de medida de la presión únicamente y transpondedor,,,,,Operational
002015,Integralidad de la radiosonda,3,Radiosonda de medida de la presión únicamente y reflector de radar,,,,,Operational
002015,Integralidad de la radiosonda,4,Radiosonda que no mide la presión y transpondedor,,,,,Operational
002015,Integralidad de la radiosonda,5,Radiosonda que no mide la presión y reflector de radar,,,,,Operational
002015,Integralidad de la radiosonda,6-14,Reservadas,,,,,Operational
002015,Integralidad de la radiosonda,15,Valor faltante,,,,,Operational
002016,Configuración de la radiosonda,1,Regulador de arranque,,,,,Operational
002016,Configuración de la radiosonda,2,Unidad luminosa,,,,,Operational
002016,Configuración de la radiosonda,3,Paracaídas,,,,,Operational
002016,Configuración de la radiosonda,4,Liberación desde azotea,,,,,Operational
002016,Configuración de la radiosonda,Los 5,Valor faltante,,,,,Operational
002017,Algoritmos de corrección de las mediciones de humedad,0,Sin correcciones,,,,,Operational
002017,Algoritmos de corrección de las mediciones de humedad,1,Corrección del tiempo de respuesta proporcionado por el fabricante,,,,,Operational
002017,Algoritmos de corrección de las mediciones de humedad,2,Corrección de la radiación solar proporcionada por el fabricante,,,,,Operational
002017,Algoritmos de corrección de las mediciones de humedad,3,Corrección de la radiación solar y del tiempo de respuesta proporcionados por el fabricante,,,,,Operational
002017,Algoritmos de corrección de las mediciones de humedad,4-6,Reservadas,,,,,Operational
002017,Algoritmos de corrección de las mediciones de humedad,7,Corrección de la radiación solar y del tiempo de respuesta según lo especificado por la GRUAN,,,,,Operational
002017,Algoritmos de corrección de las mediciones de humedad,8-30,Reservadas,,,,,Operational
002017,Algoritmos de corrección de las mediciones de humedad,31,Valor faltante,,,,,Operational
002019,Instrumentos de satélite,,,,,"(Véase la Tabla de cifrado común C–8, Parte C/c.)",,Operational
002020,Clasificación de los satélites,0,Nimbus,,,,,Operational
002020,Clasificación de los satélites,1,VTPR,,,,,Operational
002020,Clasificación de los satélites,2,"TIROS 1 (TIROS, NOAA-6 a NOAA-13)",,,,,Operational
002020,Clasificación de los satélites,3,TIROS 2 (de NOAA-14 hacia adelante),,,,,Operational
002020,Clasificación de los satélites,10,EOS,,,,,Operational
002020,Clasificación de los satélites,20,GPM-core,,,,,Operational
002020,Clasificación de los satélites,31,DMSP,,,,,Operational
002020,Clasificación de los satélites,61,Sistema polar EUMETSAT (EPS),,,,,Operational
002020,Clasificación de los satélites,91,ERS,,,,,Operational
002020,Clasificación de los satélites,92,Sentinel-3,,,,,Operational
002020,Clasificación de los satélites,121,ADEOS,,,,,Operational
002020,Clasificación de los satélites,122,GCOM,,,,,Operational
002020,Clasificación de los satélites,241,GOES,,,,,Operational
002020,Clasificación de los satélites,261,JASON,,,,,Operational
002020,Clasificación de los satélites,271,GMS,,,,,Operational
002020,Clasificación de los satélites,272,MTSAT,,,,,Operational
002020,Clasificación de los satélites,273,Himawari,,,,,Operational
002020,Clasificación de los satélites,281,COMS,,,,,Operational
002020,Clasificación de los satélites,301,INSAT,,,,,Operational
002020,Clasificación de los satélites,331,Programa operacional METEOSAT (MOP),,,,,Operational
002020,Clasificación de los satélites,332,Programa Transicional METEOSAT (MTP),,,,,Operational
002020,Clasificación de los satélites,333,Programa de Segunda Generación METEOSAT (MSG),,,,,Operational
002020,Clasificación de los satélites,351,GOMS,,,,,Operational
002020,Clasificación de los satélites,380,FY-1,,,,,Operational
002020,Clasificación de los satélites,381,FY-2,,,,,Operational
002020,Clasificación de los satélites,382,FY-3,,,,,Operational
002020,Clasificación de los satélites,383,FY-4,,,,,Operational
002020,Clasificación de los satélites,384-400,Reservadas,,,,,Operational
002020,Clasificación de los satélites,401,GPS,,,,,Operational
002020,Clasificación de los satélites,402,GLONASS,,,,,Operational
002020,Clasificación de los satélites,403,GALILEO,,,,,Operational
002020,Clasificación de los satélites,404,BDS (BeiDou sistema satelital de navegación),,,,,Operational
002020,Clasificación de los satélites,405-510,Reservadas,,,,,Operational
002020,Clasificación de los satélites,511,Valor faltante,,,,,Operational
002021,Datos de instrumentos satelitales utilizados en el proceso,1,Sondas de alta precisión en infrarrojo (HIRS),,,,,Operational
002021,Datos de instrumentos satelitales utilizados en el proceso,2,Unidad de sondeo por microondas (MSU),,,,,Operational
002021,Datos de instrumentos satelitales utilizados en el proceso,3,Unidad de sondeo estratosférico (SSU),,,,,Operational
002021,Datos de instrumentos satelitales utilizados en el proceso,4,Modo de viento AMI,,,,,Operational
002021,Datos de instrumentos satelitales utilizados en el proceso,5,Modo de onda AMI,,,,,Operational
002021,Datos de instrumentos satelitales utilizados en el proceso,6,Modo de imagen AMI,,,,,Operational
002021,Datos de instrumentos satelitales utilizados en el proceso,7,Altímetro radar,,,,,Operational
002021,Datos de instrumentos satelitales utilizados en el proceso,8,ATSR,,,,,Operational
002021,Datos de instrumentos satelitales utilizados en el proceso,Los 9,Valor faltante,,,,,Operational
002022,Técnica utilizada en el proceso de datos satelitales,1,Técnica de proceso sin especificar,Banderines de bit que indican los elementos incluidos en el proceso de datos de sondeo.,,,,Operational
002022,Técnica utilizada en el proceso de datos satelitales,2,Regresión estadística automatizada,Banderines de bit que indican los elementos incluidos en el proceso de datos de sondeo.,,,,Operational
002022,Técnica utilizada en el proceso de datos satelitales,3,Trayecto despejado,"Banderines de bit que indican los elementos incluidos en el proceso de datos de sondeo. Nota 1) Por trayecto despejado se entiende que el sondeo se ha realizado a partir de radiancias claras obtenidas de mediciones reales en puntos despejados. Se han aplicado datos HIRS troposféricos y estratosféricos, así como datos MSU y SSU.",,,,Operational
002022,Técnica utilizada en el proceso de datos satelitales,4,Trayecto parcialmente nuboso,"Banderines de bit que indican los elementos incluidos en el proceso de datos de sondeo. Nota 2) Por trayecto parcialmente nuboso se entiende que el sondeo se ha llevado a cabo a partir de radiancias claras que se han calculado en puntos parcialmente nubosos. Se han aplicado datos HIRS, troposféricos y estratosféricos, así como datos MSU y SSU.",,,,Operational
002022,Técnica utilizada en el proceso de datos satelitales,5,Trayecto nuboso,"Banderines de bit que indican los elementos incluidos en el proceso de datos de sondeo. Nota 3) Por trayecto nuboso se entiende que el sondeo se ha realizado únicamente a partir de datos HIRS estratosféricos, y datos MSU y SSU. No se han aplicado datos HIRS troposféricos a causa de nubosidad",,,,Operational
002022,Técnica utilizada en el proceso de datos satelitales,6-7,Reservados,Banderines de bit que indican los elementos incluidos en el proceso de datos de sondeo.,,,,Operational
002022,Técnica utilizada en el proceso de datos satelitales,Los 8,Valor faltante,Banderines de bit que indican los elementos incluidos en el proceso de datos de sondeo.,,,,Operational
002023,Método de cálculo del viento a partir de datos satelitales,0,Reservada,,,,,Operational
002023,Método de cálculo del viento a partir de datos satelitales,1,Viento derivado del movimiento de las nubes observado en el canal del infrarrojo,,,,,Operational
002023,Método de cálculo del viento a partir de datos satelitales,2,Viento derivado del movimiento de las nubes observado en el canal visible,,,,,Operational
002023,Método de cálculo del viento a partir de datos satelitales,3,Viento derivado del movimiento de las nubes observado en el canal del vapor de agua,,,,,Operational
002023,Método de cálculo del viento a partir de datos satelitales,4,Viento derivado del movimiento observado en varios canales espectrales,,,,,Operational
002023,Método de cálculo del viento a partir de datos satelitales,5,Viento derivado del movimiento observado en el canal del vapor de agua en cielo despejado,,,,,Operational
002023,Método de cálculo del viento a partir de datos satelitales,6,Viento derivado del movimiento observado en el canal del ozono,,,,,Operational
002023,Método de cálculo del viento a partir de datos satelitales,7,Viento derivado del movimiento observado en el canal del vapor de agua (nubes o cielo despejado no especificados),,,,,Operational
002023,Método de cálculo del viento a partir de datos satelitales,8-12,Reservadas,,,,,Operational
002023,Método de cálculo del viento a partir de datos satelitales,13,Media cuadrática,,,,,Operational
002023,Método de cálculo del viento a partir de datos satelitales,14,Reservada,,,,,Operational
002023,Método de cálculo del viento a partir de datos satelitales,15,Valor faltante,,,,,Operational
002024,Método de cálculo de la humedad media integrada,0,Reservada,,,,,Operational
002024,Método de cálculo de la humedad media integrada,1,Tabla con toda la gama de variación de la humedad en la capa,,,,,Operational
002024,Método de cálculo de la humedad media integrada,2,Técnica de regresión aplicada a 2 valores de humedad de la capa,,,,,Operational
002024,Método de cálculo de la humedad media integrada,3-14,Reservadas,,,,,Operational
002024,Método de cálculo de la humedad media integrada,15,Valor faltante,,,,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,1,Reservado,"Los banderines de bits indican el instrumento y/o canales utilizados para obtener diversos parámetros físicos. Cuando, en cualquier grupo de parámetros, todos los bits = 0, no se efectúa recuperación respecto a ese parámetro o serie de parámetros.",,,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,,"Grupo 1 - Agua precipitable para las capas: superficie hasta 700 hPa, 700 a 500 hPa, y 500 a 300 hPa",,,,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,2,HIRS,,,,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,3,MSU,,,,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,4-5,Reservados,,,,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,,Grupo 2 - Temperatura y presión tropopáusicas,,,,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,6,HIRS,,,,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,7,MSU,,,,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,8-9,Reservados,,,,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,,Grupo 3 - Total de ozono,,,,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,10,"HIRS (1, 2, 3, 8, 9, 16, 17)",,,,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,11,"HIRS (1, 2, 3, 9, 17)",,,,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,12,MSU,,,,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,13-14,Reservados,,,,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,,"Grupo 4 - Temperatura media para las capas: superficie hasta 850 hPa, 850 a 700 hPa, 700 a 500 hPa, 500 a 400 hPa, 400 a 300 hPa, 300 a 200 hPa, y 200 a 100 hPa",,,,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,15,HIRS,,,,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,16,HIRS,,,*,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,17,MSU,,,,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,18,SKINTK (únicamente océano),,,,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,19-20,Reservados,,,,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,,"Grupo 5 - Combinaciones de canales utilizadas para obtener temperaturas medias de las capas: 100 a 70 hPa, 70 a 50 hPa, 50 a 30 hPa, 30 a 10 hPa, 10 a 5 hPa, 5 a 2 hPa, 2 a 1 hPa, 1 a 0,4 hPa",,,,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,21,HIRS,,,*,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,22,SSU,,,* Valor relegado. Utilícese en su lugar la cifra de clave 6.,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,23,"MSU (3, 4)",,,,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,24,Reservado,,,,,Operational
002025,Canal(es) satelital(es) utilizado(s) en el cálculo,Los 25,Valor faltante,,,,,Operational
002030,Método de medición de la corriente,0,Reservada,,,,,Operational
002030,Método de medición de la corriente,1,ADCP (perfilador de corriente de efecto Doppler),,,*,,Operational
002030,Método de medición de la corriente,2,GEK (Electrocinetógrafo geomagnético),,,,,Operational
002030,Método de medición de la corriente,3,Dirección y deriva del buque determinadas mediante marcaciones efectuadas a intervalos de 3 a 6 horas,,,,,Operational
002030,Método de medición de la corriente,4,"Dirección y deriva del buque determinadas mediante marcaciones efectuadas a intervalos superiores a 6 horas, pero inferiores a 12 horas",Entre H-1 y H,,,,Operational
002030,Método de medición de la corriente,5,Deriva de la boya,Entre H-1 y H,,,,Operational
002030,Método de medición de la corriente,6,ADCP (perfilador de corriente de efecto Doppler),Entre H-1 y H,,,,Operational
002030,Método de medición de la corriente,7,Valor faltante,Entre H-1 y H,,,,Operational
002031,Duración y hora de medición de la corriente,0,Reservada,Entre H-2 y H-1,,,,Operational
002031,Duración y hora de medición de la corriente,1,Instantánea,Entre H-2 y H-1,,,,Operational
002031,Duración y hora de medición de la corriente,2,Promedio de 3 min o menos,Entre H-2 y H-1,,,,Operational
002031,Duración y hora de medición de la corriente,3,"Promedio de más de 3 min, pero hasta un máximo de 6 min",Entre H-2 y H-1,,,,Operational
002031,Duración y hora de medición de la corriente,4,"Promedio de más de 6 min, pero hasta un máximo de 12 min",,,,,Operational
002031,Duración y hora de medición de la corriente,5,Instantánea,,,,,Operational
002031,Duración y hora de medición de la corriente,6,Promedio de 3 min o menos,,,,,Operational
002031,Duración y hora de medición de la corriente,7,"Promedio de más de 3 min, pero hasta un máximo de 6 min",,,,,Operational
002031,Duración y hora de medición de la corriente,8,"Promedio de más de 6 min, pero hasta un máximo de 12 min",,,,,Operational
002031,Duración y hora de medición de la corriente,9,No se utiliza el método vectorial o de perfil de corriente por efecto Doppler,,,,,Operational
002031,Duración y hora de medición de la corriente,10,Reservada,,,,,Operational
002031,Duración y hora de medición de la corriente,11,Una hora o menos,,,,,Operational
002031,Duración y hora de medición de la corriente,12,"Más de 1 hora, pero como máximo 2 horas",,,,,Operational
002031,Duración y hora de medición de la corriente,13,"Más de 2 horas, pero como máximo 4 horas",,,,,Operational
002031,Duración y hora de medición de la corriente,14,"Más de 4 horas, pero como máximo 8 horas",,,,,Operational
002031,Duración y hora de medición de la corriente,15,"Más de 8 horas, pero como máximo 12 horas",,,,,Operational
002031,Duración y hora de medición de la corriente,16,"Más de 12 horas, pero como máximo 18 horas",,,,,Operational
002031,Duración y hora de medición de la corriente,17,"Más de 18 horas, pero como máximo 24 horas",,,,,Operational
002031,Duración y hora de medición de la corriente,18,Reservada,,,,,Operational
002031,Duración y hora de medición de la corriente,19,No se utiliza el método de deriva,,,,,Operational
002031,Duración y hora de medición de la corriente,20-30,Reservadas,,,,,Operational
002031,Duración y hora de medición de la corriente,31,Valor faltante,,,,,Operational
002032,Indicador de digitalización,0,Valores correspondientes a profundidades seleccionadas (puntos fijados por el instrumento o por cualquier otro método),,,,,Operational
002032,Indicador de digitalización,1,Valores correspondientes a profundidades seleccionadas (puntos tomados de un gráfico de registro a profundidades significativas),,,,,Operational
002032,Indicador de digitalización,2,Reservada,,,,,Operational
002032,Indicador de digitalización,3,Valor faltante,,,,,Operational
002033,Método de medición de la salinidad/profundidad,0,No se ha medido la salinidad,,,,,Operational
002033,Método de medición de la salinidad/profundidad,1,"Sensor en el lugar, precisión superior a 0,02‰",,,,,Operational
002033,Método de medición de la salinidad/profundidad,2,"Sensor en el lugar, precisión inferior a 0,02‰",,,,,Operational
002033,Método de medición de la salinidad/profundidad,3,Análisis de muestras,,,,,Operational
002033,Método de medición de la salinidad/profundidad,4-6,Reservadas,,,,,Operational
002033,Método de medición de la salinidad/profundidad,7,Valor faltante,,,,,Operational
002034,Tipo de ancla flotante,0,Ancla flotante no especificada,,,,,Operational
002034,Tipo de ancla flotante,1,Manga de viento con orificios,,,,,Operational
002034,Tipo de ancla flotante,2,TRISTAR,,,,,Operational
002034,Tipo de ancla flotante,3,Visera de ventana,,,,,Operational
002034,Tipo de ancla flotante,4,Paracaídas,,,,,Operational
002034,Tipo de ancla flotante,5,Ancla marina no lagrangiana,,,,,Operational
002034,Tipo de ancla flotante,6-30,Reservadas (se elaborarán),,,,,Operational
002034,Tipo de ancla flotante,31,Valor faltante,,,,,Operational
002036,Tipo de boya,0,Boya a la deriva,,,,,Operational
002036,Tipo de boya,1,Boya fija,,,,,Operational
002036,Tipo de boya,2,Flotadores subsuperficiales (móviles),,,,,Operational
002036,Tipo de boya,3,Valor faltante,,,,,Operational
002037,Método de observación de las mareas,0,Reservada,,,,,Operational
002037,Método de observación de las mareas,1,Lectura manual en una escala vertical de la marea,,,,,Operational
002037,Método de observación de las mareas,2,Lectura manual en la estación en un solo registrador automático,,,,,Operational
002037,Método de observación de las mareas,3,Lectura manual en la estación en varios registradores automáticos,,,,,Operational
002037,Método de observación de las mareas,4,Lectura automática en la estación en un solo registrador automático sin control de la referencia de nivel,,,,,Operational
002037,Método de observación de las mareas,5,"Lectura automática en la estación en un solo registrador automático con control de la referencia de nivel, o en varios registradores automáticos",,,,,Operational
002037,Método de observación de las mareas,6,Reservada,,,,,Operational
002037,Método de observación de las mareas,7,Valor faltante,,,,,Operational
002038,Método de medición de la temperatura y/o salinidad del agua,0,Toma de agua del buque,,,,,Operational
002038,Método de medición de la temperatura y/o salinidad del agua,1,Cubeta,,,,,Operational
002038,Método de medición de la temperatura y/o salinidad del agua,2,Sensor de contacto con el casco,,,,,Operational
002038,Método de medición de la temperatura y/o salinidad del agua,3,Termómetro de inversión,,,,,Operational
002038,Método de medición de la temperatura y/o salinidad del agua,4,Sensor STD/CTD,,,,,Operational
002038,Método de medición de la temperatura y/o salinidad del agua,5,BT mecánico,,,,,Operational
002038,Método de medición de la temperatura y/o salinidad del agua,6,BT no recuperable,,,,,Operational
002038,Método de medición de la temperatura y/o salinidad del agua,7,BT digital,,,,,Operational
002038,Método de medición de la temperatura y/o salinidad del agua,8,Cadena de termistor,,,,,Operational
002038,Método de medición de la temperatura y/o salinidad del agua,9,Explorador de infrarrojo,,,,,Operational
002038,Método de medición de la temperatura y/o salinidad del agua,10,Explorador de microondas,,,,,Operational
002038,Método de medición de la temperatura y/o salinidad del agua,11,Radiómetro infrarrojo,,,,,Operational
002038,Método de medición de la temperatura y/o salinidad del agua,12,Termosalinógrafo en línea,,,,,Operational
002038,Método de medición de la temperatura y/o salinidad del agua,13,Cuerpo remolcado,,,,,Operational
002038,Método de medición de la temperatura y/o salinidad del agua,14,Otros,,,,,Operational
002038,Método de medición de la temperatura y/o salinidad del agua,15,Valor faltante,,,,,Operational
002039,Método de medición de la temperatura con bulbo húmedo,0,Medición con bulbo húmedo,,,,,Operational
002039,Método de medición de la temperatura con bulbo húmedo,1,Medición con bulbo húmedo cuando el bulbo está helado,Velocidad del buque eliminada por un sistema de localización del fondo del océano,,,,Operational
002039,Método de medición de la temperatura con bulbo húmedo,2,Cálculo con bulbo húmedo,Velocidad del buque eliminada por un sistema de localización del fondo del océano,,,,Operational
002039,Método de medición de la temperatura con bulbo húmedo,3,Cálculo con bulbo húmedo cuando el bulbo está helado,Velocidad del buque eliminada por un sistema de localización del fondo del océano,,,,Operational
002039,Método de medición de la temperatura con bulbo húmedo,4-6,Reservadas,Velocidad del buque eliminada por otros sistemas de navegación,,,,Operational
002039,Método de medición de la temperatura con bulbo húmedo,7,Valor faltante,Velocidad del buque eliminada por otros sistemas de navegación,,,,Operational
002040,Método para eliminar los efectos de la velocidad y del movimiento de la plataforma en la medición de la corriente,0,Movimiento del buque eliminado mediante el establecimiento de la media,Velocidad del buque eliminada por otros sistemas de navegación,,,,Operational
