FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status
008003,Significación vertical (observaciones satelitales),11-62,Reservadas,,,,,Operational
008003,Significación vertical (observaciones satelitales),63,Valor faltante,,,,,Operational
008004,Fase del vuelo de la aeronave,0-1,Reservadas,,,,,Operational
008004,Fase del vuelo de la aeronave,2,Irregular (UNS),,,,,Operational
008004,Fase del vuelo de la aeronave,3,"Nivel del vuelo, observación regular (LVR)",,,,,Operational
008004,Fase del vuelo de la aeronave,4,"Nivel del vuelo, viento máximo encontrado (LVW)",,,,,Operational
008004,Fase del vuelo de la aeronave,5,Ascenso (ASC),,,,,Operational
008004,Fase del vuelo de la aeronave,6,Descenso (DES),,,,,Operational
008004,Fase del vuelo de la aeronave,7,Valor faltante,,,,,Operational
008005,Significación del atributo meteorológico,0,Centro de la tormenta,,,,,Operational
008005,Significación del atributo meteorológico,1,Límite exterior o límite de la tormenta,,,,,Operational
008005,Significación del atributo meteorológico,2,Posición del viento máximo,,,,,Operational
008005,Significación del atributo meteorológico,3,Posición de la tormenta en el análisis perturbado,,,,,Operational
008005,Significación del atributo meteorológico,4,Posición de la tormenta en el análisis,,,,,Operational
008005,Significación del atributo meteorológico,6-14,Reservadas,,,,,Operational
008005,Significación del atributo meteorológico,15,Valor faltante,,,,,Operational
008006,Significación del sondeo vertical del ozono,1,Superficie,,,,,Operational
008006,Significación del sondeo vertical del ozono,2,Nivel estándar,,,,,Operational
008006,Significación del sondeo vertical del ozono,3,Nivel de la tropopausa,,,,,Operational
008006,Significación del sondeo vertical del ozono,4,Nivel máximo prominente,,,,,Operational
008006,Significación del sondeo vertical del ozono,5,Nivel mínimo prominente,,,,,Operational
008006,Significación del sondeo vertical del ozono,6,Nivel de presión mínima,,,,,Operational
008006,Significación del sondeo vertical del ozono,7,Reservado,,,,,Operational
008006,Significación del sondeo vertical del ozono,8,Nivel de significación no determinada,,,,,Operational
008006,Significación del sondeo vertical del ozono,Todos los 9,Valor faltante,,,,,Operational
008007,Significación dimensional,0,Punto,,,,,Operational
008007,Significación dimensional,1,Línea,,,,,Operational
008007,Significación dimensional,2,Área,,,,,Operational
008007,Significación dimensional,3,Volumen,,,,,Operational
008007,Significación dimensional,4-14,Reservadas,,,,,Operational
008007,Significación dimensional,15,Valor faltante,,,,,Operational
008008,Significación del sondeo vertical de la radiación,1,Superficie,,,,,Operational
008008,Significación del sondeo vertical de la radiación,2,Nivel estándar,,,,,Operational
008008,Significación del sondeo vertical de la radiación,3,Nivel de la tropopausa,,,,,Operational
008008,Significación del sondeo vertical de la radiación,4,Nivel de radiación beta máxima,,,,,Operational
008008,Significación del sondeo vertical de la radiación,5,Nivel de radiación gamma máxima,,,,,Operational
008008,Significación del sondeo vertical de la radiación,6,Nivel de presión mínima,,,,,Operational
008008,Significación del sondeo vertical de la radiación,7,Reservado,,,,,Operational
008008,Significación del sondeo vertical de la radiación,8,Nivel de significación no determinada,,,,,Operational
008008,Significación del sondeo vertical de la radiación,Los 9,Valor faltante,,,,,Operational
008009,Fase detallada de vuelo de aeronave,0,"Vuelo horizontal, observación de rutina, inestable",,,,,Operational
008009,Fase detallada de vuelo de aeronave,1,"Vuelo horizontal, viento más fuerte encontrado, inestable",,,,,Operational
008009,Fase detallada de vuelo de aeronave,2,Inestable (UNS),,,,,Operational
008009,Fase detallada de vuelo de aeronave,3,"Vuelo horizontal, observación de rutina (LVR)",,,,,Operational
008009,Fase detallada de vuelo de aeronave,4,"Vuelo horizontal, viento más fuerte encontrado (LVW)",,,,,Operational
008009,Fase detallada de vuelo de aeronave,5,Ascendente (ASC),,,,,Operational
008009,Fase detallada de vuelo de aeronave,6,Descendente (DES),,,,,Operational
008009,Fase detallada de vuelo de aeronave,7,"Ascendente, intervalos de observación seleccionados por incrementos de tiempo",,,,,Operational
008009,Fase detallada de vuelo de aeronave,8,"Ascendente, intervalos de observación seleccionados por incrementos de tiempo, inestable",,,,,Operational
008009,Fase detallada de vuelo de aeronave,9,"Ascendente, intervalos de observación seleccionados por incrementos de presión",,,,,Operational
008009,Fase detallada de vuelo de aeronave,10,"Ascendente, intervalos de observación seleccionados por incrementos de presión, inestable",,,,,Operational
008009,Fase detallada de vuelo de aeronave,11,"Descendente, intervalos de observación seleccionados por incrementos de tiempo",,,,,Operational
008009,Fase detallada de vuelo de aeronave,12,"Descendente, intervalos de observación seleccionados por incrementos de tiempo, inestable",,,,,Operational
008009,Fase detallada de vuelo de aeronave,13,"Descendente, intervalos de observación seleccionados por incrementos de presión",,,,,Operational
008009,Fase detallada de vuelo de aeronave,14,"Descendente, intervalos de observación seleccionados por incrementos de presión, inestable",,,,,Operational
008009,Fase detallada de vuelo de aeronave,15,Valor faltante,,,,,Operational
008010,Calificador de superficie (para datos de temperatura),0,Reservada,,,,,Operational
008010,Calificador de superficie (para datos de temperatura),1,Suelo desnudo,,,,,Operational
008010,Calificador de superficie (para datos de temperatura),2,Roca desnuda,,,,,Operational
008010,Calificador de superficie (para datos de temperatura),3,Cubierta de hierba,,,,,Operational
008010,Calificador de superficie (para datos de temperatura),4,"Agua (lago, mar)",,,,,Operational
008010,Calificador de superficie (para datos de temperatura),5,Escorrentía subterránea,,,,,Operational
008010,Calificador de superficie (para datos de temperatura),6,Nieve,,,,,Operational
008010,Calificador de superficie (para datos de temperatura),7,Hielo,,,,,Operational
008010,Calificador de superficie (para datos de temperatura),8,Pista o carretera,,,,,Operational
008010,Calificador de superficie (para datos de temperatura),9,Puente de acero de buque o plataforma,,,,,Operational
008010,Calificador de superficie (para datos de temperatura),10,Puente de madera de buque o plataforma,,,,,Operational
008010,Calificador de superficie (para datos de temperatura),11,Puente parcialmente cubierto con placa de caucho de buque o plataforma,,,,,Operational
008010,Calificador de superficie (para datos de temperatura),12,Techo del edificio,,,,,Operational
008010,Calificador de superficie (para datos de temperatura),13-30,Reservadas,,,,,Operational
008010,Calificador de superficie (para datos de temperatura),31,Valor faltante,,,,,Operational
008011,Característica meteorológica,0,Frente casi estacionario en superficie,,,,,Operational
008011,Característica meteorológica,1,Frente casi estacionario en altitud,,,,,Operational
008011,Característica meteorológica,2,Frente cálido en superficie,,,,,Operational
008011,Característica meteorológica,3,Frente cálido en altitud,,,,,Operational
008011,Característica meteorológica,4,Frente frío en superficie,,,,,Operational
008011,Característica meteorológica,5,Frente frío en altitud,,,,,Operational
008011,Característica meteorológica,6,Oclusión,,,,,Operational
008011,Característica meteorológica,7,Línea de inestabilidad,,,,,Operational
008011,Característica meteorológica,8,Frente intertropical,,,,,Operational
008011,Característica meteorológica,9,Línea de convergencia,,,,,Operational
008011,Característica meteorológica,10,Corriente de chorro,,,,,Operational
008011,Característica meteorológica,11,Cielo despejado,,,,,Operational
008011,Característica meteorológica,12,Nubes,,,,,Operational
008011,Característica meteorológica,13,Turbulencia,,,,,Operational
008011,Característica meteorológica,14,Tormenta,,,,,Operational
008011,Característica meteorológica,15,Engelamiento del fuselaje de la aeronave,,,,,Operational
008011,Característica meteorológica,16,Fenómeno,,,,,Operational
008011,Característica meteorológica,17,Volcán,,,,,Operational
008011,Característica meteorológica,18,Parásitos atmosféricos,,,,,Operational
008011,Característica meteorológica,19,Reservada,,,,,Operational
008011,Característica meteorológica,20,Nubes especiales,,,,,Operational
008011,Característica meteorológica,21,Tormenta,,,,,Operational
008011,Característica meteorológica,22,Ciclón tropical,,,,,Operational
008011,Característica meteorológica,23,Onda orográfica,,,,,Operational
008011,Característica meteorológica,24,Tempestad de polvo,,,,,Operational
008011,Característica meteorológica,25,Tempestad de arena,,,,,Operational
008011,Característica meteorológica,26-62,Reservadas,,,,,Operational
008011,Característica meteorológica,63,Valor faltante,,,,,Operational
008012,Calificador tierra/mar,0,Tierra,,,,,Operational
008012,Calificador tierra/mar,1,Mar,,,,,Operational
008012,Calificador tierra/mar,2,Costa,,,,,Operational
008012,Calificador tierra/mar,3,Valor faltante,,,,,Operational
008013,Calificador dia/noche,0,Noche,,,,,Operational
008013,Calificador dia/noche,1,Día,,,,,Operational
008013,Calificador dia/noche,2,Crepúsculo,,,,,Operational
008013,Calificador dia/noche,3,Valor faltante,,,,,Operational
008014,Calificador para el alcance visual en pista,0,Valor medio de 10 minutos,valor normal,,,,Operational
008014,Calificador para el alcance visual en pista,1,Valor medio de 10 minutos,por encima del límite superior para evaluaciones del alcance visual en pista (P),,,,Operational
008014,Calificador para el alcance visual en pista,2,Valor medio de 10 minutos,por debajo del límite inferior para evaluaciones del alcance visual en pista (M),,,,Operational
008014,Calificador para el alcance visual en pista,3,Valor mínimo de un minuto,valor normal,,,,Operational
008014,Calificador para el alcance visual en pista,4,Valor mínimo de un minuto,por encima del límite superior para evaluaciones del alcance visual en pista (P),,,,Operational
008014,Calificador para el alcance visual en pista,5,Valor mínimo de un minuto,por debajo del límite inferior para evaluaciones del alcance visual en pista (M),,,,Operational
008014,Calificador para el alcance visual en pista,6,Valor máximo de un minuto,valor normal,,,,Operational
008014,Calificador para el alcance visual en pista,7,Valor máximo de un minuto,por encima del límite superior para evaluaciones del alcance visual en pista (P),,,,Operational
008014,Calificador para el alcance visual en pista,8,Valor máximo de un minuto,por debajo del límite inferior para evaluaciones del alcance visual en pista (M),,,,Operational
008014,Calificador para el alcance visual en pista,9-14,Reservadas,,,,,Operational
008014,Calificador para el alcance visual en pista,15,Valor faltante,,,,,Operational
008015,Calificador significativo del sensor,0,Sensor único,,,,,Operational
008015,Calificador significativo del sensor,1,Sensor primario,,,,,Operational
008015,Calificador significativo del sensor,2,Sensor secundario (reserva),,,,,Operational
008015,Calificador significativo del sensor,3-6,Reservadas,,,,,Operational
008015,Calificador significativo del sensor,7,Valor faltante,,,,,Operational
008016,Calificador de cambio de un pronóstico de tipo tendencia o de un pronóstico de aeródromo,0,NOSIG,,,,,Operational
008016,Calificador de cambio de un pronóstico de tipo tendencia o de un pronóstico de aeródromo,1,BECMG,,,,,Operational
008016,Calificador de cambio de un pronóstico de tipo tendencia o de un pronóstico de aeródromo,2,TEMPO,,,,,Operational
008016,Calificador de cambio de un pronóstico de tipo tendencia o de un pronóstico de aeródromo,3,FM,,,,,Operational
008016,Calificador de cambio de un pronóstico de tipo tendencia o de un pronóstico de aeródromo,4-6,Reservadas,,,,,Operational
008016,Calificador de cambio de un pronóstico de tipo tendencia o de un pronóstico de aeródromo,7,Valor faltante,,,,,Operational
008017,Calificador de la hora a la cual se espera que se produzca el cambio previsto,0,FM,,,,,Operational
008017,Calificador de la hora a la cual se espera que se produzca el cambio previsto,1,TL,,,,,Operational
008017,Calificador de la hora a la cual se espera que se produzca el cambio previsto,2,AT,,,,,Operational
008017,Calificador de la hora a la cual se espera que se produzca el cambio previsto,3,Valor faltante,,,,,Operational
008018,Tipo de superficie tierra/hielo medida por SeaWinds,1,Presencia de tierra,,,,,Operational
008018,Tipo de superficie tierra/hielo medida por SeaWinds,2,Mapa de hielos en superficie indica presencia de hielo,,,,,Operational
008018,Tipo de superficie tierra/hielo medida por SeaWinds,3-10,Reservados,,,,,Operational
008018,Tipo de superficie tierra/hielo medida por SeaWinds,11,Datos del mapa de hielos no disponibles,,,,,Operational
008018,Tipo de superficie tierra/hielo medida por SeaWinds,12,Datos del mapa de atenuación no disponibles,,,,,Operational
008018,Tipo de superficie tierra/hielo medida por SeaWinds,13-16,Reservados,,,,,Operational
008018,Tipo de superficie tierra/hielo medida por SeaWinds,Los 17,Valor faltante,,,,,Operational
008019,Calificador para el identificador del centro siguiente,0,Reservada,,,,,Operational
008019,Calificador para el identificador del centro siguiente,1,Unidad ATS (servicio de tránsito aéreo) que presta servicio a la FIR (Región de Información de Vuelo),,,,,Operational
008019,Calificador para el identificador del centro siguiente,2,FIR (Región de información de vuelo),,,,,Operational
008019,Calificador para el identificador del centro siguiente,3,UIR (Región superior de información de vuelo),,,,,Operational
008019,Calificador para el identificador del centro siguiente,4,CTA (Área de control),,,,,Operational
008019,Calificador para el identificador del centro siguiente,5,VAAC (Centro de avisos de cenizas volcánicas),,,,,Operational
008019,Calificador para el identificador del centro siguiente,6,MWO (Oficina de Vigilancia Meteorológica) que emite mensajes SIGMET,,,,,Operational
008019,Calificador para el identificador del centro siguiente,7-14,Reservadas,,,,,Operational
008019,Calificador para el identificador del centro siguiente,15,Valor faltante,,,,,Operational
008021,Significación temporal,0,Reservada,,,,,Operational
008021,Significación temporal,1,Serie temporal,,,,,Operational
008021,Significación temporal,2,Valor medio del tiempo (véase la nota 1),,,,,Operational
008021,Significación temporal,3,Acumulado,,,,,Operational
008021,Significación temporal,4,Predicción,,,,,Operational
008021,Significación temporal,5,Serie temporal de predicción,,,,,Operational
008021,Significación temporal,6,Tiempo medio de predicción,,,,,Operational
008021,Significación temporal,7,Predicción acumulada,,,,,Operational
008021,Significación temporal,8,Media de conjunto (véase la nota 2),,,,,Operational
008021,Significación temporal,9,Serie temporal de medias de conjunto,,,,,Operational
008021,Significación temporal,10,Promedio de tiempo de medias de conjunto,,,,,Operational
008021,Significación temporal,11,Valor acumulado de medias de conjunto,,,,,Operational
008021,Significación temporal,12,Predicción media de conjunto,,,,,Operational
008021,Significación temporal,13,Serie temporal de predicción media de conjunto,,,,,Operational
008021,Significación temporal,14,Promedio de tiempo de predicción media de conjunto,,,,,Operational
008021,Significación temporal,15,Valor acumulado de predicción media de conjunto,,,,,Operational
008021,Significación temporal,16,Análisis,,,,,Operational
008021,Significación temporal,17,Comienzo del fenómeno,,,,,Operational
008021,Significación temporal,18,Hora del lanzamiento del radiosonda,,,,,Operational
008021,Significación temporal,19,Comienzo de la órbita,,,,,Operational
008021,Significación temporal,20,Final de la órbita,,,,,Operational
008021,Significación temporal,21,Hora del nodo ascendente,,,,,Operational
008021,Significación temporal,22,Hora de la aparición de un salto de viento,,,,,Operational
008021,Significación temporal,23,Período de control,,,,,Operational
008021,Significación temporal,24,Límite de tiempo acordado para la recepción de informes,,,,,Operational
008021,Significación temporal,25,Hora de notificación nominal,,,,,Operational
008021,Significación temporal,26,Hora de la última posición conocida,,,,,Operational
008021,Significación temporal,27,Primera aproximación,,,,,Operational
008021,Significación temporal,28,Inicio de la exploración,,,,,Operational
008021,Significación temporal,29,Final de exploración u hora de finalización,,,,,Operational
008021,Significación temporal,30,Hora de ocurrencia,,,,,Operational
008021,Significación temporal,31,Valor faltante,,,,,Operational
008023,Estadísticas de primer orden*,0-1,Reservadas,,,,,Operational
008023,Estadísticas de primer orden*,2,Valor máximo,,,,,Operational
008023,Estadísticas de primer orden*,3,Valor mínimo,,,,,Operational
008023,Estadísticas de primer orden*,4,Valor medio,,,,,Operational
008023,Estadísticas de primer orden*,5,Valor mediano,,,,,Operational
008023,Estadísticas de primer orden*,6,Valor modal,,,,,Operational
008023,Estadísticas de primer orden*,7,Error medio absoluto,,,,,Operational
008023,Estadísticas de primer orden*,8,Reservada,,,,,Operational
008023,Estadísticas de primer orden*,9,Mejor estimación de la desviación típica (N-1),,,,,Operational
008023,Estadísticas de primer orden*,10,Desviación típica (N),,,,,Operational
008023,Estadísticas de primer orden*,11,Media armónica,,,,,Operational
008023,Estadísticas de primer orden*,12,Error vectorial cuadrático medio,,,,,Operational
008023,Estadísticas de primer orden*,13,Media cuadrática,,,,,Operational
008023,Estadísticas de primer orden*,14-31,Reservadas,,,,,Operational
008023,Estadísticas de primer orden*,32,Media vectorial,,,,,Operational
008023,Estadísticas de primer orden*,33-62,Reservadas para uso local,,,,,Operational
008023,Estadísticas de primer orden*,63,Valor faltante,,,,,Operational
008024,Estadísticas de diferencia*,0-1,Reservadas,,,,,Operational
008024,Estadísticas de diferencia*,2,Observada menos máxima,,,,,Operational
008024,Estadísticas de diferencia*,3,Observada menos mínima,,,,,Operational
008024,Estadísticas de diferencia*,4,Observada menos media,,,,,Operational
008024,Estadísticas de diferencia*,5,Observada menos mediana,,,,,Operational
008024,Estadísticas de diferencia*,6,Observada menos modo,,,,,Operational
008024,Estadísticas de diferencia*,7-10,Reservadas,,,,,Operational
008024,Estadísticas de diferencia*,11,Observada menos climatología (anomalía),,,,,Operational
008024,Estadísticas de diferencia*,12,Observada menos valor analizado,,,,,Operational
008024,Estadísticas de diferencia*,13,Observada menos valor analizado inicializado,,,,,Operational
008024,Estadísticas de diferencia*,14,Observada menos valor de predicción**,,,,,Operational
008024,Estadísticas de diferencia*,15-20,Reservadas,,,,,Operational
008024,Estadísticas de diferencia*,21,Observada menos valor interpolado,,,,,Operational
008024,Estadísticas de diferencia*,22,Observada menos valor calculado hidrostáticamente,,,,,Operational
008024,Estadísticas de diferencia*,23-31,Reservadas,,,,,Operational
008024,Estadísticas de diferencia*,32-62,Reservadas para uso local,,,,,Operational
008024,Estadísticas de diferencia*,63,Valor faltante,,,,,Operational
008025,Calificador de diferencia de tiempo,0,Tiempo universal coordinado (UTC) menos hora local de referencia,,,,,Operational
008025,Calificador de diferencia de tiempo,1,Hora local de referencia,,,,,Operational
008025,Calificador de diferencia de tiempo,2,Tiempo universal coordinado (UTC) menos reloj del satélite,,,,,Operational
008025,Calificador de diferencia de tiempo,3-4,Reservadas,,,,,Operational
008025,Calificador de diferencia de tiempo,5,Diferencia de tiempo desde el extremo del segmento de proceso,,,,,Operational
008025,Calificador de diferencia de tiempo,6-14,Reservadas,,,,,Operational
008025,Calificador de diferencia de tiempo,15,Valor faltante,,,,,Operational
008026,Significación matricial,0,Matriz núcleo de promediación,,,,,Operational
008026,Significación matricial,1,Matiz de correlación (C),,,,,Operational
008026,Significación matricial,2,Raíz cuadrada de la matriz de correlación triangular inferior (L en C=LLT),,,,,Operational
008026,Significación matricial,3,Valor inverso de la raíz cuadrada de la matriz de correlación triangular inferior (L-1),,,,,Operational
008026,Significación matricial,4-42,Reservadas,,,,,Operational
008026,Significación matricial,43-62,Reservadas para uso local,,,,,Operational
008026,Significación matricial,63,Valor faltante o de significación no definida,,,,,Operational
008029,Tipo de superficie,0,Mar abierto o mar semicerrado,,,,,Operational
008029,Tipo de superficie,1,Mar interior o lago,,,,,Operational
008029,Tipo de superficie,2,Hielo continental,,,,,Operational
008029,Tipo de superficie,3,Tierra,,,,,Operational
008029,Tipo de superficie,4,Tierras interiores bajas (bajo el nivel del mar),,,,,Operational
008029,Tipo de superficie,5,Mezcla de tierra y agua,,,,,Operational
008029,Tipo de superficie,6,Mezcla de tierra y tierras interiores bajas,,,,,Operational
008029,Tipo de superficie,7-10,Reservadas,,,,,Operational
008029,Tipo de superficie,11,Río,,,,,Operational
008029,Tipo de superficie,12,Lago,,,,,Operational
008029,Tipo de superficie,13,Mar,,,,,Operational
008029,Tipo de superficie,14,Glaciar,,,,,Operational
008029,Tipo de superficie,15,Zona urbana,,,,,Operational
008029,Tipo de superficie,16,Zona rural,,,,,Operational
008029,Tipo de superficie,17,Zona suburbana,,,,,Operational
008029,Tipo de superficie,18,Hielo marino,,,,,Operational
008029,Tipo de superficie,19-254,Reservadas,,,,,Operational
008029,Tipo de superficie,255,Valor faltante,,,,,Operational
008032,Estado de funcionamiento,0,Funcionamiento normal,,,,,Operational
008032,Estado de funcionamiento,1,Evento desencadenado por marea de tempestad,,,,,Operational
008032,Estado de funcionamiento,2,Evento desencadenado por tsunami,,,,,Operational
008032,Estado de funcionamiento,3,Evento desencadenado manualmente,,,,,Operational
008032,Estado de funcionamiento,4,Pruebas de instalación,,,,,Operational
008032,Estado de funcionamiento,5,Pruebas de mantenimiento,,,,,Operational
008032,Estado de funcionamiento,6-14,Reservadas,,,,,Operational
008032,Estado de funcionamiento,15,Valor faltante,,,,,Operational
008033,Método de derivación del porcentaje de confianza,0,Reservada,,,,,Operational
008033,Método de derivación del porcentaje de confianza,1,Porcentaje de confianza calculado en base a la fracción nubosa,,,,,Operational
008033,Método de derivación del porcentaje de confianza,2,Porcentaje de confianza calculado en base a la desviación estándar de la temperatura,,,,,Operational
008033,Método de derivación del porcentaje de confianza,3,Porcentaje de confianza calculado en base a la probabilidad de contaminación de la nube,,,,,Operational
008033,Método de derivación del porcentaje de confianza,4,Porcentaje de confianza calculado en base a la normalidad de la distribución,,,,,Operational
008033,Método de derivación del porcentaje de confianza,5-126,Reservadas,,,,,Operational
008033,Método de derivación del porcentaje de confianza,127,Valor faltante,,,,,Operational
008034,Calificador de medición de la temperatura/salinidad,0,Muestreo secundario: promediado,,,,,Operational
008034,Calificador de medición de la temperatura/salinidad,1,Muestreo secundario: discreto,,,,,Operational
008034,Calificador de medición de la temperatura/salinidad,2,Muestreo secundario: mixto,,,,,Operational
008034,Calificador de medición de la temperatura/salinidad,3,"Muestreo cerca de la superficie: promediado, con bombeo",,,,,Operational
008034,Calificador de medición de la temperatura/salinidad,4,"Muestreo cerca de la superficie: promediado, sin bombeo",,,,,Operational
008034,Calificador de medición de la temperatura/salinidad,5,"Muestreo cerca de la superficie: discreto, con bombeo",,,,,Operational
008034,Calificador de medición de la temperatura/salinidad,6,"Muestreo cerca de la superficie: discreto, sin bombeo",,,,,Operational
008034,Calificador de medición de la temperatura/salinidad,7,"Muestreo cerca de la superficie: mixto, con bombeo",,,,,Operational
008034,Calificador de medición de la temperatura/salinidad,8,"Muestreo cerca de la superficie: mixto, sin bombeo",,,,,Operational
008034,Calificador de medición de la temperatura/salinidad,9-14,Reservadas,,,,,Operational
008034,Calificador de medición de la temperatura/salinidad,15,Valor faltante,,,,,Operational
008035,Tipo de ejercicio de control,0,Mundial,,,,,Operational
008035,Tipo de ejercicio de control,1,Regional,,,,,Operational
008035,Tipo de ejercicio de control,2,Nacional,,,,,Operational
008035,Tipo de ejercicio de control,3,Especial,,,,,Operational
008035,Tipo de ejercicio de control,4,Bilateral,,,,,Operational
008035,Tipo de ejercicio de control,5,Reservada,,,,,Operational
008035,Tipo de ejercicio de control,6,Reservada,,,,,Operational
008035,Tipo de ejercicio de control,7,Valor faltante,,,,,Operational
008036,Tipo de centro o estación que realiza el control,0,Secretaría de la OMM,,,,,Operational
008036,Tipo de centro o estación que realiza el control,1,OMM,,,,,Operational
008036,Tipo de centro o estación que realiza el control,2,CMRE,,,,,Operational
008036,Tipo de centro o estación que realiza el control,3,CMN,,,,,Operational
008036,Tipo de centro o estación que realiza el control,4,CRT,,,,,Operational
008036,Tipo de centro o estación que realiza el control,5,Lugar de observación,,,,,Operational
008036,Tipo de centro o estación que realiza el control,6,Otros,,,,,Operational
008036,Tipo de centro o estación que realiza el control,7,Valor faltante,,,,,Operational
008037,Significación de la comprobación de la línea de referencia,0,Unidad de la comprobación de la línea de referencia del fabricante,,,,,Operational
008037,Significación de la comprobación de la línea de referencia,1,Pantalla de datos meteorológicos,,,,,Operational
008037,Significación de la comprobación de la línea de referencia,2,Cámara de humedad patrón GRUAN,,,,,Operational
008037,Significación de la comprobación de la línea de referencia,3-30,Reservadas,,,,,Operational
008037,Significación de la comprobación de la línea de referencia,31,Valor faltante,,,,,Operational
008038,Significación de los datos proporcionados por el instrumento,0,Lectura del instrumento verificada,,,,,Operational
008038,Significación de los datos proporcionados por el instrumento,1,Lectura del instrumento de referencia,,,,,Operational
008038,Significación de los datos proporcionados por el instrumento,2-254,Reservadas,,,,,Operational
008038,Significación de los datos proporcionados por el instrumento,255,Valor faltante,,,,,Operational
008039,Significación temporal (predicción aeronáutica),0,Hora de emisión de la predicción,,,,,Operational
008039,Significación temporal (predicción aeronáutica),1,Hora de comienzo del período de la predicción,,,,,Operational
008039,Significación temporal (predicción aeronáutica),2,Hora de finalización del período de la predicción,,,,,Operational
008039,Significación temporal (predicción aeronáutica),3,Hora de predicción de temperatura máxima,,,,,Operational
008039,Significación temporal (predicción aeronáutica),4,Hora de predicción de temperatura mínima,,,,,Operational
008039,Significación temporal (predicción aeronáutica),5,Hora de comienzo del cambio de la predicción,,,,,Operational
008039,Significación temporal (predicción aeronáutica),6,Hora de finalización del cambio de la predicción,,,,,Operational
008039,Significación temporal (predicción aeronáutica),7-62,Reservadas,,,,,Operational
008039,Significación temporal (predicción aeronáutica),63,Valor faltante,,,,,Operational
008040,Significación del nivel de vuelo,0,Muestra de datos de alta resolución,,,,,Operational
008040,Significación del nivel de vuelo,1,A 20 hPa de la superficie o menos,,,,,Operational
008040,Significación del nivel de vuelo,2,"Presión menor a 10 hPa (es decir, 9, 8, 7, etc.) cuando no se aplica otra razón",,,,,Operational
008040,Significación del nivel de vuelo,3,Nivel de presión de base del índice de estabilidad,,,,,Operational
