"No","Category","CategoryOfSequences_en","FXY1","Title_en","SubTitle_en","FXY2","ElementName_en","ElementDescription_en","Note_en","Status"
138.00,"01","Location and identification sequences","301035","(Buoy/platform - moving)",,"301012","Hour, minute",,,"Operational"
139.00,"01","Location and identification sequences","301035","(Buoy/platform - moving)",,"301023","Latitude/longitude (coarse accuracy)",,,"Operational"
140.00,"01","Location and identification sequences","301036","(Ship)",,"301003","Ship's call sign and motion",,,"Operational"
141.00,"01","Location and identification sequences","301036","(Ship)",,"002001","Type of station",,,"Operational"
142.00,"01","Location and identification sequences","301036","(Ship)",,"301011","Year, month, day",,,"Operational"
143.00,"01","Location and identification sequences","301036","(Ship)",,"301012","Hour, minute",,,"Operational"
144.00,"01","Location and identification sequences","301036","(Ship)",,"301023","Latitude/longitude (coarse accuracy)",,,"Operational"
145.00,"01","Location and identification sequences","301037","(Land station for vertical soundings)",,"301001","WMO block and station numbers",,,"Operational"
146.00,"01","Location and identification sequences","301037","(Land station for vertical soundings)",,"002011","Radiosonde type",,,"Operational"
147.00,"01","Location and identification sequences","301037","(Land station for vertical soundings)",,"002012","Radiosonde computational method",,,"Operational"
148.00,"01","Location and identification sequences","301037","(Land station for vertical soundings)",,"301011","Year, month, day",,,"Operational"
149.00,"01","Location and identification sequences","301037","(Land station for vertical soundings)",,"301012","Hour, minute",,,"Operational"
150.00,"01","Location and identification sequences","301037","(Land station for vertical soundings)",,"301022","Latitude/longitude (high accuracy), height of station",,,"Operational"
151.00,"01","Location and identification sequences","301038","(Land station for vertical soundings)",,"301001","WMO block and station numbers",,,"Operational"
152.00,"01","Location and identification sequences","301038","(Land station for vertical soundings)",,"002011","Radiosonde type",,,"Operational"
153.00,"01","Location and identification sequences","301038","(Land station for vertical soundings)",,"002012","Radiosonde computational method",,,"Operational"
154.00,"01","Location and identification sequences","301038","(Land station for vertical soundings)",,"301011","Year, month, day",,,"Operational"
155.00,"01","Location and identification sequences","301038","(Land station for vertical soundings)",,"301012","Hour, minute",,,"Operational"
156.00,"01","Location and identification sequences","301038","(Land station for vertical soundings)",,"301024","Latitude/longitude (coarse accuracy), height of station",,,"Operational"
157.00,"01","Location and identification sequences","301039","(Ship for vertical soundings)",,"301003","Ship's call sign and motion",,,"Operational"
158.00,"01","Location and identification sequences","301039","(Ship for vertical soundings)",,"002011","Radiosonde type",,,"Operational"
159.00,"01","Location and identification sequences","301039","(Ship for vertical soundings)",,"002012","Radiosonde computational method",,,"Operational"
160.00,"01","Location and identification sequences","301039","(Ship for vertical soundings)",,"301011","Year, month, day",,,"Operational"
161.00,"01","Location and identification sequences","301039","(Ship for vertical soundings)",,"301012","Hour, minute",,,"Operational"
162.00,"01","Location and identification sequences","301039","(Ship for vertical soundings)",,"301023","Latitude/longitude (coarse accuracy)",,,"Operational"
163.00,"01","Location and identification sequences","301040","(Ship for vertical soundings)",,"301003","Ship's call sign and motion",,,"Operational"
164.00,"01","Location and identification sequences","301040","(Ship for vertical soundings)",,"002011","Radiosonde type",,,"Operational"
165.00,"01","Location and identification sequences","301040","(Ship for vertical soundings)",,"002012","Radiosonde computational method",,,"Operational"
166.00,"01","Location and identification sequences","301040","(Ship for vertical soundings)",,"301011","Year, month, day",,,"Operational"
167.00,"01","Location and identification sequences","301040","(Ship for vertical soundings)",,"301012","Hour, minute",,,"Operational"
168.00,"01","Location and identification sequences","301040","(Ship for vertical soundings)",,"301024","Latitude/longitude (coarse accuracy), height of station",,,"Operational"
169.00,"01","Location and identification sequences","301041","(Satellite identifier, instrument, data-processing technique, date/time)",,"001007","Satellite identifier",,,"Operational"
170.00,"01","Location and identification sequences","301041","(Satellite identifier, instrument, data-processing technique, date/time)",,"002021","Satellite instrument data used in processing",,,"Operational"
171.00,"01","Location and identification sequences","301041","(Satellite identifier, instrument, data-processing technique, date/time)",,"002022","Satellite data-processing technique used",,,"Operational"
172.00,"01","Location and identification sequences","301041","(Satellite identifier, instrument, data-processing technique, date/time)",,"301011","Year, month, day",,,"Operational"
173.00,"01","Location and identification sequences","301041","(Satellite identifier, instrument, data-processing technique, date/time)",,"301012","Hour, minute",,,"Operational"
174.00,"01","Location and identification sequences","301042","(Satellite identifier, instrument, data-processing technique, date/time, location)",,"301041","Satellite identifier, instrument, data-processing technique, date/time",,,"Operational"
175.00,"01","Location and identification sequences","301042","(Satellite identifier, instrument, data-processing technique, date/time, location)",,"301021","Latitude/longitude (high accuracy)",,,"Operational"
176.00,"01","Location and identification sequences","301043","(Satellite identifier, wind computation method, date/time, location)",,"001007","Satellite identifier",,,"Operational"
177.00,"01","Location and identification sequences","301043","(Satellite identifier, wind computation method, date/time, location)",,"002023","Satellite-derived wind computation method",,,"Operational"
178.00,"01","Location and identification sequences","301043","(Satellite identifier, wind computation method, date/time, location)",,"301011","Year, month, day",,,"Operational"
179.00,"01","Location and identification sequences","301043","(Satellite identifier, wind computation method, date/time, location)",,"301013","Hour, minute, second",,,"Operational"
180.00,"01","Location and identification sequences","301043","(Satellite identifier, wind computation method, date/time, location)",,"301021","Latitude/longitude (high accuracy)",,,"Operational"
181.00,"01","Location and identification sequences","301044","(Satellite identifier, humidity computation method, date/time, location)",,"001007","Satellite identifier",,,"Operational"
182.00,"01","Location and identification sequences","301044","(Satellite identifier, humidity computation method, date/time, location)",,"002024","Integrated mean humidity computational method",,,"Operational"
183.00,"01","Location and identification sequences","301044","(Satellite identifier, humidity computation method, date/time, location)",,"301011","Year, month, day",,,"Operational"
184.00,"01","Location and identification sequences","301044","(Satellite identifier, humidity computation method, date/time, location)",,"301013","Hour, minute, second",,,"Operational"
185.00,"01","Location and identification sequences","301044","(Satellite identifier, humidity computation method, date/time, location)",,"301021","Latitude/longitude (high accuracy)",,,"Operational"
186.00,"01","Location and identification sequences","301045","(Satellite location and velocity)",,"301011","Year, month, day",,,"Operational"
187.00,"01","Location and identification sequences","301045","(Satellite location and velocity)",,"301012","Hour, minute",,,"Operational"
188.00,"01","Location and identification sequences","301045","(Satellite location and velocity)",,"201138","Change data width","16 bits long",,"Operational"
189.00,"01","Location and identification sequences","301045","(Satellite location and velocity)",,"202131","Change scale","Scale: 3",,"Operational"
190.00,"01","Location and identification sequences","301045","(Satellite location and velocity)",,"004006","Second",,,"Operational"
191.00,"01","Location and identification sequences","301045","(Satellite location and velocity)",,"201000","Change data width","Cancel",,"Operational"
192.00,"01","Location and identification sequences","301045","(Satellite location and velocity)",,"202000","Change scale","Cancel",,"Operational"
193.00,"01","Location and identification sequences","301045","(Satellite location and velocity)",,"304030","Location of platform","Relative to the Earth’s centre",,"Operational"
194.00,"01","Location and identification sequences","301045","(Satellite location and velocity)",,"304031","Speed of platform","Relative to the Earth’s centre",,"Operational"
196.00,"01","Location and identification sequences","301046","(Satellite identifier, direction of motion, sensor, model function, software, resolution)",,"001007","Satellite identifier",,,"Operational"
197.00,"01","Location and identification sequences","301046","(Satellite identifier, direction of motion, sensor, model function, software, resolution)",,"001012","Direction of motion of moving observing platform",,,"Operational"
198.00,"01","Location and identification sequences","301046","(Satellite identifier, direction of motion, sensor, model function, software, resolution)",,"002048","Satellite sensor indicator",,,"Operational"
199.00,"01","Location and identification sequences","301046","(Satellite identifier, direction of motion, sensor, model function, software, resolution)",,"021119","Wind scatterometer geophysical model function",,,"Operational"
200.00,"01","Location and identification sequences","301046","(Satellite identifier, direction of motion, sensor, model function, software, resolution)",,"025060","Software identification",,,"Operational"
201.00,"01","Location and identification sequences","301046","(Satellite identifier, direction of motion, sensor, model function, software, resolution)",,"202124","Change scale",,,"Operational"
202.00,"01","Location and identification sequences","301046","(Satellite identifier, direction of motion, sensor, model function, software, resolution)",,"002026","Cross-track resolution",,,"Operational"
203.00,"01","Location and identification sequences","301046","(Satellite identifier, direction of motion, sensor, model function, software, resolution)",,"002027","Along-track resolution",,,"Operational"
204.00,"01","Location and identification sequences","301046","(Satellite identifier, direction of motion, sensor, model function, software, resolution)",,"202000","Change scale","Cancel",,"Operational"
205.00,"01","Location and identification sequences","301046","(Satellite identifier, direction of motion, sensor, model function, software, resolution)",,"005040","Orbit number",,,"Operational"
207.00,"01","Location and identification sequences","301047","(ERS product header)",,"001007","Satellite identifier",,,"Operational"
208.00,"01","Location and identification sequences","301047","(ERS product header)",,"025060","Software identification",,,"Operational"
209.00,"01","Location and identification sequences","301047","(ERS product header)",,"001033","Identification of originating/generating centre",,,"Operational"
210.00,"01","Location and identification sequences","301047","(ERS product header)",,"001034","Identification of originating/generating sub-centre",,,"Operational"
211.00,"01","Location and identification sequences","301047","(ERS product header)",,"001012","Direction of motion of moving observing platform",,,"Operational"
212.00,"01","Location and identification sequences","301047","(ERS product header)",,"301045","Satellite location and velocity",,,"Operational"
213.00,"01","Location and identification sequences","301047","(ERS product header)",,"002021","Satellite instrument data used in processing",,,"Operational"
214.00,"01","Location and identification sequences","301047","(ERS product header)",,"301011","Year, month, day",,,"Operational"
215.00,"01","Location and identification sequences","301047","(ERS product header)",,"301012","Hour, minute",,,"Operational"
216.00,"01","Location and identification sequences","301047","(ERS product header)",,"201138","Change data width","16 bits long",,"Operational"
217.00,"01","Location and identification sequences","301047","(ERS product header)",,"202131","Change scale","Scale: 3",,"Operational"
218.00,"01","Location and identification sequences","301047","(ERS product header)",,"004006","Second",,,"Operational"
219.00,"01","Location and identification sequences","301047","(ERS product header)",,"201000","Change data width","Cancel",,"Operational"
220.00,"01","Location and identification sequences","301047","(ERS product header)",,"202000","Change scale","Cancel",,"Operational"
221.00,"01","Location and identification sequences","301047","(ERS product header)",,"301023","Latitude/longitude (coarse accuracy)",,,"Operational"
223.00,"01","Location and identification sequences","301048","(Radar parameters)",,"002104","Antenna polarization",,,"Operational"
224.00,"01","Location and identification sequences","301048","(Radar parameters)",,"002121","Mean frequency",,,"Operational"
225.00,"01","Location and identification sequences","301048","(Radar parameters)",,"002113","Number of azimuth looks",,,"Operational"
226.00,"01","Location and identification sequences","301048","(Radar parameters)",,"002026","Cross-track resolution",,,"Operational"
227.00,"01","Location and identification sequences","301048","(Radar parameters)",,"002027","Along-track resolution",,,"Operational"
228.00,"01","Location and identification sequences","301048","(Radar parameters)",,"002111","Radar incidence angle",,,"Operational"
229.00,"01","Location and identification sequences","301048","(Radar parameters)",,"002140","Satellite radar beam azimuth angle",,,"Operational"
230.00,"01","Location and identification sequences","301048","(Radar parameters)",,"202127","Change scale","Scale: -1",,"Operational"
231.00,"01","Location and identification sequences","301048","(Radar parameters)",,"001013","Speed of motion of moving observing platform","Radar platform velocity",,"Operational"
232.00,"01","Location and identification sequences","301048","(Radar parameters)",,"202126","Change scale","Scale: -2",,"Operational"
233.00,"01","Location and identification sequences","301048","(Radar parameters)",,"007001","Height of station","Radar platform altitude",,"Operational"
234.00,"01","Location and identification sequences","301048","(Radar parameters)",,"202000","Change scale","Cancel",,"Operational"
235.00,"01","Location and identification sequences","301048","(Radar parameters)",,"025010","Clutter treatment",,,"Operational"
236.00,"01","Location and identification sequences","301048","(Radar parameters)",,"021064","Clutter noise estimate",,,"Operational"
238.00,"01","Location and identification sequences","301049","(Radar beam data)",,"002111","Radar incidence angle",,,"Operational"
239.00,"01","Location and identification sequences","301049","(Radar beam data)",,"002112","Radar look angle",,,"Operational"
240.00,"01","Location and identification sequences","301049","(Radar beam data)",,"021062","Backscatter",,,"Operational"
241.00,"01","Location and identification sequences","301049","(Radar beam data)",,"021063","Radiometric resolution (noise value)",,,"Operational"
242.00,"01","Location and identification sequences","301049","(Radar beam data)",,"021065","Missing packet counter",,,"Operational"
243.00,"01","Location and identification sequences","301051","(Flight number, navigational system, date/time, location, phase of flight)",,"001006","Aircraft flight number",,,"Operational"
244.00,"01","Location and identification sequences","301051","(Flight number, navigational system, date/time, location, phase of flight)",,"002061","Aircraft navigational system",,,"Operational"
245.00,"01","Location and identification sequences","301051","(Flight number, navigational system, date/time, location, phase of flight)",,"301011","Year, month, day",,,"Operational"
246.00,"01","Location and identification sequences","301051","(Flight number, navigational system, date/time, location, phase of flight)",,"301012","Hour, minute",,,"Operational"
247.00,"01","Location and identification sequences","301051","(Flight number, navigational system, date/time, location, phase of flight)",,"301021","Latitude/longitude (high accuracy)",,,"Operational"
248.00,"01","Location and identification sequences","301051","(Flight number, navigational system, date/time, location, phase of flight)",,"008004","Phase of aircraft flight",,,"Operational"
249.00,"01","Location and identification sequences","301055","(Identification and type of station, date/time, location (high accuracy), movement)",,"001005","Buoy/platform identifier",,,"Operational"
250.00,"01","Location and identification sequences","301055","(Identification and type of station, date/time, location (high accuracy), movement)",,"002001","Type of station",,,"Operational"
251.00,"01","Location and identification sequences","301055","(Identification and type of station, date/time, location (high accuracy), movement)",,"301011","Year, month, day",,,"Operational"
252.00,"01","Location and identification sequences","301055","(Identification and type of station, date/time, location (high accuracy), movement)",,"301012","Hour, minute",,,"Operational"
253.00,"01","Location and identification sequences","301055","(Identification and type of station, date/time, location (high accuracy), movement)",,"301021","Latitude/longitude (high accuracy)",,,"Operational"
254.00,"01","Location and identification sequences","301055","(Identification and type of station, date/time, location (high accuracy), movement)",,"001012","Direction of motion of moving observing platform",,,"Operational"
255.00,"01","Location and identification sequences","301055","(Identification and type of station, date/time, location (high accuracy), movement)",,"001014","Platform drift speed (high precision)",,,"Operational"
256.00,"01","Location and identification sequences","301056","(Sequence for platform identification, type, time and location of the observation report)",,"001087","WMO marine observing platform extended identifier","WMO number (extended 7 digit identifier)",,"Operational"
257.00,"01","Location and identification sequences","301056","(Sequence for platform identification, type, time and location of the observation report)",,"001011","Ship or mobile land station identifier","Call sign (where allocated)",,"Operational"
258.00,"01","Location and identification sequences","301056","(Sequence for platform identification, type, time and location of the observation report)",,"001015","Station or site name","Platform name",,"Operational"
259.00,"01","Location and identification sequences","301056","(Sequence for platform identification, type, time and location of the observation report)",,"002008","Type of offshore platform",,,"Operational"
