Id,FXY,ElementName_ar,CodeFigure,EntryName_ar,EntryName_sub1_ar,EntryName_sub2_ar,Note_ar,noteIDs,Status,translated_by
bufr4/0/22/120/4,022120,محطة المد والجزر فحص مستوى المياه الآلي,4,تجاوز الحد الأدنى (المنخفض) لمستوى المياه.,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/120/5,022120,محطة المد والجزر فحص مستوى المياه الآلي,5,تجاوز حد قيمة مستوى المياه الملاحظ ناقص المتوقع.,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/120/6,022120,محطة المد والجزر فحص مستوى المياه الآلي,6,القيمة الملاحظة من مستشعر مستوى الماء الأساسي ناقص مستشعر مستوى الماء الاحتياطي,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/120/7,022120,محطة المد والجزر فحص مستوى المياه الآلي,7,تجاوزت القيمة الحد المسموح به من القيمة المتوقعة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/120/8,022120,محطة المد والجزر فحص مستوى المياه الآلي,8,تجاوز حدود معلمة ضمان الجودة لمستوى المياه (سيغما و/أو القيم الشاذة).,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/120/9,022120,محطة المد والجزر فحص مستوى المياه الآلي,9,درجة حرارة البحر خارج النطاق المتوقع,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/120/10,022120,محطة المد والجزر فحص مستوى المياه الآلي,10,فشلت عدة فحوصات QC (أعلاه).,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/120/11,022120,محطة المد والجزر فحص مستوى المياه الآلي,11,لم يتم إجراء فحوصات مستوى المياه تلقائيًا.,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/120/12-30,022120,محطة المد والجزر فحص مستوى المياه الآلي,12-30,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/120/31,022120,محطة المد والجزر فحص مستوى المياه الآلي,31,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/121/0,022121,محطة المد والجزر فحص مستوى المياه الآلي,0,تشغيلي,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/121/1,022121,محطة المد والجزر فحص مستوى المياه الآلي,1,مشكلة انسداد محتملة أو بيانات مستوى المياه المتدهورة بأي شكل آخر,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/121/2,022121,محطة المد والجزر فحص مستوى المياه الآلي,2,إزاحة البيانات المحتملة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/121/3,022121,محطة المد والجزر فحص مستوى المياه الآلي,3,حالة غير معروفة لمستشعر مستوى الماء,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/121/4,022121,محطة المد والجزر فحص مستوى المياه الآلي,4,مشكلة محتملة أو معروفة في مستشعر درجة حرارة البحر,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/121/5,022121,محطة المد والجزر فحص مستوى المياه الآلي,5,مشاكل محتملة متعددة (أعلاه),,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/121/6,022121,محطة المد والجزر فحص مستوى المياه الآلي,6,بيانات سيئة - لا تنشر!,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/121/7,022121,محطة المد والجزر فحص مستوى المياه الآلي,7,لم يتم إجراء فحوصات مستوى المياه تلقائيًا.,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/121/8-30,022121,محطة المد والجزر فحص مستوى المياه الآلي,8-30,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/121/31,022121,محطة المد والجزر فحص مستوى المياه الآلي,31,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/122/0,022122,التحقق من بيانات الأرصاد الجوية الآلية في محطة المد والجزر,0,بيانات جيدة من جميع المستشعرات,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/122/1,022122,التحقق من بيانات الأرصاد الجوية الآلية في محطة المد والجزر,1,اتجاه الرياح خارج النطاق المسموح.,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/122/2,022122,التحقق من بيانات الأرصاد الجوية الآلية في محطة المد والجزر,2,سرعة الرياح خارج النطاق المتوقع.,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/122/3,022122,التحقق من بيانات الأرصاد الجوية الآلية في محطة المد والجزر,3,الضغط الجوي خارج النطاق المتوقع,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/122/4,022122,التحقق من بيانات الأرصاد الجوية الآلية في محطة المد والجزر,4,درجة حرارة الهواء خارج النطاق المتوقع,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/122/5,022122,التحقق من بيانات الأرصاد الجوية الآلية في محطة المد والجزر,5,فشلت عدة فحوصات QC (أعلاه).,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/122/6,022122,التحقق من بيانات الأرصاد الجوية الآلية في محطة المد والجزر,6,لم يتم إجراء فحوصات بيانات الأرصاد الجوية الآلية.,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/122/7-30,022122,التحقق من بيانات الأرصاد الجوية الآلية في محطة المد والجزر,7-30,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/122/31,022122,التحقق من بيانات الأرصاد الجوية الآلية في محطة المد والجزر,31,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/123/0,022123,التحقق من بيانات الأرصاد الجوية الآلية في محطة المد والجزر,0,تشغيلي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/123/1,022123,التحقق من بيانات الأرصاد الجوية الآلية في محطة المد والجزر,1,مشكلة مشتبه بها أو معروفة في مستشعر الرياح,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/123/2,022123,التحقق من بيانات الأرصاد الجوية الآلية في محطة المد والجزر,2,اشتباه أو مشكلة معروفة في مستشعر الضغط الجوي,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/123/3,022123,التحقق من بيانات الأرصاد الجوية الآلية في محطة المد والجزر,3,مشكلة مشبوهة أو معروفة في مستشعر درجة حرارة الهواء,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/123/4,022123,التحقق من بيانات الأرصاد الجوية الآلية في محطة المد والجزر,4,حالة غير معروفة لجميع المستشعرات,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/123/5,022123,التحقق من بيانات الأرصاد الجوية الآلية في محطة المد والجزر,5,مشاكل مشتبه بها أو معروفة مع مستشعرات متعددة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/123/6,022123,التحقق من بيانات الأرصاد الجوية الآلية في محطة المد والجزر,6,بيانات سيئة - لا تنشر!,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/123/7,022123,التحقق من بيانات الأرصاد الجوية الآلية في محطة المد والجزر,7,لم يتم إجراء فحوصات بيانات الأرصاد الجوية الآلية.,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/123/8-30,022123,التحقق من بيانات الأرصاد الجوية الآلية في محطة المد والجزر,8-30,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/123/31,022123,التحقق من بيانات الأرصاد الجوية الآلية في محطة المد والجزر,31,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/178/0,022178,نوع قاذف XBT/XCTD,0,غير معروف,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/178/1,022178,نوع قاذف XBT/XCTD,1,LM-2A مثبت على السطح,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/178/2,022178,نوع قاذف XBT/XCTD,2,إل إم-3إيه محمول باليد,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/178/3,022178,نوع قاذف XBT/XCTD,3,LM-4A خلال الهيكل,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/178/4-9,022178,نوع قاذف XBT/XCTD,4-9,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/178/10,022178,نوع قاذف XBT/XCTD,10,قاذف الإطلاق التلقائي AL-12 TSK (حتى 12 مسبارًا),,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/178/11-19,022178,نوع قاذف XBT/XCTD,11-19,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/178/20,022178,نوع قاذف XBT/XCTD,20,قاذف SIO XBT التلقائي (حتى 6 مجسات),,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/178/21-29,022178,نوع قاذف XBT/XCTD,21-29,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/178/30,022178,نوع قاذف XBT/XCTD,30,قاذف SIO XBT التلقائي (حتى 6 مجسات),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/178/31,022178,نوع قاذف XBT/XCTD,31,قاذف AOML XBT V8.0 التلقائي (حتى 8 مجسات Deep Blue),,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/178/32,022178,نوع قاذف XBT/XCTD,32,قاذف AOML XBT V8.0 التلقائي (حتى 8 مجسات Deep Blue),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/178/33-89,022178,نوع قاذف XBT/XCTD,33-89,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/178/90,022178,نوع قاذف XBT/XCTD,90,مُطلق الشيطان التلقائي من CSIRO,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/178/91-99,022178,نوع قاذف XBT/XCTD,91-99,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/178/100,022178,نوع قاذف XBT/XCTD,100,إطلاق MFSTEP التلقائي (المتوسط),,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/178/101-254,022178,نوع قاذف XBT/XCTD,101-254,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/178/255,022178,نوع قاذف XBT/XCTD,255,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
