Id,FXY,ElementName_ar,CodeFigure,EntryName_ar,EntryName_sub1_ar,EntryName_sub2_ar,Note_ar,noteIDs,Status
bufr4/0/08/002/7,008002,الأهمية الرأسية (ملاحظات الأقمار الصناعية),7,السحابة المنخفضة الأولى,,,,,Operational
bufr4/0/08/002/8,008002,الأهمية الرأسية (ملاحظات الأقمار الصناعية),8,السحابة المتوسطة,,,,,Operational
bufr4/0/08/002/9,008002,الأهمية الرأسية (ملاحظات الأقمار الصناعية),9,السحابة العالية,,,,,Operational
bufr4/0/08/002/10,008002,الأهمية الرأسية (ملاحظات الأقمار الصناعية),10,طبقة السحب ذات القاعدة أسفل والقمة فوق المحطة,,,,,Operational
bufr4/0/08/002/11,008002,الأهمية الرأسية (ملاحظات الأقمار الصناعية),11,طبقة السحب ذات القاعدة أسفل والقمة فوق المحطة,,,,,Operational
bufr4/0/08/002/12-19,008002,الأهمية الرأسية (ملاحظات الأقمار الصناعية),12-19,محجوز,,,,,Operational
bufr4/0/08/002/20,008002,الأهمية الرأسية (ملاحظات الأقمار الصناعية),20,لم يتم رصد سحب بواسطة نظام كشف السحب,,,,,Operational
bufr4/0/08/002/21,008002,الأهمية الرأسية (ملاحظات الأقمار الصناعية),21,أول جهاز اكتشف طبقة السحب,,,,,Operational
bufr4/0/08/002/22,008002,الأهمية الرأسية (ملاحظات الأقمار الصناعية),22,أول جهاز اكتشف طبقة السحب,,,,,Operational
bufr4/0/08/002/23,008002,الأهمية الرأسية (ملاحظات الأقمار الصناعية),23,أول جهاز اكتشف طبقة السحب,,,,,Operational
bufr4/0/08/002/24,008002,الأهمية الرأسية (ملاحظات الأقمار الصناعية),24,أول جهاز اكتشف طبقة السحب,,,,,Operational
bufr4/0/08/002/25-61,008002,الأهمية الرأسية (ملاحظات الأقمار الصناعية),25-61,محجوز,,,,,Operational
bufr4/0/08/002/62,008002,الأهمية الرأسية (ملاحظات الأقمار الصناعية),62,القيمة غير قابلة للتطبيق,,,,,Operational
bufr4/0/08/002/63,008002,الأهمية الرأسية (ملاحظات الأقمار الصناعية),63,القيمة المفقودة,,,,,Operational
bufr4/0/08/003/0,008003,الأهمية الرأسية (ملاحظات الأقمار الصناعية),0,سطح,,,,,Operational
bufr4/0/08/003/1,008003,الأهمية الرأسية (ملاحظات الأقمار الصناعية),1,قاعدة الاستشعار عبر الأقمار الصناعية,,,,,Operational
bufr4/0/08/003/2,008003,الأهمية الرأسية (ملاحظات الأقمار الصناعية),2,وصف قمة السحابة,,,,,Operational
bufr4/0/08/003/3,008003,الأهمية الرأسية (ملاحظات الأقمار الصناعية),3,مستوى التروبوبوز,,,,,Operational
bufr4/0/08/003/4,008003,الأهمية الرأسية (ملاحظات الأقمار الصناعية),4,الماء المترسب,,,,,Operational
bufr4/0/08/003/5,008003,الأهمية الرأسية (ملاحظات الأقمار الصناعية),5,التألقات الصوتية,,,,,Operational
bufr4/0/08/003/6,008003,الأهمية الرأسية (ملاحظات الأقمار الصناعية),6,درجات الحرارة المتوسطة,,,,,Operational
bufr4/0/08/003/7,008003,الأهمية الرأسية (ملاحظات الأقمار الصناعية),7,الأوزون,,,,,Operational
bufr4/0/08/003/8,008003,الأهمية الرأسية (ملاحظات الأقمار الصناعية),8,السحابة المنخفضة الأولى,,,,,Operational
bufr4/0/08/003/9,008003,الأهمية الرأسية (ملاحظات الأقمار الصناعية),9,السحابة الطبية,,,,,Operational
bufr4/0/08/003/10,008003,الأهمية الرأسية (ملاحظات الأقمار الصناعية),10,السحابة العالية,,,,,Operational
bufr4/0/08/003/11-62,008003,الأهمية الرأسية (ملاحظات الأقمار الصناعية),11-62,محجوز,,,,,Operational
bufr4/0/08/003/63,008003,الأهمية الرأسية (ملاحظات الأقمار الصناعية),63,القيمة المفقودة,,,,,Operational
bufr4/0/08/004/0-1,008004,مرحلة من مراحل طيران الطائرة,0-1,محجوز,,,,,Operational
bufr4/0/08/004/2,008004,مرحلة من مراحل طيران الطائرة,2,غير مستقر (UNS),,,,,Operational
bufr4/0/08/004/3,008004,مرحلة من مراحل طيران الطائرة,3,الطيران المستوي، المراقبة الروتينية (LVR),,,,,Operational
bufr4/0/08/004/4,008004,مرحلة من مراحل طيران الطائرة,4,الطيران المستوي، أعلى رياح مُواجهة (LVW),,,,,Operational
bufr4/0/08/004/5,008004,مرحلة من مراحل طيران الطائرة,5,تصاعدي (ASC),,,,,Operational
bufr4/0/08/004/6,008004,مرحلة من مراحل طيران الطائرة,6,النزول (DES),,,,,Operational
bufr4/0/08/004/7,008004,مرحلة من مراحل طيران الطائرة,7,القيمة المفقودة,,,,,Operational
bufr4/0/08/005/0,008005,أهمية السمة الأرصادية,0,محجوز,,,,,Operational
bufr4/0/08/005/1,008005,أهمية السمة الأرصادية,1,مركز العاصفة,,,,,Operational
bufr4/0/08/005/2,008005,أهمية السمة الأرصادية,2,الحد الخارجي أو حافة العاصفة,,,,,Operational
bufr4/0/08/005/3,008005,أهمية السمة الأرصادية,3,موقع أقصى الرياح,,,,,Operational
bufr4/0/08/005/4,008005,أهمية السمة الأرصادية,4,موقع العاصفة في التحليل المضطرب,,,,,Operational
bufr4/0/08/005/5,008005,أهمية السمة الأرصادية,5,موقع العاصفة في التحليل المضطرب,,,,,Operational
bufr4/0/08/005/6-14,008005,أهمية السمة الأرصادية,6-14,محجوز,,,,,Operational
bufr4/0/08/005/15,008005,أهمية السمة الأرصادية,15,القيمة المفقودة,,,,,Operational
bufr4/0/08/006/1,008006,أهمية قياس الأوزون العمودي,1,سطح,,,,,Operational
bufr4/0/08/006/2,008006,أهمية قياس الأوزون العمودي,2,المستوى القياسي,,,,,Operational
bufr4/0/08/006/3,008006,أهمية قياس الأوزون العمودي,3,مستوى التروبوبوز,,,,,Operational
bufr4/0/08/006/4,008006,أهمية قياس الأوزون العمودي,4,الحد الأقصى البارز,,,,,Operational
bufr4/0/08/006/5,008006,أهمية قياس الأوزون العمودي,5,الحد الأقصى البارز,,,,,Operational
bufr4/0/08/006/6,008006,أهمية قياس الأوزون العمودي,6,الحد الأدنى لمستوى الضغط,,,,,Operational
bufr4/0/08/006/7,008006,أهمية قياس الأوزون العمودي,7,محجوز,,,,,Operational
bufr4/0/08/006/8,008006,أهمية قياس الأوزون العمودي,8,مستوى ذو أهمية غير محددة,,,,,Operational
bufr4/0/08/006/All-9,008006,أهمية قياس الأوزون العمودي,All 9,القيمة المفقودة,,,,,Operational
bufr4/0/08/007/0,008007,الأهمية البُعدية,0,نقطة,,,,,Operational
bufr4/0/08/007/1,008007,الأهمية البُعدية,1,خط,,,,,Operational
bufr4/0/08/007/2,008007,الأهمية البُعدية,2,منطقة,,,,,Operational
bufr4/0/08/007/3,008007,الأهمية البُعدية,3,الحجم,,,,,Operational
bufr4/0/08/007/4-14,008007,الأهمية البُعدية,4-14,محجوز,,,,,Operational
bufr4/0/08/007/15,008007,الأهمية البُعدية,15,القيمة المفقودة,,,,,Operational
bufr4/0/08/008/1,008008,أهمية السبر الرأسي للإشعاع,1,سطح,,,,,Operational
bufr4/0/08/008/2,008008,أهمية السبر الرأسي للإشعاع,2,المستوى القياسي,,,,,Operational
bufr4/0/08/008/3,008008,أهمية السبر الرأسي للإشعاع,3,مستوى التروبوبوز,,,,,Operational
bufr4/0/08/008/4,008008,أهمية السبر الرأسي للإشعاع,4,مستوى إشعاع بيتا الأقصى,,,,,Operational
bufr4/0/08/008/5,008008,أهمية السبر الرأسي للإشعاع,5,مستوى إشعاع غاما الأقصى,,,,,Operational
bufr4/0/08/008/6,008008,أهمية السبر الرأسي للإشعاع,6,الحد الأدنى لمستوى الضغط,,,,,Operational
bufr4/0/08/008/7,008008,أهمية السبر الرأسي للإشعاع,7,محجوز,,,,,Operational
bufr4/0/08/008/8,008008,أهمية السبر الرأسي للإشعاع,8,مستوى ذو أهمية غير محددة,,,,,Operational
bufr4/0/08/008/All-9,008008,أهمية السبر الرأسي للإشعاع,All 9,القيمة المفقودة,,,,,Operational
bufr4/0/08/009/0,008009,مرحلة من مراحل طيران الطائرة,0,الطيران المستوي، المراقبة الروتينية، غير مستقر,,,,,Operational
bufr4/0/08/009/1,008009,مرحلة من مراحل طيران الطائرة,1,الطيران المستوي، المراقبة الروتينية، غير مستقر,,,,,Operational
bufr4/0/08/009/2,008009,مرحلة من مراحل طيران الطائرة,2,غير مستقر (UNS),,,,,Operational
bufr4/0/08/009/3,008009,مرحلة من مراحل طيران الطائرة,3,الطيران المستوي، المراقبة الروتينية (LVR),,,,,Operational
bufr4/0/08/009/4,008009,مرحلة من مراحل طيران الطائرة,4,الطيران المستوي، أعلى رياح مُواجهة (LVW),,,,,Operational
bufr4/0/08/009/5,008009,مرحلة من مراحل طيران الطائرة,5,تصاعدي (ASC),,,,,Operational
bufr4/0/08/009/6,008009,مرحلة من مراحل طيران الطائرة,6,النزول (DES),,,,,Operational
bufr4/0/08/009/7,008009,مرحلة من مراحل طيران الطائرة,7,تصاعدي، فترات المراقبة المحددة بفواصل زمنية,,,,,Operational
bufr4/0/08/009/8,008009,مرحلة من مراحل طيران الطائرة,8,تصاعدي، فترات المراقبة المحددة بفواصل زمنية,,,,,Operational
bufr4/0/08/009/9,008009,مرحلة من مراحل طيران الطائرة,9,تصاعدي، فترات المراقبة المحددة بفواصل ضغط,,,,,Operational
bufr4/0/08/009/10,008009,مرحلة من مراحل طيران الطائرة,10,تصاعدي، فترات المراقبة المحددة بفواصل ضغط,,,,,Operational
bufr4/0/08/009/11,008009,مرحلة من مراحل طيران الطائرة,11,تصاعدي، فترات المراقبة المحددة بفواصل زمنية,,,,,Operational
bufr4/0/08/009/12,008009,مرحلة من مراحل طيران الطائرة,12,تنازلي، فترات المراقبة المحددة بفواصل زمنية، غير مستقر,,,,,Operational
bufr4/0/08/009/13,008009,مرحلة من مراحل طيران الطائرة,13,تصاعدي، فترات المراقبة المحددة بفواصل ضغط,,,,,Operational
bufr4/0/08/009/14,008009,مرحلة من مراحل طيران الطائرة,14,تنازلي، فترات المراقبة المحددة بفواصل زمنية، غير مستقر,,,,,Operational
bufr4/0/08/009/15,008009,مرحلة من مراحل طيران الطائرة,15,القيمة المفقودة,,,,,Operational
bufr4/0/08/010/0,008010,مُحدد السطح (بيانات درجة الحرارة),0,محجوز,,,,,Operational
bufr4/0/08/010/1,008010,مُحدد السطح (بيانات درجة الحرارة),1,تربة مكشوفة,,,,,Operational
bufr4/0/08/010/2,008010,مُحدد السطح (بيانات درجة الحرارة),2,صخر عارٍ,,,,,Operational
bufr4/0/08/010/3,008010,مُحدد السطح (بيانات درجة الحرارة),3,غطاء العشب الأرضي,,,,,Operational
bufr4/0/08/010/4,008010,مُحدد السطح (بيانات درجة الحرارة),4,الماء (بحيرة، بحر),,,,,Operational
bufr4/0/08/010/5,008010,مُحدد السطح (بيانات درجة الحرارة),5,مياه الفيضانات تحتها,,,,,Operational
bufr4/0/08/010/6,008010,مُحدد السطح (بيانات درجة الحرارة),6,ثلج,,,,,Operational
bufr4/0/08/010/7,008010,مُحدد السطح (بيانات درجة الحرارة),7,وضع الجليد,,,,,Operational
bufr4/0/08/010/8,008010,مُحدد السطح (بيانات درجة الحرارة),8,مدرج أو طريق,,,,,Operational
bufr4/0/08/010/9,008010,مُحدد السطح (بيانات درجة الحرارة),9,سطح السفينة أو المنصة من الفولاذ,,,,,Operational
bufr4/0/08/010/10,008010,مُحدد السطح (بيانات درجة الحرارة),10,سطح السفينة أو المنصة من الفولاذ,,,,,Operational
bufr4/0/08/010/11,008010,مُحدد السطح (بيانات درجة الحرارة),11,سطح السفينة أو المنصة مغطى جزئيًا بحصيرة مطاطية,,,,,Operational
bufr4/0/08/010/12,008010,مُحدد السطح (بيانات درجة الحرارة),12,سطح المبنى,,,,,Operational
bufr4/0/08/010/13-30,008010,مُحدد السطح (بيانات درجة الحرارة),13-30,محجوز,,,,,Operational
bufr4/0/08/010/31,008010,مُحدد السطح (بيانات درجة الحرارة),31,القيمة المفقودة,,,,,Operational
bufr4/0/08/011/0,008011,ميزة أرصادية,0,جبهة شبه ثابتة على السطح,,,,,Operational
bufr4/0/08/011/1,008011,ميزة أرصادية,1,جبهة شبه ثابتة على السطح,,,,,Operational
bufr4/0/08/011/2,008011,ميزة أرصادية,2,جبهة دافئة على السطح,,,,,Operational
bufr4/0/08/011/3,008011,ميزة أرصادية,3,جبهة دافئة على السطح,,,,,Operational
bufr4/0/08/011/4,008011,ميزة أرصادية,4,جبهة دافئة على السطح,,,,,Operational
bufr4/0/08/011/5,008011,ميزة أرصادية,5,جبهة دافئة على السطح,,,,,Operational
bufr4/0/08/011/6,008011,ميزة أرصادية,6,انسداد,,,,,Operational
bufr4/0/08/011/7,008011,ميزة أرصادية,7,خط عدم الاستقرار,,,,,Operational
bufr4/0/08/011/8,008011,ميزة أرصادية,8,الجبهة بين المدارية,,,,,Operational
bufr4/0/08/011/9,008011,ميزة أرصادية,9,خط التقارب,,,,,Operational
bufr4/0/08/011/10,008011,ميزة أرصادية,10,التيار النفاث,,,,,Operational
bufr4/0/08/011/11,008011,ميزة أرصادية,11,السحاب صافية,,,,,Operational
bufr4/0/08/011/12,008011,ميزة أرصادية,12,السحابة العالية,,,,,Operational
bufr4/0/08/011/13,008011,ميزة أرصادية,13,الرياح والاضطراب,,,,,Operational
bufr4/0/08/011/14,008011,ميزة أرصادية,14,عاصفة,,,,,Operational
bufr4/0/08/011/15,008011,ميزة أرصادية,15,تكوّن الجليد على هيكل الطائرة,,,,,Operational
bufr4/0/08/011/16,008011,ميزة أرصادية,16,ظاهرة,,,,,Operational
bufr4/0/08/011/17,008011,ميزة أرصادية,17,بركان,,,,,Operational
bufr4/0/08/011/18,008011,ميزة أرصادية,18,جويات,,,,,Operational
bufr4/0/08/011/19,008011,ميزة أرصادية,19,محجوز,,,,,Operational
bufr4/0/08/011/20,008011,ميزة أرصادية,20,السحب الخاصة,,,,,Operational
bufr4/0/08/011/21,008011,ميزة أرصادية,21,عاصفة رعدية,,,,,Operational
bufr4/0/08/011/22,008011,ميزة أرصادية,22,إعصار استوائي,,,,,Operational
bufr4/0/08/011/23,008011,ميزة أرصادية,23,موجة جبلية,,,,,Operational
bufr4/0/08/011/24,008011,ميزة أرصادية,24,عاصفة غبارية,,,,,Operational
bufr4/0/08/011/25,008011,ميزة أرصادية,25,عاصفة رملية,,,,,Operational
bufr4/0/08/011/26-62,008011,ميزة أرصادية,26-62,محجوز,,,,,Operational
bufr4/0/08/011/63,008011,ميزة أرصادية,63,القيمة المفقودة,,,,,Operational
bufr4/0/08/012/0,008012,محدد البر/البحر,0,أرض,,,,,Operational
bufr4/0/08/012/1,008012,محدد البر/البحر,1,بحر,,,,,Operational
bufr4/0/08/012/2,008012,محدد البر/البحر,2,ساحل,,,,,Operational
bufr4/0/08/012/3,008012,محدد البر/البحر,3,القيمة المفقودة,,,,,Operational
bufr4/0/08/013/0,008013,محدد النهار/الليل,0,ليل,,,,,Operational
bufr4/0/08/013/1,008013,محدد النهار/الليل,1,يوم,,,,,Operational
bufr4/0/08/013/2,008013,محدد النهار/الليل,2,الشفق,,,,,Operational
bufr4/0/08/013/3,008013,محدد النهار/الليل,3,القيمة المفقودة,,,,,Operational
bufr4/0/08/014/0,008014,ميل مدى الرؤية على المدرج,0,قيمة متوسط 10 دقائق - القيمة الطبيعية,,,,,Operational
bufr4/0/08/014/1,008014,ميل مدى الرؤية على المدرج,1,متوسط القيمة لمدة 10 دقائق - أعلى من الحد الأعلى لتقييمات RVR (P),,,,,Operational
bufr4/0/08/014/2,008014,ميل مدى الرؤية على المدرج,2,متوسط القيمة لمدة 10 دقائق - أعلى من الحد الأعلى لتقييمات RVR (P),,,,,Operational
bufr4/0/08/014/3,008014,ميل مدى الرؤية على المدرج,3,قيمة دقيقة واحدة كحد أدنى - القيمة الطبيعية,,,,,Operational
bufr4/0/08/014/4,008014,ميل مدى الرؤية على المدرج,4,متوسط القيمة لمدة 10 دقائق - أعلى من الحد الأعلى لتقييمات RVR (P),,,,,Operational
bufr4/0/08/014/5,008014,ميل مدى الرؤية على المدرج,5,متوسط القيمة لمدة 10 دقائق - أعلى من الحد الأعلى لتقييمات RVR (P),,,,,Operational
bufr4/0/08/014/6,008014,ميل مدى الرؤية على المدرج,6,قيمة دقيقة واحدة كحد أدنى - القيمة الطبيعية,,,,,Operational
bufr4/0/08/014/7,008014,ميل مدى الرؤية على المدرج,7,متوسط القيمة لمدة 10 دقائق - أعلى من الحد الأعلى لتقييمات RVR (P),,,,,Operational
bufr4/0/08/014/8,008014,ميل مدى الرؤية على المدرج,8,متوسط القيمة لمدة 10 دقائق - أعلى من الحد الأعلى لتقييمات RVR (P),,,,,Operational
bufr4/0/08/014/9-14,008014,ميل مدى الرؤية على المدرج,9-14,محجوز,,,,,Operational
bufr4/0/08/014/15,008014,ميل مدى الرؤية على المدرج,15,القيمة المفقودة,,,,,Operational
bufr4/0/08/015/0,008015,مؤهل هام للمستشعر,0,مستشعر واحد,,,,,Operational
bufr4/0/08/015/1,008015,مؤهل هام للمستشعر,1,المستشعر الأساسي,,,,,Operational
bufr4/0/08/015/2,008015,مؤهل هام للمستشعر,2,المستشعر الثانوي (احتياطي),,,,,Operational
bufr4/0/08/015/3-6,008015,مؤهل هام للمستشعر,3-6,محجوز,,,,,Operational
bufr4/0/08/015/7,008015,مؤهل هام للمستشعر,7,القيمة المفقودة,,,,,Operational
bufr4/0/08/016/0,008016,تغيير المؤهل لتوقع من نوع الاتجاه أو توقع المطار,0,لا شيء مهم للإبلاغ عنه,,,,,Operational
bufr4/0/08/016/1,008016,تغيير المؤهل لتوقع من نوع الاتجاه أو توقع المطار,1,BECMG,,,,,Operational
bufr4/0/08/016/2,008016,تغيير المؤهل لتوقع من نوع الاتجاه أو توقع المطار,2,تمبو,,,,,Operational
bufr4/0/08/016/3,008016,تغيير المؤهل لتوقع من نوع الاتجاه أو توقع المطار,3,راديو FM,,,,,Operational
bufr4/0/08/016/4-6,008016,تغيير المؤهل لتوقع من نوع الاتجاه أو توقع المطار,4-6,محجوز,,,,,Operational
bufr4/0/08/016/7,008016,تغيير المؤهل لتوقع من نوع الاتجاه أو توقع المطار,7,القيمة المفقودة,,,,,Operational
bufr4/0/08/017/0,008017,محدد الوقت المتوقع لتغيير التوقعات,0,راديو FM,,,,,Operational
bufr4/0/08/017/1,008017,محدد الوقت المتوقع لتغيير التوقعات,1,ترجمة تعليمات,,,,,Operational
bufr4/0/08/017/2,008017,محدد الوقت المتوقع لتغيير التوقعات,2,في,,,,,Operational
bufr4/0/08/017/3,008017,محدد الوقت المتوقع لتغيير التوقعات,3,القيمة المفقودة,,,,,Operational
bufr4/0/08/018/1,008018,نوع سطح الأرض/الجليد SEAWINDS,1,أرض,,,,,Operational
bufr4/0/08/018/2,008018,نوع سطح الأرض/الجليد SEAWINDS,2,خريطة الجليد السطحي تشير إلى وجود الجليد,,,,,Operational
bufr4/0/08/018/3-10,008018,نوع سطح الأرض/الجليد SEAWINDS,3-10,محجوز,,,,,Operational
bufr4/0/08/018/11,008018,نوع سطح الأرض/الجليد SEAWINDS,11,بيانات خريطة الجليد غير متوفرة,,,,,Operational
bufr4/0/08/018/12,008018,نوع سطح الأرض/الجليد SEAWINDS,12,بيانات خريطة التوهين غير متوفرة,,,,,Operational
bufr4/0/08/018/13-16,008018,نوع سطح الأرض/الجليد SEAWINDS,13-16,محجوز,,,,,Operational
bufr4/0/08/018/All-17,008018,نوع سطح الأرض/الجليد SEAWINDS,All 17,القيمة المفقودة,,,,,Operational
bufr4/0/08/019/0,008019,المؤهل لمعرف المركز التالي,0,محجوز,,,,,Operational
bufr4/0/08/019/1,008019,المؤهل لمعرف المركز التالي,1,وحدة ATS (خدمة الحركة الجوية) التي تخدم FIR (منطقة معلومات الطيران),,,,,Operational
bufr4/0/08/019/2,008019,المؤهل لمعرف المركز التالي,2,منطقة معلومات الطيران (FIR),,,,,Operational
bufr4/0/08/019/3,008019,المؤهل لمعرف المركز التالي,3,منطقة معلومات الطيران العليا (UIR),,,,,Operational
bufr4/0/08/019/4,008019,المؤهل لمعرف المركز التالي,4,منطقة التحكم (CTA),,,,,Operational
bufr4/0/08/019/5,008019,المؤهل لمعرف المركز التالي,5,مركز استشارات الرماد البركاني (VAAC),,,,,Operational
bufr4/0/08/019/6,008019,المؤهل لمعرف المركز التالي,6,مكتب مراقبة الأرصاد الجوية (MWO) يصدر SIGMET,,,,,Operational
bufr4/0/08/019/7-14,008019,المؤهل لمعرف المركز التالي,7-14,محجوز,,,,,Operational
bufr4/0/08/019/15,008019,المؤهل لمعرف المركز التالي,15,القيمة المفقودة,,,,,Operational
bufr4/0/08/021/0,008021,أهمية الوقت,0,محجوز,,,,,Operational
bufr4/0/08/021/1,008021,أهمية الوقت,1,سلاسل زمنية,,,,,Operational
bufr4/0/08/021/2,008021,أهمية الوقت,2,متوسط الزمن,,,(انظر الملاحظة 3),4,Operational
bufr4/0/08/021/3,008021,أهمية الوقت,3,متراكم,,,,,Operational
bufr4/0/08/021/4,008021,أهمية الوقت,4,توقعات,,,,,Operational
bufr4/0/08/021/5,008021,أهمية الوقت,5,توقعات,,,,,Operational
bufr4/0/08/021/6,008021,أهمية الوقت,6,متوسط زمن التنبؤ,,,,,Operational
bufr4/0/08/021/7,008021,أهمية الوقت,7,توقعات,,,,,Operational
bufr4/0/08/021/8,008021,أهمية الوقت,8,متوسط المجموعة,,,(انظر الملاحظة 3),3,Operational
bufr4/0/08/021/9,008021,أهمية الوقت,9,متوسط المجموعة,,,,,Operational
bufr4/0/08/021/10,008021,أهمية الوقت,10,متوسط الزمن لمتوسط المجموعة,,,,,Operational
bufr4/0/08/021/11,008021,أهمية الوقت,11,متوسط المجموعة,,,,,Operational
bufr4/0/08/021/12,008021,أهمية الوقت,12,متوسط المجموعة,,,,,Operational
bufr4/0/08/021/13,008021,أهمية الوقت,13,سلسلة زمنية لتوقع متوسط المجموعة,,,,,Operational
bufr4/0/08/021/14,008021,أهمية الوقت,14,متوسط الزمن لمتوسط المجموعة,,,,,Operational
bufr4/0/08/021/15,008021,أهمية الوقت,15,سلسلة زمنية لتوقع متوسط المجموعة,,,,,Operational
bufr4/0/08/021/16,008021,أهمية الوقت,16,تحليل,,,,,Operational
bufr4/0/08/021/17,008021,أهمية الوقت,17,بداية الظاهرة,,,,,Operational
bufr4/0/08/021/18,008021,أهمية الوقت,18,وقت إطلاق الراديوسوندي,,,,,Operational
bufr4/0/08/021/19,008021,أهمية الوقت,19,بداية المدار,,,,,Operational
bufr4/0/08/021/20,008021,أهمية الوقت,20,نهاية المدار,,,,,Operational
bufr4/0/08/021/21,008021,أهمية الوقت,21,وقت العقدة الصاعدة,,,,,Operational
bufr4/0/08/021/22,008021,أهمية الوقت,22,وقت حدوث تغير الرياح,,,,,Operational
bufr4/0/08/021/23,008021,أهمية الوقت,23,فترة المراقبة,,,,,Operational
bufr4/0/08/021/24,008021,أهمية الوقت,24,الحد الزمني المتفق عليه لاستلام التقرير,,,,,Operational
bufr4/0/08/021/25,008021,أهمية الوقت,25,وقت الإبلاغ الاسمي,,,,,Operational
bufr4/0/08/021/26,008021,أهمية الوقت,26,وقت آخر موقع معروف,,,,,Operational
bufr4/0/08/021/27,008021,أهمية الوقت,27,التخمين الأول,,,,,Operational
bufr4/0/08/021/28,008021,أهمية الوقت,28,بدء الفحص,,,,,Operational
bufr4/0/08/021/29,008021,أهمية الوقت,29,نهاية الفحص أو وقت الانتهاء,,,,,Operational
bufr4/0/08/021/30,008021,أهمية الوقت,30,وقت الحدوث,,,,,Operational
bufr4/0/08/021/31,008021,أهمية الوقت,31,القيمة المفقودة,,,,,Operational
bufr4/0/08/023/0-1,008023,القيم الإحصائية من الدرجة الأولى تتبع,0-1,محجوز,,,,,Operational
bufr4/0/08/023/2,008023,القيم الإحصائية من الدرجة الأولى تتبع,2,القيمة القصوى,,,,,Operational
bufr4/0/08/023/3,008023,القيم الإحصائية من الدرجة الأولى تتبع,3,القيمة الدنيا,,,,,Operational
bufr4/0/08/023/4,008023,القيم الإحصائية من الدرجة الأولى تتبع,4,القيمة المتوسطة,,,,,Operational
bufr4/0/08/023/5,008023,القيم الإحصائية من الدرجة الأولى تتبع,5,القيمة الوسيطة,,,,,Operational
bufr4/0/08/023/6,008023,القيم الإحصائية من الدرجة الأولى تتبع,6,القيمة النمطية,,,,,Operational
bufr4/0/08/023/7,008023,القيم الإحصائية من الدرجة الأولى تتبع,7,متوسط الخطأ المطلق,,,,,Operational
bufr4/0/08/023/8,008023,القيم الإحصائية من الدرجة الأولى تتبع,8,محجوز,,,,,Operational
bufr4/0/08/023/9,008023,القيم الإحصائية من الدرجة الأولى تتبع,9,أفضل تقدير للانحراف المعياري (N-1),,,,,Operational
bufr4/0/08/023/10,008023,القيم الإحصائية من الدرجة الأولى تتبع,10,الانحراف المعياري (N),,,,,Operational
bufr4/0/08/023/11,008023,القيم الإحصائية من الدرجة الأولى تتبع,11,المتوسط التوافقي,,,,,Operational
bufr4/0/08/023/12,008023,القيم الإحصائية من الدرجة الأولى تتبع,12,خطأ المتجه الجذري المتوسط المربع,,,,,Operational
bufr4/0/08/023/13,008023,القيم الإحصائية من الدرجة الأولى تتبع,13,الجذر التربيعي لمتوسط المربعات,,,,,Operational
bufr4/0/08/023/14,008023,القيم الإحصائية من الدرجة الأولى تتبع,14,الجذر التربيعي لمتوسط المربعات,,,,,Operational
bufr4/0/08/023/15-31,008023,القيم الإحصائية من الدرجة الأولى تتبع,15-31,محجوز,,,,,Operational
bufr4/0/08/023/32,008023,القيم الإحصائية من الدرجة الأولى تتبع,32,متوسط المتجهات,,,,,Operational
bufr4/0/08/023/33-62,008023,القيم الإحصائية من الدرجة الأولى تتبع,33-62,مخصص للاستخدام المحلي,,,,,Operational
