Id,FXY,ElementName_ar,CodeFigure,EntryName_ar,EntryName_sub1_ar,EntryName_sub2_ar,Note_ar,noteIDs,Status
bufr4/0/33/024/7,033024,علامة جودة ارتفاع المحطة (للمحطات المتنقلة),7,عادل - ضمن 20 مترًا,,,,,Operational
bufr4/0/33/024/8,033024,علامة جودة ارتفاع المحطة (للمحطات المتنقلة),8,ضعيف - أكثر من 60 قدمًا,,,,,Operational
bufr4/0/33/024/9-14,033024,علامة جودة ارتفاع المحطة (للمحطات المتنقلة),9-14,محجوز,,,,,Operational
bufr4/0/33/024/15,033024,علامة جودة ارتفاع المحطة (للمحطات المتنقلة),15,القيمة المفقودة,,,,,Operational
bufr4/0/33/025/0,033025,مؤشر القيم المُقحمة لنظام ACARS,0,الوقت مُتداخل، تم الإبلاغ عن خط العرض وخط الطول,,,,,Operational
bufr4/0/33/025/1,033025,مؤشر القيم المُقحمة لنظام ACARS,1,الوقت مُتداخل، تم الإبلاغ عن خط العرض وخط الطول,,,,,Operational
bufr4/0/33/025/2,033025,مؤشر القيم المُقحمة لنظام ACARS,2,الوقت مُتداخل، تم الإبلاغ عن خط العرض وخط الطول,,,,,Operational
bufr4/0/33/025/3,033025,مؤشر القيم المُقحمة لنظام ACARS,3,الوقت مُتداخل، تم الإبلاغ عن خط العرض وخط الطول,,,,,Operational
bufr4/0/33/025/4-6,033025,مؤشر القيم المُقحمة لنظام ACARS,4-6,محجوز,,,,,Operational
bufr4/0/33/025/7,033025,مؤشر القيم المُقحمة لنظام ACARS,7,القيمة المفقودة,,,,,Operational
bufr4/0/33/026/0,033026,جودة الرطوبة,0,العمليات العادية - وضع القياس,,,,,Operational
bufr4/0/33/026/1,033026,جودة الرطوبة,1,العمليات العادية - وضع القياس,,,,,Operational
bufr4/0/33/026/2,033026,جودة الرطوبة,2,صغير RH,,,,,Operational
bufr4/0/33/026/3,033026,جودة الرطوبة,3,عنصر الرطوبة مبلل,,,,,Operational
bufr4/0/33/026/4,033026,جودة الرطوبة,4,عنصر الرطوبة ملوث,,,,,Operational
bufr4/0/33/026/5,033026,جودة الرطوبة,5,فشل السخان,,,,,Operational
bufr4/0/33/026/6,033026,جودة الرطوبة,6,فشل السخان وعنصر الرطوبة مبلل/ملوث,,,,,Operational
bufr4/0/33/026/7,033026,جودة الرطوبة,7,واحد على الأقل من معلمات الإدخال المستخدمة في حساب نسبة الخلط غير صالح.,,,,,Operational
bufr4/0/33/026/8,033026,جودة الرطوبة,8,خطأ رقمي,,,,,Operational
bufr4/0/33/026/9,033026,جودة الرطوبة,9,المستشعر غير مثبت,,,,,Operational
bufr4/0/33/026/10,033026,جودة الرطوبة,10,الرطوبة النسبية المحسوبة > 100%,,,,,Operational
bufr4/0/33/026/11,033026,جودة الرطوبة,11,قدرة الليزر المدخلة منخفضة جدًا,,,,,Operational
bufr4/0/33/026/12,033026,جودة الرطوبة,12,درجة حرارة مسبار WV خارج النطاق,,,,,Operational
bufr4/0/33/026/13,033026,جودة الرطوبة,13,درجة حرارة مسبار WV خارج النطاق,,,,,Operational
bufr4/0/33/026/14,033026,جودة الرطوبة,14,خط الطيف خارج النطاق,,,,,Operational
bufr4/0/33/026/15,033026,جودة الرطوبة,15,لا يوجد خرج ليزر,,,,,Operational
bufr4/0/33/026/16-62,033026,جودة الرطوبة,16-62,محجوز,,,,,Operational
bufr4/0/33/026/63,033026,جودة الرطوبة,63,القيمة المفقودة,,,,,Operational
bufr4/0/33/027/0,033027,فئة جودة الموقع (نطاق نصف القطر بنسبة ثقة 66٪),0,نصف القطر >= 1500 م,,,,,Operational
bufr4/0/33/027/1,033027,فئة جودة الموقع (نطاق نصف القطر بنسبة ثقة 66٪),1,نصف القطر >= 1500 م,,,,,Operational
bufr4/0/33/027/2,033027,فئة جودة الموقع (نطاق نصف القطر بنسبة ثقة 66٪),2,250 م =< نصف القطر < 500 م,,,,,Operational
bufr4/0/33/027/3,033027,فئة جودة الموقع (نطاق نصف القطر بنسبة ثقة 66٪),3,250 م =< نصف القطر < 500 م,,,,,Operational
bufr4/0/33/027/4,033027,فئة جودة الموقع (نطاق نصف القطر بنسبة ثقة 66٪),4,=< ١٠٠ م,,,,,Operational
bufr4/0/33/027/5-6,033027,فئة جودة الموقع (نطاق نصف القطر بنسبة ثقة 66٪),5-6,محجوز,,,,,Operational
bufr4/0/33/027/7,033027,فئة جودة الموقع (نطاق نصف القطر بنسبة ثقة 66٪),7,القيمة المفقودة,,,,,Operational
bufr4/0/33/028/1,033028,الجودة العامة للقطات,1,اسمي,,,,,Operational
bufr4/0/33/028/2,033028,الجودة العامة للقطات,2,متدهور بسبب خطأ SW؛ أي خطأ يتم الإبلاغ عنه بواسطة الخوارزميات,,,,,Operational
bufr4/0/33/028/3,033028,الجودة العامة للقطات,3,متدهور بسبب خطأ الجهاز,,,,,Operational
bufr4/0/33/028/4,033028,الجودة العامة للقطات,4,تدهور بسبب تلف/فقدان ADF,,,,,Operational
bufr4/0/33/028/5,033028,الجودة العامة للقطات,5,التدهور العام,,,,,Operational
bufr4/0/33/028/6,033028,الجودة العامة للقطات,6,محجوز,,,,,Operational
bufr4/0/33/028/7,033028,الجودة العامة للقطات,7,القيمة المفقودة,,,,,Operational
bufr4/0/33/030/1,033030,أعلام حالة خط المسح لـ ATOVS,1,لا تستخدم المسح لإنشاء المنتج,,,,,Operational
bufr4/0/33/030/2,033030,أعلام حالة خط المسح لـ ATOVS,2,تم اكتشاف خطأ في تسلسل الوقت مع هذا الفحص,,,,,Operational
bufr4/0/33/030/3,033030,أعلام حالة خط المسح لـ ATOVS,3,فجوة البيانات تسبق هذا الفحص,,,,,Operational
bufr4/0/33/030/4,033030,أعلام حالة خط المسح لـ ATOVS,4,لا توجد معايرة,,,,,Operational
bufr4/0/33/030/5,033030,أعلام حالة خط المسح لـ ATOVS,5,لا يوجد موقع على الأرض,,,,,Operational
bufr4/0/33/030/6,033030,أعلام حالة خط المسح لـ ATOVS,6,أول وقت جيد بعد تحديث الساعة,,,,,Operational
bufr4/0/33/030/7,033030,أعلام حالة خط المسح لـ ATOVS,7,تم تغيير حالة الجهاز مع هذا الفحص,,,,,Operational
bufr4/0/33/030/8-23,033030,أعلام حالة خط المسح لـ ATOVS,8-23,محجوز,,,,,Operational
bufr4/0/33/030/All-24,033030,أعلام حالة خط المسح لـ ATOVS,All 24,القيمة المفقودة,,,,,Operational
bufr4/0/33/031/1,033031,أعلام حالة خط المسح لـ ATOVS,1,حقل الوقت سيئ ولكنه يمكن استنتاجه على الأرجح من الوقت الجيد السابق.,,,,,Operational
bufr4/0/33/031/2,033031,أعلام حالة خط المسح لـ ATOVS,2,حقل الوقت سيئ ولكنه يمكن استنتاجه على الأرجح من الوقت الجيد السابق.,,,,,Operational
bufr4/0/33/031/3,033031,أعلام حالة خط المسح لـ ATOVS,3,يبدأ هذا السجل تسلسلاً غير متسق مع الأوقات السابقة (أي يوجد انقطاع زمني). قد يكون ذلك مرتبطًا أو غير مرتبط بتحديث ساعة المركبة الفضائية (راجع أعلام حالة خط المسح لـ ATOVS).,,,,,Operational
bufr4/0/33/031/4,033031,أعلام حالة خط المسح لـ ATOVS,4,بداية تسلسل يبدو أنه يكرر أوقات المسح التي تم قبولها مسبقًا.,,,,,Operational
bufr4/0/33/031/5,033031,أعلام حالة خط المسح لـ ATOVS,5,لم يتم معايرة خط المسح بسبب الوقت السيئ,,,,,Operational
bufr4/0/33/031/6,033031,أعلام حالة خط المسح لـ ATOVS,6,تمت معايرة خط المسح باستخدام عدد أقل من خطوط المسح المفضلة بسبب القرب من بداية أو نهاية البيانات أو من فجوة البيانات.,,,,,Operational
bufr4/0/33/031/7,033031,أعلام حالة خط المسح لـ ATOVS,7,لم يتم معايرة خط المسح بسبب الوقت السيئ,,,,,Operational
bufr4/0/33/031/8,033031,أعلام حالة خط المسح لـ ATOVS,8,تمت معايرة خط المسح ولكن ببيانات PRT هامشية.,,,,,Operational
bufr4/0/33/031/9,033031,أعلام حالة خط المسح لـ ATOVS,9,بعض القنوات غير المعايرة في هذا الفحص,,,,,Operational
bufr4/0/33/031/10,033031,أعلام حالة خط المسح لـ ATOVS,10,غير معاير بسبب وضع الجهاز,,,,,Operational
bufr4/0/33/031/11,033031,أعلام حالة خط المسح لـ ATOVS,11,معايرة مشكوك فيها بسبب خطأ في موضع الهوائي في عرض الفضاء,,,,,Operational
bufr4/0/33/031/12,033031,أعلام حالة خط المسح لـ ATOVS,12,معايرة مشكوك فيها بسبب خطأ في موضع الهوائي في عرض الفضاء,,,,,Operational
bufr4/0/33/031/13,033031,أعلام حالة خط المسح لـ ATOVS,13,ليس موقعًا على الأرض بسبب الوقت السيئ,,,,,Operational
bufr4/0/33/031/14,033031,أعلام حالة خط المسح لـ ATOVS,14,موقع الأرض مشكوك فيه بسبب رمز الوقت المشكوك فيه (راجع بتات رمز مشكلة الوقت).,,,,,Operational
bufr4/0/33/031/15,033031,أعلام حالة خط المسح لـ ATOVS,15,موقع الأرض مشكوك فيه - توافق هامشي فقط مع فحص المعقولية,,,,,Operational
bufr4/0/33/031/16,033031,أعلام حالة خط المسح لـ ATOVS,16,موقع الأرض مشكوك فيه - توافق هامشي فقط مع فحص المعقولية,,,,,Operational
bufr4/0/33/031/17,033031,أعلام حالة خط المسح لـ ATOVS,17,موقع الأرض مشكوك فيه بسبب فحص وضع الهوائي,,,,,Operational
bufr4/0/33/031/18,033031,أعلام حالة خط المسح لـ ATOVS,18,معايرة خط المسح لجسم أسود بارد,,,,,Operational
bufr4/0/33/031/19,033031,أعلام حالة خط المسح لـ ATOVS,19,معايرة خط المسح لجسم أسود بارد,,,,,Operational
bufr4/0/33/031/20,033031,أعلام حالة خط المسح لـ ATOVS,20,معايرة خط المسح لمشهد الفضاء,,,,,Operational
bufr4/0/33/031/21,033031,أعلام حالة خط المسح لـ ATOVS,21,عرض الأرض,,,,,Operational
bufr4/0/33/031/22-23,033031,أعلام حالة خط المسح لـ ATOVS,22-23,محجوز,,,,,Operational
bufr4/0/33/031/All-24,033031,أعلام حالة خط المسح لـ ATOVS,All 24,القيمة المفقودة,,,,,Operational
bufr4/0/33/032/1,033032,أعلام جودة القناة لـ ATOVS,1,لا توجد عدادات جسم أسود جيدة لخط المسح.,,,,,Operational
bufr4/0/33/032/2,033032,أعلام جودة القناة لـ ATOVS,2,لا تُعتبر أي رؤية فضائية جيدة لهذه السطر.,,,,,Operational
bufr4/0/33/032/3,033032,أعلام جودة القناة لـ ATOVS,3,لا توجد PRTs جيدة لهذه الخط.,,,,,Operational
bufr4/0/33/032/4,033032,أعلام جودة القناة لـ ATOVS,4,بعض قراءات الجسم الأسود السيئة لهذه السطر.,,,,,Operational
bufr4/0/33/032/5,033032,أعلام جودة القناة لـ ATOVS,5,لا تُعتبر أي رؤية فضائية جيدة لهذه السطر.,,,,,Operational
bufr4/0/33/032/6,033032,أعلام جودة القناة لـ ATOVS,6,بعض درجات حرارة PRT السيئة على هذا الخط,,,,,Operational
bufr4/0/33/032/7,033032,أعلام جودة القناة لـ ATOVS,7,تم تقليل الجودة لهذا المسح.,,,,,Operational
bufr4/0/33/032/8-23,033032,أعلام جودة القناة لـ ATOVS,8-23,محجوزة (بتات مضبوطة على الصفر),,,,,Operational
bufr4/0/33/032/All-24,033032,أعلام جودة القناة لـ ATOVS,All 24,القيمة المفقودة,,,,,Operational
bufr4/0/33/033/1,033033,أعلام جودة القناة لـ ATOVS,1,تعيين إذا تم استخدام المعايرة الثانوية,,,,,Operational
bufr4/0/33/033/2-21,033033,أعلام جودة القناة لـ ATOVS,2-21,يتم ضبط البت n على 1 إذا كانت درجة حرارة السطوع في القناة n-1 غير معقولة من الناحية الفيزيائية أو لم يتم حسابها بسبب مشاكل المعايرة.,,,(انظر الملاحظة 3),26,Operational
bufr4/0/33/033/22,033033,أعلام جودة القناة لـ ATOVS,22,اضبط إذا كانت جميع القنوات مفقودة,,,,,Operational
bufr4/0/33/033/23,033033,أعلام جودة القناة لـ ATOVS,23,مشتبه به,,,,,Operational
bufr4/0/33/033/All-24,033033,أعلام جودة القناة لـ ATOVS,All 24,القيمة المفقودة,,,,,Operational
bufr4/0/33/035/0,033035,التحكم في الجودة يدوي/تلقائي,0,اجتاز التحكم في الجودة التلقائي ولم يتم فحصه يدويًا,,,,,Operational
bufr4/0/33/035/1,033035,التحكم في الجودة يدوي/تلقائي,1,اجتاز التحكم في الجودة التلقائي ولم يتم فحصه يدويًا,,,,,Operational
bufr4/0/33/035/2,033035,التحكم في الجودة يدوي/تلقائي,2,اجتاز التحكم في الجودة التلقائي ولم يتم فحصه يدويًا,,,,,Operational
bufr4/0/33/035/3,033035,التحكم في الجودة يدوي/تلقائي,3,اجتاز التحكم في الجودة التلقائي ولم يتم فحصه يدويًا,,,,,Operational
bufr4/0/33/035/4,033035,التحكم في الجودة يدوي/تلقائي,4,اجتاز التحكم في الجودة التلقائي ولم يتم فحصه يدويًا,,,,,Operational
bufr4/0/33/035/5,033035,التحكم في الجودة يدوي/تلقائي,5,فشل التحكم في الجودة التلقائي وتم فحصه يدويًا وإعادة إدراجه,,,,,Operational
bufr4/0/33/035/6,033035,التحكم في الجودة يدوي/تلقائي,6,أشار التحكم في الجودة التلقائي إلى البيانات على أنها مشكوك فيها ولم يتم فحصها يدويًا,,,,,Operational
bufr4/0/33/035/7,033035,التحكم في الجودة يدوي/تلقائي,7,أشار التحكم في الجودة التلقائي إلى البيانات على أنها مشكوك فيها ولم يتم فحصها يدويًا,,,,,Operational
bufr4/0/33/035/8,033035,التحكم في الجودة يدوي/تلقائي,8,تم التحقق يدويًا وفشل.,,,,,Operational
bufr4/0/33/035/9-14,033035,التحكم في الجودة يدوي/تلقائي,9-14,محجوز,,,,,Operational
bufr4/0/33/035/15,033035,التحكم في الجودة يدوي/تلقائي,15,القيمة المفقودة,,,,,Operational
bufr4/0/33/037/1,033037,خطأ ارتباط الرياح,1,مغادرة عن التخمين,,,,,Operational
bufr4/0/33/037/2,033037,خطأ ارتباط الرياح,2,مغادرة عن التخمين,,,,,Operational
bufr4/0/33/037/3,033037,خطأ ارتباط الرياح,3,مغادرة عن التخمين,,,,,Operational
bufr4/0/33/037/4,033037,خطأ ارتباط الرياح,4,التسارع u,,,,,Operational
bufr4/0/33/037/5,033037,خطأ ارتباط الرياح,5,التسارع v,,,,,Operational
bufr4/0/33/037/6,033037,خطأ ارتباط الرياح,6,التسارع u,,,,,Operational
bufr4/0/33/037/7,033037,خطأ ارتباط الرياح,7,ميزة أرضية محتملة,,,,,Operational
bufr4/0/33/037/8,033037,خطأ ارتباط الرياح,8,التسارع u وميزة الأرض المحتملة,,,,,Operational
bufr4/0/33/037/9,033037,خطأ ارتباط الرياح,9,التسارع u وميزة الأرض المحتملة,,,,,Operational
bufr4/0/33/037/10,033037,خطأ ارتباط الرياح,10,التسارع u وميزة الأرض المحتملة,,,,,Operational
bufr4/0/33/037/11,033037,خطأ ارتباط الرياح,11,تخمين رياح سيئ,,,,,Operational
bufr4/0/33/037/12,033037,خطأ ارتباط الرياح,12,فشل الارتباط,,,,,Operational
bufr4/0/33/037/13,033037,خطأ ارتباط الرياح,13,مربع البحث خارج حافة المنطقة,,,,,Operational
bufr4/0/33/037/14,033037,خطأ ارتباط الرياح,14,مربع الهدف خارج حافة المنطقة,,,,,Operational
bufr4/0/33/037/15,033037,خطأ ارتباط الرياح,15,سطوع البكسل خارج الحدود (خط مشوش),,,,,Operational
bufr4/0/33/037/16,033037,خطأ ارتباط الرياح,16,الهدف خارج صندوق خط العرض/خط الطول,,,,,Operational
bufr4/0/33/037/17,033037,خطأ ارتباط الرياح,17,الهدف خارج الحد الأدنى/الأقصى للضغط,,,,,Operational
bufr4/0/33/037/18,033037,خطأ ارتباط الرياح,18,قام Autoeditor بوضع علامة على المتجه البطيء,,,,,Operational
bufr4/0/33/037/19,033037,خطأ ارتباط الرياح,19,قام Autoeditor بوضع علامة على المتجه البطيء,,,,,Operational
bufr4/0/33/037/All-20,033037,خطأ ارتباط الرياح,All 20,القيمة المفقودة,,,,,Operational
bufr4/0/33/038/1,033038,أعلام الجودة لبيانات GNSS الأرضية,1,تُعتبر جودة تأخير الذروة الكلي ضعيفة.,,,,,Operational
bufr4/0/33/038/2,033038,أعلام الجودة لبيانات GNSS الأرضية,2,الأقمار الصناعية GALILEO المستخدمة,,,,,Operational
bufr4/0/33/038/3,033038,أعلام الجودة لبيانات GNSS الأرضية,3,استخدام أقمار GLONASS الصناعية,,,,,Operational
bufr4/0/33/038/4,033038,أعلام الجودة لبيانات GNSS الأرضية,4,الأقمار الصناعية GPS المستخدمة,,,,,Operational
bufr4/0/33/038/5,033038,أعلام الجودة لبيانات GNSS الأرضية,5,البيانات الأرصادية المطبقة,,,,,Operational
bufr4/0/33/038/6,033038,أعلام الجودة لبيانات GNSS الأرضية,6,تصحيح تحميل الغلاف الجوي مطبق,,,,,Operational
bufr4/0/33/038/7,033038,أعلام الجودة لبيانات GNSS الأرضية,7,تحميل مد المحيط المطبق,,,,,Operational
bufr4/0/33/038/8,033038,أعلام الجودة لبيانات GNSS الأرضية,8,معالجة بيانات جودة المناخ,,,,,Operational
bufr4/0/33/038/9,033038,أعلام الجودة لبيانات GNSS الأرضية,9,معالجة البيانات في الوقت شبه الحقيقي,,,,,Operational
bufr4/0/33/038/All-10,033038,أعلام الجودة لبيانات GNSS الأرضية,All 10,القيمة المفقودة,,,,,Operational
bufr4/0/33/039/1,033039,أعلام الجودة لبيانات الانكسار الراديوي,1,جودة غير اسمية,,,,,Operational
