Category,CategoryOfSequences_ar,FXY1,Title_ar,SubTitle_ar,FXY2,ElementName_ar,ElementDescription_ar,Note_ar,Status,translated_by
16,الخصائص العامة,D16004,الاضطراب,,B05002,خط العرض/خط الطول (دقة عالية),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16004,الاضطراب,,B06002,خط العرض/خط الطول (دقة عالية),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16004,الاضطراب,,B11031,درجة الاضطراب الممتدة,,(انظر الملاحظة 3),Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16004,الاضطراب,,B08007,الأهمية البُعدية,إلغاء,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16004,الاضطراب,,B08011,ميزة أرصادية,إلغاء | نهاية الكائن,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16005,عاصفة,,R08000,تكرار متأخر لـ 6 أوصاف,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16005,عاصفة,,B08005,أهمية السمة الأرصادية,مركز العاصفة,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16005,عاصفة,,B08007,الأهمية البُعدية,قيمة النقطة,,Operational,"AI Translator: azure, Glossary Not Used"
16,الخصائص العامة,D16005,عاصفة,,B05002,خط العرض/خط الطول (دقة عالية),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16005,عاصفة,,B06002,خط العرض/خط الطول (دقة عالية),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16005,عاصفة,,B01026,اسم العاصفة وفقاً للمنظمة العالمية للأرصاد الجوية,"استخدم ""UNKNOWN"" لعاصفة رملية",,Operational,"AI Translator: azure, Glossary Not Used"
16,الخصائص العامة,D16005,عاصفة,,B19001,الخصائص العامة,القيمة لنوع العاصفة,,Operational,"AI Translator: azure, Glossary Not Used"
16,الخصائص العامة,D16005,عاصفة,,B08007,الأهمية البُعدية,إلغاء,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16005,عاصفة,,B08005,أهمية السمة الأرصادية,إلغاء | نهاية الكائن,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16006,سحابة,,R11000,تكرار متأخر لـ 6 أوصاف,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16006,سحابة,,B08011,ميزة أرصادية,قيمة السحب,,Operational,"AI Translator: azure, Glossary Not Used"
16,الخصائص العامة,D16006,سحابة,,B08007,الأهمية البُعدية,القيمة للمساحة,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16006,سحابة,,B07002,الارتفاع أو العلو,مستوى الطيران (أعلى الطبقة),,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16006,سحابة,,B07002,الارتفاع أو العلو,مستوى الطيران (أعلى الطبقة),,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16006,سحابة,,R02000,تكرار متأخر لـ 6 أوصاف,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16006,سحابة,,B05002,خط العرض/خط الطول (دقة عالية),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16006,سحابة,,B06002,خط العرض/خط الطول (دقة عالية),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16006,سحابة,,B20011,كمية السحب,,(انظر الملاحظة 3),Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16006,سحابة,,B20012,نوع السحابة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16006,سحابة,,B08007,الأهمية البُعدية,إلغاء,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16006,سحابة,,B08011,ميزة أرصادية,إلغاء | نهاية الكائن,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16007,(الأمام),,R09000,تكرار متأخر لـ 6 أوصاف,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16007,(الأمام),,B08011,ميزة أرصادية,القيمة لنوع الواجهة,(انظر الملاحظة 3),Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16007,(الأمام),,B08007,الأهمية البُعدية,قيمة للسطر,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16007,(الأمام),,R04000,تكرار متأخر لـ 6 أوصاف,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16007,(الأمام),,B05002,خط العرض/خط الطول (دقة عالية),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16007,(الأمام),,B06002,خط العرض/خط الطول (دقة عالية),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16007,(الأمام),,B19005,اتجاه حركة الميزة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16007,(الأمام),,B19006,سرعة حركة الميزة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16007,(الأمام),,B08007,الأهمية البُعدية,إلغاء,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16007,(الأمام),,B08011,ميزة أرصادية,إلغاء | نهاية الكائن,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16008,مستوى التروبوبوز,,R10000,تكرار متأخر لـ 6 أوصاف,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16008,مستوى التروبوبوز,,B08001,أهمية السبر الرأسي,بت 3 مضبوط للتروبوبوز,,Operational,"AI Translator: azure, Glossary Not Used"
16,الخصائص العامة,D16008,مستوى التروبوبوز,,B08007,الأهمية البُعدية,قيمة النقطة,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16008,مستوى التروبوبوز,,B08023,القيم الإحصائية من الدرجة الأولى تتبع,مستوى التروبوبوز,(انظر الملاحظة 3),Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16008,مستوى التروبوبوز,,R03000,تكرار متأخر لـ 6 أوصاف,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16008,مستوى التروبوبوز,,B05002,خط العرض/خط الطول (دقة عالية),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16008,مستوى التروبوبوز,,B06002,خط العرض/خط الطول (دقة عالية),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16008,مستوى التروبوبوز,,B10002,ارتفاع,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16008,مستوى التروبوبوز,,B08023,القيم الإحصائية من الدرجة الأولى تتبع,إلغاء,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16008,مستوى التروبوبوز,,B08007,الأهمية البُعدية,إلغاء,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16008,مستوى التروبوبوز,,B08001,أهمية السبر الرأسي,إلغاء | نهاية الكائن,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16009,تكوّن الجليد على هيكل الطائرة,,R10000,تكرار متأخر لـ 6 أوصاف,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16009,تكوّن الجليد على هيكل الطائرة,,B08011,ميزة أرصادية,تكوّن الجليد على هيكل الطائرة,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16009,تكوّن الجليد على هيكل الطائرة,,B08007,الأهمية البُعدية,القيمة للمساحة,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16009,تكوّن الجليد على هيكل الطائرة,,B07002,الارتفاع أو العلو,مستوى الطيران (أعلى الطبقة),,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16009,تكوّن الجليد على هيكل الطائرة,,B07002,الارتفاع أو العلو,مستوى الطيران (أعلى الطبقة),,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16009,تكوّن الجليد على هيكل الطائرة,,R02000,تكرار متأخر لـ 6 أوصاف,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16009,تكوّن الجليد على هيكل الطائرة,,B05002,خط العرض/خط الطول (دقة عالية),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16009,تكوّن الجليد على هيكل الطائرة,,B06002,خط العرض/خط الطول (دقة عالية),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16009,تكوّن الجليد على هيكل الطائرة,,B20041,تكوّن الجليد على هيكل الطائرة,تكوّن الجليد على هيكل الطائرة,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16009,تكوّن الجليد على هيكل الطائرة,,B08007,الأهمية البُعدية,إلغاء,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16009,تكوّن الجليد على هيكل الطائرة,,B08011,ميزة أرصادية,إلغاء | نهاية الكائن,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16010,(اسم الميزة),,R07000,تكرار متأخر لـ 6 أوصاف,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16010,(اسم الميزة),,B08011,ميزة أرصادية,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16010,(اسم الميزة),,B08007,الأهمية البُعدية,قيمة النقطة,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16010,(اسم الميزة),,B01022,(اسم الميزة),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16010,(اسم الميزة),,B05002,خط العرض/خط الطول (دقة عالية),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16010,(اسم الميزة),,B06002,خط العرض/خط الطول (دقة عالية),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16010,(اسم الميزة),,B08007,الأهمية البُعدية,إلغاء,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16010,(اسم الميزة),,B08011,ميزة أرصادية,إلغاء | نهاية الكائن,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16011,(بركان يثور),,R16000,تكرار متأخر لـ 6 أوصاف,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16011,(بركان يثور),,B08011,ميزة أرصادية,قيمة السحب,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16011,(بركان يثور),,B01022,(اسم الميزة),بركان,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16011,(بركان يثور),,B08007,الأهمية البُعدية,قيمة النقطة,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16011,(بركان يثور),,R02000,تكرار متأخر لـ 6 أوصاف,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16011,(بركان يثور),,B05002,خط العرض/خط الطول (دقة عالية),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16011,(بركان يثور),,B06002,خط العرض/خط الطول (دقة عالية),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16011,(بركان يثور),,B08021,أهمية الوقت,وقت بدء الثوران,,Operational,"AI Translator: azure, Glossary Not Used"
16,الخصائص العامة,D16011,(بركان يثور),,B04001,سنة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16011,(بركان يثور),,B04002,شهر,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16011,(بركان يثور),,B04003,يوم,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16011,(بركان يثور),,B04004,ساعة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16011,(بركان يثور),,B04005,دقيقة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16011,(بركان يثور),,B20090,السحب الخاصة,سحب من الانفجارات البركانية,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16011,(بركان يثور),,B08021,أهمية الوقت,إلغاء,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16011,(بركان يثور),,B08007,الأهمية البُعدية,إلغاء,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16011,(بركان يثور),,B08011,ميزة أرصادية,إلغاء | نهاية الكائن,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16020,إعصار استوائي,,B01033,تحديد المركز المُنشئ/المُصدر,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16020,إعصار استوائي,,B01025,معرف العاصفة,,,Operational,"AI Translator: azure, Glossary Not Used"
16,الخصائص العامة,D16020,إعصار استوائي,,B01027,اسم العاصفة وفقاً للمنظمة العالمية للأرصاد الجوية,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16020,إعصار استوائي,,D01011,سنة، شهر، يوم,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16020,إعصار استوائي,,D01012,ساعة، دقيقة، ثانية,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16021,(بيانات التحليل),,D01023,خط العرض/خط الطول (دقة عالية),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16021,(بيانات التحليل),,B02041,طريقة لتقدير التقارير المتعلقة بالخصائص السينوبتية,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16021,(بيانات التحليل),,B19001,الخصائص العامة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16021,(بيانات التحليل),,B19007,نصف القطر الفعّال للميزة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16021,(بيانات التحليل),,B19005,اتجاه حركة الميزة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16021,(بيانات التحليل),,B19006,سرعة حركة الميزة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16021,(بيانات التحليل),,B19008,الامتداد الرأسي للدوران,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16021,(بيانات التحليل),,B08005,أهمية السمة الأرصادية,= 1 مركز العاصفة,,Operational,"AI Translator: azure, Glossary Not Used"
16,الخصائص العامة,D16021,(بيانات التحليل),,B10004,ضغط,مركز العاصفة بحكم المؤهل السابق للأهمية.,,Operational,"AI Translator: azure, Glossary Not Used"
16,الخصائص العامة,D16021,(بيانات التحليل),,B08005,أهمية السمة الأرصادية,= 2 الحد الخارجي أو حافة الميزة,,Operational,"AI Translator: azure, Glossary Not Used"
16,الخصائص العامة,D16021,(بيانات التحليل),,B10004,ضغط,الحد الخارجي,,Operational,"AI Translator: azure, Glossary Not Used"
16,الخصائص العامة,D16021,(بيانات التحليل),,B19007,نصف القطر الفعّال للميزة,الحد الخارجي,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16021,(بيانات التحليل),,B08005,أهمية السمة الأرصادية,موقع أقصى الرياح,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16021,(بيانات التحليل),,B08021,أهمية الوقت,متوسط الزمن,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16021,(بيانات التحليل),,B04075,فترة زمنية أو إزاحة,دقيقة,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16021,(بيانات التحليل),,B11040,السرعة القصوى للرياح (متوسط الرياح لمدة 10 دقائق),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16021,(بيانات التحليل),,B19007,نصف القطر الفعّال للميزة,أقصى سرعة لهبات الرياح,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16021,(بيانات التحليل),,R05004,كرر 5 أوصاف مرتين,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16021,(بيانات التحليل),,B05021,التحمل أو زاوية السمت,بدءًا,,Operational,"AI Translator: azure, Glossary Not Used"
16,الخصائص العامة,D16021,(بيانات التحليل),,B05021,التحمل أو زاوية السمت,إنهاء,,Operational,"AI Translator: azure, Glossary Not Used"
16,الخصائص العامة,D16021,(بيانات التحليل),,R02002,كرر 5 أوصاف مرتين,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16021,(بيانات التحليل),,B19003,عتبة سرعة الرياح,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16021,(بيانات التحليل),,B19004,نصف القطر الفعّال بالنسبة لسرعات الرياح التي تتجاوز العتبة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16022,توقعات,,B01032,إنشاء التطبيق,اسم نموذج NWP، جدول رموز إلخ. المحدد من قبل المركز المصدر/المنتج,,Operational,"AI Translator: azure, Glossary Not Used"
16,الخصائص العامة,D16022,توقعات,,B02041,طريقة لتقدير التقارير المتعلقة بالخصائص السينوبتية,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16022,توقعات,,B19001,الخصائص العامة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16022,توقعات,,B19010,طريقة تتبع مركز الخاصية العامة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16022,توقعات,,R18000,تكرار متأخر لـ 6 أوصاف,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16022,توقعات,,B08021,أهمية الوقت,توقعات,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16022,توقعات,,B04014,زيادة زمنية بالساعة,ساعة,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16022,توقعات,,B08005,أهمية السمة الأرصادية,الخصائص العامة,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16022,توقعات,,D01023,خط العرض/خط الطول (دقة عالية),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16022,توقعات,,B19005,اتجاه حركة الميزة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16022,توقعات,,B19006,سرعة حركة الميزة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16022,توقعات,,B10004,ضغط,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16022,توقعات,,B11041,أقصى سرعة لهبات الرياح,على سبيل المثال، المستخدم في الولايات المتحدة,,Operational,"AI Translator: azure, Glossary Not Used"
16,الخصائص العامة,D16022,توقعات,,B08021,أهمية الوقت,متوسط زمن التنبؤ,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16022,توقعات,,B04075,فترة زمنية أو إزاحة,دقيقة,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16022,توقعات,,B11040,السرعة القصوى للرياح (متوسط الرياح لمدة 10 دقائق),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16022,توقعات,,B19008,الامتداد الرأسي للدوران,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16022,توقعات,,R05004,كرر 5 أوصاف مرتين,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16022,توقعات,,B05021,التحمل أو زاوية السمت,بدءًا,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16022,توقعات,,B05021,التحمل أو زاوية السمت,إنهاء,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16022,توقعات,,R02002,كرر 5 أوصاف مرتين,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16022,توقعات,,B19003,عتبة سرعة الرياح,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16022,توقعات,,B19004,نصف القطر الفعّال بالنسبة لسرعات الرياح التي تتجاوز العتبة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16026,معلومات تحليل العاصفة الاستوائية,,D16020,إعصار استوائي,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16026,معلومات تحليل العاصفة الاستوائية,,D16021,(بيانات التحليل),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16027,معلومات تحليل العاصفة الاستوائية,,D16020,إعصار استوائي,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16027,معلومات تحليل العاصفة الاستوائية,,D16022,توقعات,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,الخصائص العامة,D16030,(عنوان SIGMET),,D01014,الفترة الزمنية,لأي SIGMET يكون صالحًا,,Operational,"AI Translator: azure, Glossary Not Used"
16,الخصائص العامة,D16030,(عنوان SIGMET),,B01037,معرّف تسلسل SIGMET,,,Operational,"AI Translator: azure, Glossary Not Used"
