Id,Category,CategoryOfSequences_ar,FXY1,Title_ar,SubTitle_ar,FXY2,ElementName_ar,ElementDescription_ar,Note_ar,noteIDs,Status,translated_by
bufr4/3/09/008/2/302004,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309008,الرصد الرأسي مع بيانات نقطة الندى,,302004,معلومات عامة عن السحابة,طبقة السحابة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/008/3/101000,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309008,الرصد الرأسي مع بيانات نقطة الندى,,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/008/4/031001,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309008,الرصد الرأسي مع بيانات نقطة الندى,,031001,عامل تكرار الأوصاف المتأخر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/008/5/303014,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309008,الرصد الرأسي مع بيانات نقطة الندى,,303014,(الجيوبوتينشال، درجة الحرارة، الرطوبة، الرياح عند مستوى الضغط),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/011/1/301039,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309011,الرياح عند الارتفاع,,301039,سفينة للمسح الصوتي العمودي,هوية السفينة، إلخ.,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/011/2/101000,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309011,الرياح عند الارتفاع,,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/011/3/031001,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309011,الرياح عند الارتفاع,,031001,عامل تكرار الأوصاف المتأخر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/011/4/303011,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309011,الرياح عند الارتفاع,,303011,الرياح عند الارتفاع,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/012/1/301039,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309012,الرياح عند الارتفاع,,301039,سفينة للمسح الصوتي العمودي,هوية السفينة، إلخ.,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/012/2/101000,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309012,الرياح عند الارتفاع,,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/012/3/031001,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309012,الرياح عند الارتفاع,,031001,عامل تكرار الأوصاف المتأخر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/012/4/303012,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309012,الرياح عند الارتفاع,,303012,الرياح عند مستوى الضغط,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/013/1/301039,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309013,الرصد الرأسي مع الرطوبة النسبية,,301039,سفينة للمسح الصوتي العمودي,هوية السفينة، إلخ.,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/013/2/302004,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309013,الرصد الرأسي مع الرطوبة النسبية,,302004,معلومات عامة عن السحابة,طبقة السحابة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/013/3/101000,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309013,الرصد الرأسي مع الرطوبة النسبية,,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/013/4/031001,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309013,الرصد الرأسي مع الرطوبة النسبية,,031001,عامل تكرار الأوصاف المتأخر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/013/5/303013,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309013,الرصد الرأسي مع الرطوبة النسبية,,303013,(الجيوبوتينشال، درجة الحرارة، الرطوبة، الرياح عند مستوى الضغط),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/014/1/301039,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309014,الرصد الرأسي مع بيانات نقطة الندى,,301039,سفينة للمسح الصوتي العمودي,هوية السفينة، إلخ.,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/014/2/302004,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309014,الرصد الرأسي مع بيانات نقطة الندى,,302004,معلومات عامة عن السحابة,طبقة السحابة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/014/3/101000,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309014,الرصد الرأسي مع بيانات نقطة الندى,,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/014/4/031001,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309014,الرصد الرأسي مع بيانات نقطة الندى,,031001,عامل تكرار الأوصاف المتأخر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/014/5/303014,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309014,الرصد الرأسي مع بيانات نقطة الندى,,303014,(الجيوبوتينشال، درجة الحرارة، الرطوبة، الرياح عند مستوى الضغط),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/015/1/301040,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309015,الرياح عند الارتفاع,,301040,سفينة للمسح الصوتي العمودي,هوية السفينة، إلخ.,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/015/2/101000,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309015,الرياح عند الارتفاع,,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/015/3/031001,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309015,الرياح عند الارتفاع,,031001,عامل تكرار الأوصاف المتأخر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/015/4/303011,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309015,الرياح عند الارتفاع,,303011,الرياح عند الارتفاع,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/016/1/301040,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309016,الرياح عند الارتفاع,,301040,سفينة للمسح الصوتي العمودي,هوية السفينة، إلخ.,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/016/2/101000,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309016,الرياح عند الارتفاع,,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/016/3/031001,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309016,الرياح عند الارتفاع,,031001,عامل تكرار الأوصاف المتأخر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/016/4/303012,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309016,الرياح عند الارتفاع,,303012,الرياح عند مستوى الضغط,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/017/1/301040,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309017,الرصد الرأسي مع الرطوبة النسبية,,301040,سفينة للمسح الصوتي العمودي,هوية السفينة، إلخ.,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/017/2/302004,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309017,الرصد الرأسي مع الرطوبة النسبية,,302004,معلومات عامة عن السحابة,طبقة السحابة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/017/3/101000,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309017,الرصد الرأسي مع الرطوبة النسبية,,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/017/4/031001,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309017,الرصد الرأسي مع الرطوبة النسبية,,031001,عامل تكرار الأوصاف المتأخر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/017/5/303013,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309017,الرصد الرأسي مع الرطوبة النسبية,,303013,(الجيوبوتينشال، درجة الحرارة، الرطوبة، الرياح عند مستوى الضغط),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/018/1/301040,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309018,الرصد الرأسي مع بيانات نقطة الندى,,301040,سفينة للمسح الصوتي العمودي,هوية السفينة، إلخ.,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/018/2/302004,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309018,الرصد الرأسي مع بيانات نقطة الندى,,302004,معلومات عامة عن السحابة,طبقة السحابة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/018/3/101000,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309018,الرصد الرأسي مع بيانات نقطة الندى,,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/018/4/031001,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309018,الرصد الرأسي مع بيانات نقطة الندى,,031001,عامل تكرار الأوصاف المتأخر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/018/5/303014,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309018,الرصد الرأسي مع بيانات نقطة الندى,,303014,(الجيوبوتينشال، درجة الحرارة، الرطوبة، الرياح عند مستوى الضغط),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/019/1/301031,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309019,(مقياس الرياح - قياس بيانات الرياح),,301031,التعريف ونوع المحطة، التاريخ/الوقت، الموقع (دقة عالية)، الحركة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/019/2/002003,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309019,(مقياس الرياح - قياس بيانات الرياح),,002003,نوع معدات القياس المستخدمة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/019/3/101000,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309019,(مقياس الرياح - قياس بيانات الرياح),,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/019/4/031001,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309019,(مقياس الرياح - قياس بيانات الرياح),,031001,عامل تكرار الأوصاف المتأخر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/019/5/303011,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309019,(مقياس الرياح - قياس بيانات الرياح),,303011,الرياح عند الارتفاع,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/020/1/301031,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309020,(مقياس الرياح - إحداثيات ديكارتية),,301031,التعريف ونوع المحطة، التاريخ/الوقت، الموقع (دقة عالية)، الحركة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/020/2/002003,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309020,(مقياس الرياح - إحداثيات ديكارتية),,002003,نوع معدات القياس المستخدمة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/020/3/104000,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309020,(مقياس الرياح - إحداثيات ديكارتية),,104000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/020/4/031001,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309020,(مقياس الرياح - إحداثيات ديكارتية),,031001,عامل تكرار الأوصاف المتأخر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/020/5/007003,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309020,(مقياس الرياح - إحداثيات ديكارتية),,007003,الجهد الجغرافي,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/020/6/011003,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309020,(مقياس الرياح - إحداثيات ديكارتية),,011003,المكوّن u,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/020/7/011004,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309020,(مقياس الرياح - إحداثيات ديكارتية),,011004,مكوّن v,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/020/8/011005,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309020,(مقياس الرياح - إحداثيات ديكارتية),,011005,مكوّن-w,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/021/1/301001,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309021,(مقياس الرياح - قياس بيانات الرياح),,301001,(رقم كتلة ومحطة WMO),,(انظر الملاحظة 3),56,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/021/2/005001,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309021,(مقياس الرياح - قياس بيانات الرياح),,005001,خط العرض/خط الطول (دقة عالية),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/021/3/006001,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309021,(مقياس الرياح - قياس بيانات الرياح),,006001,خط العرض/خط الطول (دقة عالية),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/021/4/007030,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309021,(مقياس الرياح - قياس بيانات الرياح),,007030,ارتفاع أرض المحطة فوق متوسط مستوى سطح البحر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/021/5/301014,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309021,(مقياس الرياح - قياس بيانات الرياح),,301014,الفترة الزمنية,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/021/6/002003,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309021,(مقياس الرياح - قياس بيانات الرياح),,002003,نوع معدات القياس المستخدمة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/021/7/002121,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309021,(مقياس الرياح - قياس بيانات الرياح),,002121,التردد المتوسط,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/021/8/112000,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309021,(مقياس الرياح - قياس بيانات الرياح),,112000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/021/9/031001,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309021,(مقياس الرياح - قياس بيانات الرياح),,031001,عامل تكرار الأوصاف المتأخر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/021/10/007007,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309021,(مقياس الرياح - قياس بيانات الرياح),,007007,ارتفاع,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/021/11/301021,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309021,(مقياس الرياح - قياس بيانات الرياح),,301021,خط العرض/خط الطول (دقة عالية),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/021/12/011003,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309021,(مقياس الرياح - قياس بيانات الرياح),,011003,المكوّن u,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/021/13/011110,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309021,(مقياس الرياح - قياس بيانات الرياح),,011110,عدم اليقين في المكوّن u,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/021/14/011004,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309021,(مقياس الرياح - قياس بيانات الرياح),,011004,مكوّن v,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/021/15/011111,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309021,(مقياس الرياح - قياس بيانات الرياح),,011111,عدم اليقين في المكون v,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/021/16/033002,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309021,(مقياس الرياح - قياس بيانات الرياح),,033002,معلومات الجودة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/021/17/011006,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309021,(مقياس الرياح - قياس بيانات الرياح),,011006,مكوّن-w,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/021/18/011112,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309021,(مقياس الرياح - قياس بيانات الرياح),,011112,عدم اليقين في المكوّن w,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/021/19/033002,09,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,309021,(مقياس الرياح - قياس بيانات الرياح),,033002,معلومات الجودة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
