Id,FXY,ElementName_ar,CodeFigure,EntryName_ar,EntryName_sub1_ar,EntryName_sub2_ar,Note_ar,noteIDs,Status,translated_by
bufr4/0/40/011/4,040011,علمية الاستيفاء,4,علمية المد والجزر المحيطية 1 علامة الاستيفاء (0 = 4 نقاط فوق المحيط، 1 = أقل من 4 نقاط),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/011/5-7,040011,علمية الاستيفاء,5-7,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/011/All-8,040011,علمية الاستيفاء,All 8,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/012/1,040012,علامة جودة بيانات المقياس الإشعاعي,1,درجة حرارة السطوع بتردد 18.7 جيجاهرتز,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/012/2,040012,علامة جودة بيانات المقياس الإشعاعي,2,درجة حرارة السطوع بتردد 18.7 جيجاهرتز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/012/3,040012,علامة جودة بيانات المقياس الإشعاعي,3,درجة حرارة السطوع بتردد 18.7 جيجاهرتز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/012/4-7,040012,علامة جودة بيانات المقياس الإشعاعي,4-7,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/012/All-8,040012,علامة جودة بيانات المقياس الإشعاعي,All 8,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/013/0,040013,علم تفسير درجة حرارة السطوع لمقياس الإشعاع,0,الاستيفاء بدون فجوة بين بيانات JMR,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/013/1,040013,علم تفسير درجة حرارة السطوع لمقياس الإشعاع,1,الاستيفاء بدون فجوة بين بيانات JMR,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/013/2,040013,علم تفسير درجة حرارة السطوع لمقياس الإشعاع,2,الاستيفاء بدون فجوة بين بيانات JMR,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/013/3,040013,علم تفسير درجة حرارة السطوع لمقياس الإشعاع,3,فشل الاستقراء والاستيفاء,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/013/4-6,040013,علم تفسير درجة حرارة السطوع لمقياس الإشعاع,4-6,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/013/7,040013,علم تفسير درجة حرارة السطوع لمقياس الإشعاع,7,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/020/1,040020,GqisFlagQual - علم جودة النظام الفردي IASI-System,1,خطأ NZPD وخطأ معايرة معقدة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/020/2,040020,GqisFlagQual - علم جودة النظام الفردي IASI-System,2,النطاق 3 متأثر بالارتفاع المفاجئ,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/020/3,040020,GqisFlagQual - علم جودة النظام الفردي IASI-System,3,النطاق 3 متأثر بالتشبع,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/020/4,040020,GqisFlagQual - علم جودة النظام الفردي IASI-System,4,النطاق 3 متأثر بالارتفاع المفاجئ,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/020/5,040020,GqisFlagQual - علم جودة النظام الفردي IASI-System,5,النطاق 3 متأثر بالارتفاع المفاجئ,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/020/6,040020,GqisFlagQual - علم جودة النظام الفردي IASI-System,6,تجاوز/تحت التدفق,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/020/7,040020,GqisFlagQual - علم جودة النظام الفردي IASI-System,7,خطأ في المعالجة على متن النظام,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/020/8,040020,GqisFlagQual - علم جودة النظام الفردي IASI-System,8,معايرة طيفية متدهورة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/020/9,040020,GqisFlagQual - علم جودة النظام الفردي IASI-System,9,معايرة إشعاعية متدهورة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/020/10,040020,GqisFlagQual - علم جودة النظام الفردي IASI-System,10,بيانات AVHRR المفقودة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/020/11,040020,GqisFlagQual - علم جودة النظام الفردي IASI-System,11,بيانات IIS المفقودة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/020/12,040020,GqisFlagQual - علم جودة النظام الفردي IASI-System,12,بيانات الجرس المفقودة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/020/13,040020,GqisFlagQual - علم جودة النظام الفردي IASI-System,13,ملخص علم GqisFlagQual لجميع النطاقات,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/020/14,040020,GqisFlagQual - علم جودة النظام الفردي IASI-System,14,خطأ في المعالجة على الأرض,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/020/15,040020,GqisFlagQual - علم جودة النظام الفردي IASI-System,15,خطأ المعايرة البينية IASI/AVHRR,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/020/16,040020,GqisFlagQual - علم جودة النظام الفردي IASI-System,16,احتياطي,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/020/All-17,040020,GqisFlagQual - علم جودة النظام الفردي IASI-System,All 17,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/023/1,040023,علم حالة مقياس الارتفاع,1,"تسلسل النطاق (0 = 3Ku_1C_3Ku, 1 = 2Ku_1C_2Ku)",,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/023/2,040023,علم حالة مقياس الارتفاع,2,تردد نطاق C (0 = 320 ميجاهرتز، 1 = 100 ميجاهرتز),,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/023/3,040023,علم حالة مقياس الارتفاع,3,حالة النطاق C (0 = تشغيل، 1 = إيقاف),,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/023/4,040023,علم حالة مقياس الارتفاع,4,حالة النطاق Ku (0 = تشغيل، 1 = إيقاف),,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/023/All-5,040023,علم حالة مقياس الارتفاع,All 5,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/024/0,040024,توفر خريطة الأرصاد الجوية,0,خريطتان متوفرتان (بفارق 6 ساعات).,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/024/1,040024,توفر خريطة الأرصاد الجوية,1,خريطتان متوفرتان (بفارق 6 ساعات).,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/024/2,040024,توفر خريطة الأرصاد الجوية,2,خريطة واحدة متوفرة؛ البيانات مستنتجة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/024/3,040024,توفر خريطة الأرصاد الجوية,3,لم يتم استخدام خرائط,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/024/4-6,040024,توفر خريطة الأرصاد الجوية,4-6,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/024/7,040024,توفر خريطة الأرصاد الجوية,7,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/025/0,040025,علمية الاستيفاء للمد والجزر اليومي المتوسط,0,جيد,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/025/1,040025,علمية الاستيفاء للمد والجزر اليومي المتوسط,1,سيئ,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/025/2,040025,علمية الاستيفاء للمد والجزر اليومي المتوسط,2,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/025/3,040025,علمية الاستيفاء للمد والجزر اليومي المتوسط,3,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/028/0,040028,علم جودة GMI,0,بيانات جيدة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/028/1,040028,علم جودة GMI,1,لا لمعان للشمس,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/028/2,040028,علم جودة GMI,2,احتمال تشويش التردد اللاسلكي,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/028/3,040028,علم جودة GMI,3,بيانات تحديد الموقع الجغرافي المتدهورة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/028/4,040028,علم جودة GMI,4,البيانات المصححة لتداخل الحمل الحراري,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/028/5,040028,علم جودة GMI,5,إيقاف المسح,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/028/6,040028,علم جودة GMI,6,البيانات مفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/028/7,040028,علم جودة GMI,7,درجة حرارة السطوع,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/028/8,040028,علم جودة GMI,8,تحديد الموقع الجغرافي غير ناجح,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/028/9,040028,علم جودة GMI,9,البيانات مفقودة في قناة واحدة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/028/10,040028,علم جودة GMI,10,البيانات مفقودة في قناة واحدة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/028/11,040028,علم جودة GMI,11,قيم خط العرض/خط الطول خارج النطاق,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/028/12,040028,علم جودة GMI,12,أوضاع الحالة غير الطبيعية,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/028/13,040028,علم جودة GMI,13,المسافة إلى البكسل منخفض التردد المقابل > 7 كم,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/028/14,040028,علم جودة GMI,14,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/028/15,040028,علم جودة GMI,15,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/036/0,040036,نوع تصنيف Lidar L2b,0,واضح,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/036/1,040036,نوع تصنيف Lidar L2b,1,السحابة العالية,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/036/2,040036,نوع تصنيف Lidar L2b,2,الهباء الجوي (عام),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/036/3,040036,نوع تصنيف Lidar L2b,3,مخفف,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/036/4,040036,نوع تصنيف Lidar L2b,4,سطح,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/036/5-14,040036,نوع تصنيف Lidar L2b,5-14,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/036/15,040036,نوع تصنيف Lidar L2b,15,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/043/0,040043,مؤشر مناورة القمر الصناعي,0,المنصة لا تخضع لمناورة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/043/1,040043,مؤشر مناورة القمر الصناعي,1,المنصة تخضع لمناورة، معالجة اسمية,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/043/2,040043,مؤشر مناورة القمر الصناعي,2,المنصة لا تخضع لمناورة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/043/3-6,040043,مؤشر مناورة القمر الصناعي,3-6,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/043/7,040043,مؤشر مناورة القمر الصناعي,7,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/045/1,040045,تشكيل السحابة وتحديد ارتفاعها,1,المنتجات السحابية المسترجعة باستخدام طريقة كاي تربيع,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/045/2,040045,تشكيل السحابة وتحديد ارتفاعها,2,المنتجات السحابية المستخرجة باستخدام تقنية تقطيع ثاني أكسيد الكربون,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/045/3,040045,تشكيل السحابة وتحديد ارتفاعها,3,تخصيص الارتفاع يتم باستخدام استرجاع التخمين الإحصائي الأول.,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/045/4,040045,تشكيل السحابة وتحديد ارتفاعها,4,تم تنفيذ تعيين الارتفاع باستخدام توقعات NWP.,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/045/All-5,040045,تشكيل السحابة وتحديد ارتفاعها,All 5,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/046/0,040046,ملخص الغيوم,0,مجال الرؤية الفوري لـ IASI واضح.,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/046/1,040046,ملخص الغيوم,1,تلوث سحابي صغير محتمل,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/046/2,040046,ملخص الغيوم,2,مجال الرؤية الفوري لـ IASI مغطى جزئيًا بالغيوم.,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/046/3,040046,ملخص الغيوم,3,تغطية السحابة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/046/4-6,040046,ملخص الغيوم,4-6,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/046/7,040046,ملخص الغيوم,7,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/047/0,040047,علم التحقق لمنتج المستوى 1 من IASI أو IASI-NG,0,القياسات والمعلومات الجانبية متوفرة وبجودة جيدة لمعالجة L2,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/047/1,040047,علم التحقق لمنتج المستوى 1 من IASI أو IASI-NG,1,منتجات L1c ذات جودة متدهورة وفقًا لإشارات L1c، ولا توجد معالجة L2.,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/047/2,040047,علم التحقق لمنتج المستوى 1 من IASI أو IASI-NG,2,منتجات L1c ذات جودة متدهورة وفقًا لإشارات L1c، ولا توجد معالجة L2.,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/047/3-6,040047,علم التحقق لمنتج المستوى 1 من IASI أو IASI-NG,3-6,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/047/7,040047,علم التحقق لمنتج المستوى 1 من IASI أو IASI-NG,7,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/048/0,040048,علامة التحقق من تدفق بيانات المستوى 1 لـ AMSU-A,0,القياسات المتوقعة لـ AMSU متوفرة، ذات جودة جيدة ومتموضعة مع IASI للمعالجة.,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/048/1,040048,علامة التحقق من تدفق بيانات المستوى 1 لـ AMSU-A,1,بيانات AMSU-A متوفرة ولكن بجودة متدهورة (وفقًا لإشارات AMSU L1 أو اختبارات QC) ولا تُستخدم في المعالجة.,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/048/2,040048,علامة التحقق من تدفق بيانات المستوى 1 لـ AMSU-A,2,لا توجد قياسات AMSU متزامنة (في الوقت والمكان) متاحة للمعالجة.,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/048/3-6,040048,علامة التحقق من تدفق بيانات المستوى 1 لـ AMSU-A,3-6,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/048/7,040048,علامة التحقق من تدفق بيانات المستوى 1 لـ AMSU-A,7,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/049/1-3,040049,تم تنفيذ اختبارات السحابة والنتائج.,1-3,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/049/4,040049,تم تنفيذ اختبارات السحابة والنتائج.,4,سمك السحب البصري,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/049/5,040049,تم تنفيذ اختبارات السحابة والنتائج.,5,سمك السحب البصري,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/049/6,040049,تم تنفيذ اختبارات السحابة والنتائج.,6,يشير اختبار التباين AVHRR إلى وجود سحابة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/049/7,040049,تم تنفيذ اختبارات السحابة والنتائج.,7,تم تنفيذ اختبار التباين AVHRR,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/049/8,040049,تم تنفيذ اختبارات السحابة والنتائج.,8,يشير اختبار السحابة IASI-AVHRR ANN إلى وجود سحابة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/049/9,040049,تم تنفيذ اختبارات السحابة والنتائج.,9,يشير اختبار السحابة IASI-AVHRR ANN إلى وجود سحابة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/049/10,040049,تم تنفيذ اختبارات السحابة والنتائج.,10,يشير كسر السحاب المدمج من AVHRR إلى وجود سحاب,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/049/11,040049,تم تنفيذ اختبارات السحابة والنتائج.,11,يشير كسر السحاب المدمج من AVHRR إلى وجود سحاب,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/049/12,040049,تم تنفيذ اختبارات السحابة والنتائج.,12,يشير اختبار السحب AMSU إلى وجود سحابة.,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/049/13,040049,تم تنفيذ اختبارات السحابة والنتائج.,13,يشير اختبار السحب AMSU إلى وجود سحابة.,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/049/14,040049,تم تنفيذ اختبارات السحابة والنتائج.,14,يشير اختبار السحابة IASI-AVHRR ANN إلى وجود سحابة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/049/15,040049,تم تنفيذ اختبارات السحابة والنتائج.,15,تم تنفيذ اختبار السحابة لنافذة IASI,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/049/All-16,040049,تم تنفيذ اختبارات السحابة والنتائج.,All 16,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/050/1-4,040050,تهيئة الاسترجاع,1-4,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/050/5,040050,تهيئة الاسترجاع,5,نظام إدارة المواد,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/050/6,040050,تهيئة الاسترجاع,6,إيه إم إس يو-إيه,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/050/7,040050,تهيئة الاسترجاع,7,تم تضمين IASI,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/050/All-8,040050,تهيئة الاسترجاع,All 8,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/051/0,040051,تقارب الاسترجاع التكراري,0,طرق التقدير المثلى (OEM) لم تُجرَّب,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/051/1,040051,تقارب الاسترجاع التكراري,1,تم إيقاف OEM لأن البواقي الأولية كانت مرتفعة جدًا.,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/051/2,040051,تقارب الاسترجاع التكراري,2,لم تتقارب عملية التصغير، وتم رفض الصوت.,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/051/3,040051,تقارب الاسترجاع التكراري,3,لم تتقارب عملية التصغير، وتم رفض الصوت.,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/051/4,040051,تقارب الاسترجاع التكراري,4,لم تتقارب عملية التصغير، وتم رفض الصوت.,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/051/5,040051,تقارب الاسترجاع التكراري,5,لم تتقارب عملية التصغير، وتم رفض الصوت.,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/051/6,040051,تقارب الاسترجاع التكراري,6,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/051/7,040051,تقارب الاسترجاع التكراري,7,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/052/1-3,040052,إشارة إلى فوق-أديباتي وفوق-تشبع في الاسترجاع النهائي,1-3,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/052/4,040052,إشارة إلى فوق-أديباتي وفوق-تشبع في الاسترجاع النهائي,4,ظروف التشبع الفائق في استرجاع OEM,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/052/5,040052,إشارة إلى فوق-أديباتي وفوق-تشبع في الاسترجاع النهائي,5,ظروف التشبع الفائق في استرجاع OEM,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/052/6,040052,إشارة إلى فوق-أديباتي وفوق-تشبع في الاسترجاع النهائي,6,ظروف التشبع الفائق في التخمين الأول,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/052/7,040052,إشارة إلى فوق-أديباتي وفوق-تشبع في الاسترجاع النهائي,7,ظروف فائقة الأدياباتية في التخمين الأول,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/052/All-8,040052,إشارة إلى فوق-أديباتي وفوق-تشبع في الاسترجاع النهائي,All 8,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/054/1,040054,أخطاء المعالجة المحتملة ومدخلاتها,1,تم اكتشاف خطأ وتمت محاولة الاستعادة.,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/054/2,040054,أخطاء المعالجة المحتملة ومدخلاتها,2,رسالة من L1,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/054/3,040054,أخطاء المعالجة المحتملة ومدخلاتها,3,رسالة من L1,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/054/4,040054,أخطاء المعالجة المحتملة ومدخلاتها,4,رسالة من البيانات المساندة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/054/5,040054,أخطاء المعالجة المحتملة ومدخلاتها,5,رسالة من إجراء التركيب,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/054/6,040054,أخطاء المعالجة المحتملة ومدخلاتها,6,فتح الملف,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/054/7,040054,أخطاء المعالجة المحتملة ومدخلاتها,7,قراءة الملف,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/054/8,040054,أخطاء المعالجة المحتملة ومدخلاتها,8,علم الجودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/054/9,040054,أخطاء المعالجة المحتملة ومدخلاتها,9,"المستوى 2 ""من الانحدار الخطي"" (F_Qual)، الإبلاغ عن بكسل حيث لا يتم الوثوق تمامًا بـ L2.",,,,,Operational,"AI Translator: azure, Glossary Not Used"
