Id,Category,CategoryOfSequences_ar,FXY1,Title_ar,SubTitle_ar,FXY2,ElementName_ar,ElementDescription_ar,Note_ar,noteIDs,Status
bufr4/3/07/004/3/031001,07,تسلسلات تقارير السطح (البحر),307004,محطة منخفضة الارتفاع,,031001,عامل تكرار الأوصاف المتأخر,,,,Operational
bufr4/3/07/004/4/302005,07,تسلسلات تقارير السطح (البحر),307004,محطة منخفضة الارتفاع,,302005,طبقة السحابة,,,,Operational
bufr4/3/07/005/1/307001,07,تسلسلات تقارير السطح (البحر),307005,محطة منخفضة الارتفاع,,307001,محطة منخفضة الارتفاع,الموقع (دقة عالية) وتقرير أساسي,,,Operational
bufr4/3/07/005/2/101004,07,تسلسلات تقارير السطح (البحر),307005,محطة منخفضة الارتفاع,,101004,كرر 5 أوصاف مرتين,,,,Operational
bufr4/3/07/005/3/302005,07,تسلسلات تقارير السطح (البحر),307005,محطة منخفضة الارتفاع,,302005,طبقة السحابة,الطبقات,,,Operational
bufr4/3/07/006/1/307002,07,تسلسلات تقارير السطح (البحر),307006,محطة منخفضة الارتفاع,,307002,محطة منخفضة الارتفاع,الموقع (دقة عالية) وتقرير أساسي,,,Operational
bufr4/3/07/006/2/101004,07,تسلسلات تقارير السطح (البحر),307006,محطة منخفضة الارتفاع,,101004,كرر 5 أوصاف مرتين,,,,Operational
bufr4/3/07/006/3/302005,07,تسلسلات تقارير السطح (البحر),307006,محطة منخفضة الارتفاع,,302005,طبقة السحابة,الطبقات,,,Operational
bufr4/3/07/007/1/301031,07,تسلسلات تقارير السطح (البحر),307007,محطة منخفضة الارتفاع,,301031,التعريف ونوع المحطة، التاريخ/الوقت، الموقع (دقة عالية)، الحركة,,,,Operational
bufr4/3/07/007/2/302012,07,تسلسلات تقارير السطح (البحر),307007,محطة منخفضة الارتفاع,,302012,محطة منخفضة الارتفاع,تقرير سطح أساسي,,,Operational
bufr4/3/07/008/1/301032,07,تسلسلات تقارير السطح (البحر),307008,محطة منخفضة الارتفاع,,301032,التعريف ونوع المحطة، التاريخ/الوقت، الموقع (دقة عالية)، الحركة,,,,Operational
bufr4/3/07/008/2/302012,07,تسلسلات تقارير السطح (البحر),307008,محطة منخفضة الارتفاع,,302012,محطة منخفضة الارتفاع,تقرير سطح أساسي,,,Operational
bufr4/3/07/009/1/301031,07,تسلسلات تقارير السطح (البحر),307009,,,301031,التعريف ونوع المحطة، التاريخ/الوقت، الموقع (دقة عالية)، الحركة,,,,Operational
bufr4/3/07/009/2/302013,07,تسلسلات تقارير السطح (البحر),307009,,,302013,تقرير سطح أساسي,,,,Operational
bufr4/3/07/011/1/001063,07,تسلسلات تقارير السطح (البحر),307011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,001063,مؤشر موقع الإيكاو,,,,Operational
bufr4/3/07/011/2/002001,07,تسلسلات تقارير السطح (البحر),307011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,002001,نوع المحطة,,,,Operational
bufr4/3/07/011/3/301011,07,تسلسلات تقارير السطح (البحر),307011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,301011,سنة، شهر، يوم,واي واي,,,Operational
bufr4/3/07/011/4/301012,07,تسلسلات تقارير السطح (البحر),307011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,301012,ساعة، دقيقة، ثانية,جي جي,,,Operational
bufr4/3/07/011/5/301024,07,تسلسلات تقارير السطح (البحر),307011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,301024,خط العرض/خط الطول (دقة تقريبية)، ارتفاع المحطة,,,,Operational
bufr4/3/07/011/6/007006,07,تسلسلات تقارير السطح (البحر),307011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,007006,ارتفاع أرض المحطة فوق متوسط مستوى سطح البحر,ارتفاع مقياس شدة الرياح,,,Operational
bufr4/3/07/011/7/011001,07,تسلسلات تقارير السطح (البحر),307011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,011001,اتجاه الرياح,,,,Operational
bufr4/3/07/011/8/011016,07,تسلسلات تقارير السطح (البحر),307011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,011016,اتجاه الرياح المتغيرة عكس اتجاه عقارب الساعة بشكل شديد,,,,Operational
bufr4/3/07/011/9/011017,07,تسلسلات تقارير السطح (البحر),307011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,011017,اتجاه الرياح المتغيرة عكس اتجاه عقارب الساعة بشكل شديد,,,,Operational
bufr4/3/07/011/10/011002,07,تسلسلات تقارير السطح (البحر),307011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,011002,سرعة الرياح,,,,Operational
bufr4/3/07/011/11/011041,07,تسلسلات تقارير السطح (البحر),307011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,011041,أقصى سرعة لهبات الرياح,,,,Operational
bufr4/3/07/011/12/007006,07,تسلسلات تقارير السطح (البحر),307011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,007006,ارتفاع أرض المحطة فوق متوسط مستوى سطح البحر,ارتفاع مقياس الحرارة,,,Operational
bufr4/3/07/011/13/012001,07,تسلسلات تقارير السطح (البحر),307011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,012001,درجة الحرارة/درجة حرارة الهواء,,,,Operational
bufr4/3/07/011/14/012003,07,تسلسلات تقارير السطح (البحر),307011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,012003,درجة حرارة نقطة الندى,,,,Operational
bufr4/3/07/011/15/010052,07,تسلسلات تقارير السطح (البحر),307011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,010052,إعداد مقياس الارتفاع (QNH),,,,Operational
bufr4/3/07/011/16/020009,07,تسلسلات تقارير السطح (البحر),307011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,020009,مؤشر الطقس العام (TAF/METAR),,,,Operational
bufr4/3/07/012/1/103000,07,تسلسلات تقارير السطح (البحر),307012,الرؤية الأفقية,,103000,تكرار متأخر لـ 6 أوصاف,,,,Operational
bufr4/3/07/012/2/031001,07,تسلسلات تقارير السطح (البحر),307012,الرؤية الأفقية,,031001,عامل تكرار الأوصاف المتأخر,حتى 3,,,Operational
bufr4/3/07/012/3/008023,07,تسلسلات تقارير السطح (البحر),307012,الرؤية الأفقية,,008023,القيم الإحصائية من الدرجة الأولى تتبع,,,,Operational
bufr4/3/07/012/4/005021,07,تسلسلات تقارير السطح (البحر),307012,الرؤية الأفقية,,005021,التحمل أو زاوية السمت,اتجاه الرؤية الملاحظ,,,Operational
bufr4/3/07/012/5/020001,07,تسلسلات تقارير السطح (البحر),307012,الرؤية الأفقية,,020001,الرؤية الأفقية,,,,Operational
bufr4/3/07/013/1/106000,07,تسلسلات تقارير السطح (البحر),307013,ميل مدى الرؤية على المدرج,,106000,تكرار متأخر لـ 6 أوصاف,,,,Operational
bufr4/3/07/013/2/031001,07,تسلسلات تقارير السطح (البحر),307013,ميل مدى الرؤية على المدرج,,031001,عامل تكرار الأوصاف المتأخر,حتى 3,,,Operational
bufr4/3/07/013/3/001064,07,تسلسلات تقارير السطح (البحر),307013,ميل مدى الرؤية على المدرج,,001064,مُحدد المدرج,,,,Operational
bufr4/3/07/013/4/008014,07,تسلسلات تقارير السطح (البحر),307013,ميل مدى الرؤية على المدرج,,008014,ميل مدى الرؤية على المدرج,,,,Operational
bufr4/3/07/013/5/020061,07,تسلسلات تقارير السطح (البحر),307013,ميل مدى الرؤية على المدرج,,020061,مدى الرؤية على المدرج,,,,Operational
bufr4/3/07/013/6/008014,07,تسلسلات تقارير السطح (البحر),307013,ميل مدى الرؤية على المدرج,,008014,ميل مدى الرؤية على المدرج,,,,Operational
bufr4/3/07/013/7/020061,07,تسلسلات تقارير السطح (البحر),307013,ميل مدى الرؤية على المدرج,,020061,مدى الرؤية على المدرج,,,,Operational
bufr4/3/07/013/8/020018,07,تسلسلات تقارير السطح (البحر),307013,ميل مدى الرؤية على المدرج,,020018,ميل مدى الرؤية على المدرج,,,,Operational
bufr4/3/07/014/1/101000,07,تسلسلات تقارير السطح (البحر),307014,(الطقس الحالي أو المتوقع الهام),,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational
bufr4/3/07/014/2/031001,07,تسلسلات تقارير السطح (البحر),307014,(الطقس الحالي أو المتوقع الهام),,031001,عامل تكرار الأوصاف المتأخر,حتى 3,,,Operational
bufr4/3/07/014/3/020019,07,تسلسلات تقارير السطح (البحر),307014,(الطقس الحالي أو المتوقع الهام),,020019,(الطقس الحالي أو المتوقع الهام),,,,Operational
bufr4/3/07/015/1/101000,07,تسلسلات تقارير السطح (البحر),307015,مجموعة السحب,,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational
bufr4/3/07/015/2/031001,07,تسلسلات تقارير السطح (البحر),307015,مجموعة السحب,,031001,عامل تكرار الأوصاف المتأخر,,,,Operational
bufr4/3/07/015/3/302005,07,تسلسلات تقارير السطح (البحر),307015,مجموعة السحب,,302005,طبقة السحابة,NsNsNs، CC، hshshs,,,Operational
bufr4/3/07/015/4/020002,07,تسلسلات تقارير السطح (البحر),307015,مجموعة السحب,,020002,الرؤية العمودية,,,,Operational
bufr4/3/07/016/1/101000,07,تسلسلات تقارير السطح (البحر),307016,ظواهر جوية أخرى,,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational
bufr4/3/07/016/2/031001,07,تسلسلات تقارير السطح (البحر),307016,ظواهر جوية أخرى,,031001,عامل تكرار الأوصاف المتأخر,حتى 3,,,Operational
bufr4/3/07/016/3/020020,07,تسلسلات تقارير السطح (البحر),307016,ظواهر جوية أخرى,,020020,ظواهر جوية أخرى,,,,Operational
bufr4/3/07/017/1/101000,07,تسلسلات تقارير السطح (البحر),307017,قص الرياح على المدرج (المدارج),,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational
bufr4/3/07/017/2/031001,07,تسلسلات تقارير السطح (البحر),307017,قص الرياح على المدرج (المدارج),,031001,عامل تكرار الأوصاف المتأخر,,,,Operational
bufr4/3/07/017/3/011070,07,تسلسلات تقارير السطح (البحر),307017,قص الرياح على المدرج (المدارج),,011070,معرف المدرج المتأثر بقص الرياح (بما في ذلك الكل),,,,Operational
bufr4/3/07/018/1/008016,07,تسلسلات تقارير السطح (البحر),307018,(توقعات الهبوط من نوع الاتجاه),,008016,تغيير المؤهل لتوقع من نوع الاتجاه أو توقع المطار,,,,Operational
bufr4/3/07/018/2/102000,07,تسلسلات تقارير السطح (البحر),307018,(توقعات الهبوط من نوع الاتجاه),,102000,تكرار متأخر لـ 6 أوصاف,,,,Operational
bufr4/3/07/018/3/031001,07,تسلسلات تقارير السطح (البحر),307018,(توقعات الهبوط من نوع الاتجاه),,031001,عامل تكرار الأوصاف المتأخر,حتى 3,,,Operational
bufr4/3/07/018/4/008017,07,تسلسلات تقارير السطح (البحر),307018,(توقعات الهبوط من نوع الاتجاه),,008017,محدد الوقت المتوقع لتغيير التوقعات,راديو FM، TL، AT,,,Operational
bufr4/3/07/018/5/301012,07,تسلسلات تقارير السطح (البحر),307018,(توقعات الهبوط من نوع الاتجاه),,301012,ساعة، دقيقة، ثانية,جي جي,,,Operational
bufr4/3/07/018/6/104000,07,تسلسلات تقارير السطح (البحر),307018,(توقعات الهبوط من نوع الاتجاه),,104000,تكرار متأخر لـ 6 أوصاف,,,,Operational
bufr4/3/07/018/7/031001,07,تسلسلات تقارير السطح (البحر),307018,(توقعات الهبوط من نوع الاتجاه),,031001,عامل تكرار الأوصاف المتأخر,حتى 3,,,Operational
bufr4/3/07/018/8/007006,07,تسلسلات تقارير السطح (البحر),307018,(توقعات الهبوط من نوع الاتجاه),,007006,ارتفاع أرض المحطة فوق متوسط مستوى سطح البحر,,,,Operational
bufr4/3/07/018/9/011001,07,تسلسلات تقارير السطح (البحر),307018,(توقعات الهبوط من نوع الاتجاه),,011001,اتجاه الرياح,,,,Operational
bufr4/3/07/018/10/011002,07,تسلسلات تقارير السطح (البحر),307018,(توقعات الهبوط من نوع الاتجاه),,011002,سرعة الرياح,,,,Operational
bufr4/3/07/018/11/011041,07,تسلسلات تقارير السطح (البحر),307018,(توقعات الهبوط من نوع الاتجاه),,011041,أقصى سرعة لهبات الرياح,,,,Operational
bufr4/3/07/018/12/020009,07,تسلسلات تقارير السطح (البحر),307018,(توقعات الهبوط من نوع الاتجاه),,020009,مؤشر الطقس العام (TAF/METAR),,,,Operational
bufr4/3/07/018/13/101000,07,تسلسلات تقارير السطح (البحر),307018,(توقعات الهبوط من نوع الاتجاه),,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational
bufr4/3/07/018/14/031001,07,تسلسلات تقارير السطح (البحر),307018,(توقعات الهبوط من نوع الاتجاه),,031001,عامل تكرار الأوصاف المتأخر,حتى 3,,,Operational
bufr4/3/07/018/15/020001,07,تسلسلات تقارير السطح (البحر),307018,(توقعات الهبوط من نوع الاتجاه),,020001,الرؤية الأفقية,,,,Operational
bufr4/3/07/018/16/307014,07,تسلسلات تقارير السطح (البحر),307018,(توقعات الهبوط من نوع الاتجاه),,307014,(الطقس الحالي أو المتوقع الهام),و´و´,,,Operational
bufr4/3/07/020/1/307011,07,تسلسلات تقارير السطح (البحر),307020,(ميتار/سبيشي قصير),,307011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,,,Operational
bufr4/3/07/020/2/307014,07,تسلسلات تقارير السطح (البحر),307020,(ميتار/سبيشي قصير),,307014,(الطقس الحالي أو المتوقع الهام),و´و´,,,Operational
bufr4/3/07/020/3/307016,07,تسلسلات تقارير السطح (البحر),307020,(ميتار/سبيشي قصير),,307016,ظواهر جوية أخرى,إعادة و´و´,,,Operational
bufr4/3/07/021/1/307011,07,تسلسلات تقارير السطح (البحر),307021,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,307011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,,,Operational
bufr4/3/07/021/2/307012,07,تسلسلات تقارير السطح (البحر),307021,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,307012,الرؤية الأفقية,دفVVVV,,,Operational
bufr4/3/07/021/3/307013,07,تسلسلات تقارير السطح (البحر),307021,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,307013,ميل مدى الرؤية على المدرج,در در/فر فر فر فر,,,Operational
bufr4/3/07/021/4/307014,07,تسلسلات تقارير السطح (البحر),307021,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,307014,(الطقس الحالي أو المتوقع الهام),و´و´,,,Operational
bufr4/3/07/021/5/307015,07,تسلسلات تقارير السطح (البحر),307021,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,307015,مجموعة السحب,,,,Operational
bufr4/3/07/021/6/307016,07,تسلسلات تقارير السطح (البحر),307021,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,307016,ظواهر جوية أخرى,إعادة و´و´,,,Operational
bufr4/3/07/021/7/307017,07,تسلسلات تقارير السطح (البحر),307021,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,307017,قص الرياح على المدرج (المدارج),,,,Operational
bufr4/3/07/021/8/307018,07,تسلسلات تقارير السطح (البحر),307021,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,307018,(توقعات الهبوط من نوع الاتجاه),,,,Operational
bufr4/3/07/021/9/307015,07,تسلسلات تقارير السطح (البحر),307021,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,307015,مجموعة السحب,,,,Operational
bufr4/3/07/022/1/001015,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,001015,اسم المحطة أو الموقع,,,,Operational
bufr4/3/07/022/2/301011,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,301011,سنة، شهر، يوم,,,,Operational
bufr4/3/07/022/3/301012,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,301012,ساعة، دقيقة، ثانية,,,,Operational
bufr4/3/07/022/4/301022,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,301022,خط العرض/خط الطول (دقة تقريبية)، ارتفاع المحطة,,,,Operational
bufr4/3/07/022/5/008021,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,008021,أهمية الوقت,= 23 فترة المراقبة,,,Operational
bufr4/3/07/022/6/004025,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,004025,فترة زمنية أو إزاحة,,,,Operational
bufr4/3/07/022/7/010004,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,010004,ضغط,,,,Operational
bufr4/3/07/022/8/012001,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,012001,درجة الحرارة/درجة حرارة الهواء,,,,Operational
bufr4/3/07/022/9/013003,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,013003,الرطوبة النسبية,,,,Operational
bufr4/3/07/022/10/033038,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,033038,أعلام الجودة لبيانات GNSS الأرضية,,,,Operational
bufr4/3/07/022/11/008022,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,008022,العدد الإجمالي (فيما يتعلق بالتراكم أو المتوسط),عدد الأقمار الصناعية GNSS المستخدمة,,,Operational
bufr4/3/07/022/12/106025,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,106025,كرر 5 أوصاف مرتين,,,,Operational
bufr4/3/07/022/13/002020,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,002020,تصنيف الأقمار الصناعية,,,,Operational
bufr4/3/07/022/14/001050,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,001050,رقم تعريف جهاز الإرسال الخاص بالمنصة,,,,Operational
bufr4/3/07/022/15/005021,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,005021,التحمل أو زاوية السمت,,,,Operational
bufr4/3/07/022/16/007021,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,007021,ارتفاع,,,,Operational
bufr4/3/07/022/17/015031,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,015031,تأخير المسار الجوي في إشارة القمر الصناعي,,,,Operational
bufr4/3/07/022/18/015032,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,015032,الخطأ المقدر في تأخير المسار الجوي,,,,Operational
bufr4/3/07/022/19/008060,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,008060,أهمية وضع مسح العينة,= 5 شمال/جنوب,,,Operational
bufr4/3/07/022/20/015033,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,015033,الاختلاف في تأخيرات المسار لعرض الأطراف عند أقصى حدود المسح,,,,Operational
bufr4/3/07/022/21/015034,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,015034,الخطأ المقدر في فرق تأخير المسار,,,,Operational
bufr4/3/07/022/22/008060,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,008060,أهمية وضع مسح العينة,= 6 شرق/غرب,,,Operational
bufr4/3/07/022/23/015033,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,015033,الاختلاف في تأخيرات المسار لعرض الأطراف عند أقصى حدود المسح,,,,Operational
bufr4/3/07/022/24/015034,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,015034,الخطأ المقدر في فرق تأخير المسار,,,,Operational
bufr4/3/07/022/25/015035,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,015035,مكون تأخير مسار السمت بسبب بخار الماء,,,,Operational
bufr4/3/07/022/26/201131,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,201131,استبدال عرض البيانات,,,,Operational
bufr4/3/07/022/27/202129,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,202129,تغيير المقياس,,,,Operational
bufr4/3/07/022/28/013016,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,013016,الماء المترسب,,,,Operational
bufr4/3/07/022/29/202000,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,202000,تغيير المقياس,إلغاء,,,Operational
bufr4/3/07/022/30/201000,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,201000,استبدال عرض البيانات,إلغاء,,,Operational
bufr4/3/07/022/31/015011,07,تسلسلات تقارير السطح (البحر),307022,أعلام الجودة لبيانات GNSS الأرضية,,015011,لوغاريتم الأساس 10 لكثافة الإلكترونات المدمجة,,,,Operational
bufr4/3/07/024/1/301150,07,تسلسلات تقارير السطح (البحر),307024,بيانات GNSS الأرضية - التأخير الكلي المائل,,301150,معرّف WIGOS,,,,Operational
bufr4/3/07/024/2/001015,07,تسلسلات تقارير السطح (البحر),307024,بيانات GNSS الأرضية - التأخير الكلي المائل,,001015,اسم المحطة أو الموقع,,,,Operational
bufr4/3/07/024/3/001040,07,تسلسلات تقارير السطح (البحر),307024,بيانات GNSS الأرضية - التأخير الكلي المائل,,001040,رمز تعريف مركز المعالجة,مركز معالجة GNSS,,,Operational
bufr4/3/07/024/4/008021,07,تسلسلات تقارير السطح (البحر),307024,بيانات GNSS الأرضية - التأخير الكلي المائل,,008021,أهمية الوقت,= 30 وقت الحدوث,,,Operational
bufr4/3/07/024/5/301011,07,تسلسلات تقارير السطح (البحر),307024,بيانات GNSS الأرضية - التأخير الكلي المائل,,301011,سنة، شهر، يوم,,,,Operational
bufr4/3/07/024/6/301013,07,تسلسلات تقارير السطح (البحر),307024,بيانات GNSS الأرضية - التأخير الكلي المائل,,301013,ساعة، دقيقة، ثانية,,,,Operational
bufr4/3/07/024/7/301022,07,تسلسلات تقارير السطح (البحر),307024,بيانات GNSS الأرضية - التأخير الكلي المائل,,301022,خط العرض/خط الطول (دقة تقريبية)، ارتفاع المحطة,,,,Operational
bufr4/3/07/024/8/010036,07,تسلسلات تقارير السطح (البحر),307024,بيانات GNSS الأرضية - التأخير الكلي المائل,,010036,تموج الجيويد,ارتفاع الجيويد فوق الإهليلج WGS-84، ±150 م إلى 1 سم,,,Operational
bufr4/3/07/024/9/025061,07,تسلسلات تقارير السطح (البحر),307024,بيانات GNSS الأرضية - التأخير الكلي المائل,,025061,تحديد البرمجيات ورقم الإصدار,برنامج معالجة GNSS، إصدار البرنامج,,,Operational
bufr4/3/07/024/10/010004,07,تسلسلات تقارير السطح (البحر),307024,بيانات GNSS الأرضية - التأخير الكلي المائل,,010004,ضغط,,,,Operational
bufr4/3/07/024/11/012001,07,تسلسلات تقارير السطح (البحر),307024,بيانات GNSS الأرضية - التأخير الكلي المائل,,012001,درجة الحرارة/درجة حرارة الهواء,,,,Operational
bufr4/3/07/024/12/013003,07,تسلسلات تقارير السطح (البحر),307024,بيانات GNSS الأرضية - التأخير الكلي المائل,,013003,الرطوبة النسبية,,,,Operational
bufr4/3/07/024/13/120000,07,تسلسلات تقارير السطح (البحر),307024,بيانات GNSS الأرضية - التأخير الكلي المائل,تُعتبر جودة تأخير الذروة الكلي ضعيفة.,120000,تكرار متأخر لـ 6 أوصاف,,,,Operational
bufr4/3/07/024/14/031000,07,تسلسلات تقارير السطح (البحر),307024,بيانات GNSS الأرضية - التأخير الكلي المائل,تُعتبر جودة تأخير الذروة الكلي ضعيفة.,031000,عامل تكرار الأوصاف المتأخر,,,,Operational
bufr4/3/07/024/15/025060,07,تسلسلات تقارير السطح (البحر),307024,بيانات GNSS الأرضية - التأخير الكلي المائل,تُعتبر جودة تأخير الذروة الكلي ضعيفة.,025060,تحديد البرمجيات,,,,Operational
bufr4/3/07/024/16/008021,07,تسلسلات تقارير السطح (البحر),307024,بيانات GNSS الأرضية - التأخير الكلي المائل,تُعتبر جودة تأخير الذروة الكلي ضعيفة.,008021,أهمية الوقت,متوسط الزمن,,,Operational
bufr4/3/07/024/17/004025,07,تسلسلات تقارير السطح (البحر),307024,بيانات GNSS الأرضية - التأخير الكلي المائل,تُعتبر جودة تأخير الذروة الكلي ضعيفة.,004025,فترة زمنية أو إزاحة,,,,Operational
bufr4/3/07/024/18/115000,07,تسلسلات تقارير السطح (البحر),307024,بيانات GNSS الأرضية - التأخير الكلي المائل,تُعتبر جودة تأخير الذروة الكلي ضعيفة.,115000,تكرار متأخر لـ 6 أوصاف,,,,Operational
bufr4/3/07/024/19/031001,07,تسلسلات تقارير السطح (البحر),307024,بيانات GNSS الأرضية - التأخير الكلي المائل,تُعتبر جودة تأخير الذروة الكلي ضعيفة.,031001,عامل تكرار الأوصاف المتأخر,,,,Operational
