Category,CategoryOfSequences_ar,FXY1,Title_ar,SubTitle_ar,FXY2,ElementName_ar,ElementDescription_ar,Note_ar,Status,translated_by
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03031,بيانات الأهمية، البر/البحر، درجة حرارة سطح الجلد,,B07022,ارتفاع الشمس,سمت الشمس,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03031,بيانات الأهمية، البر/البحر، درجة حرارة سطح الجلد,,B08012,محدد البر/البحر,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03031,بيانات الأهمية، البر/البحر، درجة حرارة سطح الجلد,,B12061,درجة حرارة الجلد,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03032,سحابة,,B20011,كمية السحب,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03032,سحابة,,B20016,الضغط عند قمة السحابة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03033,سحابة,,B20010,الغطاء السحابي (الإجمالي),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03033,سحابة,,B20016,الضغط عند قمة السحابة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03041,تسلسل الرياح,,B02152,تقنية معالجة بيانات الأقمار الصناعية المستخدمة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03041,تسلسل الرياح,,B02023,(معرف القمر الصناعي، طريقة حساب الرياح، التاريخ/الوقت، الموقع),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03041,تسلسل الرياح,,B07004,ضغط,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03041,تسلسل الرياح,,B11001,اتجاه الرياح,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03041,تسلسل الرياح,,B11002,سرعة الرياح,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03041,تسلسل الرياح,,B02153,تردد مركز قناة الأقمار الصناعية,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03041,تسلسل الرياح,,B02154,عرض نطاق القناة الفضائية,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03041,تسلسل الرياح,,B12071,أبرد درجة حرارة عنقودية,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03050,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B04086,فترة زمنية أو إزاحة,منذ وقت الإطلاق,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03050,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B08042,أهمية السبر الرأسي,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03050,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B07004,ضغط,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03050,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B05015,إزاحة خط العرض (دقة عالية),منذ وقت الإطلاق,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03050,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B06015,إزاحة خط العرض (دقة عالية),منذ وقت الإطلاق,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03050,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B11001,اتجاه الرياح,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03050,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B11002,سرعة الرياح,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03051,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B04086,فترة زمنية أو إزاحة,منذ وقت الإطلاق,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03051,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B08042,أهمية السبر الرأسي,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03051,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B07004,ضغط,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03051,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B05015,إزاحة خط العرض (دقة عالية),منذ وقت الإطلاق,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03051,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B06015,إزاحة خط العرض (دقة عالية),منذ وقت الإطلاق,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03051,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B11061,القص الريحي المطلق في طبقة 1 كم أدناه,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03051,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B11062,القص الريحي المطلق في طبقة 1 كم أدناه,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03052,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B04086,فترة زمنية أو إزاحة,منذ وقت الإطلاق,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03052,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B08042,أهمية السبر الرأسي,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03052,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B07009,ارتفاع الجهد الجغرافي,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03052,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B05015,إزاحة خط العرض (دقة عالية),منذ وقت الإطلاق,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03052,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B06015,إزاحة خط العرض (دقة عالية),منذ وقت الإطلاق,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03052,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B11001,اتجاه الرياح,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03052,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B11002,سرعة الرياح,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03053,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B04086,فترة زمنية أو إزاحة,منذ وقت الإطلاق,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03053,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B08042,أهمية السبر الرأسي,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03053,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B07009,ارتفاع الجهد الجغرافي,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03053,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B05015,إزاحة خط العرض (دقة عالية),منذ وقت الإطلاق,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03053,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B06015,إزاحة خط العرض (دقة عالية),منذ وقت الإطلاق,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03053,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B11061,القص الريحي المطلق في طبقة 1 كم أدناه,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03053,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B11062,القص الريحي المطلق في طبقة 1 كم أدناه,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03054,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B04086,فترة زمنية أو إزاحة,منذ وقت الإطلاق,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03054,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B08042,أهمية السبر الرأسي,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03054,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B07004,ضغط,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03054,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B10009,ارتفاع الجهد الجغرافي,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03054,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B05015,إزاحة خط العرض (دقة عالية),منذ وقت الإطلاق,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03054,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B06015,إزاحة خط العرض (دقة عالية),منذ وقت الإطلاق,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03054,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B12101,درجة الحرارة/درجة حرارة الهواء,المقياس: 2,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03054,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B12103,درجة حرارة نقطة الندى,المقياس: 2,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03054,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B11001,اتجاه الرياح,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03054,بيانات الرياح عند مستوى الضغط مع موقع الراديوسوندي,,B11002,سرعة الرياح,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03055,بيانات درجة الحرارة، نقطة الندى، الرطوبة النسبية والرياح عند مستوى الارتفاع مع موقع الراديوسوندي,,B04086,فترة زمنية أو إزاحة,منذ وقت الإطلاق,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03055,بيانات درجة الحرارة، نقطة الندى، الرطوبة النسبية والرياح عند مستوى الارتفاع مع موقع الراديوسوندي,,B08042,أهمية السبر الرأسي,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03055,بيانات درجة الحرارة، نقطة الندى، الرطوبة النسبية والرياح عند مستوى الارتفاع مع موقع الراديوسوندي,,B07009,ارتفاع الجهد الجغرافي,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03055,بيانات درجة الحرارة، نقطة الندى، الرطوبة النسبية والرياح عند مستوى الارتفاع مع موقع الراديوسوندي,,B05015,إزاحة خط العرض (دقة عالية),منذ وقت الإطلاق,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03055,بيانات درجة الحرارة، نقطة الندى، الرطوبة النسبية والرياح عند مستوى الارتفاع مع موقع الراديوسوندي,,B06015,إزاحة خط العرض (دقة عالية),منذ وقت الإطلاق,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03055,بيانات درجة الحرارة، نقطة الندى، الرطوبة النسبية والرياح عند مستوى الارتفاع مع موقع الراديوسوندي,,B12101,درجة الحرارة/درجة حرارة الهواء,المقياس: 2,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03055,بيانات درجة الحرارة، نقطة الندى، الرطوبة النسبية والرياح عند مستوى الارتفاع مع موقع الراديوسوندي,,B13009,الرطوبة النسبية,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03055,بيانات درجة الحرارة، نقطة الندى، الرطوبة النسبية والرياح عند مستوى الارتفاع مع موقع الراديوسوندي,,B12103,درجة حرارة نقطة الندى,المقياس: 2,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03055,بيانات درجة الحرارة، نقطة الندى، الرطوبة النسبية والرياح عند مستوى الارتفاع مع موقع الراديوسوندي,,B11001,اتجاه الرياح,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03055,بيانات درجة الحرارة، نقطة الندى، الرطوبة النسبية والرياح عند مستوى الارتفاع مع موقع الراديوسوندي,,B11002,سرعة الرياح,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03099,(بيانات وصفية شائعة لأجهزة استشعار درجة الحرارة/الرطوبة),,B03005,العرض الأفقي للشاشة أو الدرع (x),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03099,(بيانات وصفية شائعة لأجهزة استشعار درجة الحرارة/الرطوبة),,B03006,العمق الأفقي للشاشة أو الدرع (y),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03099,(بيانات وصفية شائعة لأجهزة استشعار درجة الحرارة/الرطوبة),,B03007,الارتفاع العمودي للشاشة أو الدرع (z),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03099,(بيانات وصفية شائعة لأجهزة استشعار درجة الحرارة/الرطوبة),,B02096,نوع مستشعر درجة الحرارة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03099,(بيانات وصفية شائعة لأجهزة استشعار درجة الحرارة/الرطوبة),,B03022,مالك الجهاز,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03099,(بيانات وصفية شائعة لأجهزة استشعار درجة الحرارة/الرطوبة),,B03003,غلاف مقياس الحرارة/الرطوبة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03099,(بيانات وصفية شائعة لأجهزة استشعار درجة الحرارة/الرطوبة),,B03020,غلاف مقياس الحرارة/الرطوبة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03099,(بيانات وصفية شائعة لأجهزة استشعار درجة الحرارة/الرطوبة),,B03004,نوع الشاشة/الملجأ/الدرع الإشعاعي,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03099,(بيانات وصفية شائعة لأجهزة استشعار درجة الحرارة/الرطوبة),,B03023,تكوين الشفرات لشاشة مقياس الحرارة/الرطوبة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
03,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D03099,(بيانات وصفية شائعة لأجهزة استشعار درجة الحرارة/الرطوبة),,B03008,شاشة أو درع مهوى اصطناعيًا,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
