Id,ClassNo,ClassName_ar,FXY,ElementName_ar,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_ar,noteIDs,Status
bufr4/0/13/014,13,العناصر الهيدروغرافية والهيدرولوجية,013014,معدل متوسط مكافئ المياه/هطول الأمطار للثلوج,kg m-2 s-1,4,0,12,kg m-2 s-1,4,4,,,Operational
bufr4/0/13/015,13,العناصر الهيدروغرافية والهيدرولوجية,013015,معدل تساقط الثلوج (المعدل المتوسط),m/s,7,0,12,m/s,7,4,,,Operational
bufr4/0/13/016,13,العناصر الهيدروغرافية والهيدرولوجية,013016,الماء القابل للتكثف,kg m-2,0,0,7,kg m-2,0,3,,,Operational
bufr4/0/13/019,13,العناصر الهيدروغرافية والهيدرولوجية,013019,إجمالي الهطول خلال الساعة الماضية,kg m-2,1,-1,14,kg m-2,1,4,,,Operational
bufr4/0/13/020,13,العناصر الهيدروغرافية والهيدرولوجية,013020,إجمالي الهطول خلال الساعات الثلاث الماضية,kg m-2,1,-1,14,kg m-2,1,5,,,Operational
bufr4/0/13/021,13,العناصر الهيدروغرافية والهيدرولوجية,013021,إجمالي الهطول خلال الساعات الست الماضية,kg m-2,1,-1,14,kg m-2,1,5,,,Operational
bufr4/0/13/022,13,العناصر الهيدروغرافية والهيدرولوجية,013022,إجمالي الهطول خلال الـ 12 ساعة الماضية,kg m-2,1,-1,14,kg m-2,1,5,,,Operational
bufr4/0/13/023,13,العناصر الهيدروغرافية والهيدرولوجية,013023,إجمالي الهطول خلال الـ 24 ساعة الماضية,kg m-2,1,-1,14,kg m-2,1,5,,,Operational
bufr4/0/13/031,13,العناصر الهيدروغرافية والهيدرولوجية,013031,النضح التبخري,kg m-2,0,0,7,kg m-2,0,3,,,Operational
bufr4/0/13/032,13,العناصر الهيدروغرافية والهيدرولوجية,013032,التبخر/التبخر-النتح,kg m-2,1,0,8,kg m-2,1,3,ملاحظة 5,53,Operational
bufr4/0/13/033,13,العناصر الهيدروغرافية والهيدرولوجية,013033,التبخر/التبخر النتحي,kg m-2,1,0,10,kg m-2,1,4,,,Operational
bufr4/0/13/038,13,العناصر الهيدروغرافية والهيدرولوجية,013038,مؤشر فائق الإدياباتية,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/13/039,13,العناصر الهيدروغرافية والهيدرولوجية,013039,نوع التضاريس (الجليد/الثلج),Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/13/040,13,العناصر الهيدروغرافية والهيدرولوجية,013040,علم السطح,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/13/041,13,العناصر الهيدروغرافية والهيدرولوجية,013041,فئة استقرار باسكويل-جيفورد,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/13/042,13,العناصر الهيدروغرافية والهيدرولوجية,013042,مؤشر رفع الطرد (إلى 500 هكتوباسكال),K,0,-20,6,K,0,2,(راجع الملاحظتين 3 و4),"119,130",Operational
bufr4/0/13/043,13,العناصر الهيدروغرافية والهيدرولوجية,013043,أفضل مؤشر رفع (إلى 500 هكتوباسكال),K,0,-20,6,K,0,2,(راجع الملاحظتين 3 و4),"119,130",Operational
bufr4/0/13/044,13,العناصر الهيدروغرافية والهيدرولوجية,013044,مؤشر K,K,0,-30,8,K,0,3,,,Operational
bufr4/0/13/045,13,العناصر الهيدروغرافية والهيدرولوجية,013045,مؤشر KO,K,0,-30,8,K,0,3,,,Operational
bufr4/0/13/046,13,العناصر الهيدروغرافية والهيدرولوجية,013046,الطفو الأقصى,K,0,-30,8,K,0,3,,,Operational
bufr4/0/13/047,13,العناصر الهيدروغرافية والهيدرولوجية,013047,مؤشر استقرار شووالتر المعدّل,K,0,-60,6,C,0,2,(انظر الملاحظة 7),129,Operational
bufr4/0/13/048,13,العناصر الهيدروغرافية والهيدرولوجية,013048,جزء الماء,%,1,0,10,%,1,4,,,Operational
bufr4/0/13/051,13,العناصر الهيدروغرافية والهيدرولوجية,013051,مجموعة التردد، الهطول,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/13/052,13,العناصر الهيدروغرافية والهيدرولوجية,013052,أعلى كمية يومية من الهطول.,kg m-2,1,-1,14,kg m-2,1,5,,,Operational
bufr4/0/13/055,13,العناصر الهيدروغرافية والهيدرولوجية,013055,شدة الهطول,kg m-2 s-1,4,0,8,mm/h,1,4,,,Operational
bufr4/0/13/056,13,العناصر الهيدروغرافية والهيدرولوجية,013056,طبيعة وشدة الهطول,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/13/057,13,العناصر الهيدروغرافية والهيدرولوجية,013057,وقت بدء أو انتهاء الهطول,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/13/058,13,العناصر الهيدروغرافية والهيدرولوجية,013058,حجم العنصر المترسب,m,4,0,7,mm,1,3,,,Operational
bufr4/0/13/059,13,العناصر الهيدروغرافية والهيدرولوجية,013059,عدد الومضات (العاصفة الرعدية),Numeric,0,0,7,Numeric,0,3,,,Operational
bufr4/0/13/060,13,العناصر الهيدروغرافية والهيدرولوجية,013060,إجمالي الهطول المتراكم,kg m-2,1,-1,17,kg m-2,1,5,,,Operational
bufr4/0/13/071,13,العناصر الهيدروغرافية والهيدرولوجية,013071,مستوى المياه في المنبع,m,2,0,14,m,2,4,,,Operational
bufr4/0/13/072,13,العناصر الهيدروغرافية والهيدرولوجية,013072,مستوى المياه في المصب,m,2,0,14,m,2,4,,,Operational
bufr4/0/13/073,13,العناصر الهيدروغرافية والهيدرولوجية,013073,الحد الأقصى لمستوى المياه,m,2,0,14,m,2,4,,,Operational
bufr4/0/13/074,13,العناصر الهيدروغرافية والهيدرولوجية,013074,مستوى المياه الجوفية,m,2,0,18,m,2,6,,,Operational
bufr4/0/13/080,13,العناصر الهيدروغرافية والهيدرولوجية,013080,درجة حموضة الماء,pH unit,1,0,10,pH unit,1,3,,,Operational
bufr4/0/13/081,13,العناصر الهيدروغرافية والهيدرولوجية,013081,موصلية الماء,S/m,3,0,14,S/m,3,4,,,Operational
bufr4/0/13/082,13,العناصر الهيدروغرافية والهيدرولوجية,013082,درجة حرارة الماء,K,1,0,12,K,1,4,,,Operational
bufr4/0/13/083,13,العناصر الهيدروغرافية والهيدرولوجية,013083,الأكسجين المذاب,kg m-3,6,0,15,kg m-3,6,5,,,Operational
bufr4/0/13/084,13,العناصر الهيدروغرافية والهيدرولوجية,013084,العكارة,lm,0,0,14,lm,0,4,,,Operational
bufr4/0/13/085,13,العناصر الهيدروغرافية والهيدرولوجية,013085,جهد الأكسدة والاختزال (ORP),V,3,0,14,V,3,4,,,Operational
bufr4/0/13/090,13,العناصر الهيدروغرافية والهيدرولوجية,013090,محتوى بخار الماء في الراديوميتر,kg m-2,1,0,10,kg m-2,1,4,,,Operational
bufr4/0/13/091,13,العناصر الهيدروغرافية والهيدرولوجية,013091,محتوى السائل في جهاز قياس الإشعاع,kg m-2,2,0,8,kg m-2,2,3,,,Operational
bufr4/0/13/093,13,العناصر الهيدروغرافية والهيدرولوجية,013093,سمك بصري للسحاب,Numeric,0,0,8,Numeric,0,3,,,Operational
bufr4/0/13/094,13,العناصر الهيدروغرافية والهيدرولوجية,013094,اللوغاريتم العشري (Log10) لسمك السحابة البصري,Numeric,3,-2000,14,Numeric,3,5,,,Operational
bufr4/0/13/095,13,العناصر الهيدروغرافية والهيدرولوجية,013095,بخار الماء العمودي الكلي,kg m-2,4,0,19,kg m-2,4,6,,,Operational
bufr4/0/13/096,13,العناصر الهيدروغرافية والهيدرولوجية,013096,محتوى بخار الماء MWR,kg m-2,2,0,14,kg m-2,2,5,,,Operational
bufr4/0/13/097,13,العناصر الهيدروغرافية والهيدرولوجية,013097,MWR محتوى الماء السائل,kg m-2,2,0,14,kg m-2,2,5,,,Operational
bufr4/0/13/098,13,العناصر الهيدروغرافية والهيدرولوجية,013098,كثافة بخار الماء المتكاملة,kg m-2,8,0,30,kg m-2,8,10,,,Operational
bufr4/0/13/099,13,العناصر الهيدروغرافية والهيدرولوجية,013099,لوغاريتم الأساس 10 لكثافة جسيمات السحب المدمجة,log(m-2),1,0,7,log(m-2),1,3,,,Operational
bufr4/0/13/100,13,العناصر الهيدروغرافية والهيدرولوجية,013100,اللوغاريتم العشري (Log10) لمساحة جسيمات السحب المدمجة,log(m2 m-2),1,-70,7,log(m2 m-2),1,2,,,Operational
bufr4/0/13/101,13,العناصر الهيدروغرافية والهيدرولوجية,013101,اللوغاريتم العشري (Log10) لحجم جسيمات السحب المتكامل,log(m3 m-2),1,-140,7,log(m3 m-2),1,3,,,Operational
bufr4/0/13/109,13,العناصر الهيدروغرافية والهيدرولوجية,013109,مسار الجليد/الماء السائل,kg m-2,3,0,10,kg m-2,3,4,,,Operational
bufr4/0/13/110,13,العناصر الهيدروغرافية والهيدرولوجية,013110,نسبة الخلط الكتلية,%,0,0,7,%,0,3,,,Operational
bufr4/0/13/111,13,العناصر الهيدروغرافية والهيدرولوجية,013111,رطوبة التربة,g/kg,0,0,10,g/kg,0,4,,,Operational
bufr4/0/13/112,13,العناصر الهيدروغرافية والهيدرولوجية,013112,مدة بلل الجسم,s,0,0,17,s,0,5,,,Operational
bufr4/0/13/114,13,العناصر الهيدروغرافية والهيدرولوجية,013114,معدل تراكم الجليد,kg m-2 h-1,1,0,11,kg m-2 h-1,1,4,,,Operational
bufr4/0/13/115,13,العناصر الهيدروغرافية والهيدرولوجية,013115,سُمك الجليد,m,2,0,19,m,2,6,(انظر الملاحظة 9),88,Operational
bufr4/0/13/116,13,العناصر الهيدروغرافية والهيدرولوجية,013116,سمك طبقة الماء,m,4,0,10,m,3,2,,,Operational
bufr4/0/13/117,13,العناصر الهيدروغرافية والهيدرولوجية,013117,كثافة الثلج (محتوى الماء السائل),kg m-3,0,0,10,kg m-3,0,3,,,Operational
bufr4/0/13/118,13,العناصر الهيدروغرافية والهيدرولوجية,013118,عمق الثلج الطازج (دقة عالية),m,3,-2,14,m,3,5,(انظر الملاحظة 10),41,Operational
bufr4/0/13/119,13,العناصر الهيدروغرافية والهيدرولوجية,013119,عمق الثلج,m,3,-10000,15,,,,(راجع الملاحظة 18),194,Operational
bufr4/0/13/155,13,العناصر الهيدروغرافية والهيدرولوجية,013155,شدة الهطول (دقة عالية),kg m-2 s-1,5,-1,16,mm/h,2,5,(انظر الملاحظة 8),28,Operational
bufr4/0/13/160,13,عناصر الهيدروغرافية والهيدرولوجية,013160,محتوى سائل المقياس الإشعاعي,kg m-2,2,-350,10,kg m-2,2,3,,,Operational
bufr4/0/13/161,13,العناصر الهيدروغرافية والهيدرولوجية,013161,أكبر طاقة كامنة متاحة للحمل الحراري غير المستقر (CAPE),J/kg,0,0,14,,,,,,Operational
bufr4/0/13/162,13,العناصر الهيدروغرافية والهيدرولوجية,013162,الماء السائل في السحب,kg m-2,2,0,8,kg m-2,2,3,,,Operational
bufr4/0/13/163,13,العناصر الهيدروغرافية والهيدرولوجية,013163,مكافئ مياه الثلج,kg m-2,0,0,16,kg m-2,0,5,,,Operational
bufr4/0/13/164,13,العناصر الهيدروغرافية والهيدرولوجية,013164,ارتفاع الجليد البحري فوق سطح الماء,m,3,-131072,18,m,3,6,,,Operational
bufr4/0/13/165,13,العناصر الهيدروغرافية والهيدرولوجية,013165,الطاقة المتاحة للحمل الحراري (CAPE),J/kg,0,0,14,J/kg,0,5,(انظر الملاحظة 11),186,Operational
bufr4/0/13/166,13,العناصر الهيدروغرافية والهيدرولوجية,013166,مؤشر إجمالي الإجماليات,K,1,0,10,C,0,5,(انظر الملاحظة 12),187,Operational
bufr4/0/13/167,13,العناصر الهيدروغرافية والهيدرولوجية,013167,مؤشر S (STT),K,1,-1000,11,C,0,6,(راجع الملاحظة 13),188,Operational
bufr4/0/13/168,13,العناصر الهيدروغرافية والهيدرولوجية,013168,مؤشر تهديد الضباب,K,1,-100,8,C,0,5,(راجع الملاحظة 14),190,Operational
bufr4/0/13/169,13,العناصر الهيدروغرافية والهيدرولوجية,013169,مؤشر إمكانات يوم الانفجار الدقيق (MDPI),K/K,1,-100,8,K/K,0,5,(انظر الملاحظة 15),191,Operational
bufr4/0/13/170,13,العناصر الهيدروغرافية والهيدرولوجية,013170,مؤشر TQ,K,1,-1000,11,C,0,6,(راجع الملاحظة 16),190,Operational
bufr4/0/13/171,13,العناصر الهيدروغرافية والهيدرولوجية,013171,CIN (التثبيط الحمل الحراري),J/kg,0,-1000,10,J/kg,0,5,(انظر الملاحظة 17),192,Operational
