Id,FXY,ElementName_ar,CodeFigure,EntryName_ar,EntryName_sub1_ar,EntryName_sub2_ar,Note_ar,noteIDs,Status,translated_by
bufr4/0/01/029/2,001029,مصدر SSI,2,GOES شرق,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/029/3,001029,مصدر SSI,3,GOES شرق,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/029/4,001029,مصدر SSI,4,المركز الأوروبي للتنبؤات الجوية متوسطة المدى,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/029/5,001029,مصدر SSI,5,المركز الوطني للتنبؤات البيئية,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/029/6,001029,مصدر SSI,6,نموذج التنبؤ العددي: مكتب الأرصاد الجوية البريطاني,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/029/7-30,001029,مصدر SSI,7-30,مخصص للاستخدام المستقبلي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/029/31,001029,مصدر SSI,31,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/031,001031,تحديد المركز المُنشئ/المُصدر,,,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/033,001033,تحديد المركز المُنشئ/المُصدر,,,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/034,001034,تحديد المركز المُنشئ/المُصدر,,,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/035,001035,تحديد المركز المُنشئ/المُصدر,,,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/0-36000,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,0-36000,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/36001,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,36001,أستراليا، مكتب الأرصاد الجوية (BoM),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/36002,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,36002,أستراليا، المنشأة الأسترالية المشتركة لأنظمة مراقبة المحيطات (JAFOOS),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/36003,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,36003,أستراليا، منظمة الكومنولث للبحوث العلمية والصناعية (CSIRO),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/36004-124000,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,36004-124000,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/124001,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,124001,كندا، خدمة بيانات البيئة البحرية (MEDS),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/124002,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,124002,كندا، معهد علوم المحيطات (IOS),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/124003-124172,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,124003-124172,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/124173,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,124173,كندا، وزارة البيئة الكندية,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/124174,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,124174,كندا، وزارة الدفاع الوطني,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/124175,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,124175,كندا، ناف كندا,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/124176-156000,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,124176-156000,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/156001,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,156001,الصين، الإدارة الوطنية للمحيطات,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/156002,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,156002,الصين، المعهد الثاني لعلوم المحيطات، الإدارة الوطنية للمحيطات,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/156003,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,156003,الصين، المعهد الثاني لعلوم المحيطات، الإدارة الوطنية للمحيطات,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/156004-250000,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,156004-250000,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/250001,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,250001,فرنسا، معهد البحث من أجل التنمية (IRD),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/250002,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,250002,فرنسا، المعهد الفرنسي للبحث لاستغلال البحار (IFREMER),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/250003-276000,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,250003-276000,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/276001,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,276001,ألمانيا، المكتب الاتحادي للملاحة البحرية والهيدروغرافيا (BSH),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/276002,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,276002,ألمانيا، معهد علوم البحار، كيل,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/276003-356000,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,276003-356000,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/356001,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,356001,الهند، المعهد الوطني لعلوم المحيطات (NIO),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/356002,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,356002,الهند، المركز الوطني لخدمات معلومات المحيطات,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/356003,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,356003,الهند، المركز الوطني لخدمات معلومات المحيطات,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/356004-392000,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,356004-392000,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/392001,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,392001,اليابان، وكالة الأرصاد الجوية اليابانية (JMA),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/392002,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,392002,اليابان، نظام البحث الرصدي الحدودي للتغير العالمي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/392003,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,392003,اليابان، مركز اليابان لعلوم وتكنولوجيا البحار (JAMSTEC),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/392004-410000,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,392004-410000,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/410001,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,410001,جمهورية كوريا، جامعة سيول الوطنية,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/410002,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,410002,جمهورية كوريا، معهد كوريا لأبحاث وتطوير المحيطات (KORDI),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/410003,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,410003,جمهورية كوريا، معهد الأبحاث الأرصادية,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/410004-540000,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,410004-540000,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/540001,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,540001,كاليدونيا الجديدة، معهد البحث من أجل التنمية (IRD),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/540002-554000,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,540002-554000,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/554001,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,554001,نيوزيلندا، المعهد الوطني لأبحاث المياه والغلاف الجوي (NIWA),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/554002-643000,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,554002-643000,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/643001,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,643001,"الاتحاد الروسي، معهد الدولة لعلوم المحيطات التابع لـ""روشيدروميت""",,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/643002,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,643002,الاتحاد الروسي، الخدمة الفيدرالية للأرصاد الجوية ورصد البيئة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/643003-724000,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,643003-724000,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/724001,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,724001,إسبانيا، المعهد الإسباني لعلوم المحيطات,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/724002-826000,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,724002-826000,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/826001,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,826001,المملكة المتحدة، المكتب الهيدروغرافي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/826002,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,826002,المملكة المتحدة، المركز الوطني لعلوم المحيطات (NOC),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/826003,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,826003,المملكة المتحدة، مركز علوم البيئة ومصايد الأسماك وتربية الأحياء المائية (Cefas),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/826004,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,826004,المملكة المتحدة، البحرية الاسكتلندية (MS),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/826005,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,826005,المملكة المتحدة، مختبر بليموث البحري (PML),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/826006,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,826006,المملكة المتحدة، هيئة المسح البريطاني في القطب الجنوبي (BAS),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/826007-840000,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,826007-840000,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/840001,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,840001,الولايات المتحدة الأمريكية، مختبر المحيط الأطلسي لعلوم المحيطات والأرصاد الجوية (AOML) التابع للإدارة الوطنية للمحيطات والغلاف الجوي (NOAA),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/840002,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,840002,الولايات المتحدة، مختبر الإدارة الوطنية للمحيطات والغلاف الجوي (NOAA) للبيئة البحرية في المحيط الهادئ (PMEL),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/840003,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,840003,الولايات المتحدة الأمريكية، معهد سكريبس لعلوم المحيطات (SIO),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/840004,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,840004,الولايات المتحدة الأمريكية، معهد وودز هول لعلوم المحيطات (WHOI),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/840005,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,840005,الولايات المتحدة الأمريكية، جامعة واشنطن,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/840006,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,840006,الولايات المتحدة، مكتب المحيطات البحري التابع للبحرية,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/840007-1048574,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,840007-1048574,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/036/1048575,001036,الوكالة المسؤولة عن تشغيل منصة الرصد,1048575,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/038/0,001038,مصدر جزء الجليد البحري,0,لا يوجد جليد بحري في الأفق,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/038/1,001038,مصدر جزء الجليد البحري,1,NSIDC SSM/I كافاليري وآخرون (1992),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/038/2,001038,مصدر جزء الجليد البحري,2,AMSR-E,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/038/3,001038,مصدر جزء الجليد البحري,3,المركز الأوروبي للتنبؤات الجوية متوسطة المدى,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/038/4,001038,مصدر جزء الجليد البحري,4,قناع السحب CMS (فرنسا) المستخدم من قبل Medspiration,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/038/5,001038,مصدر جزء الجليد البحري,5,منظمة EUMETSAT OSI-SAF,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/038/6-30,001038,مصدر جزء الجليد البحري,6-30,مخصص للاستخدام المستقبلي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/038/31,001038,مصدر جزء الجليد البحري,31,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/044/0,001044,تطبيق إنشاء قياسي,0,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/044/1,001044,تطبيق إنشاء قياسي,1,خليط متكامل مرجح من اختبارات الجودة الفردية,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/044/2,001044,تطبيق إنشاء قياسي,2,مزيج موزون من الاختبارات الفردية، مع استثناء مقارنة التوقعات,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/044/3,001044,تطبيق إنشاء قياسي,3,وظيفة فلتر تكرارية,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/044/4,001044,تطبيق إنشاء قياسي,4,مؤشر الجودة العام (QI) بدون توقع,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/044/5,001044,تطبيق إنشاء قياسي,5,الجودة الداخلية بدون توقعات,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/044/6,001044,تطبيق إنشاء قياسي,6,الجودة الداخلية بدون توقعات,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/044/7,001044,تطبيق إنشاء قياسي,7,الخطأ المقدر بالمتر/الثانية محول إلى نسبة مئوية للثقة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/044/8-254,001044,تطبيق إنشاء قياسي,8-254,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/044/255,001044,تطبيق إنشاء قياسي,255,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/052/0,001052,رقم تعريف جهاز الإرسال الخاص بالمنصة,0,أساسي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/052/1,001052,رقم تعريف جهاز الإرسال الخاص بالمنصة,1,ثانوي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/052/2,001052,رقم تعريف جهاز الإرسال الخاص بالمنصة,2,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/052/3,001052,رقم تعريف جهاز الإرسال الخاص بالمنصة,3,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/090/0,001090,تقنية لتكوين الاضطرابات الأولية,0,التنبؤ متوسط التأخر (LAF),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/090/1,001090,تقنية لتكوين الاضطرابات الأولية,1,تربية,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/090/2,001090,تقنية لتكوين الاضطرابات الأولية,2,متجهات فردية,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/090/3,001090,تقنية لتكوين الاضطرابات الأولية,3,دورات تحليل متعددة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/090/4-191,001090,تقنية لتكوين الاضطرابات الأولية,4-191,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/090/192-254,001090,تقنية لتكوين الاضطرابات الأولية,192-254,مخصص للاستخدام المحلي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/090/255,001090,تقنية لتكوين الاضطرابات الأولية,255,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/092/0,001092,سلسلة زمنية لتوقع متوسط المجموعة,0,توقع التحكم عالي الدقة غير المضطرب,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/092/1,001092,سلسلة زمنية لتوقع متوسط المجموعة,1,توقع التحكم عالي الدقة غير المضطرب,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/092/2,001092,سلسلة زمنية لتوقع متوسط المجموعة,2,توقع مضطرب سلبياً,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/092/3,001092,سلسلة زمنية لتوقع متوسط المجموعة,3,توقع مضطرب سلبياً,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/092/4,001092,سلسلة زمنية لتوقع متوسط المجموعة,4,توقع مضطرب سلبياً,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/092/5-191,001092,سلسلة زمنية لتوقع متوسط المجموعة,5-191,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/092/192-254,001092,سلسلة زمنية لتوقع متوسط المجموعة,192-254,مخصص للاستخدام المحلي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/092/255,001092,سلسلة زمنية لتوقع متوسط المجموعة,255,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/101/0-99,001101,معرّف الدولة,0-99,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/101/100,001101,معرّف الدولة,100,الجزائر,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/101/101,001101,معرّف الدولة,101,أنغولا,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/101/102,001101,معرّف الدولة,102,بنين,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/101/103,001101,معرّف الدولة,103,بوتسوانا,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/101/104,001101,معرّف الدولة,104,بوركينا فاسو,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/101/105,001101,معرّف الدولة,105,بوروندي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/101/106,001101,معرّف الدولة,106,الكاميرون,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/101/107,001101,معرّف الدولة,107,كابو فيردي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/101/108,001101,معرّف الدولة,108,جمهورية أفريقيا الوسطى,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/101/109,001101,معرّف الدولة,109,تشاد,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/101/110,001101,معرّف الدولة,110,جزر القمر,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/101/111,001101,معرّف الدولة,111,الكونغو,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/101/112,001101,معرّف الدولة,112,ساحل العاج,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/101/113,001101,معرّف الدولة,113,الكونغو,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/101/114,001101,معرّف الدولة,114,جيبوتي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/101/115,001101,معرّف الدولة,115,مصر,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/101/116,001101,معرّف الدولة,116,إريتريا,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/101/117,001101,معرّف الدولة,117,إثيوبيا,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/101/118,001101,معرّف الدولة,118,فرنسا (RA I),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/101/119,001101,معرّف الدولة,119,الغابون,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/01/101/120,001101,معرّف الدولة,120,غامبيا,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
