Category,CategoryOfSequences_ar,FXY1,Title_ar,SubTitle_ar,FXY2,ElementName_ar,ElementDescription_ar,Note_ar,Status,translated_by
35,معلومات المراقبة,D35004,(حدد نوع التقرير ومحطة واحدة يتم مراقبتها),,B35000,FM ورقم الكود الإقليمي,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,معلومات المراقبة,D35004,(حدد نوع التقرير ومحطة واحدة يتم مراقبتها),,D01001,(رقم كتلة ومحطة WMO),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,معلومات المراقبة,D35004,(حدد نوع التقرير ومحطة واحدة يتم مراقبتها),,B35011,عدد التقارير التي تم استلامها فعليًا,,,Operational,"AI Translator: azure, Glossary Not Used"
35,معلومات المراقبة,D35005,(حدد نوع التقرير وكتلة WMO التي يتم مراقبتها),,B08021,أهمية الوقت,الحد الزمني المتفق عليه لاستلام التقرير,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,معلومات المراقبة,D35005,(حدد نوع التقرير وكتلة WMO التي يتم مراقبتها),,B04004,ساعة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,معلومات المراقبة,D35005,(حدد نوع التقرير وكتلة WMO التي يتم مراقبتها),,B08021,أهمية الوقت,وقت الإبلاغ الاسمي,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,معلومات المراقبة,D35005,(حدد نوع التقرير وكتلة WMO التي يتم مراقبتها),,B04004,ساعة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,معلومات المراقبة,D35005,(حدد نوع التقرير وكتلة WMO التي يتم مراقبتها),,B35000,FM ورقم الكود الإقليمي,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,معلومات المراقبة,D35005,(حدد نوع التقرير وكتلة WMO التي يتم مراقبتها),,B01001,رقم كتلة WMO,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,معلومات المراقبة,D35005,(حدد نوع التقرير وكتلة WMO التي يتم مراقبتها),,B35011,عدد التقارير التي تم استلامها فعليًا,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,معلومات المراقبة,D35006,(حدد نوع التقرير وكتلة WMO التي يتم مراقبتها),,B08021,أهمية الوقت,الحد الزمني المتفق عليه لاستلام التقرير,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,معلومات المراقبة,D35006,(حدد نوع التقرير وكتلة WMO التي يتم مراقبتها),,B04004,ساعة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,معلومات المراقبة,D35006,(حدد نوع التقرير وكتلة WMO التي يتم مراقبتها),,B08021,أهمية الوقت,وقت الإبلاغ الاسمي,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,معلومات المراقبة,D35006,(حدد نوع التقرير وكتلة WMO التي يتم مراقبتها),,B04004,ساعة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,معلومات المراقبة,D35006,(حدد نوع التقرير وكتلة WMO التي يتم مراقبتها),,B35000,FM ورقم الكود الإقليمي,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,معلومات المراقبة,D35006,(حدد نوع التقرير وكتلة WMO التي يتم مراقبتها),,B01003,رقم المنطقة/المنطقة الجغرافية التابعة للمنظمة العالمية للأرصاد الجوية,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,معلومات المراقبة,D35006,(حدد نوع التقرير وكتلة WMO التي يتم مراقبتها),,B35011,عدد التقارير التي تم استلامها فعليًا,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,معلومات المراقبة,D35007,(حدد نوع التقرير ومحطة واحدة يتم مراقبتها),,B08021,أهمية الوقت,الحد الزمني المتفق عليه لاستلام التقرير,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,معلومات المراقبة,D35007,(حدد نوع التقرير ومحطة واحدة يتم مراقبتها),,B04004,ساعة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,معلومات المراقبة,D35007,(حدد نوع التقرير ومحطة واحدة يتم مراقبتها),,B08021,أهمية الوقت,وقت الإبلاغ الاسمي,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,معلومات المراقبة,D35007,(حدد نوع التقرير ومحطة واحدة يتم مراقبتها),,B04004,ساعة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,معلومات المراقبة,D35007,(حدد نوع التقرير ومحطة واحدة يتم مراقبتها),,B35000,FM ورقم الكود الإقليمي,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,معلومات المراقبة,D35007,(حدد نوع التقرير ومحطة واحدة يتم مراقبتها),,B01001,رقم كتلة WMO,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,معلومات المراقبة,D35007,(حدد نوع التقرير ومحطة واحدة يتم مراقبتها),,R02000,تكرار متأخر لـ 6 أوصاف,عدد المحطات,,Operational,"AI Translator: azure, Glossary Not Used"
35,معلومات المراقبة,D35007,(حدد نوع التقرير ومحطة واحدة يتم مراقبتها),,B01002,رقم محطة WMO,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,معلومات المراقبة,D35007,(حدد نوع التقرير ومحطة واحدة يتم مراقبتها),,B35011,عدد التقارير التي تم استلامها فعليًا,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,معلومات المراقبة,D35010,(حدد نوع التقرير ومحطة واحدة يتم مراقبتها),,D35002,حدد مركز المراقبة,,,Operational,"AI Translator: azure, Glossary Not Used"
35,معلومات المراقبة,D35010,(حدد نوع التقرير ومحطة واحدة يتم مراقبتها),,D35003,فترة المراقبة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,معلومات المراقبة,D35010,(حدد نوع التقرير ومحطة واحدة يتم مراقبتها),,D35007,(حدد نوع التقرير ومحطة واحدة يتم مراقبتها),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
