Id,Category,CategoryOfSequences_ar,FXY1,Title_ar,SubTitle_ar,FXY2,ElementName_ar,ElementDescription_ar,Note_ar,noteIDs,Status
bufr4/3/05/009/5/031001,05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في ملاحظات الهيدرولوجيا,305009,تقرير AOCHYCOS - تشاد,,031001,عامل تكرار الوصف المؤجل,,,,Operational
bufr4/3/05/009/6/305008,05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,305009,تقرير AOCHYCOS - تشاد,,305008,AOCHYCOS - قياس تشاد,قياس فردي,,,Operational
bufr4/3/05/010/1/305008,05,سلاسل الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,305010,نوع القياس 2 (MEDHYCOS),,305008,AOCHYCOS - قياس تشاد,نفس نوع قياس AOCHYCOS,,,Operational
bufr4/3/05/010/2/002091,05,سلاسل الأرصاد الجوية أو الهيدرولوجية الشائعة في ملاحظات الهيدرولوجيا,305010,نوع القياس 2 (MEDHYCOS),,002091,مستشعر الإدخال 4/20 مللي أمبير,رقم 1,,,Operational
bufr4/3/05/010/3/002091,05,التسلسلات الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,305010,نوع القياس 2 (MEDHYCOS),,002091,مستشعر الإدخال 4/20 مللي أمبير,رقم 2,,,Operational
bufr4/3/05/011/1/301029,05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,305011,تقرير MEDHYCOS النوع 2,,301029,التعرف,,,,Operational
bufr4/3/05/011/2/301012,05,سلاسل الأرصاد الجوية أو الهيدرولوجية الشائعة في ملاحظات الهيدرولوجيا,305011,نوع التقرير: (MEDHYCOS تقرير النوع 2),,301012,ساعة، دقيقة,وقت القياس الأول,,,Operational
bufr4/3/05/011/3/004065,05,سلاسل الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,305011,تقرير MEDHYCOS النوع 2,,004065,فترة زمنية قصيرة,الفترة الزمنية بين القياسات,,,Operational
bufr4/3/05/011/4/101000,05,سلاسل الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,305011,نوع تقرير MEDHYCOS 2,,101000,تأخر تكرار 1 واصف,,,,Operational
bufr4/3/05/011/5/031001,05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في ملاحظات الهيدرولوجيا,305011,نوع التقرير MEDHYCOS 2,,031001,عامل تكرار واصف مؤجل,,,,Operational
bufr4/3/05/011/6/305010,05,سلاسل الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,305011,نوع التقرير MEDHYCOS 2,,305010,نوع القياس 2 - MEDHYCOS,القياس الفردي,,,Operational
bufr4/3/05/016/1/014021,05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,305016,المعلمات الجوية المرتبطة بالبيانات الهيدرولوجية,,014021,الإشعاع الشمسي العالمي، مدمج على الفترة المحددة.,,,,Operational
bufr4/3/05/016/2/007004,05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,305016,المعلمات الجوية المرتبطة بالبيانات الهيدرولوجية,,007004,ضغط,الضغط الجوي,,,Operational
bufr4/3/05/016/3/013003,05,سلاسل الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,305016,المعلمات الجوية المرتبطة بالبيانات الهيدرولوجية,,013003,الرطوبة النسبية,,,,Operational
bufr4/3/05/016/4/011002,05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في ملاحظات الهيدرولوجيا,305016,المعلمات الجوية المرتبطة بالبيانات الهيدرولوجية,,011002,سرعة الرياح,,,,Operational
bufr4/3/05/016/5/011001,05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في ملاحظات الهيدرولوجيا,305016,المعلمات الجوية المرتبطة بالبيانات الهيدرولوجية,,011001,اتجاه الرياح,,,,Operational
bufr4/3/05/016/6/011041,05,سلاسل الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,305016,المعلمات الجوية المرتبطة بالبيانات الهيدرولوجية,,011041,السرعة القصوى لهبات الرياح,,,,Operational
bufr4/3/05/016/7/011043,05,التسلسلات الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,305016,المعلمات الجوية المرتبطة بالبيانات الهيدرولوجية,,011043,اتجاه أقصى هبات الرياح,,,,Operational
bufr4/3/05/017/1/013080,05,سلاسل الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,305017,قياس جودة المياه,,013080,درجة حموضة الماء,,,,Operational
bufr4/3/05/017/2/013081,05,سلاسل الأرصاد الجوية أو الهيدرولوجية الشائعة في ملاحظات الهيدرولوجيا,305017,قياس جودة المياه,,013081,موصلية الماء,,,,Operational
bufr4/3/05/017/3/013083,05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في ملاحظات الهيدرولوجيا,305017,قياس جودة المياه,,013083,الأكسجين المذاب,,,,Operational
bufr4/3/05/017/4/013085,05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,305017,قياس جودة المياه,,013085,جهد الأكسدة والاختزال (ORP),,,,Operational
bufr4/3/05/017/5/013084,05,سلاسل الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,305017,قياس جودة المياه,,013084,العكارة,,,,Operational
bufr4/3/05/018/1/301029,05,سلاسل الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,305018,تقرير MEDHYCOS مع بيانات الأرصاد الجوية وجودة المياه,,301029,التعرف,,,,Operational
bufr4/3/05/018/2/301012,05,سلاسل الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,305018,تقرير MEDHYCOS مع بيانات الأرصاد الجوية وجودة المياه,,301012,ساعة، دقيقة,وقت القياس الأول,,,Operational
bufr4/3/05/018/3/004065,05,التسلسلات الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,305018,تقرير MEDHYCOS مع بيانات الأرصاد الجوية وجودة المياه,,004065,زيادة زمنية قصيرة,زيادة الساعة,,,Operational
bufr4/3/05/018/4/103000,05,سلاسل الأرصاد الجوية أو الهيدرولوجية الشائعة في ملاحظات الهيدرولوجيا,305018,تقرير MEDHYCOS مع بيانات الأرصاد الجوية وجودة المياه,,103000,تأخر النسخ المتماثل لـ 3 موصّفات,,,,Operational
bufr4/3/05/018/5/031001,05,سلاسل الأرصاد الجوية أو الهيدرولوجية الشائعة في ملاحظات الهيدرولوجيا,305018,تقرير MEDHYCOS يحتوي على بيانات الأرصاد الجوية وجودة المياه.,,031001,عامل تكرار الوصف المؤجل,,,,Operational
bufr4/3/05/018/6/305008,05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,305018,تقرير MEDHYCOS مع بيانات الأرصاد الجوية وجودة المياه,,305008,قياس AOCHYCOS-تشاد,نفس نوع قياس AOCHYCOS,,,Operational
bufr4/3/05/018/7/305016,05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في ملاحظات الهيدرولوجيا,305018,تقرير MEDHYCOS مع بيانات الأرصاد الجوية وجودة المياه,,305016,المعلمات الجوية المرتبطة بالبيانات الهيدرولوجية,,,,Operational
bufr4/3/05/018/8/305017,05,سلاسل الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,305018,تقرير MEDHYCOS مع بيانات الأرصاد الجوية وجودة المياه,,305017,قياس جودة المياه,,,,Operational
