Category,CategoryOfSequences_ar,FXY1,Title_ar,SubTitle_ar,FXY2,ElementName_ar,ElementDescription_ar,Note_ar,Status
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B07032,تم التعديل بالنسبة للارتفاع التمثيلي للمستشعر فوق الأرض المحلية (أو سطح منصة بحرية).,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B07033,ارتفاع المستشعر فوق سطح الماء,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B02002,نوع الأجهزة لقياس الرياح,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B11002,سرعة الرياح,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B11001,اتجاه الرياح,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B07032,تم التعديل بالنسبة للارتفاع التمثيلي للمستشعر فوق الأرض المحلية (أو سطح منصة بحرية).,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B07033,ارتفاع المستشعر فوق سطح الماء,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B12101,درجة الحرارة/درجة حرارة الهواء,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B12103,درجة حرارة نقطة الندى,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B07032,تم التعديل بالنسبة للارتفاع التمثيلي للمستشعر فوق الأرض المحلية (أو سطح منصة بحرية).,تعيين إلى مفقود (إلغاء),,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B07033,ارتفاع المستشعر فوق سطح الماء,تعيين إلى مفقود (إلغاء),,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,D02021,أمواج,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B02031,مدة ووقت القياس الحالي,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B02030,طريقة قياس التيار,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B22005,اتجاه تيار البحر/الماء عند مستوى,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B22032,سرعة تيار البحر/الماء عند مستوى,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B22063,إجمالي عمق المياه,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B08080,المؤهل لعلم جودة GTSPP,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B33050,المؤهل لعلم جودة GTSPP,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B22178,نوع قاذف XBT/XCTD,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B22177,ارتفاع قاذف XBT/XCTD,فوق مستوى سطح البحر | 0 إلى 50 م بوحدات المتر الكامل,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B22067,مؤهل قياس درجة الحرارة/الملوحة,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B08041,أهمية البيانات,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B26021,سنة,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B26022,شهر,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B26023,يوم,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B22068,أنواع أجهزة تسجيل ملفات درجة حرارة المياه,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B25061,تحديد البرمجيات ورقم الإصدار,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B08041,أهمية البيانات,تعيين إلى مفقود (إلغاء),,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B08080,المؤهل لعلم جودة GTSPP,تعيين إلى مفقود (إلغاء),,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B02171,الرقم التسلسلي للجهاز لقياس ملف درجة حرارة المياه,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,D02090,درجة حرارة البحر/الماء عالية الدقة,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B02171,الرقم التسلسلي للجهاز لقياس ملف درجة حرارة المياه,,,Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,B02032,مؤشر الرقمنة,,(انظر الملاحظة 3),Operational
15,تسلسلات تقارير علم المحيطات,D15004,بيانات تسلسل ملف درجة حرارة XBT,,D15005,الملف الشخصي لدرجة حرارة الماء (الملف الشخصي لدرجة الحرارة الذي يتم رصده بواسطة XBT أو العوامة),,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,,D01003,إشارة نداء السفينة,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,تحديد الهوية الممتد,B01019,اسم مختصر للمحطة أو الموقع,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,تحديد الهوية الممتد,B01103,رقم IMO. سجل Lloyd الفريد,القيم مقيدة بين 0 و 9999999,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,تحديد الهوية الممتد,B01087,معرّف موسّع لمنصة المراقبة البحرية التابعة للمنظمة العالمية للأرصاد الجوية,تعيين إلى مفقود، إذا تم الإبلاغ عن إشارة نداء السفينة,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,معلومات خط الرحلات البحرية/السفن,B01036,الوكالة المسؤولة عن تشغيل منصة الرصد,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,معلومات خط الرحلات البحرية/السفن,B01115,معرّف الرحلة البحرية أو المهمة التي تم جمع البيانات في إطارها,اضبط على مفقود إذا لم يتم الإبلاغ عن معرف الرحلة البحرية.,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,معلومات خط الرحلات البحرية/السفن,B01080,رقم خط السفينة وفقًا لـ SOOP,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,معلومات خط الرحلات البحرية/السفن,B05036,رقم خط السفينة وفقًا لـ SOOP,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,معلومات خط الرحلات البحرية/السفن,D01011,سنة، شهر، يوم,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,معلومات خط الرحلات البحرية/السفن,D01012,ساعة، دقيقة، ثانية,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,معلومات خط الرحلات البحرية/السفن,D01021,خط العرض/خط الطول (دقة عالية),,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,معلومات الملف الشخصي,B01079,معرّف فريد للملف الشخصي,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,معلومات الملف الشخصي,B01023,رقم تسلسل الملاحظة,رقم الصب/المحطة على طول الخط/المقطع.,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,معلومات الملف الشخصي,B22063,إجمالي عمق المياه,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,ضغط السطح,R01000,تكرار متأخر لـ 6 أوصاف,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,ضغط السطح,D02001,تغير الضغط لمدة 3 ساعات,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,أمواج,R01000,تكرار متأخر لـ 6 أوصاف,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,أمواج,D02021,أمواج,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,بيانات درجة الحرارة والرطوبة,R01000,تكرار متأخر لـ 6 أوصاف,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,بيانات درجة الحرارة والرطوبة,D02052,بيانات درجة الحرارة والرطوبة للسفينة,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,بيانات الرياح مشبوهة,R01000,تكرار متأخر لـ 6 أوصاف,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,بيانات الرياح مشبوهة,D02059,بيانات الرياح للسفينة أو المنصة البحرية الأخرى,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,درجة حرارة السطح، الملوحة والتيار,B22067,مؤهل قياس درجة الحرارة/الملوحة,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,درجة حرارة السطح، الملوحة والتيار,B02171,الرقم التسلسلي للجهاز لقياس ملف درجة حرارة المياه,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,درجة حرارة السطح، الملوحة والتيار,D02090,درجة حرارة البحر/الماء عالية الدقة,درجة حرارة السطح,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,درجة حرارة السطح، الملوحة والتيار,D06033,الملوحة عند مستوى,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,درجة حرارة السطح، الملوحة والتيار,D06034,التيار السطحي,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,درجة حرارة السطح، الملوحة والتيار,B02171,الرقم التسلسلي للجهاز لقياس ملف درجة حرارة المياه,تعيين إلى مفقود (إلغاء),,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,درجة حرارة السطح، الملوحة والتيار,B22067,مؤهل قياس درجة الحرارة/الملوحة,تعيين إلى مفقود (إلغاء),,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,مؤهل قياس درجة الحرارة/الملوحة,B02038,مؤهل قياس درجة الحرارة/الملوحة,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,مؤهل قياس درجة الحرارة/الملوحة,B22067,مؤهل قياس درجة الحرارة/الملوحة,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,مؤهل قياس درجة الحرارة/الملوحة,B22068,أنواع أجهزة تسجيل ملفات درجة حرارة المياه,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,مؤهل قياس درجة الحرارة/الملوحة,B02171,الرقم التسلسلي للجهاز لقياس ملف درجة حرارة المياه,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,مؤهل قياس درجة الحرارة/الملوحة,B02033,طريقة قياس الملوحة/العمق,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,مؤهل قياس درجة الحرارة/الملوحة,B02032,مؤشر الرقمنة,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,مؤهل قياس درجة الحرارة/الملوحة,B22056,اتجاه الملف الشخصي,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,مؤهل قياس درجة الحرارة/الملوحة,B03011,طريقة حساب العمق,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,مؤهل قياس درجة الحرارة/الملوحة,D06035,الملوحة عند مستوى,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,البيانات الحالية للملف الشخصي,R07000,تكرار متأخر لـ 6 أوصاف,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,البيانات الحالية للملف الشخصي,B02032,مؤشر الرقمنة,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,البيانات الحالية للملف الشخصي,B03010,طريقة قياس تيار البحر/الماء,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,البيانات الحالية للملف الشخصي,B02031,مدة ووقت القياس الحالي,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,البيانات الحالية للملف الشخصي,B02040,طريقة إزالة السرعة والحركة من المنصة من التيار,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,البيانات الحالية للملف الشخصي,B22056,اتجاه الملف الشخصي,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,البيانات الحالية للملف الشخصي,B03011,طريقة حساب العمق,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,البيانات الحالية للملف الشخصي,D06036,البيانات الحالية للملف الشخصي,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,بيانات ملف الأكسجين المذاب,R04000,تكرار متأخر لـ 6 أوصاف,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,بيانات ملف الأكسجين المذاب,B02032,مؤشر الرقمنة,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,بيانات ملف الأكسجين المذاب,B03012,نوع الجهاز/المستشعر لقياس الأكسجين المذاب,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,بيانات ملف الأكسجين المذاب,B03011,طريقة حساب العمق,,,Operational
15,تسلسلات تقارير علم المحيطات,D15007,تسلسل لتمثيل البيانات المستمدة من جهاز محمول على متن سفينة يقيس درجات حرارة المياه/البحر تحت السطح، الملوحة وملفات التيارات.,بيانات ملف الأكسجين المذاب,D06037,بيانات ملف الأكسجين المذاب,,,Operational
15,تسلسلات تقارير علم المحيطات,D15008,التسلسل لتمثيل البيانات من العوامات الراسية,تحديد العوامة وموقعها,D01126,التسلسل لتمثيل البيانات من العوامات الراسية,,,Operational
15,تسلسلات تقارير علم المحيطات,D15008,التسلسل لتمثيل البيانات من العوامات الراسية,البيانات الأرصادية المطبقة,D06038,التسلسل لتمثيل الملاحظات السطحية البحرية القياسية للأرصاد الجوية من العوامات الراسية,بالنسبة للعوامات المجهزة بأكثر من مقياس رياح، يجب أن يكون ارتفاع المستشعر مرتبطًا بالمقياس المستخدم.,,Operational
15,تسلسلات تقارير علم المحيطات,D15008,التسلسل لتمثيل البيانات من العوامات الراسية,البيانات الأرصادية المساعدة الاختيارية,R01000,تكرار متأخر لـ 6 أوصاف,,,Operational
15,تسلسلات تقارير علم المحيطات,D15008,التسلسل لتمثيل البيانات من العوامات الراسية,البيانات الأرصادية المساعدة الاختيارية,D02091,تسلسل لتمثيل الملاحظات الأرصادية المساعدة,,,Operational
15,تسلسلات تقارير علم المحيطات,D15008,التسلسل لتمثيل البيانات من العوامات الراسية,قياسات الإشعاع الاختيارية,R01000,تكرار متأخر لـ 6 أوصاف,,,Operational
15,تسلسلات تقارير علم المحيطات,D15008,التسلسل لتمثيل البيانات من العوامات الراسية,قياسات الإشعاع الاختيارية,D02082,بيانات الإشعاع,,,Operational
15,تسلسلات تقارير علم المحيطات,D15008,التسلسل لتمثيل البيانات من العوامات الراسية,قياسات الموجات الأساسية الاختيارية,R01000,تكرار متأخر لـ 6 أوصاف,,,Operational
15,تسلسلات تقارير علم المحيطات,D15008,التسلسل لتمثيل البيانات من العوامات الراسية,قياسات الموجات الأساسية الاختيارية,D06039,تسلسل لتمثيل قياسات الموجة الأساسية,,,Operational
15,تسلسلات تقارير علم المحيطات,D15008,التسلسل لتمثيل البيانات من العوامات الراسية,قياسات الموجات الأساسية الاختيارية,R01000,تكرار متأخر لـ 6 أوصاف,,,Operational
15,تسلسلات تقارير علم المحيطات,D15008,التسلسل لتمثيل البيانات من العوامات الراسية,قياسات الموجات الأساسية الاختيارية,D06040,تسلسل لتمثيل قياسات الموجة الأساسية,,,Operational
15,تسلسلات تقارير علم المحيطات,D15008,التسلسل لتمثيل البيانات من العوامات الراسية,الملف الشخصي لدرجة الحرارة,R02000,تكرار متأخر لـ 6 أوصاف,,,Operational
