Category,CategoryOfSequences_ar,FXY1,Title_ar,SubTitle_ar,FXY2,ElementName_ar,ElementDescription_ar,Note_ar,Status
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05007,تقرير MEDHYCOS,,D01029,تحديد الهوية,,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05007,تقرير MEDHYCOS,,D01012,ساعة، دقيقة، ثانية,وقت القياس الأول,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05007,تقرير MEDHYCOS,,B04065,زيادة زمنية قصيرة,الفترة الزمنية بين القياسات,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05007,تقرير MEDHYCOS,,R01000,تكرار متأخر لـ 6 أوصاف,,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05007,تقرير MEDHYCOS,,D05006,(القياس لـ MEDHYCOS),قياس فردي,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05008,(AOCHYCOS - قياس تشاد),,D05006,(القياس لـ MEDHYCOS),(القياس لـ MEDHYCOS),,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05008,(AOCHYCOS - قياس تشاد),,C07005,استبدال الوحدات,كلفن,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05008,(AOCHYCOS - قياس تشاد),,C01004,استبدال عرض البيانات,طولها 4 أحرف,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05008,(AOCHYCOS - قياس تشاد),,B12030,درجة حرارة التربة,عند -50 سم,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05009,(AOCHYCOS - تقرير تشاد),,D01029,تحديد الهوية,,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05009,(AOCHYCOS - تقرير تشاد),,D01012,ساعة، دقيقة، ثانية,وقت القياس الأول,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05009,(AOCHYCOS - تقرير تشاد),,B04065,زيادة زمنية قصيرة,الفترة الزمنية بين القياسات,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05009,(AOCHYCOS - تقرير تشاد),,R01000,تكرار متأخر لـ 6 أوصاف,,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05009,(AOCHYCOS - تقرير تشاد),,D05008,(AOCHYCOS - قياس تشاد),قياس فردي,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05010,(القياس لـ MEDHYCOS),,D05008,(AOCHYCOS - قياس تشاد),نفس نوع قياس AOCHYCOS,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05010,(القياس لـ MEDHYCOS),,B02091,مستشعر الإدخال 4/20 مللي أمبير,رقم 1,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05010,(القياس لـ MEDHYCOS),,B02091,مستشعر الإدخال 4/20 مللي أمبير,رقم 2,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05011,تقرير MEDHYCOS,,D01029,تحديد الهوية,,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05011,تقرير MEDHYCOS,,D01012,ساعة، دقيقة، ثانية,وقت القياس الأول,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05011,تقرير MEDHYCOS,,B04065,زيادة زمنية قصيرة,الفترة الزمنية بين القياسات,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05011,تقرير MEDHYCOS,,R01000,تكرار متأخر لـ 6 أوصاف,,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05011,تقرير MEDHYCOS,,D05010,(القياس لـ MEDHYCOS),قياس فردي,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05016,المعلمات الأرصادية المرتبطة بالبيانات الهيدرولوجية,,B14021,الإشعاع الشمسي العالمي المتكامل على مدار الفترة المحددة,,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05016,المعلمات الأرصادية المرتبطة بالبيانات الهيدرولوجية,,B07004,ضغط,الضغط الجوي,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05016,المعلمات الأرصادية المرتبطة بالبيانات الهيدرولوجية,,B13003,الرطوبة النسبية,,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05016,المعلمات الأرصادية المرتبطة بالبيانات الهيدرولوجية,,B11002,سرعة الرياح,,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05016,المعلمات الأرصادية المرتبطة بالبيانات الهيدرولوجية,,B11001,اتجاه الرياح,,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05016,المعلمات الأرصادية المرتبطة بالبيانات الهيدرولوجية,,B11041,أقصى سرعة لهبات الرياح,,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05016,المعلمات الأرصادية المرتبطة بالبيانات الهيدرولوجية,,B11043,أقصى سرعة لهبات الرياح,,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05017,قياس جودة المياه,,B13080,درجة حموضة الماء,,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05017,قياس جودة المياه,,B13081,موصلية الماء,,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05017,قياس جودة المياه,,B13083,الأكسجين المذاب,,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05017,قياس جودة المياه,,B13085,إمكانات الأكسدة والاختزال (ORP),,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05017,قياس جودة المياه,,B13084,العكارة,,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05018,تقرير MEDHYCOS مع بيانات الأرصاد الجوية وجودة المياه,,D01029,تحديد الهوية,,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05018,تقرير MEDHYCOS مع بيانات الأرصاد الجوية وجودة المياه,,D01012,ساعة، دقيقة، ثانية,وقت القياس الأول,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05018,تقرير MEDHYCOS مع بيانات الأرصاد الجوية وجودة المياه,,B04065,زيادة زمنية قصيرة,زيادة زمنية بالساعة,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05018,تقرير MEDHYCOS مع بيانات الأرصاد الجوية وجودة المياه,,R03000,تكرار متأخر لـ 6 أوصاف,,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05018,تقرير MEDHYCOS مع بيانات الأرصاد الجوية وجودة المياه,,D05008,(AOCHYCOS - قياس تشاد),نفس نوع قياس AOCHYCOS,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05018,تقرير MEDHYCOS مع بيانات الأرصاد الجوية وجودة المياه,,D05016,المعلمات الأرصادية المرتبطة بالبيانات الهيدرولوجية,,,Operational
05,تسلسلات الأرصاد الجوية أو الهيدرولوجية الشائعة في الملاحظات الهيدرولوجية,D05018,تقرير MEDHYCOS مع بيانات الأرصاد الجوية وجودة المياه,,D05017,قياس جودة المياه,,,Operational
