Category,CategoryOfSequences_ar,FXY1,Title_ar,SubTitle_ar,FXY2,ElementName_ar,ElementDescription_ar,Note_ar,Status
07,تسلسلات تقارير السطح (البحر),D07005,محطة منخفضة الارتفاع,,D02005,طبقة السحابة,الطبقات,,Operational
07,تسلسلات تقارير السطح (البحر),D07006,محطة منخفضة الارتفاع,,D07002,محطة منخفضة الارتفاع,الموقع (دقة عالية) وتقرير أساسي,,Operational
07,تسلسلات تقارير السطح (البحر),D07006,محطة منخفضة الارتفاع,,R01004,كرر 5 أوصاف مرتين,,,Operational
07,تسلسلات تقارير السطح (البحر),D07006,محطة منخفضة الارتفاع,,D02005,طبقة السحابة,الطبقات,,Operational
07,تسلسلات تقارير السطح (البحر),D07007,محطة منخفضة الارتفاع,,D01031,التعريف ونوع المحطة، التاريخ/الوقت، الموقع (دقة عالية)، الحركة,,,Operational
07,تسلسلات تقارير السطح (البحر),D07007,محطة منخفضة الارتفاع,,D02012,محطة منخفضة الارتفاع,تقرير سطح أساسي,,Operational
07,تسلسلات تقارير السطح (البحر),D07008,محطة منخفضة الارتفاع,,D01032,التعريف ونوع المحطة، التاريخ/الوقت، الموقع (دقة عالية)، الحركة,,,Operational
07,تسلسلات تقارير السطح (البحر),D07008,محطة منخفضة الارتفاع,,D02012,محطة منخفضة الارتفاع,تقرير سطح أساسي,,Operational
07,تسلسلات تقارير السطح (البحر),D07009,,,D01031,التعريف ونوع المحطة، التاريخ/الوقت، الموقع (دقة عالية)، الحركة,,,Operational
07,تسلسلات تقارير السطح (البحر),D07009,,,D02013,تقرير سطح أساسي,,,Operational
07,تسلسلات تقارير السطح (البحر),D07011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,B01063,مؤشر موقع الإيكاو,,,Operational
07,تسلسلات تقارير السطح (البحر),D07011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,B02001,نوع المحطة,,,Operational
07,تسلسلات تقارير السطح (البحر),D07011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,D01011,سنة، شهر، يوم,واي واي,,Operational
07,تسلسلات تقارير السطح (البحر),D07011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,D01012,ساعة، دقيقة، ثانية,جي جي,,Operational
07,تسلسلات تقارير السطح (البحر),D07011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,D01024,خط العرض/خط الطول (دقة تقريبية)، ارتفاع المحطة,,,Operational
07,تسلسلات تقارير السطح (البحر),D07011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,B07006,ارتفاع المحطة,ارتفاع مقياس شدة الرياح,,Operational
07,تسلسلات تقارير السطح (البحر),D07011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,B11001,اتجاه الرياح,,,Operational
07,تسلسلات تقارير السطح (البحر),D07011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,B11016,اتجاه الرياح المتغيرة عكس اتجاه عقارب الساعة بشكل شديد,,,Operational
07,تسلسلات تقارير السطح (البحر),D07011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,B11017,اتجاه الرياح المتغيرة عكس اتجاه عقارب الساعة بشكل شديد,,,Operational
07,تسلسلات تقارير السطح (البحر),D07011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,B11002,سرعة الرياح,,,Operational
07,تسلسلات تقارير السطح (البحر),D07011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,B11041,أقصى سرعة لهبات الرياح,,,Operational
07,تسلسلات تقارير السطح (البحر),D07011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,B07006,ارتفاع المحطة,ارتفاع مقياس الحرارة,,Operational
07,تسلسلات تقارير السطح (البحر),D07011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,B12001,درجة الحرارة/درجة حرارة الهواء,,,Operational
07,تسلسلات تقارير السطح (البحر),D07011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,B12003,درجة حرارة نقطة الندى,,,Operational
07,تسلسلات تقارير السطح (البحر),D07011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,B10052,إعداد مقياس الارتفاع (QNH),,,Operational
07,تسلسلات تقارير السطح (البحر),D07011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,B20009,مؤشر الطقس العام (TAF/METAR),,,Operational
07,تسلسلات تقارير السطح (البحر),D07012,الرؤية الأفقية,,R03000,تكرار متأخر لـ 6 أوصاف,حتى 3,,Operational
07,تسلسلات تقارير السطح (البحر),D07012,الرؤية الأفقية,,B08023,القيم الإحصائية من الدرجة الأولى تتبع,,,Operational
07,تسلسلات تقارير السطح (البحر),D07012,الرؤية الأفقية,,B05021,التحمل أو زاوية السمت,اتجاه الرؤية الملاحظ,,Operational
07,تسلسلات تقارير السطح (البحر),D07012,الرؤية الأفقية,,B20001,الرؤية الأفقية,في,,Operational
07,تسلسلات تقارير السطح (البحر),D07013,ميل مدى الرؤية على المدرج,,R06000,تكرار متأخر لـ 6 أوصاف,حتى 3,,Operational
07,تسلسلات تقارير السطح (البحر),D07013,ميل مدى الرؤية على المدرج,,B01064,مُحدد المدرج,در در,,Operational
07,تسلسلات تقارير السطح (البحر),D07013,ميل مدى الرؤية على المدرج,,B08014,ميل مدى الرؤية على المدرج,,,Operational
07,تسلسلات تقارير السطح (البحر),D07013,ميل مدى الرؤية على المدرج,,B20061,مدى الرؤية على المدرج,فرفرفرفر,,Operational
07,تسلسلات تقارير السطح (البحر),D07013,ميل مدى الرؤية على المدرج,,B08014,ميل مدى الرؤية على المدرج,,,Operational
07,تسلسلات تقارير السطح (البحر),D07013,ميل مدى الرؤية على المدرج,,B20061,مدى الرؤية على المدرج,فرفرفرفر,,Operational
07,تسلسلات تقارير السطح (البحر),D07013,ميل مدى الرؤية على المدرج,,B20018,ميل مدى الرؤية على المدرج,أنا,,Operational
07,تسلسلات تقارير السطح (البحر),D07014,(الطقس الحالي أو المتوقع الهام),,R01000,تكرار متأخر لـ 6 أوصاف,حتى 3,,Operational
07,تسلسلات تقارير السطح (البحر),D07014,(الطقس الحالي أو المتوقع الهام),,B20019,(الطقس الحالي أو المتوقع الهام),و´و´,,Operational
07,تسلسلات تقارير السطح (البحر),D07015,مجموعة السحب,,R01000,تكرار متأخر لـ 6 أوصاف,,,Operational
07,تسلسلات تقارير السطح (البحر),D07015,مجموعة السحب,,D02005,طبقة السحابة,NsNsNs، CC، hshshs,,Operational
07,تسلسلات تقارير السطح (البحر),D07015,مجموعة السحب,,B20002,الرؤية العمودية,ڤڤهشششش - م,,Operational
07,تسلسلات تقارير السطح (البحر),D07016,ظواهر جوية أخرى,,R01000,تكرار متأخر لـ 6 أوصاف,حتى 3,,Operational
07,تسلسلات تقارير السطح (البحر),D07016,ظواهر جوية أخرى,,B20020,ظواهر جوية أخرى,إعادة و´و´,,Operational
07,تسلسلات تقارير السطح (البحر),D07017,قص الرياح على المدرج (المدارج),,R01000,تكرار متأخر لـ 6 أوصاف,,,Operational
07,تسلسلات تقارير السطح (البحر),D07017,قص الرياح على المدرج (المدارج),,B11070,معرف المدرج المتأثر بقص الرياح (بما في ذلك الكل),درب الرياح WS RWYDRDR,,Operational
07,تسلسلات تقارير السطح (البحر),D07018,(توقعات الهبوط من نوع الاتجاه),,B08016,تغيير المؤهل لتوقع من نوع الاتجاه أو توقع المطار,تي تي تي تي تي تي,,Operational
07,تسلسلات تقارير السطح (البحر),D07018,(توقعات الهبوط من نوع الاتجاه),,R02000,تكرار متأخر لـ 6 أوصاف,حتى 3,,Operational
07,تسلسلات تقارير السطح (البحر),D07018,(توقعات الهبوط من نوع الاتجاه),,B08017,محدد الوقت المتوقع لتغيير التوقعات,راديو FM، TL، AT,,Operational
07,تسلسلات تقارير السطح (البحر),D07018,(توقعات الهبوط من نوع الاتجاه),,D01012,ساعة، دقيقة، ثانية,جي جي,,Operational
07,تسلسلات تقارير السطح (البحر),D07018,(توقعات الهبوط من نوع الاتجاه),,R04000,تكرار متأخر لـ 6 أوصاف,حتى 3,,Operational
07,تسلسلات تقارير السطح (البحر),D07018,(توقعات الهبوط من نوع الاتجاه),,B07006,ارتفاع المحطة,,,Operational
07,تسلسلات تقارير السطح (البحر),D07018,(توقعات الهبوط من نوع الاتجاه),,B11001,اتجاه الرياح,ددد,,Operational
07,تسلسلات تقارير السطح (البحر),D07018,(توقعات الهبوط من نوع الاتجاه),,B11002,سرعة الرياح,فاف,,Operational
07,تسلسلات تقارير السطح (البحر),D07018,(توقعات الهبوط من نوع الاتجاه),,B11041,أقصى سرعة لهبات الرياح,فمفم - كت,,Operational
07,تسلسلات تقارير السطح (البحر),D07018,(توقعات الهبوط من نوع الاتجاه),,B20009,مؤشر الطقس العام (TAF/METAR),,,Operational
07,تسلسلات تقارير السطح (البحر),D07018,(توقعات الهبوط من نوع الاتجاه),,R01000,تكرار متأخر لـ 6 أوصاف,حتى 3,,Operational
07,تسلسلات تقارير السطح (البحر),D07018,(توقعات الهبوط من نوع الاتجاه),,B20001,الرؤية الأفقية,في,,Operational
07,تسلسلات تقارير السطح (البحر),D07018,(توقعات الهبوط من نوع الاتجاه),,D07014,(الطقس الحالي أو المتوقع الهام),و´و´,,Operational
07,تسلسلات تقارير السطح (البحر),D07020,(ميتار/سبيشي قصير),,D07011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,,Operational
07,تسلسلات تقارير السطح (البحر),D07020,(ميتار/سبيشي قصير),,D07014,(الطقس الحالي أو المتوقع الهام),و´و´,,Operational
07,تسلسلات تقارير السطح (البحر),D07020,(ميتار/سبيشي قصير),,D07016,ظواهر جوية أخرى,إعادة و´و´,,Operational
07,تسلسلات تقارير السطح (البحر),D07021,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,D07011,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,,Operational
07,تسلسلات تقارير السطح (البحر),D07021,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,D07012,الرؤية الأفقية,دفVVVV,,Operational
07,تسلسلات تقارير السطح (البحر),D07021,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,D07013,ميل مدى الرؤية على المدرج,در در/فر فر فر فر,,Operational
07,تسلسلات تقارير السطح (البحر),D07021,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,D07014,(الطقس الحالي أو المتوقع الهام),و´و´,,Operational
07,تسلسلات تقارير السطح (البحر),D07021,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,D07015,مجموعة السحب,,,Operational
07,تسلسلات تقارير السطح (البحر),D07021,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,D07016,ظواهر جوية أخرى,إعادة و´و´,,Operational
07,تسلسلات تقارير السطح (البحر),D07021,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,D07017,قص الرياح على المدرج (المدارج),,,Operational
07,تسلسلات تقارير السطح (البحر),D07021,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,D07018,(توقعات الهبوط من نوع الاتجاه),,,Operational
07,تسلسلات تقارير السطح (البحر),D07021,(الجزء الرئيسي من البيانات لتمثيل رمز METAR/SPECI في BUFR),,D07015,مجموعة السحب,,,Operational
07,تسلسلات تقارير السطح (البحر),D07030,بيانات الأوزون - ملاحظة واحدة,,B15001,جودة الأوزون الكلية,,,Operational
07,تسلسلات تقارير السطح (البحر),D07030,بيانات الأوزون - ملاحظة واحدة,,B15002,كتلة الهواء (المسار المائل عند 22 كم),,,Operational
07,تسلسلات تقارير السطح (البحر),D07031,بيانات الأوزون - ملاحظة واحدة,,B08022,العدد الإجمالي (فيما يتعلق بالتراكم أو المتوسط),عدد القياسات,,Operational
07,تسلسلات تقارير السطح (البحر),D07031,بيانات الأوزون - ملاحظة واحدة,,B08023,القيم الإحصائية من الدرجة الأولى تتبع,= 4 القيمة المتوسطة,,Operational
07,تسلسلات تقارير السطح (البحر),D07031,بيانات الأوزون - ملاحظة واحدة,,B15001,جودة الأوزون الكلية,القيمة المتوسطة لقياس الأوزون,,Operational
07,تسلسلات تقارير السطح (البحر),D07031,بيانات الأوزون - ملاحظة واحدة,,B08023,القيم الإحصائية من الدرجة الأولى تتبع,= 9 أفضل تقدير للانحراف المعياري,,Operational
07,تسلسلات تقارير السطح (البحر),D07031,بيانات الأوزون - ملاحظة واحدة,,B15001,جودة الأوزون الكلية,القيمة المتوسطة لقياس الأوزون,,Operational
07,تسلسلات تقارير السطح (البحر),D07031,بيانات الأوزون - ملاحظة واحدة,,B08023,القيم الإحصائية من الدرجة الأولى تتبع,المتوسط التوافقي,,Operational
07,تسلسلات تقارير السطح (البحر),D07031,بيانات الأوزون - ملاحظة واحدة,,B15002,كتلة الهواء (المسار المائل عند 22 كم),قيمة المتوسط التوافقي لكتلة الهواء,,Operational
07,تسلسلات تقارير السطح (البحر),D07041,قياس الأوزون الكلي باستخدام مقياس طيف بريور الأرضي المستند إلى ملاحظة واحدة.,,D01001,(رقم كتلة ومحطة WMO),,,Operational
07,تسلسلات تقارير السطح (البحر),D07041,قياس الأوزون الكلي باستخدام مقياس طيف بريور الأرضي المستند إلى ملاحظة واحدة.,,B01015,اسم المحطة أو الموقع,,,Operational
07,تسلسلات تقارير السطح (البحر),D07041,قياس الأوزون الكلي باستخدام مقياس طيف بريور الأرضي المستند إلى ملاحظة واحدة.,,D01024,خط العرض/خط الطول (دقة تقريبية)، ارتفاع المحطة,,,Operational
07,تسلسلات تقارير السطح (البحر),D07041,قياس الأوزون الكلي باستخدام مقياس طيف بريور الأرضي المستند إلى ملاحظة واحدة.,,D01011,سنة، شهر، يوم,القيمة المتوسطة لقياس الأوزون,,Operational
07,تسلسلات تقارير السطح (البحر),D07041,قياس الأوزون الكلي باستخدام مقياس طيف بريور الأرضي المستند إلى ملاحظة واحدة.,,D01012,ساعة، دقيقة، ثانية,القيمة المتوسطة لقياس الأوزون,,Operational
07,تسلسلات تقارير السطح (البحر),D07041,قياس الأوزون الكلي باستخدام مقياس طيف بريور الأرضي المستند إلى ملاحظة واحدة.,,D01070,قياس الأوزون الكلي باستخدام مقياس طيف بريور الأرضي المستند إلى ملاحظة واحدة.,,,Operational
07,تسلسلات تقارير السطح (البحر),D07041,قياس الأوزون الكلي باستخدام مقياس طيف بريور الأرضي المستند إلى ملاحظة واحدة.,,D07030,بيانات الأوزون - ملاحظة واحدة,,,Operational
07,تسلسلات تقارير السطح (البحر),D07042,قياس الأوزون الكلي باستخدام مقياس طيف بريور الأرضي المستند إلى ملاحظة واحدة.,,D01001,(رقم كتلة ومحطة WMO),,,Operational
07,تسلسلات تقارير السطح (البحر),D07042,قياس الأوزون الكلي باستخدام مقياس طيف بريور الأرضي المستند إلى ملاحظة واحدة.,,B01015,اسم المحطة أو الموقع,,,Operational
07,تسلسلات تقارير السطح (البحر),D07042,قياس الأوزون الكلي باستخدام مقياس طيف بريور الأرضي المستند إلى ملاحظة واحدة.,,D01024,خط العرض/خط الطول (دقة تقريبية)، ارتفاع المحطة,,,Operational
07,تسلسلات تقارير السطح (البحر),D07042,قياس الأوزون الكلي باستخدام مقياس طيف بريور الأرضي المستند إلى ملاحظة واحدة.,,D01011,سنة، شهر، يوم,القيمة المتوسطة لقياس الأوزون,,Operational
07,تسلسلات تقارير السطح (البحر),D07042,قياس الأوزون الكلي باستخدام مقياس طيف بريور الأرضي المستند إلى ملاحظة واحدة.,,D01012,ساعة، دقيقة، ثانية,القيمة المتوسطة لقياس الأوزون,,Operational
07,تسلسلات تقارير السطح (البحر),D07042,قياس الأوزون الكلي باستخدام مقياس طيف بريور الأرضي المستند إلى ملاحظة واحدة.,,B08021,أهمية الوقت,متوسط المجموعة,,Operational
07,تسلسلات تقارير السطح (البحر),D07042,قياس الأوزون الكلي باستخدام مقياس طيف بريور الأرضي المستند إلى ملاحظة واحدة.,,B04025,فترة زمنية أو إزاحة,فترة الزمن (بالدقائق) لحساب المتوسط,,Operational
07,تسلسلات تقارير السطح (البحر),D07042,قياس الأوزون الكلي باستخدام مقياس طيف بريور الأرضي المستند إلى ملاحظة واحدة.,,D01070,قياس الأوزون الكلي باستخدام مقياس طيف بريور الأرضي المستند إلى ملاحظة واحدة.,,,Operational
07,تسلسلات تقارير السطح (البحر),D07042,قياس الأوزون الكلي باستخدام مقياس طيف بريور الأرضي المستند إلى ملاحظة واحدة.,,D07031,بيانات الأوزون - ملاحظة واحدة,,,Operational
07,تسلسلات تقارير السطح (البحر),D07043,أجهزة قياس الأوزون - مقياس طيف دوبسون,,D01001,(رقم كتلة ومحطة WMO),,,Operational
07,تسلسلات تقارير السطح (البحر),D07043,أجهزة قياس الأوزون - مقياس طيف دوبسون,,B01015,اسم المحطة أو الموقع,,,Operational
07,تسلسلات تقارير السطح (البحر),D07043,أجهزة قياس الأوزون - مقياس طيف دوبسون,,D01024,خط العرض/خط الطول (دقة تقريبية)، ارتفاع المحطة,,,Operational
07,تسلسلات تقارير السطح (البحر),D07043,أجهزة قياس الأوزون - مقياس طيف دوبسون,,D01011,سنة، شهر، يوم,القيمة المتوسطة لقياس الأوزون,,Operational
07,تسلسلات تقارير السطح (البحر),D07043,أجهزة قياس الأوزون - مقياس طيف دوبسون,,D01012,ساعة، دقيقة، ثانية,القيمة المتوسطة لقياس الأوزون,,Operational
07,تسلسلات تقارير السطح (البحر),D07043,أجهزة قياس الأوزون - مقياس طيف دوبسون,,D01074,أجهزة قياس الأوزون - مقياس طيف دوبسون,,,Operational
07,تسلسلات تقارير السطح (البحر),D07043,أجهزة قياس الأوزون - مقياس طيف دوبسون,,D07030,بيانات الأوزون - ملاحظة واحدة,,,Operational
07,تسلسلات تقارير السطح (البحر),D07044,أجهزة قياس الأوزون - مقياس طيف دوبسون,,D01001,(رقم كتلة ومحطة WMO),,,Operational
07,تسلسلات تقارير السطح (البحر),D07044,أجهزة قياس الأوزون - مقياس طيف دوبسون,,B01015,اسم المحطة أو الموقع,,,Operational
07,تسلسلات تقارير السطح (البحر),D07044,أجهزة قياس الأوزون - مقياس طيف دوبسون,,D01024,خط العرض/خط الطول (دقة تقريبية)، ارتفاع المحطة,,,Operational
07,تسلسلات تقارير السطح (البحر),D07044,أجهزة قياس الأوزون - مقياس طيف دوبسون,,D01011,سنة، شهر، يوم,القيمة المتوسطة لقياس الأوزون,,Operational
07,تسلسلات تقارير السطح (البحر),D07044,أجهزة قياس الأوزون - مقياس طيف دوبسون,,D01012,ساعة، دقيقة، ثانية,القيمة المتوسطة لقياس الأوزون,,Operational
07,تسلسلات تقارير السطح (البحر),D07044,أجهزة قياس الأوزون - مقياس طيف دوبسون,,B08021,أهمية الوقت,متوسط المجموعة,,Operational
07,تسلسلات تقارير السطح (البحر),D07044,أجهزة قياس الأوزون - مقياس طيف دوبسون,,B04025,فترة زمنية أو إزاحة,فترة الزمن (بالدقائق) لحساب المتوسط,,Operational
07,تسلسلات تقارير السطح (البحر),D07044,أجهزة قياس الأوزون - مقياس طيف دوبسون,,D01074,أجهزة قياس الأوزون - مقياس طيف دوبسون,,,Operational
07,تسلسلات تقارير السطح (البحر),D07044,أجهزة قياس الأوزون - مقياس طيف دوبسون,,D07031,بيانات الأوزون - ملاحظة واحدة,,,Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,B01063,مؤشر موقع الإيكاو,سي سي سي سي,,Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,B08079,حالة المنتج,ميتار سبيشي كور,,Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,B02001,نوع المحطة,تلقائي,,Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,D01011,سنة، شهر، يوم,واي واي,,Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,D01012,ساعة، دقيقة، ثانية,جي جي,,Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,D01023,خط العرض/خط الطول (دقة عالية),,,Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,B07030,ارتفاع أرض المحطة فوق متوسط مستوى سطح البحر,,,Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,B07031,ارتفاع البارومتر فوق متوسط مستوى سطح البحر,,,Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,B07032,تم التعديل بالنسبة للارتفاع التمثيلي للمستشعر فوق الأرض المحلية (أو سطح منصة بحرية).,= 10 م (إذا لم تكن القيمة الفعلية متوفرة),,Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,B11001,اتجاه الرياح,ددد,,Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,B11016,اتجاه الرياح المتغيرة عكس اتجاه عقارب الساعة بشكل شديد,ددندن,,Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,B11017,اتجاه الرياح المتغيرة عكس اتجاه عقارب الساعة بشكل شديد,دددددد,,Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,B08054,مؤهل لسرعة الرياح أو هبات الرياح,عفواً، النص الذي قدمته غير كافٍ للترجمة. يرجى تقديم نص كامل.,,Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,B11083,سرعة الرياح,كم/سا,(انظر الملاحظة 3),Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,B11084,سرعة الرياح,عذرًا، النص المقدم غير واضح بما يكفي للترجمة.,(انظر الملاحظة 3),Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,B11002,سرعة الرياح,ث - م/ث,(انظر الملاحظة 3),Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,B08054,مؤهل لسرعة الرياح أو هبات الرياح,عفواً، النص الذي قدمته غير كافٍ للترجمة. يرجى تقديم نص كامل.,,Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,B11085,أقصى سرعة لهبات الرياح,فمفم - كم/سا,(انظر الملاحظة 3),Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,B11086,أقصى سرعة لهبات الرياح,فمفم - كت,(انظر الملاحظة 3),Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,B11041,أقصى سرعة لهبات الرياح,فمفم - كت,(انظر الملاحظة 3),Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,B08054,مؤهل لسرعة الرياح أو هبات الرياح,تعيين إلى مفقود (إلغاء),,Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,B07032,تم التعديل بالنسبة للارتفاع التمثيلي للمستشعر فوق الأرض المحلية (أو سطح منصة بحرية).,= 10 م (إذا لم تكن القيمة الفعلية متوفرة),,Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,B12023,درجة الحرارة/درجة حرارة الهواء,تي تي - درجة مئوية,,Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,B12024,درجة حرارة نقطة الندى,تي تي - درجة مئوية,,Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,B07032,تم التعديل بالنسبة للارتفاع التمثيلي للمستشعر فوق الأرض المحلية (أو سطح منصة بحرية).,تعيين إلى مفقود (إلغاء),,Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,B10052,إعداد مقياس الارتفاع (QNH),كيو بي إتش بي إتش بي إتش بي إتش,,Operational
07,تسلسلات تقارير السطح (البحر),D07045,(الجزء الرئيسي من METAR/SPECI)، مع استبدال 3 07 011,,B20009,مؤشر الطقس العام (TAF/METAR),سافوك,,Operational
07,تسلسلات تقارير السطح (البحر),D07046,(رؤية ميتار/سبيشي),,B20060,الرؤية الأفقية,VVVV أو VVVVNDV,,Operational
07,تسلسلات تقارير السطح (البحر),D07046,(رؤية ميتار/سبيشي),,R02000,تكرار متأخر لـ 6 أوصاف,حتى 3,,Operational
