Id,Category,CategoryOfSequences_ar,FXY1,Title_ar,SubTitle_ar,FXY2,ElementName_ar,ElementDescription_ar,Note_ar,noteIDs,Status
bufr4/3/11/004/5/031000,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311004,المتغيرات المبلغ عنها وفق معيار ACARS,,031000,عامل تكرار الأوصاف المتأخر,,,,Operational
bufr4/3/11/004/6/011035,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311004,المتغيرات المبلغ عنها وفق معيار ACARS,,011035,سرعة الهبات الرأسية,,,,Operational
bufr4/3/11/004/7/101000,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311004,المتغيرات المبلغ عنها وفق معيار ACARS,,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational
bufr4/3/11/004/8/031000,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311004,المتغيرات المبلغ عنها وفق معيار ACARS,,031000,عامل تكرار الأوصاف المتأخر,,,,Operational
bufr4/3/11/004/9/011075,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311004,المتغيرات المبلغ عنها وفق معيار ACARS,,011075,متوسط شدة الاضطراب (معدل تلاشي الدوامة),,,,Operational
bufr4/3/11/004/10/101000,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311004,المتغيرات المبلغ عنها وفق معيار ACARS,,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational
bufr4/3/11/004/11/031000,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311004,المتغيرات المبلغ عنها وفق معيار ACARS,,031000,عامل تكرار الأوصاف المتأخر,,,,Operational
bufr4/3/11/004/12/011076,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311004,المتغيرات المبلغ عنها وفق معيار ACARS,,011076,متوسط شدة الاضطراب (معدل تلاشي الدوامة),,,,Operational
bufr4/3/11/004/13/101000,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311004,المتغيرات المبلغ عنها وفق معيار ACARS,,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational
bufr4/3/11/004/14/031000,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311004,المتغيرات المبلغ عنها وفق معيار ACARS,,031000,عامل تكرار الأوصاف المتأخر,,,,Operational
bufr4/3/11/004/15/033025,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311004,المتغيرات المبلغ عنها وفق معيار ACARS,,033025,مؤشر القيم المُقحمة لنظام ACARS,,,,Operational
bufr4/3/11/004/16/101000,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311004,المتغيرات المبلغ عنها وفق معيار ACARS,,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational
bufr4/3/11/004/17/031000,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311004,المتغيرات المبلغ عنها وفق معيار ACARS,,031000,عامل تكرار الأوصاف المتأخر,,,,Operational
bufr4/3/11/004/18/033026,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311004,المتغيرات المبلغ عنها وفق معيار ACARS,,033026,جودة الرطوبة,,,,Operational
bufr4/3/11/005/1/001008,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311005,(تقارير AMDAR القياسية),,001008,رقم تسجيل الطائرة أو تعريف آخر,,,,Operational
bufr4/3/11/005/2/001023,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311005,(تقارير AMDAR القياسية),,001023,رقم تسلسل الملاحظة,,,,Operational
bufr4/3/11/005/3/301021,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311005,(تقارير AMDAR القياسية),,301021,خط العرض/خط الطول (دقة عالية),,,,Operational
bufr4/3/11/005/4/301011,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311005,(تقارير AMDAR القياسية),,301011,سنة، شهر، يوم,,,,Operational
bufr4/3/11/005/5/301013,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311005,(تقارير AMDAR القياسية),,301013,ساعة، دقيقة، ثانية,,,,Operational
bufr4/3/11/005/6/007010,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311005,(تقارير AMDAR القياسية),,007010,أهمية مستوى الطيران,,,,Operational
bufr4/3/11/005/7/008009,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311005,(تقارير AMDAR القياسية),,008009,مرحلة من مراحل طيران الطائرة,,,,Operational
bufr4/3/11/005/8/011001,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311005,(تقارير AMDAR القياسية),,011001,اتجاه الرياح,,,,Operational
bufr4/3/11/005/9/011002,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311005,(تقارير AMDAR القياسية),,011002,سرعة الرياح,,,,Operational
bufr4/3/11/005/10/011031,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311005,(تقارير AMDAR القياسية),,011031,درجة الاضطراب الممتدة,,,,Operational
bufr4/3/11/005/11/011036,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311005,(تقارير AMDAR القياسية),,011036,سرعة الهبات الرأسية,,,,Operational
bufr4/3/11/005/12/012101,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311005,(تقارير AMDAR القياسية),,012101,درجة الحرارة/درجة حرارة الهواء,,,,Operational
bufr4/3/11/005/13/033025,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311005,(تقارير AMDAR القياسية),,033025,مؤشر القيم المُقحمة لنظام ACARS,,,,Operational
bufr4/3/11/006/1/007010,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311006,(بيانات AMDAR أو بيانات الطائرات لمستوى واحد بدون خط العرض/خط الطول),,007010,أهمية مستوى الطيران,,,,Operational
bufr4/3/11/006/2/011001,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311006,(بيانات AMDAR أو بيانات الطائرات لمستوى واحد بدون خط العرض/خط الطول),,011001,اتجاه الرياح,,,,Operational
bufr4/3/11/006/3/011002,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311006,(بيانات AMDAR أو بيانات الطائرات لمستوى واحد بدون خط العرض/خط الطول),,011002,سرعة الرياح,,,,Operational
bufr4/3/11/006/4/002064,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311006,(بيانات AMDAR أو بيانات الطائرات لمستوى واحد بدون خط العرض/خط الطول),,002064,جودة زاوية انحراف الطائرة,,,,Operational
bufr4/3/11/006/5/012101,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311006,(بيانات AMDAR أو بيانات الطائرات لمستوى واحد بدون خط العرض/خط الطول),,012101,درجة الحرارة/درجة حرارة الهواء,,,,Operational
bufr4/3/11/006/6/012103,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311006,(بيانات AMDAR أو بيانات الطائرات لمستوى واحد بدون خط العرض/خط الطول),,012103,درجة حرارة نقطة الندى,,,,Operational
bufr4/3/11/007/1/007010,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311007,بيانات الطائرات لمستوى واحد مع الإشارة إلى خط العرض/خط الطول,,007010,أهمية مستوى الطيران,,,,Operational
bufr4/3/11/007/2/301021,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311007,بيانات الطائرات لمستوى واحد مع الإشارة إلى خط العرض/خط الطول,,301021,خط العرض/خط الطول (دقة عالية),,,,Operational
bufr4/3/11/007/3/011001,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311007,بيانات الطائرات لمستوى واحد مع الإشارة إلى خط العرض/خط الطول,,011001,اتجاه الرياح,,,,Operational
bufr4/3/11/007/4/011002,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311007,بيانات الطائرات لمستوى واحد مع الإشارة إلى خط العرض/خط الطول,,011002,سرعة الرياح,,,,Operational
bufr4/3/11/007/5/002064,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311007,بيانات الطائرات لمستوى واحد مع الإشارة إلى خط العرض/خط الطول,,002064,جودة زاوية انحراف الطائرة,,,,Operational
bufr4/3/11/007/6/012101,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311007,بيانات الطائرات لمستوى واحد مع الإشارة إلى خط العرض/خط الطول,,012101,درجة الحرارة/درجة حرارة الهواء,,,,Operational
bufr4/3/11/007/7/012103,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311007,بيانات الطائرات لمستوى واحد مع الإشارة إلى خط العرض/خط الطول,,012103,درجة حرارة نقطة الندى,,,,Operational
bufr4/3/11/008/1/001008,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311008,ملف الصعود/الهبوط للطائرة بدون تحديد خط العرض/خط الطول عند كل مستوى,,001008,رقم تسجيل الطائرة أو تعريف آخر,,,,Operational
bufr4/3/11/008/2/301011,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311008,ملف الصعود/الهبوط للطائرة بدون تحديد خط العرض/خط الطول عند كل مستوى,,301011,سنة، شهر، يوم,,,,Operational
bufr4/3/11/008/3/301013,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311008,ملف الصعود/الهبوط للطائرة بدون تحديد خط العرض/خط الطول عند كل مستوى,,301013,ساعة، دقيقة، ثانية,,,,Operational
bufr4/3/11/008/4/301021,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311008,ملف الصعود/الهبوط للطائرة بدون تحديد خط العرض/خط الطول عند كل مستوى,,301021,خط العرض/خط الطول (دقة عالية),,,,Operational
bufr4/3/11/008/5/008004,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311008,ملف الصعود/الهبوط للطائرة بدون تحديد خط العرض/خط الطول عند كل مستوى,,008004,مرحلة من مراحل طيران الطائرة,,,,Operational
bufr4/3/11/008/6/101000,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311008,ملف الصعود/الهبوط للطائرة بدون تحديد خط العرض/خط الطول عند كل مستوى,,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational
bufr4/3/11/008/7/031001,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311008,ملف الصعود/الهبوط للطائرة بدون تحديد خط العرض/خط الطول عند كل مستوى,,031001,عامل تكرار الأوصاف المتأخر,,,,Operational
bufr4/3/11/008/8/311006,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311008,ملف الصعود/الهبوط للطائرة بدون تحديد خط العرض/خط الطول عند كل مستوى,,311006,(بيانات AMDAR أو بيانات الطائرات لمستوى واحد بدون خط العرض/خط الطول),,,,Operational
bufr4/3/11/009/1/001008,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311009,ملف الصعود/الهبوط للطائرة بدون تحديد خط العرض/خط الطول عند كل مستوى,,001008,رقم تسجيل الطائرة أو تعريف آخر,,,,Operational
bufr4/3/11/009/2/301011,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311009,ملف الصعود/الهبوط للطائرة بدون تحديد خط العرض/خط الطول عند كل مستوى,,301011,سنة، شهر، يوم,,,,Operational
bufr4/3/11/009/3/301013,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311009,ملف الصعود/الهبوط للطائرة بدون تحديد خط العرض/خط الطول عند كل مستوى,,301013,ساعة، دقيقة، ثانية,,,,Operational
bufr4/3/11/009/4/301021,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311009,ملف الصعود/الهبوط للطائرة بدون تحديد خط العرض/خط الطول عند كل مستوى,,301021,خط العرض/خط الطول (دقة عالية),,,,Operational
bufr4/3/11/009/5/008004,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311009,ملف الصعود/الهبوط للطائرة بدون تحديد خط العرض/خط الطول عند كل مستوى,,008004,مرحلة من مراحل طيران الطائرة,,,,Operational
bufr4/3/11/009/6/101000,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311009,ملف الصعود/الهبوط للطائرة بدون تحديد خط العرض/خط الطول عند كل مستوى,,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational
bufr4/3/11/009/7/031001,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311009,ملف الصعود/الهبوط للطائرة بدون تحديد خط العرض/خط الطول عند كل مستوى,,031001,عامل تكرار الأوصاف المتأخر,,,,Operational
bufr4/3/11/009/8/311007,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311009,ملف الصعود/الهبوط للطائرة بدون تحديد خط العرض/خط الطول عند كل مستوى,,311007,بيانات الطائرات لمستوى واحد مع الإشارة إلى خط العرض/خط الطول,,,,Operational
bufr4/3/11/010/1/001008,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,001008,رقم تسجيل الطائرة أو تعريف آخر,,,,Operational
bufr4/3/11/010/2/001023,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,001023,رقم تسلسل الملاحظة,,,,Operational
bufr4/3/11/010/3/001006,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,001006,رقم رحلة الطائرة,,,,Operational
bufr4/3/11/010/4/001110,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,001110,رقم ذيل الطائرة,,,,Operational
bufr4/3/11/010/5/001111,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,001111,مطار المنشأ,,,,Operational
bufr4/3/11/010/6/001112,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,001112,مطار الوجهة,,,,Operational
bufr4/3/11/010/7/204002,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,204002,أضف الحقل المرتبط,طولها 8 بتات,,,Operational
bufr4/3/11/010/8/031021,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,031021,أهمية الحقل المرتبط,= 8 معلومات جودة بتين,,,Operational
bufr4/3/11/010/9/301011,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,301011,سنة، شهر، يوم,,,,Operational
bufr4/3/11/010/10/301013,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,301013,ساعة، دقيقة، ثانية,,,,Operational
bufr4/3/11/010/11/301021,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,301021,خط العرض/خط الطول (دقة عالية),,,,Operational
bufr4/3/11/010/12/007010,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,007010,أهمية مستوى الطيران,ارتفاع الضغط,,,Operational
bufr4/3/11/010/13/010053,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,010053,ارتفاع نظام الملاحة العالمي عبر الأقمار الصناعية,,,,Operational
bufr4/3/11/010/14/008009,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,008009,مرحلة من مراحل طيران الطائرة,,,,Operational
bufr4/3/11/010/15/011001,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,011001,اتجاه الرياح,,,,Operational
bufr4/3/11/010/16/011002,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,011002,سرعة الرياح,,,,Operational
bufr4/3/11/010/17/002064,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,002064,جودة زاوية انحراف الطائرة,,,,Operational
bufr4/3/11/010/18/011100,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,011100,السرعة الجوية الحقيقية للطائرة,,,,Operational
bufr4/3/11/010/19/011101,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,011101,مكون سرعة الطائرة الأرضية-المحور u,,,,Operational
bufr4/3/11/010/20/011102,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,011102,مكون سرعة الطائرة الأرضية-المحور v,,,,Operational
bufr4/3/11/010/21/011103,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,011103,مكون سرعة الطائرة الأرضية-المحور w,,,,Operational
bufr4/3/11/010/22/011104,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,011104,العنوان الحقيقي للطائرة أو السفينة أو أي منصة متنقلة أخرى,العنوان الحقيقي للطائرة,,,Operational
bufr4/3/11/010/23/012101,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,012101,درجة الحرارة/درجة حرارة الهواء,,,,Operational
bufr4/3/11/010/24/002170,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,002170,مستشعرات الرطوبة للطائرات,,,,Operational
bufr4/3/11/010/25/201144,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,201144,استبدال عرض البيانات,,,,Operational
bufr4/3/11/010/26/202133,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,202133,تغيير المقياس,,,,Operational
bufr4/3/11/010/27/013002,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,013002,نسبة الخلط,,,,Operational
bufr4/3/11/010/28/202000,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,202000,تغيير المقياس,إلغاء,,,Operational
bufr4/3/11/010/29/201000,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,201000,استبدال عرض البيانات,إلغاء,,,Operational
bufr4/3/11/010/30/201135,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,201135,استبدال عرض البيانات,,,,Operational
bufr4/3/11/010/31/202130,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,202130,تغيير المقياس,,,,Operational
bufr4/3/11/010/32/013003,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,013003,الرطوبة النسبية,,,,Operational
bufr4/3/11/010/33/202000,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,202000,تغيير المقياس,إلغاء,,,Operational
bufr4/3/11/010/34/201000,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,201000,استبدال عرض البيانات,إلغاء,,,Operational
bufr4/3/11/010/35/101000,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational
bufr4/3/11/010/36/031000,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,031000,عامل تكرار الأوصاف المتأخر,,,,Operational
bufr4/3/11/010/37/012103,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,012103,درجة حرارة نقطة الندى,,,,Operational
bufr4/3/11/010/38/033026,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,033026,جودة الرطوبة,,,,Operational
bufr4/3/11/010/39/101000,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational
bufr4/3/11/010/40/031000,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,031000,عامل تكرار الأوصاف المتأخر,,,,Operational
bufr4/3/11/010/41/020042,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,020042,تكوّن الجليد على هيكل الطائرة,,,,Operational
bufr4/3/11/010/42/103000,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,103000,تكرار متأخر لـ 6 أوصاف,,,,Operational
bufr4/3/11/010/43/031000,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,031000,عامل تكرار الأوصاف المتأخر,,,,Operational
bufr4/3/11/010/44/020043,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,020043,ذروة محتوى الماء السائل,,,,Operational
bufr4/3/11/010/45/020044,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,020044,متوسط محتوى الماء السائل,,,,Operational
bufr4/3/11/010/46/020045,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,020045,ظروف القطرات الكبيرة فائقة التبريد (SLD),,,,Operational
bufr4/3/11/010/47/101000,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational
bufr4/3/11/010/48/031000,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,031000,عامل تكرار الأوصاف المتأخر,,,,Operational
bufr4/3/11/010/49/033025,11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),311010,(قالب BUFR لـ AMDAR، الإصدار 7),,033025,مؤشر القيم المُقحمة لنظام ACARS,,,,Operational
