Id,FXY,ElementName_zn,CodeFigure,EntryName_zn,EntryName_sub1_zn,EntryName_sub2_zn,Note_zn,noteIDs,Status,translated_by
bufr4/0/23/006/1,023006,事件情况,1,稳定性,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/006/2,023006,事件情况,2,没有恶化,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/006/3,023006,事件情况,3,改善,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/006/4,023006,事件情况,4,稳定性,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/006/5,023006,事件情况,5,恶化,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/006/6,023006,事件情况,6,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/006/7,023006,事件情况,7,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/007/0,023007,发布特性,0,没有发布,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/007/1,023007,发布特性,1,发布已停止,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/007/2,023007,发布特性,2,没有发布,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/007/3,023007,发布特性,3,发布已停止,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/007/4-6,023007,发布特性,4-6,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/007/7,023007,发布特性,7,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/008/0,023008,当前版本状态,0,气态,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/008/1,023008,当前版本状态,1,颗粒物的特性,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/008/2,023008,当前版本状态,2,气态和颗粒物的混合物,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/008/3,023008,当前版本状态,3,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/009/0,023009,预期版本状态,0,气态,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/009/1,023009,预期版本状态,1,颗粒物的特性,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/009/2,023009,预期版本状态,2,气态和颗粒物的混合物,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/009/3,023009,预期版本状态,3,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/016/0,023016,可能存在显著的化学毒性健康影响,0,可能存在显著的化学毒性健康影响,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/016/1,023016,可能存在显著的化学毒性健康影响,1,可能存在显著的化学毒性健康影响,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/016/2,023016,可能存在显著的化学毒性健康影响,2,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/016/3,023016,可能存在显著的化学毒性健康影响,3,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/018/0,023018,随时间变化的发布行为,0,发布已停止,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/018/1,023018,随时间变化的发布行为,1,发布已停止,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/018/2,023018,随时间变化的发布行为,2,预计将在接下来的六小时内增加发布量,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/018/3,023018,随时间变化的发布行为,3,预计将在接下来的六小时内增加发布量,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/018/4,023018,随时间变化的发布行为,4,预计将在接下来的六小时内增加发布量,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/018/5-6,023018,随时间变化的发布行为,5-6,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/018/7,023018,随时间变化的发布行为,7,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/031/0,023031,羽流可能会在事件发生的州遇到降水。,0,羽流可能会在事件发生的州遇到降水。,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/031/1,023031,羽流可能会在事件发生的州遇到降水。,1,羽流可能会在事件发生的州遇到降水。,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/031/2,023031,羽流可能会在事件发生的州遇到降水。,2,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/031/3,023031,羽流可能会在事件发生的州遇到降水。,3,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/032/0,023032,羽流将遇到风向和/或风速变化标志,0,在接下来的六小时内预计不会有显著变化,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/032/1,023032,羽流将遇到风向和/或风速变化标志,1,在接下来的六小时内预计不会有显著变化,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/032/2,023032,羽流将遇到风向和/或风速变化标志,2,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/032/3,023032,羽流将遇到风向和/或风速变化标志,3,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
