Id,ClassNo,ClassName_zn,FXY,ElementName_zn,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_zn,noteIDs,Status,translated_by
bufr4/0/04/023,04,位置和参考时间,004023,时间周期或位移,d,0,-1024,11,d,0,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/024,04,位置和参考时间,004024,时间周期或位移,h,0,-2048,12,h,0,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/025,04,位置和参考时间,004025,时间周期或位移,min,0,-2048,12,min,0,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/026,04,位置和参考时间,004026,时间周期或位移,s,0,-4096,13,s,0,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/031,04,位置和参考时间,004031,与以下值相关的时间持续时间,h,0,0,8,h,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/04/032,04,位置和参考时间,004032,与以下值相关的时间持续时间,min,0,0,6,min,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/041,04,位置和参考时间,004041,时差，UTC - LMT,min,0,-1440,12,min,0,4,（参见注释 3）,48,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/043,04,位置和参考时间,004043,年的天,d,0,0,9,d,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/051,04,位置和参考时间,004051,每日最高温度读数的主要时间,h,0,0,5,h,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/052,04,位置和参考时间,004052,每日最高温度读数的主要时间,h,0,0,5,h,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/053,04,位置和参考时间,004053,降水量等于或大于1毫米的天数,Numeric,0,0,6,Numeric,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/059,04,位置和参考时间,004059,用于计算报告的平均值的观测时间,Flag table,0,0,6,Flag table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/065,04,位置和参考时间,004065,短时间增量,min,0,-128,8,min,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/066,04,位置和参考时间,004066,短时间增量,s,0,-128,8,s,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/073,04,位置和参考时间,004073,时间周期或位移,d,0,-128,8,d,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/074,04,位置和参考时间,004074,时间周期或位移,h,0,-128,8,h,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/075,04,位置和参考时间,004075,时间周期或位移,min,0,-128,8,min,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/080,04,位置和参考时间,004080,样本平均周期,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/086,04,位置和参考时间,004086,时间周期或位移,s,0,-8192,15,s,0,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
