Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit_fr,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_fr,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status
bufr4/0/20/091,20,Classe 20 Phénomènes observés,020091,Visibilité verticale,ft,-2,0,10,ft,-2,3,,,Operational
bufr4/0/20/092,20,Classe 20 Phénomènes observés,020092,Hauteur de la base des nuages,ft,-2,0,10,ft,-2,3,,,Operational
bufr4/0/20/093,20,Classe 20 Phénomènes observés,020093,Hauteur d'inversion,m,-1,0,8,m,-1,3,,,Operational
bufr4/0/20/095,20,Classe 20 Phénomènes observés,020095,Probabilité de glace,Numérique,3,0,10,dB,3,4,,,Operational
bufr4/0/20/096,20,Classe 20 Phénomènes observés,020096,Âge de la glace (paramètre A),dB,2,-4096,13,dB,2,4,,,Operational
bufr4/0/20/101,20,Classe 20 Phénomènes observés,020101,Nom de l'acridien,Table de code,0,0,4,Table de code,0,2,,,Operational
bufr4/0/20/102,20,Classe 20 Phénomènes observés,020102,Couleur de l'acridien (maturité),Table de code,0,0,4,Table de code,0,2,,,Operational
bufr4/0/20/103,20,Classe 20 Phénomènes observés,020103,Stade de développement des acridiens,Table de code,0,0,4,Table de code,0,2,,,Operational
bufr4/0/20/104,20,Classe 20 Phénomènes observés,020104,Degré d'organisation de l'essaim ou de la bande d'acridiens,Table de code,0,0,4,Table de code,0,2,,,Operational
bufr4/0/20/105,20,Classe 20 Phénomènes observés,020105,Dimension de l'essaim ou de la bande d'acridiens et durée du passage de l'essaim,Table de code,0,0,4,Table de code,0,2,,,Operational
bufr4/0/20/106,20,Classe 20 Phénomènes observés,020106,Densité de la population d'acridiens,Table de code,0,0,4,Table de code,0,2,,,Operational
bufr4/0/20/107,20,Classe 20 Phénomènes observés,020107,Direction du déplacement de l'essaim d'acridiens,Table de code,0,0,4,Table de code,0,2,,,Operational
bufr4/0/20/108,20,Classe 20 Phénomènes observés,020108,Étendue de la végétation,Table de code,0,0,4,Table de code,0,2,,,Operational
bufr4/0/20/111,20,Classe 20 Phénomènes observés,020111,"Composante principale de l'ellipse d'erreur, axe x (voir notes 8 et 9)",m,-1,0,17,m,-1,6,,,Operational
bufr4/0/20/112,20,Classe 20 Phénomènes observés,020112,"Composante secondaire de l'ellipse d'erreur, axe y (voir notes 8 et 9)",m,-1,0,17,m,-1,6,,,Operational
bufr4/0/20/113,20,Classe 20 Phénomènes observés,020113,"Composante de l'ellipse d'erreur, axe z",m,-1,0,17,m,-1,6,(voir note 9),9,Operational
bufr4/0/20/114,20,Classe 20 Phénomènes observés,020114,Angle de l'axe x dans l'ellipse d'erreur,°,2,-18000,16,°,2,5,(voir note 10),10,Operational
bufr4/0/20/115,20,Classe 20 Phénomènes observés,020115,Angle de l'axe z dans l'ellipse d'erreur,°,2,-18000,16,°,2,5,(voir note 11),11,Operational
bufr4/0/20/116,20,Classe 20 Phénomènes observés,020116,Altitude d'émission de la décharge interne,m,0,0,16,m,0,5,,,Operational
bufr4/0/20/117,20,Classe 20 Phénomènes observés,020117,Amplitude de l'éclair,A,-1,-32000,16,A,-1,5,,,Operational
bufr4/0/20/118,20,Classe 20 Phénomènes observés,020118,Erreur de détection de l'éclair,m,0,0,19,m,0,6,,,Operational
bufr4/0/20/119,20,Classe 20 Phénomènes observés,020119,Polarité de décharge des éclairs,Table de code,0,0,2,Table de code,0,1,,,Operational
bufr4/0/20/121,20,Classe 20 Phénomènes observés,020121,Valeur seuil pour la décision de polarité,V,3,0,16,V,3,5,(voir note 12),12,Operational
bufr4/0/20/122,20,Classe 20 Phénomènes observés,020122,Valeur seuil pour la décision de polarité,A,0,0,16,A,0,5,(voir note 13),13,Operational
bufr4/0/20/123,20,Classe 20 Phénomènes observés,020123,Seuil minimum de détection,V m-1,3,0,16,V m-1,3,5,(voir note 14),14,Operational
bufr4/0/20/124,20,Classe 20 Phénomènes observés,020124,Coup de foudre ou éclair,Table de code,0,0,2,Table de code,0,1,,,Operational
bufr4/0/20/126,20,Classe 20 Phénomènes observés,020126,Fréquence de décharge des éclairs,h-1,0,0,23,h-1,0,7,,,Operational
bufr4/0/20/127,20,Classe 20 Phénomènes observés,020127,Éclairs – distance par rapport à la station,m,-3,0,8,m,-3,3,,,Operational
bufr4/0/20/128,20,Classe 20 Phénomènes observés,020128,Éclairs – direction par rapport à la station,degré vrai,1,0,12,degré vrai,1,4,,,Operational
bufr4/0/20/129,20,Classe 20 Phénomènes observés,020129,"Densité de la foudre (arc, éclair ou phénomène)",m-2,6,0,10,m-2,6,4,,,Operational
bufr4/0/20/130,20,Classe 20 Phénomènes observés,020130,Concentration d'hydrométéores nuageux,Numérique,0,0,10,Numérique,0,3,(voir note 16),16,Operational
bufr4/0/20/131,20,Classe 20 Phénomènes observés,020131,Rayon effectif des hydrométéores nuageux,m,5,0,6,m,5,2,,,Operational
bufr4/0/20/132,20,Classe 20 Phénomènes observés,020132,Teneur en eau liquide des nuages,kg m-3,5,0,11,kg m-3,5,4,,,Operational
bufr4/0/20/133,20,Classe 20 Phénomènes observés,020133,Rayon de l'hydrométéore,m,5,0,6,m,5,2,,,Operational
bufr4/0/20/135,20,Classe 20 Phénomènes observés,020135,Masse de glace (sur une perche),kg m-1,1,0,10,kg m-1,1,3,,,Operational
bufr4/0/20/136,20,Classe 20 Phénomènes observés,020136,Types de nuages supplémentaires,Table de code,0,0,9,Table de code,0,3,,,Operational
bufr4/0/20/137,20,Classe 20 Phénomènes observés,020137,Évolution des nuages,Table de code,0,0,4,Table de code,0,2,,,Operational
bufr4/0/20/138,20,Classe 20 Phénomènes observés,020138,État du revêtement,Table de code,0,0,4,Table de code,0,2,,,Operational
