Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status,translated_by
bufr4/0/14/042,14,Classe 14 Rayonnement et luminance énergétique,014042,Facteur de réflexion bidirectionnelle,,0,0,7,,0,3,,,Operational,Original
bufr4/0/14/043,14,Classe 14 Rayonnement et luminance énergétique,014043,Luminance énergétique dans le canal,,4,0,23,,4,7,,,Operational,Original
bufr4/0/14/044,14,Classe 14 Rayonnement et luminance énergétique,014044,Luminance énergétique dans le canal,,7,-100000,22,,7,7,,,Operational,Original
bufr4/0/14/045,14,Classe 14 Rayonnement et luminance énergétique,014045,Luminance énergétique dans le canal,,0,0,11,,0,4,(voir note 4),36,Operational,Original
bufr4/0/14/046,14,Classe 14 Rayonnement et luminance énergétique,014046,Luminance énergétique mise à l'échelle,,0,-5000,16,,0,5,(voir note 6),29,Operational,Original
bufr4/0/14/047,14,Classe 14 Rayonnement et luminance énergétique,014047,Luminance moyenne AVHRR mise à l'échelle,,0,0,31,,0,10,,,Operational,Original
bufr4/0/14/048,14,Classe 14 Rayonnement et luminance énergétique,014048,Écart type de la luminance AVHRR mise à l'échelle,,0,0,31,,0,10,,,Operational,Original
bufr4/0/14/049,14,Classe 14 Rayonnement et luminance énergétique,014049,Rayonnement delta équivalent au bruit,W m-2 sr-1 cm,7,0,22,W m-2 sr-1 cm,0,0,,,Operational,AI Translator: MCP
bufr4/0/14/050,14,Classe 14 Rayonnement et luminance énergétique,014050,Émissivité,,1,0,10,,1,4,(voir note 5),69,Operational,Original
bufr4/0/14/051,14,Classe 14 Rayonnement et luminance énergétique,014051,"Rayonnement solaire direct, intégré au cours de la dernière heure",,-3,0,14,,-3,4,,,Operational,Original
bufr4/0/14/052,14,Classe 14 Rayonnement et luminance énergétique,014052,"Rayonnement solaire global ascendant, intégré sur une période déterminée",,-2,-1048574,20,,-2,7,,,Operational,Original
bufr4/0/14/053,14,Classe 14 Rayonnement et luminance énergétique,014053,"Bilan du rayonnement (précision élevée), intégré sur une période déterminée",,-2,-1048574,21,,-2,7,,,Operational,Original
bufr4/0/14/054,14,Classe 14 Rayonnement et luminance énergétique,014054,"Rayonnement photosynthétiquement actif, intégré sur une période déterminée",,-3,0,16,,-3,5,,,Operational,Original
bufr4/0/14/055,14,Classe 14 Rayonnement et luminance énergétique,014055,Indice de l'activité solaire,,0,-32768,16,,0,5,,,Operational,Original
bufr4/0/14/056,14,Classe 14 Rayonnement et luminance énergétique,014056,Luminance de fond,,0,0,18,,0,6,,,Operational,Original
bufr4/0/14/057,14,Classe 14 Rayonnement et luminance énergétique,014057,Flux de chaleur du sol,,-2,-1048574,21,,-2,7,,,Operational,Original
bufr4/0/14/058,14,Classe 14 Rayonnement et luminance énergétique,014058,Rétrodiffusion corrigée en polarisation croisée,dB,2,-5000,13,dB,2,5,,,Operational,AI Translator: MCP
bufr4/0/14/072,14,Classe 14 Rayonnement et luminance énergétique,014072,Rayonnement ultraviolet global,,0,-4000000,23,,0,7,(voir note 8),83,Operational,Original
