FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
022122,Vérification automatique des données météorologiques à la station d'observation des marées,31,Valeur manquante,,,,,Operational
022123,Vérification manuelle des données météorologiques à la station d'observation des marées,0,En service,,,,,Operational
022123,Vérification manuelle des données météorologiques à la station d'observation des marées,1,Problème suspecté ou connu du capteur de vent,,,,,Operational
022123,Vérification manuelle des données météorologiques à la station d'observation des marées,2,Problème suspecté ou connu du capteur de pression barométrique,,,,,Operational
022123,Vérification manuelle des données météorologiques à la station d'observation des marées,3,Problème suspecté ou connu du capteur de la température d'air,,,,,Operational
022123,Vérification manuelle des données météorologiques à la station d'observation des marées,4,Etat inconnu de tous les capteurs,,,,,Operational
022123,Vérification manuelle des données météorologiques à la station d'observation des marées,5,Problèmes suspectés ou connus avec de nombreux capteurs,,,,,Operational
022123,Vérification manuelle des données météorologiques à la station d'observation des marées,6,Données mauvaises – NE PAS DIFFUSER!,,,,,Operational
022123,Vérification manuelle des données météorologiques à la station d'observation des marées,7,Aucune vérification manuelle des données météorologiques n'a été effectuée,,,,,Operational
022123,Vérification manuelle des données météorologiques à la station d'observation des marées,8-30,En réserve,,,,,Operational
022123,Vérification manuelle des données météorologiques à la station d'observation des marées,31,Valeur manquante,,,,,Operational
022178,Type de lanceur de XBT/XCTD,0,Inconnu,,,,,Operational
022178,Type de lanceur de XBT/XCTD,1,Lanceur LM-2A de pontée,,,,,Operational
022178,Type de lanceur de XBT/XCTD,2,Lanceur LM-3A à main,,,,,Operational
022178,Type de lanceur de XBT/XCTD,3,Lanceur LM-4A passe-coque,,,,,Operational
022178,Type de lanceur de XBT/XCTD,4-9,En réserve,,,,,Operational
022178,Type de lanceur de XBT/XCTD,10,Lanceur automatique AL-12 TSK (12 sondes au maximum),,,,,Operational
022178,Type de lanceur de XBT/XCTD,11-19,En réserve,,,,,Operational
022178,Type de lanceur de XBT/XCTD,20,Lanceur automatique SIO XBT (6 sondes au maximum),,,,,Operational
022178,Type de lanceur de XBT/XCTD,21-29,En réserve,,,,,Operational
022178,Type de lanceur de XBT/XCTD,30,Lanceur automatique AOML XBT V6 (6 sondes Deep Blue au maximum),,,,,Operational
022178,Type de lanceur de XBT/XCTD,31,Lanceur automatique AOML XBT V8.0 (8 sondes Deep Blue au maximum),,,,,Operational
022178,Type de lanceur de XBT/XCTD,32,Lanceur automatique AOML XBT V8.1 (8 sondes Deep Blue et Fast Deep au maximum),,,,,Operational
022178,Type de lanceur de XBT/XCTD,33-89,En réserve,,,,,Operational
022178,Type de lanceur de XBT/XCTD,90,Lanceur automatique CSIRO Devil,,,,,Operational
022178,Type de lanceur de XBT/XCTD,91-99,En réserve,,,,,Operational
022178,Type de lanceur de XBT/XCTD,100,Lanceur automatique MFSTEP (Méditerranée),,,,,Operational
022178,Type de lanceur de XBT/XCTD,101-254,En réserve,,,,,Operational
022178,Type de lanceur de XBT/XCTD,255,Valeur manquante,,,,,Operational
