FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
023005,Cause de l'incident,2,En réserve,,,,,Operational
023005,Cause de l'incident,3,Valeur manquante,,,,,Operational
023006,Situation de l'incident,0,Aucune amélioration,,,,,Operational
023006,Situation de l'incident,1,Instable,,,,,Operational
023006,Situation de l'incident,2,Aucune détérioration,,,,,Operational
023006,Situation de l'incident,3,En amélioration,,,,,Operational
023006,Situation de l'incident,4,Stable,,,,,Operational
023006,Situation de l'incident,5,Situation se détériorant,,,,,Operational
023006,Situation de l'incident,6,En réserve,,,,,Operational
023006,Situation de l'incident,7,Valeur manquante,,,,,Operational
023007,Caractéristiques du rejet,0,Aucun rejet,,,,,Operational
023007,Caractéristiques du rejet,1,Le rejet a cessé,,,,,Operational
023007,Caractéristiques du rejet,2,Rejet,,,,,Operational
023007,Caractéristiques du rejet,3,Le rejet se poursuit,,,,,Operational
023007,Caractéristiques du rejet,4-6,En réserve,,,,,Operational
023007,Caractéristiques du rejet,7,Valeur manquante,,,,,Operational
023008,Nature du rejet observé ou prévu,0,Gazeux,,,,,Operational
023008,Nature du rejet observé ou prévu,1,Particulaire,,,,,Operational
023008,Nature du rejet observé ou prévu,2,Mélange de rejets gazeux et particulaires,,,,,Operational
023008,Nature du rejet observé ou prévu,3,Valeur manquante,,,,,Operational
023009,Nature du rejet observé ou prévu,0,Gazeux,,,,,Operational
023009,Nature du rejet observé ou prévu,1,Particulaire,,,,,Operational
023009,Nature du rejet observé ou prévu,2,Mélange de rejets gazeux et particulaires,,,,,Operational
023009,Nature du rejet observé ou prévu,3,Valeur manquante,,,,,Operational
023016,Risque d'effets chimiques toxiques notables sur la santé,0,Aucun effet chimique toxique notable sur la santé,,,,,Operational
023016,Risque d'effets chimiques toxiques notables sur la santé,1,Risque d'effets chimiques toxiques notables sur la santé,,,,,Operational
023016,Risque d'effets chimiques toxiques notables sur la santé,2,En réserve,,,,,Operational
023016,Risque d'effets chimiques toxiques notables sur la santé,3,Valeur manquante,,,,,Operational
023018,Évolution du rejet dans le temps,0,Plus de rejet,,,,,Operational
023018,Évolution du rejet dans le temps,1,Le rejet se poursuit,,,,,Operational
023018,Évolution du rejet dans le temps,2,Le rejet devrait augmenter dans les six prochaines heures,,,,,Operational
023018,Évolution du rejet dans le temps,3,Le rejet devrait rester constant dans les six prochaines heures,,,,,Operational
023018,Évolution du rejet dans le temps,4,Le rejet devrait diminuer dans les six prochaines heures,,,,,Operational
023018,Évolution du rejet dans le temps,5-6,En réserve,,,,,Operational
023018,Évolution du rejet dans le temps,7,Valeur manquante,,,,,Operational
023031,Possibilité que le panache rencontre des précipitations dans l'État où l'incident s'est produit,0,Le panache ne rencontrera pas de pluie dans l'État où l'incident s'est produit,,,,,Operational
023031,Possibilité que le panache rencontre des précipitations dans l'État où l'incident s'est produit,1,Le panache rencontrera de la pluie dans l'État où l'incident s'est produit,,,,,Operational
023031,Possibilité que le panache rencontre des précipitations dans l'État où l'incident s'est produit,2,En réserve,,,,,Operational
023031,Possibilité que le panache rencontre des précipitations dans l'État où l'incident s'est produit,3,Valeur manquante,,,,,Operational
023032,Possibilité que le panache soit affecté par un changement de direction et/ou de vitesse du vent,0,Aucun changement notable prévu dans les six prochaines heures,,,,,Operational
023032,Possibilité que le panache soit affecté par un changement de direction et/ou de vitesse du vent,1,Changement notable prévu dans les six prochaines heures,,,,,Operational
023032,Possibilité que le panache soit affecté par un changement de direction et/ou de vitesse du vent,2,En réserve,,,,,Operational
023032,Possibilité que le panache soit affecté par un changement de direction et/ou de vitesse du vent,3,Valeur manquante,,,,,Operational
