"ClassNo","ClassName_fr","FXY","ElementName_fr","BUFR_Unit_fr","BUFR_Scale","BUFR_ReferenceValue","BUFR_DataWidth_Bits","CREX_Unit_fr","CREX_Scale","CREX_DataWidth_Char","Note_fr","noteIDs","Status"
"22","Classe 22 Éléments océanographiques","022108","Rapport de densité d'ondes à spectres","%","0","0","7","%","0","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022120","Vérification automatique du niveau d'eau à la station d'observation des marées","Table de code","0","0","5","Table de code","0","2","","","Operational"
"22","Classe 22 Éléments océanographiques","022121","Vérification manuelle du niveau d'eau à la station d'observation des marées","Table de code","0","0","5","Table de code","0","2","","","Operational"
"22","Classe 22 Éléments océanographiques","022122","Vérification automatique des données météorologiques à la station d'observation des marées","Table de code","0","0","5","Table de code","0","2","","","Operational"
"22","Classe 22 Éléments océanographiques","022123","Vérification manuelle des données météorologiques à la station d'observation des marées","Table de code","0","0","5","Table de code","0","2","","","Operational"
"22","Classe 22 Éléments océanographiques","022130","Nombre de points corrects dans une bande précise","Numérique","0","0","10","Numérique","0","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022131","Moyenne quadratique de la hauteur significative des vagues dans une bande précise","m","3","0","16","m","3","5","","","Operational"
"22","Classe 22 Éléments océanographiques","022132","Nombre de points corrects de la hauteur significative des vagues dans une bande précise","Numérique","0","0","10","Numérique","0","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022133","Correction finale de l'erreur instrumentale pour la hauteur significative des vagues dans une bande précise","m","3","-1000","11","m","3","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022134","Nombre de points corrects pour la rétrodiffusion dans une bande précise","Numérique","0","0","10","Numérique","0","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022141","Température de surface de la mer (moyenne mobile sur 15 jours)","K","2","0","15","K","2","5","","","Operational"
"22","Classe 22 Éléments océanographiques","022142","Carré de la hauteur significative des vagues","m²","3","-33554432","26","m²","3","8","","","Operational"
"22","Classe 22 Éléments océanographiques","022143","Carré type de la hauteur significative des vagues à 20 Hz","m²","3","-8388608","24","m²","3","8","","","Operational"
"22","Classe 22 Éléments océanographiques","022144","Nombre de points corrects à 20 Hz pour la hauteur significative des vagues au carré","Numérique","0","0","9","Numérique","0","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022145","Intervalle océanique type à 20 Hz","m","3","-33554432","31","m","3","10","","","Operational"
"22","Classe 22 Éléments océanographiques","022146","Intervalle pour centre de gravité excentré","m","3","0","31","m","3","10","","","Operational"
"22","Classe 22 Éléments océanographiques","022147","Intervalle type à 20 Hz pour centre de gravité excentré","m","3","-8388608","31","m","3","10","","","Operational"
"22","Classe 22 Éléments océanographiques","022148","Nombre de points corrects à 20 Hz pour l'intervalle océanique","Numérique","0","0","9","Numérique","0","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022149","Hauteur significative des vagues au carré à 20 Hz","m²","3","-33554432","26","m²","3","8","","","Operational"
"22","Classe 22 Éléments océanographiques","022150","Nombre de points corrects à 18 Hz en bande Ku","Numérique","0","0","10","Numérique","0","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022151","Intervalle océanique en bande Ku","m","3","0","31","m","3","10","","","Operational"
"22","Classe 22 Éléments océanographiques","022152","Intervalle océanique type à 18 Hz en bande Ku","m","3","0","16","m","3","5","","","Operational"
"22","Classe 22 Éléments océanographiques","022153","Nombre de points corrects à 18 Hz en bande S","Numérique","0","0","10","Numérique","0","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022154","Intervalle océanique en bande S","m","3","0","31","m","3","10","","","Operational"
"22","Classe 22 Éléments océanographiques","022155","Intervalle océanique type à 18 Hz en bande S","m","3","0","16","m","3","5","","","Operational"
"22","Classe 22 Éléments océanographiques","022156","Hauteur significative des vagues en bande Ku","m","3","0","16","m","3","5","","","Operational"
"22","Classe 22 Éléments océanographiques","022157","Intervalle océanique type à 18 Hz en bande Ku","m","3","0","16","m","3","5","","","Operational"
"22","Classe 22 Éléments océanographiques","022158","Hauteur significative des vagues en bande S","m","3","0","16","m","3","5","","","Operational"
"22","Classe 22 Éléments océanographiques","022159","Hauteur significative des vagues type à 18 Hz en bande S","m","3","0","16","m","3","5","","","Operational"
"22","Classe 22 Éléments océanographiques","022160","Age de vague inverse normalisé","Numérique","6","0","21","Numérique","6","7","","","Operational"
"22","Classe 22 Éléments océanographiques","022161","Spectres des vagues","m4","4","0","27","m4","4","9","","","Operational"
"22","Classe 22 Éléments océanographiques","022162","Moyenne quadratique de l'intervalle océanique à 20 Hz en bande Ku","m","3","0","16","m","3","5","","","Operational"
"22","Classe 22 Éléments océanographiques","022163","Nombre de points corrects à 20 Hz en bande Ku","Numérique","0","0","10","Numérique","0","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022164","Moyenne quadratique de la hauteur significative des vagues à 20 Hz en bande Ku","m","3","0","16","m","3","5","","","Operational"
"22","Classe 22 Éléments océanographiques","022165","Nombre de points corrects à 20 Hz pour la hauteur significative des vagues en bande Ku","Numérique","0","0","10","Numérique","0","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022166","Correction finale de l'erreur instrumentale pour la hauteur significative des vagues dans la bande Ku","m","3","-1000","11","m","3","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022167","Nombre de points corrects de rétrodiffusion en bande Ku","Numérique","0","0","10","Numérique","0","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022168","Intervalle océanique en bande C","m","3","0","31","m","3","10","","","Operational"
"22","Classe 22 Éléments océanographiques","022169","Moyenne quadratique de l'intervalle océanique en bande C","m","3","0","16","m","3","5","","","Operational"
"22","Classe 22 Éléments océanographiques","022170","Nombre de points corrects à 20 Hz en bande C","Numérique","0","0","10","Numérique","0","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022171","Hauteur significative des vagues en bande C","m","3","0","16","m","3","5","","","Operational"
"22","Classe 22 Éléments océanographiques","022172","Moyenne quadratique de la hauteur significative des vagues à 20 Hz en bande C","m","3","0","16","m","3","5","","","Operational"
"22","Classe 22 Éléments océanographiques","022173","Nombre de points corrects à 20 Hz pour la hauteur significative des vagues en bande C","Numérique","0","0","10","Numérique","0","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022174","Correction finale de l'erreur instrumentale pour la hauteur significative des vagues dans la bande C","m","3","-1000","11","m","3","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022175","Nombre de points corrects de rétrodiffusion en bande C","Numérique","0","0","10","Numérique","0","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022177","Altitude du lanceur de XBT/XCTD","m","0","0","6","m","0","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022178","Type de lanceur de XBT/XCTD","Table de code","0","0","8","Table de code","0","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022182","Hauteur de la colonne d'eau","m","3","0","23","m","3","7","(voir note 9)","9","Operational"
"22","Classe 22 Éléments océanographiques","022184","Écart de la hauteur de la colonne d'eau par rapport à la valeur de référence","m","3","-2000","12","m","3","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022185","Nombre de transmissions du BPR","Numérique","0","0","10","Numérique","0","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022186","Direction d'où viennent les vagues","degré vrai","0","0","9","degré vrai","0","3","(voir note 11)","11","Operational"
"22","Classe 22 Éléments océanographiques","022187","Dispersion directionnelle de la vague","°","0","0","9","°","0","3","(voir note 12)","12","Operational"
"22","Classe 22 Éléments océanographiques","022188","Oxygène dissous","μmol kg-1","3","0","19","μmol kg-1","3","6","","","Operational"
"22","Classe 22 Éléments océanographiques","022189","Intervalle océanique dans une bande précise","m","3","0","31","m","3","10","","","Operational"
"22","Classe 22 Éléments océanographiques","022190","Hauteur significative des vagues dans une bande précise","m","3","0","16","m","3","5","","","Operational"
"22","Classe 22 Éléments océanographiques","022191","Moyenne quadratique de l'intervalle océanique dans une bande précise","m","4","0","16","m","4","5","","","Operational"
