"ClassNo","ClassName_fr","FXY","ElementName_fr","BUFR_Unit_fr","BUFR_Scale","BUFR_ReferenceValue","BUFR_DataWidth_Bits","CREX_Unit_fr","CREX_Scale","CREX_DataWidth_Char","Note_fr","noteIDs","Status"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010039","Écart entre le niveau de référence (ligne de charge d'été maximale) et le niveau réel de la mer","m","0","","6","m","0","3","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010040","Données extraites concernant le nombre de couches","Numérique","0","","10","Numérique","0","4","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010050","Écart type de l'altitude","m","2","","16","m","2","5","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010051","Pression ramenée au niveau moyen de la mer","Pa","-1","","14","Pa","-1","5","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010052","Calage de l'altimètre (QNH)","Pa","-1","","14","Pa","-1","5","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010053","Altitude GNSS (Système mondial de navigation par satellite)","m","0","","17","m","0","5","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010060","Variation de pression","Pa","-1","","11","Pa","-1","4","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010061","Variation de pression en 3 heures","Pa","-1","","10","Pa","-1","4","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010062","Variation de pression en 24 heures","Pa","-1","","11","Pa","-1","4","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010063","Caractéristique de la tendance barométrique","Table de code","0","","4","Table de code","0","2","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010064","Niveau de croisière-SIGMET","Table de code","0","","3","Table de code","0","1","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010070","Altitude de l'aéronef indiquée","m","0","","16","m","0","5","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010071","Résolution verticale","m","0","","14","m","0","5","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010079","Angle de décalage du satellite par rapport au nadir, calculé à partir de l'assiette de la plate-forme","°","4","","16","°","4","5","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010080","Distance zénithale de la visée","°","2","","15","°","2","5","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010081","Altitude du centre de gravité au-dessus de l'ellipsoïde de référence","m","3","","31","m","3","10","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010082","Taux de variation d'altitude instantané","m s-1","3","","17","m s-1","3","6","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010083","Carré de l'angle de décalage du satellite par rapport au nadir, calculé à partir de l'assiette de la plate-forme","degré2","2","","16","degré2","2","5","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010084","Carré de l'angle de décalage du satellite par rapport au nadir, calculé à partir de la forme des ondes","degré2","2","","16","degré2","2","5","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010085","Hauteur moyenne de la surface de la mer","m","3","","18","m","3","6","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010086","Hauteur du géoïde","m","3","","18","m","3","6","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010087","Profondeur de l'océan ou altitude des terres émergées","m","1","","18","m","1","6","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010088","Hauteur géocentrique totale de marée océanique (solution 1)","m","3","","16","m","3","5","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010089","Hauteur géocentrique totale de marée océanique (solution 2)","m","3","","16","m","3","5","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010090","Hauteur de marée pour une période prolongée","m","3","","16","m","3","5","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010091","Hauteur de marée incluant l'effet de charge","m","3","","16","m","3","5","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010092","Hauteur de marée terrestre","m","3","","16","m","3","5","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010093","Hauteur géocentrique de marée polaire","m","3","","16","m","3","5","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010095","Hauteur utilisée pour l'atmosphère","m","0","","16","m","0","5","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010096","Topographie dynamique moyenne","m","3","","18","m","3","6","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010097","Hauteur moyenne de la surface de la mer fournie par l'altimètre seulement","m","3","","18","m","3","6","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010098","Hauteur de la marée de charge pour le calcul de la marée géocentrique - solution 1","m","4","","12","m","4","4","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010099","Hauteur de la marée de charge pour le calcul de la marée géocentrique - solution 2","m","4","","12","m","4","4","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010100","Hauteur de marée pour une période prolongée hors d'équilibre","m","4","","12","m","4","4","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010101","Carré de l'angle de décalage du satellite par rapport au nadir, calculé à partir de la forme des ondes","degré 2","2","","16","degré 2","2","5","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010102","Anomalie de hauteur de la surface de la mer","m","3","","16","m","3","5","","","Operational"
"10","Classe 10 – Position d'éléments autres que des coordonnées (verticale)","010103","Précision de la topographie dynamique moyenne","m","3","","18","m","3","6","","","Operational"
