Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit_fr,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_fr,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status
bufr4/0/11/035,11,Classe 11 – Vent et turbulence,011035,Accélération des rafales verticales,m s-2,2,-8192,14,m s-2,2,5,,,Operational
bufr4/0/11/036,11,Classe 11 – Vent et turbulence,011036,Équivalent maximal dérivé de la vitesse des rafales verticales,m s-1,1,0,10,m s-1,1,4,,,Operational
bufr4/0/11/037,11,Classe 11 – Vent et turbulence,011037,Indice de turbulence,Table de code,0,0,6,Table de code,0,2,,,Operational
bufr4/0/11/038,11,Classe 11 – Vent et turbulence,011038,Heure du taux maximal de dissipation des tourbillons,Table de code,0,0,5,Table de code,0,2,,,Operational
bufr4/0/11/039,11,Classe 11 – Vent et turbulence,011039,Étalement dans le temps de l'apparition du taux maximal de dissipation des tourbillons,Table de code,0,0,6,Table de code,0,2,,,Operational
bufr4/0/11/040,11,Classe 11 – Vent et turbulence,011040,Vitesse maximale du vent (vent moyen),m s-1,1,0,12,m s-1,1,4,,,Operational
bufr4/0/11/041,11,Classe 11 – Vent et turbulence,011041,Vitesse de la rafale maximale,m s-1,1,0,12,m s-1,1,4,,,Operational
bufr4/0/11/042,11,Classe 11 – Vent et turbulence,011042,Vitesse maximale du vent (vent moyen sur 10 minutes),m s-1,1,0,12,m s-1,1,4,,,Operational
bufr4/0/11/043,11,Classe 11 – Vent et turbulence,011043,Direction de la rafale maximale,degré vrai,0,0,9,degré vrai,0,3,,,Operational
bufr4/0/11/044,11,Classe 11 – Vent et turbulence,011044,Direction moyenne du vent entre la surface et 1500 m (5000 pieds),degré vrai,0,0,9,degré vrai,0,3,,,Operational
bufr4/0/11/045,11,Classe 11 – Vent et turbulence,011045,Vitesse moyenne du vent entre la surface et 1500 m (5000 pieds),m s-1,1,0,12,m s-1,1,4,,,Operational
bufr4/0/11/046,11,Classe 11 – Vent et turbulence,011046,Vitesse maximale du vent instantané,m s-1,1,0,12,m s-1,1,4,,,Operational
bufr4/0/11/047,11,Classe 11 – Vent et turbulence,011047,Vitesse maximale du vent instantané sur 10 minutes,m s-1,1,0,12,m s-1,1,4,,,Operational
bufr4/0/11/049,11,Classe 11 – Vent et turbulence,011049,Écart type de la direction du vent,degré vrai,0,0,9,degré vrai,2,5,,,Operational
bufr4/0/11/050,11,Classe 11 – Vent et turbulence,011050,Écart type de la vitesse du vent horizontal,m s-1,1,0,12,m s-1,1,4,,,Operational
bufr4/0/11/051,11,Classe 11 – Vent et turbulence,011051,Écart type de la vitesse du vent vertical,m s-1,1,0,8,m s-1,1,3,,,Operational
bufr4/0/11/052,11,Classe 11 – Vent et turbulence,011052,Incertitude formelle concernant la vitesse du vent,m s-1,2,0,13,m s-1,2,5,,,Operational
bufr4/0/11/053,11,Classe 11 – Vent et turbulence,011053,Incertitude formelle concernant la direction du vent,degré vrai,2,0,15,degré vrai,2,5,,,Operational
bufr4/0/11/054,11,Classe 11 – Vent et turbulence,011054,Direction moyenne du vent entre 1 500 m et 3 000 m,degré vrai,0,0,9,degré vrai,0,3,,,Operational
bufr4/0/11/055,11,Classe 11 – Vent et turbulence,011055,Vitesse moyenne du vent entre 1 500 m et 3 000 m,m s-1,1,0,12,m s-1,1,4,,,Operational
bufr4/0/11/061,11,Classe 11 – Vent et turbulence,011061,Cisaillement du vent (valeur absolue) sur une couche inférieure de 1 km,m s-1,1,0,12,m s-1,1,4,,,Operational
bufr4/0/11/062,11,Classe 11 – Vent et turbulence,011062,Cisaillement du vent (valeur absolue) sur une couche supérieure de 1 km,m s-1,1,0,12,m s-1,1,4,,,Operational
bufr4/0/11/070,11,Classe 11 – Vent et turbulence,011070,Indicatif de la piste touchée par le cisaillement du vent (y compris ALL),CCITT IA5,0,0,32,Caractère,0,4,,,Operational
bufr4/0/11/071,11,Classe 11 – Vent et turbulence,011071,Flux de quantités de mouvement vertical de turbulence,m² s-2,3,-128,14,m² s-2,3,5,,,Operational
bufr4/0/11/072,11,Classe 11 – Vent et turbulence,011072,Flux de la poussée verticale de turbulence,K m s-1,3,-128,11,K m s-1,3,4,,,Operational
bufr4/0/11/073,11,Classe 11 – Vent et turbulence,011073,Énergie cinétique de turbulence,m² s-2,2,-1024,13,m² s-2,2,4,,,Operational
bufr4/0/11/074,11,Classe 11 – Vent et turbulence,011074,Énergie de dissipation,m² s-2,2,-1024,10,m² s-2,2,4,,,Operational
bufr4/0/11/075,11,Classe 11 – Vent et turbulence,011075,Intensité moyenne de la turbulence (taux de dissipation des tourbillons),m2/3 s-1,2,0,8,m2/3 s-1,2,3,,,Operational
bufr4/0/11/076,11,Classe 11 – Vent et turbulence,011076,Intensité maximale de la turbulence (taux de dissipation des tourbillons),m2/3 s-1,2,0,8,m2/3 s-1,2,3,,,Operational
bufr4/0/11/077,11,Classe 11 – Vent et turbulence,011077,Intervalle d'enregistrement ou temps moyen pour établir le taux de dissipation des tourbillons,s,0,0,12,s,0,4,,,Operational
bufr4/0/11/081,11,Classe 11 – Vent et turbulence,011081,Direction du vent à 10 m donnée par modèle,degré vrai,2,0,16,degré vrai,2,5,,,Operational
bufr4/0/11/082,11,Classe 11 – Vent et turbulence,011082,Vitesse du vent à 10 m donnée par modèle,m s-1,2,0,14,m s-1,2,4,,,Operational
bufr4/0/11/083,11,Classe 11 – Vent et turbulence,011083,Vitesse du vent,km h-1,0,0,9,km h-1,0,3,,,Operational
bufr4/0/11/084,11,Classe 11 – Vent et turbulence,011084,Vitesse du vent,kt,0,0,8,kt,0,3,,,Operational
bufr4/0/11/085,11,Classe 11 – Vent et turbulence,011085,Vitesse de la rafale maximale,km h-1,0,0,9,km h-1,0,3,,,Operational
bufr4/0/11/086,11,Classe 11 – Vent et turbulence,011086,Vitesse de la rafale maximale,kt,0,0,8,kt,0,3,,,Operational
bufr4/0/11/095,11,Classe 11 – Vent et turbulence,011095,Composante u du vecteur vent - modèle,m s-1,1,-4096,13,m s-1,1,4,,,Operational
bufr4/0/11/096,11,Classe 11 – Vent et turbulence,011096,Composante v du vecteur vent - modèle,m s-1,1,-4096,13,m s-1,1,4,,,Operational
bufr4/0/11/097,11,Classe 11 – Vent et turbulence,011097,Vitesse du vent indiquée par l'altimètre,m s-1,2,0,12,m s-1,2,4,,,Operational
bufr4/0/11/098,11,Classe 11 – Vent et turbulence,011098,Vitesse du vent indiquée par le radiomètre,m s-1,2,0,12,m s-1,2,4,,,Operational
bufr4/0/11/100,11,Classe 11 – Vent et turbulence,011100,Vitesse vraie de l'aéronef,m s-1,1,0,12,m s-1,1,4,,,Operational
bufr4/0/11/101,11,Classe 11 – Vent et turbulence,011101,Vitesse sol de l'aéronef (composante u),m s-1,1,-4096,13,m s-1,1,4,,,Operational
bufr4/0/11/102,11,Classe 11 – Vent et turbulence,011102,Vitesse sol de l'aéronef (composante v),m s-1,1,-4096,13,m s-1,1,4,,,Operational
bufr4/0/11/103,11,Classe 11 – Vent et turbulence,011103,Vitesse sol de l'aéronef (composante w),m s-1,1,-512,10,m s-1,1,3,,,Operational
bufr4/0/11/104,11,Classe 11 – Vent et turbulence,011104,"Cap vrai de l'aéronef, du navire ou de la plate-forme mobile",degré vrai,0,0,9,degré vrai,0,3,,,Operational
bufr4/0/11/105,11,Classe 11 – Vent et turbulence,011105,Version de l'algorithme du taux de dissipation des tourbillons,Numérique,0,0,6,Numérique,0,2,,,Operational
bufr4/0/11/106,11,Classe 11 – Vent et turbulence,011106,Niveau de confiance minimum associé au fonctionnement,Numérique,1,0,4,Numérique,1,2,,,Operational
bufr4/0/11/107,11,Classe 11 – Vent et turbulence,011107,Nombre maximum d'entrées fausses,Numérique,0,0,5,Numérique,0,2,,,Operational
bufr4/0/11/108,11,Classe 11 – Vent et turbulence,011108,Localisation de la valeur de crête,Numérique,1,0,4,Numérique,1,2,,,Operational
bufr4/0/11/109,11,Classe 11 – Vent et turbulence,011109,Nombre de valeurs justes du taux de dissipation des tourbillons,Numérique,0,0,4,Numérique,0,2,,,Operational
bufr4/0/11/110,11,Classe 11 – Vent et turbulence,011110,Incertitude relative à la composante u,m s-1,1,-4096,13,m s-1,1,4,,,Operational
bufr4/0/11/111,11,Classe 11 – Vent et turbulence,011111,Incertitude relative à la composante v,m s-1,1,-4096,13,m s-1,1,4,,,Operational
bufr4/0/11/112,11,Classe 11 – Vent et turbulence,011112,Incertitude relative à la composante w,m s-1,2,-4096,13,m s-1,2,4,,,Operational
bufr4/0/11/113,11,Classe 11 – Vent et turbulence,011113,Suivi de la corrélation du vecteur,Numérique,3,-1000,12,Numérique,3,4,,,Operational
