Id,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status,translated_by
bufr4/0/08/007/15,008007,Caractéristiques dimensionnelles,15,Valeur manquante,,,,,Operational,Original
bufr4/0/08/008/1,008008,Caractéristique correspondant à des données de sondage du rayonnement,1,Surface,,,,,Operational,Original
bufr4/0/08/008/2,008008,Caractéristique correspondant à des données de sondage du rayonnement,2,Niveau normalisé,,,,,Operational,Original
bufr4/0/08/008/3,008008,Caractéristique correspondant à des données de sondage du rayonnement,3,Niveau de la tropopause,,,,,Operational,Original
bufr4/0/08/008/4,008008,Caractéristique correspondant à des données de sondage du rayonnement,4,Niveau de rayonnement bêta maximal,,,,,Operational,Original
bufr4/0/08/008/5,008008,Caractéristique correspondant à des données de sondage du rayonnement,5,Niveau de rayonnement gamma maximal,,,,,Operational,Original
bufr4/0/08/008/6,008008,Caractéristique correspondant à des données de sondage du rayonnement,6,Niveau de pression minimal,,,,,Operational,Original
bufr4/0/08/008/7,008008,Caractéristique correspondant à des données de sondage du rayonnement,7,En réserve,,,,,Operational,Original
bufr4/0/08/008/8,008008,Caractéristique correspondant à des données de sondage du rayonnement,8,Niveau de signification indéterminée,,,,,Operational,Original
bufr4/0/08/008/All-9,008008,Caractéristique correspondant à des données de sondage vertical du rayonnement,All 9,Valeur manquante,,,,,Operational,AI Translator: MCP
bufr4/0/08/009/0,008009,Phase de vol détaillée de l'aéronef,0,"Vol en palier, observation régulière, régime non stabilisé",,,,,Operational,Original
bufr4/0/08/009/1,008009,Phase de vol détaillée de l'aéronef,1,"Vol en palier, vent maximal rencontré, régime non stabilisé",,,,,Operational,Original
bufr4/0/08/009/2,008009,Phase de vol détaillée de l'aéronef,2,Régime non stabilisé (UNS),,,,,Operational,Original
bufr4/0/08/009/3,008009,Phase de vol détaillée de l'aéronef,3,"Vol en palier, observation régulière (LVR)",,,,,Operational,Original
bufr4/0/08/009/4,008009,Phase de vol détaillée de l'aéronef,4,"Vol en palier, vent maximal rencontré (LVW)",,,,,Operational,Original
bufr4/0/08/009/5,008009,Phase de vol détaillée de l'aéronef,5,Phase ascendante (ASC),,,,,Operational,Original
bufr4/0/08/009/6,008009,Phase de vol détaillée de l'aéronef,6,Phase descendante (DES),,,,,Operational,Original
bufr4/0/08/009/7,008009,Phase de vol détaillée de l'aéronef,7,"Phase ascendante, intervalles d'observation déterminés suivant un incrément de temps",,,,,Operational,Original
bufr4/0/08/009/8,008009,Phase de vol détaillée de l'aéronef,8,"Phase ascendante, intervalles d'observation déterminés suivant un incrément de temps, régime non stabilisé",,,,,Operational,Original
bufr4/0/08/009/9,008009,Phase de vol détaillée de l'aéronef,9,"Phase ascendante, intervalles d'observation déterminés suivant un incrément de niveau de pression",,,,,Operational,Original
bufr4/0/08/009/10,008009,Phase de vol détaillée de l'aéronef,10,"Phase ascendante, intervalles d'observation déterminés suivant un incrément de niveau de pression, régime non stabilisé",,,,,Operational,Original
bufr4/0/08/009/11,008009,Phase de vol détaillée de l'aéronef,11,"Phase descendante, intervalles d'observation déterminés suivant un incrément de temps",,,,,Operational,Original
bufr4/0/08/009/12,008009,Phase de vol détaillée de l'aéronef,12,"Phase descendante, intervalles d'observation déterminés suivant un incrément de temps, régime non stabilisé",,,,,Operational,Original
bufr4/0/08/009/13,008009,Phase de vol détaillée de l'aéronef,13,"Phase descendante, intervalles d'observation déterminés suivant un incrément de niveau de pression",,,,,Operational,Original
bufr4/0/08/009/14,008009,Phase de vol détaillée de l'aéronef,14,"Phase descendante, intervalles d'observation déterminés suivant un incrément de niveau de pression, régime non stabilisé",,,,,Operational,Original
bufr4/0/08/009/15,008009,Phase de vol détaillée de l'aéronef,15,Valeur manquante,,,,,Operational,Original
bufr4/0/08/010/0,008010,Caractéristique de la surface (données de température),0,En réserve,,,,,Operational,Original
bufr4/0/08/010/1,008010,Caractéristique de la surface (données de température),1,Sol dénudé,,,,,Operational,Original
bufr4/0/08/010/2,008010,Caractéristique de la surface (données de température),2,Roche,,,,,Operational,Original
bufr4/0/08/010/3,008010,Caractéristique de la surface (données de température),3,Herbe,,,,,Operational,Original
bufr4/0/08/010/4,008010,Caractéristique de la surface (données de température),4,"Eau (lac, mer)",,,,,Operational,Original
bufr4/0/08/010/5,008010,Caractéristique de la surface (données de température),5,Eau d'inondation sous le capteur,,,,,Operational,Original
bufr4/0/08/010/6,008010,Caractéristique de la surface (données de température),6,Neige,,,,,Operational,Original
bufr4/0/08/010/7,008010,Caractéristique de la surface (données de température),7,Glace,,,,,Operational,Original
bufr4/0/08/010/8,008010,Caractéristique de la surface (données de température),8,Piste d'aérodrome ou route,,,,,Operational,Original
bufr4/0/08/010/9,008010,Caractéristique de la surface (données de température),9,Pont en acier de navire ou de plate-forme,,,,,Operational,Original
bufr4/0/08/010/10,008010,Caractéristique de la surface (données de température),10,Pont en bois de navire ou de plate-forme,,,,,Operational,Original
bufr4/0/08/010/11,008010,Caractéristique de la surface (données de température),11,Pont de navire ou de plate-forme en partie recouvert de tapis de caoutchouc,,,,,Operational,Original
bufr4/0/08/010/12,008010,Caractéristique de la surface (données de température),12,Toit de bâtiment,,,,,Operational,Original
bufr4/0/08/010/13-30,008010,Caractéristique de la surface (données de température),13-30,En réserve,,,,,Operational,Original
bufr4/0/08/010/31,008010,Caractéristique de la surface (données de température),31,Valeur manquante,,,,,Operational,Original
bufr4/0/08/011/0,008011,Caractéristique météorologique,0,Front quasi stationnaire en surface,,,,,Operational,Original
bufr4/0/08/011/1,008011,Caractéristique météorologique,1,Front quasi stationnaire en altitude,,,,,Operational,Original
bufr4/0/08/011/2,008011,Caractéristique météorologique,2,Front chaud en surface,,,,,Operational,Original
bufr4/0/08/011/3,008011,Caractéristique météorologique,3,Front chaud en altitude,,,,,Operational,Original
bufr4/0/08/011/4,008011,Caractéristique météorologique,4,Front froid en surface,,,,,Operational,Original
bufr4/0/08/011/5,008011,Caractéristique météorologique,5,Front froid en altitude,,,,,Operational,Original
bufr4/0/08/011/6,008011,Caractéristique météorologique,6,Occlusion,,,,,Operational,Original
bufr4/0/08/011/7,008011,Caractéristique météorologique,7,Ligne d'instabilité,,,,,Operational,Original
bufr4/0/08/011/8,008011,Caractéristique météorologique,8,Front intertropical,,,,,Operational,Original
bufr4/0/08/011/9,008011,Caractéristique météorologique,9,Ligne de convergence,,,,,Operational,Original
bufr4/0/08/011/10,008011,Caractéristique météorologique,10,Courant-jet,,,,,Operational,Original
bufr4/0/08/011/11,008011,Caractéristique météorologique,11,Ciel clair,,,,,Operational,Original
bufr4/0/08/011/12,008011,Caractéristique météorologique,12,Nuage,,,,,Operational,Original
bufr4/0/08/011/13,008011,Caractéristique météorologique,13,Turbulence,,,,,Operational,Original
bufr4/0/08/011/14,008011,Caractéristique météorologique,14,Tempête,,,,,Operational,Original
bufr4/0/08/011/15,008011,Caractéristique météorologique,15,Givrage d'aéronef,,,,,Operational,Original
bufr4/0/08/011/16,008011,Caractéristique météorologique,16,Phénomène,,,,,Operational,Original
bufr4/0/08/011/17,008011,Caractéristique météorologique,17,Volcan,,,,,Operational,Original
bufr4/0/08/011/18,008011,Caractéristique météorologique,18,Atmosphériques,,,,,Operational,Original
bufr4/0/08/011/19,008011,Caractéristique météorologique,19,En réserve,,,,,Operational,Original
bufr4/0/08/011/20,008011,Caractéristique météorologique,20,Nuages spéciaux,,,,,Operational,Original
bufr4/0/08/011/21,008011,Caractéristique météorologique,21,Orage,,,,,Operational,Original
bufr4/0/08/011/22,008011,Caractéristique météorologique,22,Cyclone tropical,,,,,Operational,Original
bufr4/0/08/011/23,008011,Caractéristique météorologique,23,Onde orographique,,,,,Operational,Original
bufr4/0/08/011/24,008011,Caractéristique météorologique,24,Tempête de poussière,,,,,Operational,Original
bufr4/0/08/011/25,008011,Caractéristique météorologique,25,Tempête de sable,,,,,Operational,Original
bufr4/0/08/011/26-62,008011,Caractéristique météorologique,26-62,En réserve,,,,,Operational,Original
bufr4/0/08/011/63,008011,Caractéristique météorologique,63,Valeur manquante,,,,,Operational,Original
bufr4/0/08/012/0,008012,Identificateur terre/mer,0,Terre,,,,,Operational,Original
bufr4/0/08/012/1,008012,Identificateur terre/mer,1,Mer,,,,,Operational,Original
bufr4/0/08/012/2,008012,Identificateur terre/mer,2,Côte,,,,,Operational,Original
bufr4/0/08/012/3,008012,Identificateur terre/mer,3,Valeur manquante,,,,,Operational,Original
bufr4/0/08/013/0,008013,Identificateur jour/nuit,0,Nuit,,,,,Operational,Original
bufr4/0/08/013/1,008013,Identificateur jour/nuit,1,Jour,,,,,Operational,Original
bufr4/0/08/013/2,008013,Identificateur jour/nuit,2,Crépuscule,,,,,Operational,Original
bufr4/0/08/013/3,008013,Identificateur jour/nuit,3,Valeur manquante,,,,,Operational,Original
bufr4/0/08/014/0,008014,Identificateur pour la portée visuelle de piste,0,Valeur moyenne de 10 mn,valeur normale,,,,Operational,Original
bufr4/0/08/014/1,008014,Identificateur pour la portée visuelle de piste,1,Valeur moyenne de 10 mn,au-dessus de la limite supérieure pour évaluations de PVP (P),,,,Operational,Original
bufr4/0/08/014/2,008014,Identificateur pour la portée visuelle de piste,2,Valeur moyenne de 10 mn,au-dessous de la limite inférieure pour évaluations de PVP (M),,,,Operational,Original
bufr4/0/08/014/3,008014,Identificateur pour la portée visuelle de piste,3,Valeur minimale de 1 mn,valeur normale,,,,Operational,Original
bufr4/0/08/014/4,008014,Identificateur pour la portée visuelle de piste,4,Valeur minimale de 1 mn,au-dessus de la limite supérieure pour évaluations de PVP (P),,,,Operational,Original
bufr4/0/08/014/5,008014,Identificateur pour la portée visuelle de piste,5,Valeur minimale de 1 mn,au-dessous de la limite inférieure pour évaluations de PVP (M),,,,Operational,Original
bufr4/0/08/014/6,008014,Identificateur pour la portée visuelle de piste,6,Valeur maximale de 1 mn,valeur normale,,,,Operational,Original
bufr4/0/08/014/7,008014,Identificateur pour la portée visuelle de piste,7,Valeur maximale de 1 mn,au-dessus de la limite supérieure pour évaluations de PVP (P),,,,Operational,Original
bufr4/0/08/014/8,008014,Identificateur pour la portée visuelle de piste,8,Valeur maximale de 1 mn,au-dessous de la limite inférieure pour évaluations de PVP (M),,,,Operational,Original
bufr4/0/08/014/9-14,008014,Identificateur pour la portée visuelle de piste,9-14,En réserve,,,,,Operational,Original
bufr4/0/08/014/15,008014,Identificateur pour la portée visuelle de piste,15,Valeur manquante,,,,,Operational,Original
bufr4/0/08/015/0,008015,Caractéristique du capteur,0,Capteur unique,,,,,Operational,Original
bufr4/0/08/015/1,008015,Caractéristique du capteur,1,Capteur principal,,,,,Operational,Original
bufr4/0/08/015/2,008015,Caractéristique du capteur,2,Capteur secondaire (de secours),,,,,Operational,Original
bufr4/0/08/015/3-6,008015,Caractéristique du capteur,3-6,En réserve,,,,,Operational,Original
bufr4/0/08/015/7,008015,Caractéristique du capteur,7,Valeur manquante,,,,,Operational,Original
bufr4/0/08/016/0,008016,Identificateur de changement d'une prévision de type «tendance» ou d'une prévision d'aérodrome,0,NOSIG,,,,,Operational,Original
bufr4/0/08/016/1,008016,Identificateur de changement d'une prévision de type «tendance» ou d'une prévision d'aérodrome,1,BECMG,,,,,Operational,Original
bufr4/0/08/016/2,008016,Identificateur de changement d'une prévision de type «tendance» ou d'une prévision d'aérodrome,2,TEMPO,,,,,Operational,Original
bufr4/0/08/016/3,008016,Identificateur de changement d'une prévision de type «tendance» ou d'une prévision d'aérodrome,3,FM,,,,,Operational,Original
bufr4/0/08/016/4-6,008016,Identificateur de changement d'une prévision de type «tendance» ou d'une prévision d'aérodrome,4-6,En réserve,,,,,Operational,Original
bufr4/0/08/016/7,008016,Identificateur de changement d'une prévision de type «tendance» ou d'une prévision d'aérodrome,7,Valeur manquante,,,,,Operational,Original
bufr4/0/08/017/0,008017,Identificateur de l'heure à laquelle le changement de prévision est attendu,0,FM,,,,,Operational,Original
bufr4/0/08/017/1,008017,Identificateur de l'heure à laquelle le changement de prévision est attendu,1,TL,,,,,Operational,Original
bufr4/0/08/017/2,008017,Identificateur de l'heure à laquelle le changement de prévision est attendu,2,AT,,,,,Operational,Original
bufr4/0/08/017/3,008017,Identificateur de l'heure à laquelle le changement de prévision est attendu,3,Valeur manquante,,,,,Operational,Original
bufr4/0/08/018/1,008018,Type de surface terre/glace mesurée par SEAWINDS,1,Terre présente,,,,,Operational,Original
bufr4/0/08/018/2,008018,Type de surface terre/glace mesurée par SEAWINDS,2,Carte des glaces de surface indique présence de glace,,,,,Operational,Original
bufr4/0/08/018/3-10,008018,Type de surface terre/glace mesurée par SEAWINDS,3-10,En réserve,,,,,Operational,Original
bufr4/0/08/018/11,008018,Type de surface terre/glace mesurée par SEAWINDS,11,Données de carte non disponibles,,,,,Operational,Original
bufr4/0/08/018/12,008018,Type de surface terre/glace mesurée par SEAWINDS,12,Données de carte d'atténuation non disponibles,,,,,Operational,Original
bufr4/0/08/018/13-16,008018,Type de surface terre/glace mesurée par SEAWINDS,13-16,En réserve,,,,,Operational,Original
bufr4/0/08/018/All-17,008018,Type de surface terre/glace mesurée par SEAWINDS,All 17,Valeur manquante,,,,,Operational,AI Translator: MCP
bufr4/0/08/019/0,008019,Indicateur d'identification du centre suivant,0,En réserve,,,,,Operational,Original
bufr4/0/08/019/1,008019,Indicateur d'identification du centre suivant,1,Organisme des services de la circulation aérienne (ATS) desservant la Région d'information de vol (FIR),,,,,Operational,Original
bufr4/0/08/019/2,008019,Indicateur d'identification du centre suivant,2,Région d'information de vol (FIR),,,,,Operational,Original
bufr4/0/08/019/3,008019,Indicateur d'identification du centre suivant,3,Région supérieure d'information de vol (UIR),,,,,Operational,Original
bufr4/0/08/019/4,008019,Indicateur d'identification du centre suivant,4,Région de contrôle (CTA),,,,,Operational,Original
bufr4/0/08/019/5,008019,Indicateur d'identification du centre suivant,5,Centre d'avis de cendres volcaniques (VAAC),,,,,Operational,Original
bufr4/0/08/019/6,008019,Indicateur d'identification du centre suivant,6,Centre de veille météorologique (MWO) diffusant des renseignements SIGMET,,,,,Operational,Original
bufr4/0/08/019/7-14,008019,Indicateur d'identification du centre suivant,7-14,En réserve,,,,,Operational,Original
bufr4/0/08/019/15,008019,Indicateur d'identification du centre suivant,15,Valeur manquante,,,,,Operational,Original
bufr4/0/08/021/0,008021,Caractéristique temporelle,0,En réserve,,,,,Operational,Original
bufr4/0/08/021/1,008021,Caractéristique temporelle,1,Série pour une certaine période,,,,,Operational,Original
bufr4/0/08/021/2,008021,Caractéristique temporelle,2,Moyenne sur une certaine période,,,(voir note 1),,Operational,Original
bufr4/0/08/021/3,008021,Caractéristique temporelle,3,Accumulé,,,,,Operational,Original
bufr4/0/08/021/4,008021,Caractéristique temporelle,4,Prévision,,,,,Operational,Original
bufr4/0/08/021/5,008021,Caractéristique temporelle,5,Série de prévisions pour une certaine période,,,,,Operational,Original
bufr4/0/08/021/6,008021,Caractéristique temporelle,6,Moyenne de prévisions sur une certaine période,,,,,Operational,Original
bufr4/0/08/021/7,008021,Caractéristique temporelle,7,Prévision accumulée,,,,,Operational,Original
bufr4/0/08/021/8,008021,Caractéristique temporelle,8,Moyenne d'ensemble,,,(voir note 2),,Operational,Original
bufr4/0/08/021/9,008021,Caractéristique temporelle,9,Série de moyennes d'ensemble pour une certaine période,,,,,Operational,Original
bufr4/0/08/021/10,008021,Caractéristique temporelle,10,Moyenne de moyennes d'ensemble sur une certaine période,,,,,Operational,Original
bufr4/0/08/021/11,008021,Caractéristique temporelle,11,Moyenne d'ensemble accumulée,,,,,Operational,Original
bufr4/0/08/021/12,008021,Caractéristique temporelle,12,Prévision moyenne d'ensemble,,,,,Operational,Original
bufr4/0/08/021/13,008021,Caractéristique temporelle,13,Série de prévisions moyennes d'ensemble pour une certaine période,,,,,Operational,Original
bufr4/0/08/021/14,008021,Caractéristique temporelle,14,Moyenne de prévisions moyennes d'ensemble sur une certaine période,,,,,Operational,Original
bufr4/0/08/021/15,008021,Caractéristique temporelle,15,Prévision moyenne d'ensemble accumulée,,,,,Operational,Original
bufr4/0/08/021/16,008021,Caractéristique temporelle,16,Analyse,,,,,Operational,Original
bufr4/0/08/021/17,008021,Caractéristique temporelle,17,Commencement du phénomène,,,,,Operational,Original
bufr4/0/08/021/18,008021,Caractéristique temporelle,18,Heure de lancement de la radiosonde,,,,,Operational,Original
bufr4/0/08/021/19,008021,Caractéristique temporelle,19,Début de l'orbite,,,,,Operational,Original
bufr4/0/08/021/20,008021,Caractéristique temporelle,20,Fin de l'orbite,,,,,Operational,Original
bufr4/0/08/021/21,008021,Caractéristique temporelle,21,Heure du nœud ascendant,,,,,Operational,Original
bufr4/0/08/021/22,008021,Caractéristique temporelle,22,Heure d'apparition d'une saute de vent,,,,,Operational,Original
bufr4/0/08/021/23,008021,Caractéristique temporelle,23,Période de contrôle,,,,,Operational,Original
bufr4/0/08/021/24,008021,Caractéristique temporelle,24,Limite de temps convenue pour la réception du message,,,,,Operational,Original
bufr4/0/08/021/25,008021,Caractéristique temporelle,25,Heure nominale de transmission du message,,,,,Operational,Original
bufr4/0/08/021/26,008021,Caractéristique temporelle,26,Heure de la dernière position connue,,,,,Operational,Original
bufr4/0/08/021/27,008021,Caractéristique temporelle,27,Première approximation,,,,,Operational,Original
bufr4/0/08/021/28,008021,Caractéristique temporelle,28,Début du balayage,,,,,Operational,Original
bufr4/0/08/021/29,008021,Caractéristique temporelle,29,Fin du balayage ou heure de fin,,,,,Operational,Original
bufr4/0/08/021/30,008021,Caractéristique temporelle,30,Heure d'apparition,,,,,Operational,Original
bufr4/0/08/021/31,008021,Caractéristique temporelle,31,Valeur manquante,,,,,Operational,Original
bufr4/0/08/023/0-1,008023,Statistiques de premier ordre*,0-1,En réserve,,,,,Operational,Original
bufr4/0/08/023/2,008023,Statistiques de premier ordre*,2,Valeur maximale,,,,,Operational,Original
bufr4/0/08/023/3,008023,Statistiques de premier ordre*,3,Valeur minimale,,,,,Operational,Original
bufr4/0/08/023/4,008023,Statistiques de premier ordre*,4,Valeur moyenne,,,,,Operational,Original
bufr4/0/08/023/5,008023,Statistiques de premier ordre*,5,Valeur médiane,,,,,Operational,Original
bufr4/0/08/023/6,008023,Statistiques de premier ordre*,6,Valeur la plus probable,,,,,Operational,Original
bufr4/0/08/023/7,008023,Statistiques de premier ordre*,7,Erreur absolue moyenne,,,,,Operational,Original
bufr4/0/08/023/8,008023,Statistiques de premier ordre*,8,En réserve,,,,,Operational,Original
bufr4/0/08/023/9,008023,Statistiques de premier ordre*,9,Meilleure estimation de l'écart type (N-1),,,,,Operational,Original
bufr4/0/08/023/10,008023,Statistiques de premier ordre*,10,Écart type (N),,,,,Operational,Original
bufr4/0/08/023/11,008023,Statistiques de premier ordre*,11,Moyenne harmonique,,,,,Operational,Original
bufr4/0/08/023/12,008023,Statistiques de premier ordre*,12,Erreur de vecteur de la valeur quadratique moyenne,,,,,Operational,Original
bufr4/0/08/023/13,008023,Statistiques de premier ordre*,13,Moyenne quadratique,,,,,Operational,Original
bufr4/0/08/023/14,008023,Statistiques de premier ordre,14,Erreur quadratique moyenne,,,,,Operational,AI Translator: MCP
bufr4/0/08/023/15-31,008023,Statistiques de premier ordre,15-31,En réserve,,,,,Operational,AI Translator: MCP
bufr4/0/08/023/32,008023,Statistiques de premier ordre*,32,Moyenne vectorielle,,,,,Operational,Original
